**Header Section:**
Magazine Title: 삼천리 제7권 제10호
Publication Date: 1935년 11월 01일
Article Title: 巴里講和會議때 모혓든 人物 생각 (Thoughts on the Figures Gathered at the Paris Peace Conference)
Author: 呂運弘
Article Type: 회고·수기 (Memoir/Recollection)

**Body Text Translation:**
Thoughts on the Figures Gathered at the Paris Peace Conference
						Yŏ Unhong

The figures gathered at the Paris Peace Conference back then were, for Britain, former Prime Minister Lloyd George; for France, also former Prime Minister Clemenceau; for the United States, former President Wilson; for Japan, Duke Saionji; for Italy, Baron Gennari (젠니 男爵); and for China, Lu Zhengxiang (陸徵祥), all serving as chief plenipotentiaries.

However, although I saw the Peace Conference, the large, formal general assembly where the victorious Allied powers and the defeated Central Powers gathered together occurred only twice: once at the opening and once more at the closing. The decisions on the peace terms were all made in secret, at meetings of the Big Five, or the Big Three, or on the table where Lloyd George and Clemenceau sat together, or else, decided in the place where Clemenceau and Wilson sat together.

Therefore, there was nothing much to see publicly of the Paris Peace Conference. However, I did see Clemenceau giving a speech at some public gathering—I don’t remember which society it was—<26> His appearance was imposing, and as newspaper reporters nicknamed him, he had the spirit of a "Fierce Tiger." His voice was also a ringing, metallic sound. When he showed his spirit before the French people, seeing this scene at the small gathering made one approve of the reason why all the people unconditionally admired him; anyone would likely be moved by his eloquence and his passion. Judging Lloyd George by the rumors circulating in Paris at the time, he was said to be quite cunning and full of political maneuvering. Therefore, by using an idealist like Wilson, who was naive about practical politics, he diverted the good public reputation to Wilson while Britain snatched the most actual spoils of war and benefits like territorial division. As for Wilson, being originally an idealist, he was preoccupied with thinking of ways to eliminate war forever and was busy creating the League of Nations, so he relinquished or conceded much of the practical benefits. As a result, he lost the trust of his own people back home and spent his later years in misfortune.

Japan's Duke Saionji (西園寺公) was a gentleman; the one who stepped forward directly to fight over issues like the Shandong Problem and the Racial Equality Proposal was Count Makino (牧野伯爵).

As for the Chinese representatives, Gu Weijun (顧維均) represented the Northern Government, and Wang Zhengting (王正廷) represented the Southern Government. Lu Zhengxiang (陸徵祥) went in the role of reconciling the two. Wang Zhengting handled the practical defense, while Gu Weijun gave speeches on the proposals and conducted negotiations.

Eighteen long years ago... More than one or two scenes from Paris come to mind, but I will omit them all and instead record a story from when I was in America at the beginning of the Great War.<27>

The year I went straight over to America was 1913, the year before the World War broke out.
Upon arriving, I intended to attend school, so to first earn tuition money, I stayed in Los Angeles, working at a certain restaurant there.

That restaurant was a four-story Western-style building, a place where many people in the city would flock to when it was time for meals.
Among the various classes of people, numerous ethnicities—Germans, French, Spanish, British, Jews, as well as Koreans and Chinese—would gather and eat cuisine there without distinction.

The time I was working there was exactly when the war broke out in Europe.
April 18, 1914! (TN: The date seems incorrect for the start of WWI, which began later in 1914, typically dated to July/August. This might be the author's misrecollection or a typo.)
On this day at noon, as soon as the news arrived from Europe that the "Declaration of War" had been issued, the various people who had gathered at this restaurant for "lunch" threw down what they were eating and immediately stood up and ran outside.

Germans and French people, who until just moments before had been talking and chatting together in one place, started punching, hitting, and cursing each other, causing a commotion. Some packed their bags right away and set off for their homelands; others argued amongst themselves whether Germany was right or wrong. Once the declaration of war in Europe spread throughout America, people across the entire continent of America were instantly thrown into turmoil and commotion, like boiling water.<28>

After this declaration of war reached America, for about a week, a wartime atmosphere filled the country, passing in great tension.
However, because there were many people of German descent within America, once the declaration of war was issued, until America directly joined the Great War in 1917, the faction wanting to side with Germany was quite large. So, while maintaining a stance of strict neutrality, the internal confrontation between the two factions was considerably sharp.
Because of this, figures like General Joffre (-페-ㄹ장군), who was the French commander at the time, and key government figures from Britain came directly to America to argue that the US should join the Allied side.

When the Great War broke out in Europe in 1914, I left Los Angeles that autumn and went to Illinois, where I studied in the middle school department for a year. Then, I immediately went on to enroll at Wooster College in Ohio, graduating in 1918, the year the Great War ended.

While the European continent was in constant difficulty after the declaration of war, America remained quiet amidst the tension for a while, until it directly declared war on Germany in 1917.
German students studying together at the same school, as well as international students from Britain, France, and other European countries, all packed their bags and returned home to fight for their homelands.

1917! America, which until then had maintained neutrality amidst the turbulent state of affairs, finally declared war on Germany, joined the Allied side, and began sending large forces to Europe. The entire spirit of America instantly boiled over like water.<29>
That was precisely when I was attending Wooster College in Ohio.
When the news spread throughout America that the US had joined the Allies and finally declared war on the Central Powers, the American students receiving instruction in the schools all threw down the books they were reading and rushed out to volunteer for the righteous army, claiming it was based on humanitarian love and justice.

Seeing the temperament and character of American students at that time, I was quite astonished. Could those who had lived such luxurious lives until then, frolicking in ease and pleasure, suddenly rush bravely into the battlefield to risk their lives? Their spirit couldn't help but amaze me back then.
Just looking at the fact that within only 5 or 6 months after America declared war on the Central Powers, they dispatched a massive army of one million across the Atlantic to the European continent is truly astonishing. Even thinking about it now, sitting here, I cannot help but admire the courage, boldness, magnificent spirit, and disciplined order of the American people (students). Except for the elderly and the infirm, all the young men passionately advocated for justice and humanity and bravely hoped to go to war; one could only be amazed. Though they usually loved pleasure so much, enjoyed playing and entertainment, and lived luxurious lives, once the declaration of war was issued, they disregarded their homes, cast aside love, and all bravely desired to go to the front. This is something perhaps difficult to see in the world outside of Americans.

In that turmoil, even among us Asians, many Filipinos, Chinese, and Indians joined the American army, based on the point that, grounded in humanitarian love, justice, and humanity, they should rightly fight the German scoundrels.<30>
Within the universities, since everyone was being drafted as volunteer soldiers, there were no students left. Only the teachers would stand on the podium, denouncing the unjust crimes of the German side in the Great War and giving propaganda speeches expounding the righteousness of America's declaration of war. In the churches, pastors, holding Bibles in one hand, would fervently condemn Germany and passionately preach that the American side would be victorious.

In all the entertainment venues, the men who used to throng there could not be seen at all. Instead, in this corner and that corner, on the main streets, at this intersection and that, there were many students giving speeches overflowing with righteous indignation about the war. The students who had lived lives of ease and luxury all threw off their hats, received only 2-3 months of training to become officer-level soldiers, and gladly accepted the strict and difficult life under military regulations. When the great force of 140,000 (TN: This number seems low for the total US deployment, perhaps referring to an initial wave or a specific contingent known to the author) departed across the vast Atlantic, the American people, to celebrate and console those going to the front, designated one day as a day not to eat meat (肉). Countless people across the nation, without exception, all refrained from eating meat for one day. On another day, they designated it as a day not to eat wheat flour (麥粉), and again, all Americans did the same.
Seeing this, one can well understand how rule-abiding the American people are, how orderly, and how great their capacity for unity and solidarity was.

After graduating from Wooster College in the summer of 1918, I immediately entered the graduate program at Princeton University.
My plan at that time was, after finishing this graduate program at Princeton University, to cross over to Europe and devote myself further to academic pursuits, focusing solely on my studies.<31>
<26-31>

**Summary**

This memoir by Yŏ Unhong recounts his observations of the Paris Peace Conference figures like Clemenceau, Lloyd George, and Wilson, noting the secrecy surrounding the actual negotiations despite the public facade. He contrasts the idealistic Wilson with the pragmatic Lloyd George. The latter half details his experiences as a student in the United States (Los Angeles, Illinois, Ohio, Princeton) from 1913 through WWI. He describes the electric atmosphere upon the US declaration of war in 1917, the fervent patriotism and willingness of American students to volunteer for service, and the nationwide unity efforts like meatless or wheatless days, which greatly impressed him.

From a Korean colonial history perspective, the article is interesting for its first-hand account by a Korean intellectual abroad during a pivotal global moment. It highlights the international context Koreans navigated, mentions other Asians (Filipinos, Chinese, Indians) joining the US war effort for ideals like "humanity and justice," implicitly contrasting with Korea's colonized status where such choices were constrained. Yŏ's admiration for American unity and student volunteerism, juxtaposed with his later involvement in Korean nationalist movements, offers insight into the experiences shaping the perspectives of the Korean elite during the colonial period. Historians might find his observations on the Paris Peace Conference (despite his limited access) and his vivid depiction of the US home front during WWI, including the participation of other Asians, valuable.

**Named Entities**

巴里講和會議	파리강화회의	Paris Peace Conference
그러기에 내어 노코 볼 巴里講和會議 구경이라고는 아모 것도 업섯다. 다만 나는 엇든 쏘사이티-든지 잘 기억이 아니나나 엇든 공개집회장에서＜26＞ 쿠레만소-가 연설하는 것을 보앗는데, 생김생김은 장대하고 신문기자들이 별명을 짓든 모양으로 猛虎의 기상을 가지고 잇섯다. 말소리도 쩡쩡 울니는 鐵聲이엇는데, 그가 前 불란서 국민의 압헤서 그 의기를 보이든 때, 모든 인민은 무조건 讚仰하는 까닭도 이 小集會의 광경을 一見하고 승인하겟스니, 그의 辯舌, 그의 정열에는 누구나 움지길 것 갓햇다. 로이드, 죠-지의 비평을, 그때 巴里市內에 흐르는 소문으로 판단컨대, 퍽 꾀가 잇고 政略이 만흔 사람이라 하엿다. 그러기에 윌손가튼 실제 정치에는 어두운, 理想家를 이용하야, 표면의 조흔 명예는 윌손에게 돌니고, 실제의 戰利品 획득이라든가 영토분할 가튼 이익을 英吉利가 가장 만히 빼아슨 것이며, 또 윌손으로 말하면 원체 이상자가 되어서, 영원히 전쟁만을 업시할 방책을 생각하기에 급하여, 國際聯盟을 만들기에 급하여, 그것 이외의 실제 이익은 만히 포기, 양보 하엿든 관계로, 본국 인민으로부터 불신임을 당하야 만년는 불우로 지내게 되엇다.
일본의 西園寺公은 군자라, 山東문제와 인종 平等案 등을 걸고 직접 선두에 나서서 싸운 것은 牧野伯爵이엇다.
중국대표는 北方政府로는 顧維均이 나서고 南方政府로 王正廷이 나섯고, 그 둘을 조화식히는 役으로 陸徵祥이 갓섯는데, 실제의 수비는 王正廷이 하고, 그 案을 연설도 하고 교섭도 하는 것은 顧維均이 하고 잇섯다.
滄茫 18년전, 巴里의 광경이 떠오름이 한두가지가 아니나 모다 略하고, 나는 大戰初에 미국 잇든때 이약이나 記하리라＜27＞

내가 바로 미국으로 건너가기는 世界大戰이 이러나기 前年인 1913년이 되든 해이엿다.
건너가는 길로 나는 학교에 단이기를 목적하고 爲先 學資를 만들기 위하야 「로스앤젤스」에 머물너 잇서, 그곳 어떤 요리점에서 일을 하고 잇섯다.
그 요리점은, 양옥으로 된 4층의 건물로서 이 도시의 많은 사람들이 식사할 때이면 몰여들어 오는 곳이다.
여러 층의 사람들 가운데는 혹은 독일인, 불란서인, 서반아인, 혹은 영국인, 유태인, 혹은 조선 사람 중국 사람 할 것 업시, 여러 민족들이 몰여와서는 요리를 먹는 처소이다.
이곳에서 일을 하고 잇슬 때가 바로 구라파에서 전쟁에 이러나든 때이다.
1914년 4월 18일!
이 날 오정때에 「宣戰布告」가 네렷다는 소식이 구라파에서 비로서 알여지자, 「점심」을 먹으려 이 요리점에로 몰여왓든 여러 사람들은, 먹든 것도 지버치우고 그 길로 이러서 박그로 뛰여 나갓섯다.
독일 사람들이나, 불란서 사람들은 입때까지 한자리에서 이야기 하고 짓거리든 것이 서로 쥐여박고, 때리고, 서로 욕질을 하며 야단들을 하엿다. 어떤 사람은 그길로 짐을 꾸려가지고 祖國으로 향하여 길을 떠나는 사람, 어떤 사람들은, 독일이 올커니, 글느거니, 서로 논쟁하는 사람들, 구라파에서 宣戰布告가 한번 全米에 퍼지자, 米洲 全土內의 사람들은 물끌트시 일시에 소동과 요란을 이르켯다.＜28＞

이 宣戰布告가 미국에 들여와서, 약 1주일간은 戰時 기분이 국내에 充溢하여서 대단한 긴장속에서 지나왓든 것이다.
그런데, 미국내에는 독일계의 인종이 만흠으로 해서, 한번 宣戰布告가 네리자, 미국이 1917년에 大戰에 직접 가담하기까지는 독일측에 스자는 派가 상당히 만허서, 嚴正中立의 상태에 서잇스면서도, 내부의 兩派對立은 여간 尖銳化한 것이 안이엿다.
그러기 때문에 불란서의 당시 원수로 잇든 -페-ㄹ장군 갓흔 사람이며, 영국에서도 정부의 要路者가 미국으로 직접 건너와, 聯合軍側에 가담하여야 된다는 것을 논파하엿든 것이다.
1914년 大戰이 구라파에서 터지자, 나는 그 해 가을에 「로스앤젤스」를 떠나, 「일니노이」주로 가서 中學部에서 일년간을 공부하엿다. 그리고는 그길로, 이여 「오하이오」주 우오-스론대학에 입학하여, 18년 대전이 끗나든 해에 졸업하엿다.
구라파 대륙에서는 宣戰布告가 네리자, 그냥 곤란한 가운데 잇섯는데도, 이 米洲만은 17년 직접 독일에 향하야 宣戰布告를 네리우기까지는 한동안 긴장한 가운데서도 잠잠하여왓다.
가치 학교에서 공부들 하든 독일 학생들이며, 영국, 불란서 등, 歐洲의 유학생들은, 모다들 조국을 위하야 出戰할여고 제각긔 짐을 싸가지고 돌아가고 말엇다.
1917년! 입때까지 物情이 소란한 가운데서 中立을 취하고 잇든, 미국이 드듸여 독일에 향하야 宣戰을 포고하고 聯合軍側에 가담하여 大軍을 歐洲로 출전식히게 됨에 이르니, 미국의 全士는 일시에 물끌틋이 끄러 올넛다.＜29＞
그때가 바로 내가 「오하이오」洲 우오스톤대학에 재학하든 때이다.
미국이 聯合軍에 합세하야 同盟軍에 드듸어 宣戰布告를 네리웟다는 소식이 全米에 퍼지자, 학교내에서 교수를 밧고 잇든 미국학생들은 모두가 읽든 책을 집어 던지고, 인류애와 正義人道에 입각한다고 하여, 義勇軍人을 지원하려 뛰여나갓든 것이다.
나는 그의 미국의 학생 기질과 성격을 보고 퍽으나 놀내엿다. 입때까지, 호화로운 생활을 하든 그들이 안일과 환희에서 날뛰든, 그들의 생활 환경에서, 갑작이, 생명을 바치고 싸우는 戰場으로 용감히 뛰여나가는 그들의 의기는 그때의 나로 하여금 놀내게 하지 안흘 수 업섯나.
미국이 同盟軍側에 宣戰을 布告한지 불과 5, 6개월 만에 일제히 백만의 大軍을 대서양 건너, 구라파 대륙으로 出戰식히엿다는 것만 보드래도 실로 놀나운 일일 것이다. 지금에 안저 생각하여 보드래도 미국인(학생)의 용감성과 대담성과 壯快한 의기와 규율잇는 질서는 감탄하지 안흘 수 업다. 나이 만흔 사람이나, 병약한 사람들을 除한 外의 청년들은, 모다, 열열하게 정의, 인도를 표방하고 씩씩하게 출전을 희망하는 것을 보면, 오직 놀나지 안을 수 업섯다. 평시에는 그럿케 歡喜를 조와하고, 놀기와, 오락을 즐기며 호화로운 생활을 하든 그들이엿만은, 한번 宣戰布告가 내리자마자, 가정도 돌보지안코 사랑도 박차버리고, 모두들 용감하게 戰地로 나아가기를 희망함은 세계에 잇서서 미국 사람들이 안이고는 좀 보기어러운 일일 것이다.
그통에, 우리 동양사람으로도, 인류애와, 정의, 인도에 입각하여서는 맛당히 독일놈들과 싸워야 한다는 점에서, 比島人이나, 중국인이나, 인도인들도 미국군에 가담하는 사람들이 만헛다.＜30＞
대학내에서는 모다들 의용병으로 뽑히여 나가기 때문에 학생들이 업고, 다만 선생들이, 강단에 올나서서는 大戰에 잇서서, 독일측의 부당한 죄악을 부르짓고, 미국의 宣戰의 정당함을 설파하는 宣戰, 煽動 연설만을 할 뿐이며 교회당에서는 목사가 성서를 한 손에 쥐고는, 열열히 독일을 매도하고, 미국측의 勝戰 할 것을 역설하곤 하엿다.
모든 오락기관 내에는, 그럿케 만히 몰여 단이든 남자들이 그때에는 하낫도 구경할 수가 업고, 이 구석 저 구석에서, 또는 큰 길거리, 이 모퉁이 저 모퉁이에서는 의분에 넘치는 宣戰연설을 하는 학생들이 만헛다. 안일하고 호화로은 생활을 하든 학생들이 모다, 모자를 버서던지고, 불과 2-3個月式만 훈련을 밧고는 장교급들이 되여, 엄격하고 어러운 軍規생활을 달게 바드며, 14만의 大兵을 이루워, 洋洋한 太西洋을 떠날 때, 미국의 인민들은 戰地에 나가는 그들을 축하하고, 위로한다는 의미에서 하루는 고기(肉)를 안먹는 날로 정하여 놋코는, 전국의 수만흔 사람들이 누구나, 할 것 업시, 일제히 一日間 만은 육식을 안먹고, 또 어떤 날은, 밀가루(麥粉)를 안 먹는 날로 정하고는 또한 全 미국인이 똑가치 안 먹엇섯다.
이것을 보드래도, 미국인이 얼마나, 규칙적인 인종들이며, 질서잇고, 일치단결력이 크든가 함을 가히 알 것이다.
1918년 여름에 오-우스톤 대학을 졸업하고 直時로 푸리스톤 대학 연구과에 들어갓섯다.
그 때의 나의 생각에는 이 푸리스톤 대학 연구과를 마추고는 歐洲로 건너가서, 더욱 學究에 힘쓸 것으로 작정하고, 공부에만 열중하엿든 것이다.＜31＞
＜26-31＞
