Magazine Title: 삼천리 제7권 제10호
Publication Date: 1935년 11월 01일
Article Title: 文學과 思想(極히 簡單한 敍述的 要目), 三千里文藝講座(第1回 開講) (Literature and Thought (An Extremely Simple Descriptive Outline), Samch'ŏlli Literary Lecture Series (1st Session Opening))
Author: 鄭寅燮
Article Type: 논설 (Essay/Article)

Literature and Thought
						By Chŏng Insŏp

Author Introduction
Mr. Chŏng Insŏp was born in Ŏnyang, Kyŏngsang Province. He is 32 years old this year. After finishing Hwimun early, he went to Tokyo, graduated from the English Literature Department of Waseda University, returned, and is currently a professor in the Literature Department at Yŏnhŭi Professional School. He has published many research papers on English literature.

This issue can also be considered from various aspects depending on the method of discourse. Usually, five methods are discussed for studying literature: the Linguistic Method, the Appreciation-Critical Method, the Genetic Method, the Scientific Method, and the Comparative Literature Method. However, I wish to add what I call the Synthetic Method, making a total of six methods for studying the thought in literature.

One. The Linguistic Research Method - This involves research focusing on language and sentences. It can be further divided into the Original Text Annotation Method and the Linguistic Psychology Method. The former focuses on the interpretation of phrases and sentences. Since literature is expressed through language and sentences, one cannot claim to have understood the thoughts and feelings within it without understanding the means of expression. However, there can be differences in how people use language and sentences, and this method alone is insufficient for examining the ideological content hidden within the superficial form. The latter involves philosophical or psychological consideration of language <227>, also discussing language and sentences, but mainly discussing their suggestive power and receptivity concretely. However, this method alone is also insufficient for understanding the hidden thoughts and feelings.

Two. The Appreciation-Critical Research Method - This focuses on one's own impression of the subject. It does not aim to establish abstract definitions or universal systems but, as much as possible, to faithfully savor the subject and base understanding on the resulting impressions. This method is often adopted by those who disregard theory, but it is prone to narrow prejudice. While not unimportant, it is insufficient for understanding the relationship between literature and various other cultural elements within it.

Three. The Genetic Research Method - Since the above two methods focus on linguistic form and individual impressions respectively, they are greatly disadvantageous for considering the broad ideological domain of literature. Therefore, in contrast to such representational and conceptual research, modern times, influenced by the development of anthropology, have come to prioritize factual evidence, dealing with two aspects based on what appears therein: the primitive state of literature's genesis and its process of formation. Consequently, the thought in literature is also empirically verified through this aspect.

Four. The Scientific Research Method - This advances the Genetic Research Method (Three) further by applying natural science and experimental science. It discusses the characteristics and compositional style of literature by considering it from three aspects: Race, Environment, and Era. This can be said to have been influenced by <228> Positivist philosophy or the Theory of Evolution. It is here that the study of thought in literature first acquired modern depth.

Five. The Comparative Literature Research Method - This harmonizes the Genetic Method and the Scientific Method mentioned above. Aiming for a critique from the perspective of the path of literature's evolution or the history of human civilization, it seeks to clarify the thought hidden within literature by comparing, anthropologically, sociologically, or historically across eras, two or more things within one country, or comparing the similarities and differences between one national society and another, or criticizing the differences between eras.

Six. The Synthetic Research Method - This is what I advocate. It involves harmonizing the above five methods, appropriately utilizing their strengths where needed, and consequently examining the thought in literature deductively or inductively through all of them. In short, this aims to fully critique the entire aspect of thought by considering the subjective essentiality and objective influence of literature factually, purposively, and effectively. It is here, I believe, that the thought in literature finally reveals its complete outline.

Next is the scope of "Literary Thought." This concerns what the term "thought" means in literature. I wish to divide this into a broad sense interpretation and a narrow sense interpretation. The broad sense interpretation relates the term "Thought in Literature" to both the content and form of literature. The narrow sense interpretation uses it <229> only in relation to the content of literature. The latter can also be further subdivided internally.

First, I should speak about the mutual relationship between the content and form of literature. Discussing such things pertains too much to descriptive introductory outlines, so I cannot discuss it in detail. However, omitting all tedious explanations and speaking very simply, the content of literature mainly refers to the materials and intent of literature, while the form of literature refers to the method and attitude of expressing them. The mutual relationship between this form and content is so closely intertwined that whether they can be distinguished is itself a question, and disagreements arise when discussing their primary-secondary relationship, as well as differing opinions regarding their mutual determination in literary creation. However, I will not elaborate on such matters here but will first conveniently divide the scope of thought into broad and narrow senses and then state the following points.

One. Material and Intent can be divided into the following detailed items.
(One) Materials of Literature (Examples omitted)
(A) Sensory Elements - These are further divided into five.
(1) Visual Elements. These refer to natural scenery, the forms, colors, light, and shadow of figures and other objects.
(2) Auditory Elements. All artistic sentiments felt through various sounds.
(3) Olfactory Elements. Although not as common as visual and auditory elements, they also function as materials in literature.
(4) Gustatory Elements. These also become literary materials. Olfactory materials and the following Tactile Elements are <230> often treated in modern literature.
(5) Tactile Elements. Hardness/softness, coarseness/fineness, lightness/heaviness, coldness/warmth of things, etc., are treated considerably, especially in modern literature that has achieved liberation of the senses.
(B) Mental Elements - These are further divided into three.
(1) Emotional Elements. When emotions move, they relate on the one hand to the psychological process of the creator and also function as material being treated in the created work.
(2) Volitional Elements. These act upon literature with a certain moral pressure.
(3) Intellectual Elements. There could be various aspects, but it can be seen in the sense of ensuring truthfulness in investigation, planning, etc., and is also considerably used in popular works like detective stories.
(C) Imaginative Elements - These acknowledge supra-real things that cannot be felt through ordinary perception or empirically proven by natural laws. The following subdivisions are possible.
(1) Spirits of Natural Objects.
    (a) Derived from living things - Spirits and deities of animals and plants.
    (b) Derived from non-living things - Mountain spirits (山神), water spirits (水精), etc.
(2) Derived from Souls -
    (a) Spirits of people.
    (b) Spirits of quasi-human figures (Angels, Fairies, Demons, etc.)
(3) Objects of Religious Faith (Gods, Buddhas) <231>
(4) Unusual Events (Magic, Reincarnation, Phantasmagoria)
(D) Conceptual Elements - These ultimately concern views of life and the world (politics, economics, religion, philosophy, etc.). The narrowest sense interpretation, which treats only this field among literary materials as thought, can also be established. And it significantly influences intent.
(Two) Intent of Literature (Specific examples and explanations all omitted)
(a) Entertainment - When this is the primary driver, the content generally consists of popular mass works, nonsense works, etc.
(b) Individuality - As it focuses on individual talent, temperament, and state of mind, psychological literature is established.
(c) Universality - When depicting commonality shared by everyone, especially human types, it becomes orthodox literature.
(d) National Character - As this deals with the possessions and destiny of a race/nation, nationalist literature arises.
(e) Concept of the State - Here, since centralized power and rule are the main objectives, ultranationalist imperialist literature can be generated.
(f) Sense of Justice - As it centers on human fairness and uprightness, humanitarian idealist literature, connected beyond individuality, nation, and state, is established.
(g) Collectivity - When focusing on human collective consciousness, democratic or literature acknowledging the social nature of literature comes into being.
(h) Labor Nature - Focusing on the distribution of production, broad socialist literature arises. <232>
(i) Class Nature - This aims to achieve economic rationalization, conceived from a materialist viewpoint, through class struggle, thus establishing Marxist literature.

Thus, besides the narrowest interpretation combining only conceptual elements and intent, and the usual narrow interpretation viewing various materials and intents as encompassed by "Thought," stepping further to interpret it as including the aspects of expression method and attitude—that is, the formal expression aspects—can be seen as the broad interpretation. I will list these next, but it's not that these relate absolutely only to form and technique; rather, within themselves, they also directly and indirectly connect to and include their respective content characteristics. Moreover, the aforementioned materials and intent, as well as the following forms and techniques, relate to two aspects of literature: Permanence and Timeliness. Permanence signifies immutable elements, and Timeliness signifies transience. First, focusing on Timeliness, I wish to cite my system to list the discussion of ideological trends in form and technique methods, presented nominally below.

Phase 1
Primitive Art → Ancient Classicism — Medieval Literature (Dark Ages)
Phase 2
Early Modern Classicism → Romanticism → Naturalism → (Fin de siècle Thought)
Phase 3
Neo-Romanticism → (Socialism) → (Fascism) → (World Anguish) <233>
Phase 4
(Neo-Liberalism Literature(?)) → ? → ? → (?)

Among the items listed above, quite a few might suggest relevance to the content of literature by their names, but they have been named so for convenience. The reason why the forms and techniques of expression simultaneously include their content characteristics lies therein. However, I should explain the various propositions above and their mutual correlations, and also explain how such Timeliness (or the addition of new aspects) relates to the permanent, immutable characteristic of literature, namely its artistry. But complex theories related to aesthetics are indeed necessary, so I omit them all here. I trust and hope that all these detailed items will be directly or indirectly cited or explained under various titles by the next writer, and with this, I end my writing. Therefore, I hope you understand that I have merely outlined the overall relationship between literature and thought in summary form, and this is nothing more than an introductory table of contents for this field.

Finally, as a postscript, regarding the limit of how much thought should be emphasized in the creation of literature - some argue for the necessity of thought, but even "Art for art's sake" can be seen as constituting its own thought, and it is undeniably already one trend within literary thought. Only if one dismisses thought in the sense that it lacks utilitarianism—meaning it's not art for life's sake, art for society's sake, etc.—might there be some point, but otherwise, any artistic view is merely literary thought. Therefore, the term "Literary Thought" <234> (文學思想) and "thought of literature" (文學의 사상, i.e., purposefulness within literature) can be used distinctively but are often used interchangeably. Also, the term "conception" (構想) is used to combine content-related thought and the outline of expression in creation. Only when there is a conception does one actually begin to wield the brush for creation. Among these, I understand it is usual to first grasp the content-related thought and then harmonize the method of its expression, and I believe it should be done this way. Here too, various disagreements and explanations are necessary, but I omit them all. <235>

**Summary**

Chŏng Insŏp outlines six methods for studying thought in literature: linguistic, appreciation-critical, genetic, scientific, comparative, and his proposed synthetic method. He then defines the scope of "thought," distinguishing between broad (content and form) and narrow (content only) interpretations. He details literary materials (sensory, mental, imaginative, conceptual) and intents (ranging from entertainment and individualism to nationalism, socialism, and Marxism). Finally, he presents a historical schema of literary trends (Classicism, Romanticism, Naturalism, Socialism, Fascism, etc.) influencing form and technique, acknowledging that even "art for art's sake" embodies a form of thought, and suggests that content-thought should precede expressive form in literary creation. From a historical perspective, the article is interesting as it showcases a Korean intellectual in 1935 systematically engaging with and categorizing a wide range of Western literary theories and ideologies, including contemporary ones like Fascism and Marxism, within the context of colonial Korea. His attempt to create a "Synthetic Method" and the inclusion of concepts like "National Character," "Concept of the State," and "World Anguish" reflect the intellectual currents and political realities of the time under Japanese rule.

**Named Entities**

鄭寅燮	정인섭	Chŏng Insŏp
恒久的	항구적	Permanent
藝術性	예술성	Artistry
美學	미학	Aesthetics
복잡한	복잡한	Complex
이론	이론	Theory
집필자	집필자	Writer, author
제목	제목	Title, subject
直接	직접	Directly
間接	간접	Indirectly
희망	희망	Hope, wish
붓을 끝인다	붓을 끝이다	To finish writing (lit. end the brush)
全面的	전면적	Overall, entire
要抄的	요초적	In summary, excerpted
例擧	열거	Enumeration, listing
불과하다	불과하다	To be merely, nothing more than
諒解	양해	Understanding, comprehension
附記	부기	Postscript, addendum
중요시	중요시	Emphasis, importance
云謂	운위	To say, mention (archaic/literary)
不必要	불필요	Unnecessary
藝術을 위한 예술	예술을 위한 예술	Art for art's sake
자체	자체	Itself
潮流	조류	Trend, current
틀림없다	틀림없다	To be certain, doubtless
다만	다만	Only, merely, however
實利的	실리적	Utilitarian, practical
文學觀	문학관	View of literature
功利性	공리성	Utilitarianism, utility
무시하다	무시하다	To ignore, disregard
一理	일리	Some truth, a point
여하한	여하한	Any kind of, whatever
혼용	혼용	Mixed use, interchangeable use
構想	구상	Plan, conception, plot
製作上	제작상	In terms of production/creation
表現輪廓	표현윤곽	Outline of expression
실제로	실제로	Actually, in reality
놀리다	놀리다	To wield, handle (a tool like a brush)
파악하다	파악하다	To grasp, comprehend
조화식히다	조화시키다	To harmonize, coordinate (older form of 조화시키다)


---------------------------


잡지명	삼천리 제7권 제10호
발행일	1935년 11월 01일
기사제목	文學과 思想(極히 簡單한 敍述的 要目), 三千里文藝講座(第1回 開講)
필자	鄭寅燮
기사형태	논설

文學과 思想
						鄭寅燮
筆者紹介
鄭寅燮씨는 慶尙 彦陽 출생. 今年 32세다. 일즉 徽文을 마치고 東京드러가 早稻田大學 英文科를 마치다 도라와서 현재 延禧專門學校 文科교수, 영문학에 대한 연구논문 발표가 만타.

이 문제도 講述하는 방법에 따라서 여러 가지 방면으로 考察할 수 있는 것이다. 보통 文學을 연구하는 방법으로 言語學的 方法과 鑑賞批評的 方法과 發生學的 方法과 科學的 方法과 比較文學的 方法의 5種을 論하지마는 나는 綜合的 方法이라는 것을 加해서 文學의 思想을 연구하는데도 合 6種을 들고저 한다.
一. 言語學的 硏究方法이란 것은 - 言語와 文章을 主體로 해서 연구하는 것인데 그것을 다시 二分해서 原本 註釋的 方法이란 것과 言語心理學的 方法으로 細論할 수 있다. 前者는 語句의 해석을 爲主하는 것인데 文學이 言語와 文章을 통해서 표현되는 것임으로 그 수단을 이해못하고는 그 속에 있는 思想感情을 解得했다 볼 수 없는 것이다. 그러나 사람마다 언어와 文章의 사용방법에 차이가 있을 수 있고 또 그 表面的 形式 속에 숨어있는 思想的 內容을 檢討하는데도 그것만으로는 부족한 것이다. 그리고 後者는 言語의＜227＞ 哲學的 乃至 心理學的 考察를 하는 것인데 역시 言語와 文章을 論하지마는 주로 그 암시력과 감수성 등을 구체적으로 論하는 것인데 그 속에 숨은 思想感情을 이해하는데는 이것만으로도 부족하다.
二. 鑑賞批評的 硏究方法이라고 하는 것은 - 對象에 대한 자기의 인상을 주체로 하는 것이니 抽象的으로 定義를 내룬다든가 普遍的 體系를 확정한다든가를 목적하지 않고 어데까지던지 如實히 대상을 맛보아 거기서 우러나오는 感想을 토대로 하는 것인데 흔히 이론을 무시하는 사람들이 取하는 방법이지마는 이것만으로는 흔히 좁은 偏見에 빠지기 쉬운 것이요 그것을 존중히 하지 안는 것은 아니로되 그것이 文學 속에 있는 다른 여러 가지 文化的 要素와의 관계를 이해하는 데는 부족하다.
三. 發生學的 硏究方法이란 것은 - 이상의 두 가지가 하나는 用語 形式을 爲主하고 또 하나는 개인의 인상을 爲主한 것만큼 文學의 廣汎한 思想的 領域을 考慮하는 데는 大段 不利함으로 그와 같은 表象的, 觀念的, 연구에 代해서 近代에 와서는 인류학의 발달에 의하야 그 事實的 證據를 爲主하고 거기에 나타난 것으로 文學의 原始的 發生狀態와 그것의 생성과정의 두 가지 방면을 取扱하게 되는 것이다. 따라서 文學의 사상은 이러한 방면에서도 實證되게 된다.
四. 科學的 硏究方法이란 것은 - 三의 發生學的 硏究方法을 좀더 진전식혀서 自然科學과 實驗科學을 응용하는 것이니 文學을 種族, 環境, 時代의 3方面으로 고찰하야 文學의 特質과 構成樣式을 論하게 되는데 이것은 實證哲學이라든지 또는 進化論의＜228＞ 영향을 받었다고 할 수 있는데 여기에서 文學의 思想硏究는 비로소 近代的 深刻味를 加하게 된 것이다.
五. 比較文學的 硏究方法이라고 하는 것은 - 이상의 發生學的 方法과 科學的 方法을 조화하야 거기에 文學이 진화된 경로라든지 또는 인류의 文明史的 批評을 목표로 해서 혹은 人類學的으로 혹은 社會學的으로 혹은 時代史的으로 一國內의 두 가지 이상의 것을 비교한다든지 한 國家社會와 다른 國家社會와의 異同時代와 시대와의 차이 등을 批判한다든지 해서 그 속에 숨은 文學의 사상을 밝히려는 것이다.
六. 綜合的 硏究方法이라고 하는 것은 - 나의 主唱하는 바인데 이것은 이상 5개를 各其 調和하되 그 長點을 各其 必要한데 적당히 이용하고 따라서 그 모든 것으로서 演譯的으로 또는 歸納的으로 文學의 사상을 고찰하려는 것이다. 요컨댄 이것은 文學의 主觀的 本質性과 客觀的 影響性을 事實上으로 目的上으로 効果上으로 완전히 고찰해서 그 사상의 전면을 비판하자는 것이다. 여기에 비로소 文學의 사상이 온전한 輪廓을 나타낼 줄 안다.

다음에는 『文學思想』의 限界性인데 이것은 文學에 있어서 사상이란 말은 어떤 것을 의미하느냐 하는 것이다. 나는 이것을 廣義의 해석과 狹義의 해석으로 二分하고저 한다. 廣義의 해석이란 것은 『文學의 思想』이란 말을 文學의 내용과 형식의 兩方面으로 다 關連식히여서 말하는 것이요 狹義의 해석이란 것은 그것을 文學의 내용에 한해서만 사용하는＜229＞ 것이다. 그리고 後者는 다시 내부적으로 세분될 수도 있다.
그러면 먼저 文學의 내용과 형식의 相互關係를 말해야 할 것인데 이런 것을 論하는 것은 너무나 序述的인 槪論에 관한 것인 만큼 仔細히 論할 수는 없으나 구구한 해설을 다 略하고 아주 간단히 말하면 文學의 내용이란 것은 文學의 재료와 의도를 주로 말하는 것이요 文學의 형식이라면 그것을 표현하는 방법과 태도를 의미하는 것이다. 그런데 이 형식과 내용의 相互關係는 그 교류되는 바가 밀접한 만큼 구별할 수 있느냐 없느냐도 문제고 서로 主從을 論하는데 있어서도 異論이 생기고 文學의 製作上 相互規定을 말하는데 있어서도 의견이 다른 바 있다. 그러나 나는 여기서 그런 것을 細論하지 아니하고 바로 사상의 한계를 廣狹의 兩義로 위선 편의상 分하고 다음의 論點을 말하겠다.
一. 素材와 意圖는 다음의 細目으로 分할 수 있다.
(一) 文學의 素材(實例는 생략함)
(A) 感覺的 要素―이것은 다시 五分한다.
(1) 視覺的 要素. 이것은 자연의 풍경.
人物 其他 物體의 형상, 색채, 명암 등을 말한다.
(2) 聽覺的 要素. 각종 음향을 통해서 느끼는 모든 藝術的 情趣.
(3) 嗅覺的 要素. 시각과 청각만큼 보통은 아닐지라도 역시 文學의 소재에 작용됨.
(4) 味覺的 要素. 이것도 문예의 소재가 되는데 嗅覺的 素材와 다음의 觸覺的 要素는＜230＞ 近代文學에서 많이 취급된다.
(5) 觸覺的 要素. 사물의 硬軟, 粗密, 輕重, 寒暖 등 특히 官能解放을 한 近代文藝에서는 상당히 취급된다.
(B) 心的 要素 - 이것은 다시 三分한다.
(1) 情的 要素. 감정이 움즉일 때 一方으로는 製作者의 심리작용에도 관계가 되고 被製作物의 取扱材料로서도 작용하는 것이다.
(2) 意志的 要素. 어떤 德義的 壓力을 가지고 文藝에 작용된다.
(3) 知的 要素. 여러 가지 있겠지마는 조사 계획 등 사실에 거짓없게 하는 의미로도 볼 수 있겠고 探偵物같은 通俗物에도 상당이 이용된다.
(C) 想像的 要素 - 보통 知覺으로는 느끼지 못한다든가 자연법칙으로는 實證 못할지라도 超實在的인 것을 容認하는 것인데 다음과 같은 세분이 있을 수 있다.
(1) 自然物의 精靈.
(가) 生物에서 推定된 것 - 動植物의 精과 神.
(나) 無生物에서 推定된 것 - 山神, 水精등.
(2) 靈魂에서 推定된 것 -
(가) 人物의 靈,
(나) 擬人物의 靈(天使, 仙女, 魔鬼 등)
(3) 宗敎的 信仰對象(神, 佛)＜231＞
(4) 異常한 事件(魔術, 輪迴, 幻夢)
(D) 觀念的 要素 - 이것은 결국 人生觀, 世界觀(정치, 경제, 종교, 철학 기타)에 관한 것인데 文學의 소재 중에서 이 분야만을 사상으로 취급하는 狹義中의 狹義解釋도 성립된다. 그리고 의도에도 중대한 영향을 주는 것이다.
(二) 文學의 意圖(구체적 실례와 설명을 모다 略함)
(a) 誤樂性 - 이것이 주로 움즉일 때는 그 내용이 대략 通俗 大衆物, 넌센스物 등이 구성된다.
(b) 個性 - 개인의 天分, 氣質, 心境을 위주하는 만큼 心理主義 文學이 성립된다.
(c) 普遍性 - 사람마다 다 있는 通有性과 특히 人間型을 그리는 때는 正統派 文學이라는 것이 된다.
(d) 民族性 - 이것은 종족의 소유와 운명을 취급하는 만큼 民族主義 文學이 된다.
(e) 國家觀念 - 여기서는 집권과 통치가 주목적인 만큼 國粹主義的 帝國主義 文學이 생성될 수 있다.
(f) 正義感 - 인간의 公明 正大性을 주체하는 만큼 거기는 개성과 민족과 국가이상으로 연결되는 人道主義的 理想主義 文學이 성립된다.
(g) 集合性 - 사람의 集合意識을 위주할 때는 民主主義的 또는 文學의 사회성을 인정하게 되는 것이다.
(h) 勞働性 - 생산의 분배를 主眼하는 것이니 광범한 社會主義的 文學이 생기는＜232＞ 것이다.
(i) 階級性 - 이것은 唯物觀에서 胚胎된 경제의 합리화를 階級的 鬪爭에서 획득하자는 것이니 맑스주의 文學이 성립되어 있다.
이상과 같이 思念的 要素와 의도만을 합한 最狹意의 해석과 각종의 소재와 의도을 思想 內包로 보는 보통의 狹義의 해석 이외에 한거름 더 나아가 표현방법과 표현태도를 말하는 그 形式的 表現方面까지 합한 것으로 해석하는 것이 廣義의 해석이라고 볼 수 있다. 다음에 그것을 열거하려니와 이것이 절대로 形式과 技巧에만 관한 것이냐 하면 그렇지 않고 역시 자체 속에 各其 內容的 特質도 直接 間接 連結되여서 포함되여 있는 것이다. 그리고 右記한 소재와 의도라든지 다음의 형식과 기교가 文學의 恒久性이란 것과 時代性이라는 두 기지 방면에 관계되는 것인데 恒久性이란 것은 불변의 요소를 의미하고 時代性이란 것은 變遷性을 의미하는 것이다. 먼저 時代性에 빛오여 형식과 기교방법의 思潮論을 名目的으로 다음에 抄記하되 나의 體系를 인용하고저 한다.
第1段
原始藝術 → 上代古典主義 ― 中世文學(暗黑時代)
第2段
近世古典主義 → 浪漫主義 → 自然主義 → (世紀末 思潮)
第3段
新浪漫主義 → (소시아리즘) → (파시즘) → (世界 苦悶)＜233＞
第4段
(新自由主義文學(?)) → ? → ? → (?)
右記 表記 中에 명목이 文學의 내용에 관한 것을 추측케 하는 것도 상당히 있겠으나 편의상 그렇게 命名했는데 그 표현의 형식과 기교는 동시에 그 內容的 特性까지 포함하고 있는 이유도 거기에 있다. 그런데 나는 이상의 各種 命題와 各其 相互 關連에 대해서 설명을 해야 되며 그러한 時代的 變遷性(혹은 신국면의 添加)이라는 것이 文學의 恒久的 不變性으로서의 특성인 예술성에 대해서도 해설해야 될 것이로되 실로 美學에 관련된 복잡한 이론이 필요함으로 여기서는 모다 略하고 이 모든 細目에 대한 것이 다음 집필자에 의하야 여러 가지 제목으로 직접 간접 인용 또는 설명될 줄 알고 또는 그리되기를 희망하고 붓을 끝인다. 따라서 이상에 나는 文學과 사상과의 전면적 관계를 要抄的으로 例擧한대 불과하며 이 방면의 서론적 목차에 불과한 줄을 諒解해 주기 바라는 바이다.
끝으로 附記할 것은 文學의 製作上에서 思想이 얼마나 중요시 되여야 할가 - 하는 한계성인데 或者는 사상의 불필요를 云謂하기도 하나 『藝術을 위한 예술』도 그 자체로서의 사상이 구성되여 있다고 볼 수 있고 또 그것이 발서 文學사상 중의 一潮流인 것도 틀림없다. 다만 實利的 文學觀이 아니라는 의미에서 인생을 위한 예술이라든가 사회를 위한 예술이라든가…… 하는 功利性이 없다는 의미로 사상을 무시한다면 혹 일리가 있을는지 모르나 그렇지 않으면 여하한 藝術觀도 모다 그것이 文學사상에 불과하다. 그럼으로 文學思想이란＜234＞ 말과 文學의 사상(文學 속의 목적성)과는 구별되어 쓸 수도 있으나 흔히는 혼용되어 있다. 그리고 構想이란 말은 內容的 思想과 제작상의 표현윤곽을 합해서 사용하는 말인데 構想이 있어야 비로소 실제로 제작의 붓을 놀리게 되는 것이다. 또 그 중에서 나는 내용적 사상을 먼저 파악하고 그 다음에 그것의 表現方法을 조화식히는 것이 보통인 줄 알며 그리하여야 될 줄 아는 바이다. 여기도 여러 가지 異論과 說明이 있어야할 것이로되 모다 略하는 바이다.＜235＞
＜227-235＞
