Magazine Title: 大동아 제14권 제3호
Publication Date: 1942년 03월 01일
Article Title: 大東亞戰爭과 中國 (The Greater East Asia War and China)
Author: 汪兆銘
Article Type: 논설 (Editorial/Argument)

The Greater East Asia War and China
						Wang Jingwei (汪兆銘)
Armed Comrades.

We are gathered here today to commence strategic exercises, and it happens to be the third day since Japan opened hostilities against Britain and America. Now, at the commencement of these strategic exercises, the war has already arrived. Strategic exercises inherently possess significant meaning, but the significance of those commencing today is even greater. (Omission - original text)

After the Father of the Nation (國父 - Sun Yat-sen) passed away on March 12, Republic Year 14 (1925), comrades who survived carried on his legacy. On July 1, the Nationalist Government was established in Guangzhou (廣州), I became the Chairman of the Nationalist Government, and following the violent Shaji Incident (沙基 暴虐事件) of June 23, we immediately launched a boycott against Britain and a general strike against Hong Kong, while maintaining friendly relations with Japan. This is something everyone knows. Subsequently, on May 3, Republic Year 17 (1928), Chiang Kai-shek (蔣中正), due to the Northern Expedition, provoked the Jinan Incident (濟南事件) and decided on a strategy to use Britain and America to check Japan. From this point, following this path led to the Shenyang Incident (瀋陽事變, Note: Refers to the Manchurian Incident) of September 18, Republic Year 20 (1931), which became even more intense. Esteemed Armed Comrades, my saying this is by no means intended to evade responsibility. However, what I must state clearly is that after 9/18 (September 18th), the comrades of our Party (本黨 - Kuomintang) split into two factions. One faction advocated using Britain and America to check Japan, insisting on this from beginning to end, absolutely refusing to change, which fundamentally contradicts the teachings of the Father of the Nation. The other faction, while witnessing the worsening situation between China and Japan, still devoted their hearts and strength to seeking a turnaround, aiming to reverse the situation towards improvement, <78> this also fundamentally adhered to the teachings of the Father of the Nation, not wanting China to collapse and the future of Asian prosperity (興亞前途) to turn to foam (泡沬). In any case, not only was the popular mood at the time superficial and frivolous (浮華淺薄), but with the Communist Party manipulating things from the middle, and further instigated by Britain and America, the momentum of the former faction grew day by day. Despite the lonely and arduous efforts of the latter faction's comrades, eventually, those who died, died, and those who were injured, were injured, making it impossible to prevent the outbreak of the Lugou Bridge Incident (蘆溝橋事件 - Marco Polo Bridge Incident).

After the outbreak of the Lugou Bridge Incident, the hope for cooperation and partnership between China and Japan seemed severed. However, on November 3, Republic Year 27 (1938), when the Japanese Konoe Cabinet issued a statement explaining that Japan's true intention was not the destruction of China but the prosperity of China, and proposing to jointly bear the responsibility of building a New Order in East Asia (東亞 新秩序) with Japan, then on December 23, it further concretely listed the principles for cooperation with China: neighborly friendship (善隣友好), joint defense against communism (共同防共), and economic cooperation (經濟提携). Finally, it stated again that Japan not only would not hinder China's development but would rather assist China and fulfill the necessary conditions for a modern state, such as the return of concessions (租界返還) and the abolition of extraterritoriality (治外法權廢止). What is the significance of this? It signifies Japan's desire for peace, for China to resolve its grievances, to cooperate again, and strive for the liberation of Asia. If Japan had already made this resolution, the immediate disputes facing China would naturally find a way to resolution. And not only this, but the Father of the Nation's Pan-Asianism (大亞細亞主義) would also gain an opportunity for realization through this. It is for this reason that I issued the so-called December 29th Telegram (通電). This is by no means a new assertion but rather a consistent belief since the National Revolution (國民革命).

If my proposal in the December 29th Telegram had been realized at that time, then by the time the European War broke out again from late August to early September of Republic Year 28 (1939), China and Japan would have already healed old wounds (古傷), cultivated new vigor, built the New Order in East Asia, and there would have been no surrounding or obstructing influences from other powers. Yet, the Chongqing (重慶) side remained obstinately unenlightened, which is truly regrettable. After the re-eruption of the Great European War, I again sent the so-called September 17th telegram to the Chongqing side, earnestly explaining, "If China and Japan end the war at this time and achieve peace, Japan will naturally preserve its important position and widely achieve economic prosperity, and China, especially through this, can rest and recuperate, plan for the development of industry and commerce, recover from the exhaustion of war, and thus complete the construction of the Republic of China based on the Three Principles of the People (三民主義 中華民國)." If this could be done, "economic imperialism (經濟侵略主義) and communism (共産主義) would vanish from the lands of East Asia, and thus success would naturally be tripled." Regrettably, the Chongqing side <79> remained obstinate, even more so than before. They not only failed to think of seizing this opportunity to smash the shackles of economic aggression but, on the contrary, as if fearing only the loss of these shackles, rushing headlong into water and fire, finally, at the instigation (慫慂) of Britain and America, they did not even regret death. As a result, the Chinese army became Britain's hired soldiers (雇傭兵), and the Chinese people became sacrificial victims for Britain and America. Such a topsy-turvy situation (盾顚倒) is truly distressing.

Now that Japan has opened hostilities against Britain and America, the Chongqing side fails to realize that this is a historic mission to smash economic aggression and liberate Asia. Instead, they are exerting all their efforts in plotting with Britain and America. The general Communist Party, receiving instructions (使嗾) from the Soviet Union (蘇聯), had been hostile to Britain and America, but now they too seek to become hired soldiers for Britain and America. Their sole "slogan" is the victory of Britain and America and the defeat of Japan. If Britain and America win and Japan is defeated, what benefit is there for China? China currently has no navy. After Britain and America defeat Japan, they will enter China without any hesitation. If that happens, not only will the shackles of economic aggression from the past 100 years not be removed, but China will become like India.

Then, Asians will either become like the natives of the three states of Australia (오-스트라리야) or else face the path of ethnic extinction. I ask again. On the day Britain and America win and Japan loses, what benefit is there for China?

Furthermore, the Chongqing side's cry for British-American victory and Japanese defeat is nothing more than a pipe dream.

The Chongqing side now has a cry. It is that Japan may win battles but cannot endure a prolonged war. Why? Because Japan's resources cannot match those of Britain and America. This cry is also a pipe dream. One must understand that so-called resources are nothing beyond manpower and materials. First, regarding people, the places Japan is now attacking are American colonies like Hawaii (檀香山), the Philippines (比律賓), British colonies like the South Seas Islands (南洋群島), Burma (緬甸), and Dutch colonies. Among these colonies, although Britain and America lack troops, they fill the ranks mostly with natives (土人). These natives deeply resent their usual colonial treatment, so no matter what, they will not spare their lives for Britain and America. Therefore, when they encounter the Japanese army, the outcome of victory or defeat is needless to say. Regarding materials, consider what is possessed by the colonies mentioned above, for example, oil, rubber, tin – all are necessities for China and Japan. Besides these, cotton, iron, coal, rice, etc., can supplement the shortages of China and Japan. If Japan acquires the above colonies, there will be no worry about a shortage of Japanese materials. Conversely, Britain and America will have lost these colonies, and the supply of the above will be cut off. It will be Britain and America, not Japan, who feel the shortage in a long war. <80>

I have already explained the points above, but what I want to talk about now is China itself. What should China itself do at this time? People often say that it has only been a little over a year since the Nationalist Government returned to the capital (還都), the military is not yet organized, martial training cannot be accomplished hastily (倉卒間), and even if there is a thought to cooperate with Japan, it cannot be called cooperation. Or perhaps they doubt whether Japan needs our cooperation at this time.

I now solemnly declare to you, armed comrades. Both of these concerns are unnecessary. As I always say, China needs to become Japan's partner in the New Order of East Asia. A so-called partner should naturally be a capable partner. If it is a powerless partner, what role could it possibly play? Japan certainly does not lack the need for partners at this time, and even if it did not seek partners, it would have no need to wish for this partner to collapse into powerlessness. Therefore, these two concerns are entirely unnecessary. At this juncture, we must simply cooperate wholeheartedly to become partners, and dedicate ourselves fully to self-examination and self-study, considering how to increase our capabilities to become a capable partner. For instance, regarding these strategic exercises, Japan is providing us with considerable assistance, which is proof that Japan desires us to be its partner. During these strategic exercises, we must examine how much of our own capabilities we can contribute and also study how we can increase our capabilities to bear even greater responsibilities. The ancients said, "Fulfill myself (나를 다하라)." For us to become a capable partner, it lies solely in "fulfilling ourselves." We must absolutely not be like we were during the Russo-Japanese War 36 years ago. We must unite our hearts and virtues, devote our minds and strength, to become a capable partner during Japan's current war against Britain and America, smash the shackles of economic aggression from the past 100 years, fulfill the Father of the Nation's dying wish for the National Revolution, enable China to achieve freedom and equality, and thereby achieve the liberation of East Asia. (End)

Area (%)               Population (%)

Malaya (馬來)           13.7 - 10,000 sq. km         5.44 - Million people

British        North Borneo (北보루네오)      7.5 -                 0.30 -

Possessions    Sarawak (사라와크)       12.9 -                 0.44 -

         Burma (벨마)           50.5                16.02 -

Total             94.7 (24.2)          23.00 (18.7)

French Possession    Indochina (印度支那)       74.0 (18.9)          23.03 (18.7)

Dutch Possession    East Indies (東印度)        190.4 (48.8)          60.73 (49.3)

American Possession    Philippines (比率賓)         29.6 (7.6)           16.00 (13.0)

Portuguese Possession  Timor (치모-르)         1.9 (0.5)              0.45 (0.3)

Grand Total               390.6 (100)           12,322 (100)  <81>

<78-81>

**Summary**

This editorial by Wang Jingwei, head of the Japanese-backed government in Nanjing, argues strongly for China's collaboration with Japan in the Greater East Asia War. He frames this collaboration as the true continuation of Sun Yat-sen's vision and the only path to liberating China and Asia from Anglo-American economic imperialism. He condemns the Chongqing government under Chiang Kai-shek for aligning with the West, portraying them as puppets and traitors. Wang dismisses concerns about Japan's ability to sustain the war, asserting that controlling Southeast Asia's resources will ensure victory, while the Allies will suffer shortages. He urges his Chinese audience, particularly the military, to become strong, capable partners with Japan to achieve shared goals. From the perspective of Korean colonial history, this article is significant as it mirrors the propaganda narratives used by Japan throughout its empire, justifying aggression under the guise of "liberation" and "co-prosperity." Wang Jingwei's position as a high-profile collaborator provides historians insight into the justifications used by those who sided with Japan, reflecting the complex political landscape of occupied Asia and the pressures faced by figures under Japanese influence, echoing themes relevant to collaboration debates in colonial Korea.

**Named Entities**

大東亞	대동아	Greater East Asia
蘆溝橋事件 발발 후 中日兩國은 提携合作의 희망이 끊어진 것 같았으나 그러나 27년 11월 3일 日本近衛 內閣聲明을 發함에 있어서 日本의 眞意는 中國 멸망에 있지 않고, 中國 興隆에 있고, 日本과 가치 東亞 新秩序 건설의 책임을 공동부담하자고 說한 다음, 12월 23일에 이르러 다시 中國合作의 원칙을 구체적으로 列出하여, 善隣友好, 共同防共, 經濟提携를 하고, 최후에 다시 聲明하여 日本은 오직 中國의 발달을 阻止하지 않을 뿐 아니라 되려 中國를 援助하여 또 현대국가로서의 필요조건인 租界返還, 治外法權廢止 등을 具備한다고 했다. 이 意義는 무었인가. 이것이 日本이 和平을 바라고 中國이 恨을 풀고, 다시 제휴하여 亞細亞에 해방에 노력하려고 하는 것이다. 日本이 임이 이 결심이라면 中國 眼前의 분규도 자연 해결의 방법이 生할 것이고 또 이것만이 아니고, 國父의 大亞細亞主義도 여기 따라 실현의 기회를 얻을 것이다. 이런 까닭에 나는 소위 29일 通電을 發한 것이다. 이것은 결코 새로운 주장도 아무것도 아니고 오히려 國民革命 이래의 終始一貫한 신념인 것이다.
가령 그 당시 나의 29일 通電의 주장이 실현되였다면 28년 8월말부터 9월초, 歐州戰爭 再發 때 中日兩國은 임이 古傷을 곤치고, 새 원기를 배양하여 東亞新秩序를 건설하며, 또 기타 세력이 圍繞하고 阻害를 가하는 일이 없었다. 그러면서 重慶方面은 頑迷하여 깨달지 못함으로 실로 痛切하지 않을 주 없었다. 歐州大戰 再發 후 나는 重慶方面에 다시 소위 17일 전보를 發함에 이르러 간절히 설명하여 「中日兩國이 만약 이때에 전쟁을 終*하고 평화를 영도한다면, 日本은 본래부터 重한 지위를 보존하여, 경제상의 번영을 넓히 취하고, 中國은 특히 이것으로 말미아마 휴양하여 생활하며, 工商業의 발달을 計할 주 있음으로, 戰後의 疲憊를 회복하고, 따라서 三民主義 中華民國의 건설을 완성할 주 있다.」 만약에 이렇게 할 주 있다면 「경제침략주의 及 공산주의는 東亞의 천지에서 자최를 감출 것이고, 그러느라면 스사로 성공은 3倍할 것이다.」하고 했든 것인데 유감스럽게도 重慶方面은＜79＞ 頑迷하여, 더욱 前보다도 심하게 이 기회에 一擧하여, 경제침략의 桎梏을 타파하려는 생각을 하지 않을 뿐 아니라 되려 오직 이 桎梏을 잃을 것을 두러워 하듯, 또는 물에 덤벙 볼에 덤벙하듯 드디여, 英米의 慫慂에 죽엄도 아까워 안하며 그 결과 中國軍隊는 英國의 雇傭兵이 되고, 中國人民은 英米의 희생품이 되고 말았다. 이런 盾顚倒는 실로 침통하지 않을 주 없다.
이제 日本은 英米에 대해서 開戰 했는데 重慶方面은 이것이 경제침략을 타파하고 亞細亞는 해방하는 역사적 사명임을 깨닷지 못하고 꺽구로, 되려, 英米의 책동에 盡力하고 있고 일반 공산당은 蘇聯의 使嗾을 바더 英米를 적대시하고 있었는데 이제 와서는 英米의 고용병이 되려고 한다. 그들의 유일의 「슬로간」은 英米의 戰勝 日本의 敗戰이다. 만약에 英米가 이기고 日本이 패한다면 中國은 무슨 이득이 있는가. 中國에는 현재 해군도 없다. 英米가 日本을 이긴 후에는 何等의 주저도 없이 中國에 드려올 것이다. 그렇게 되면 100년 이래의 경제침략 桎梏은 해제 못될 뿐 아니라 中國은 印度와 가치 되여 갈 것이리라.
그래서 亞細亞인은 「오-스트라리야」3州의 土人과 가치 되든지 그렇지 않으면 종족를 멸하는 一途를 밟을 뿐이리라. 다시 뭇는다. 英米가 이기고 日本이 지는 날, 中國에 무슨 이득이 있느냐 말이다.
하믈며 重慶方面의 英米戰勝, 日本敗戰의 웨침은 一場의 꿈이 얘기에 지나지 않는다.
重慶方面에는 지금 하나의 웨침이 있다. 그것은 日本이 전쟁에는 이기나 持久에는 못 견듼다. 웨냐하면 日本資源은 英米를 따를 수 없다고. 이 웨침도 또 꿈이 얘기다. 소위 자원이란 것도 인간과 물자 외에 있을 주 없다는 것을 알지 않어선 안된다. 먼저 사람에게 관해서 말한다면 日本이 지금 進攻한 곳은 米國의 식민지인 檀香山(註하와이島) 比律賓, 英國 식민지인 南洋群島, 緬甸 及 和蘭 식민지로 이들 식민지 중, 英米는 군대는 없지만 이들 太半 土人으로서 충당하고, 이들 土人은 평소 植民待遇에 痛心疾苦하고 있음으로 아무리 하드래도 英米를 대신하여 죽엄을 아끼진 않으리라. 고로 日本 군대와 遭遇하면 승패의 수는 말할 것도 없다. 다시 물자에 대해서 말하면, 以上 식민지에 소유하는 예를 들면 석유라든가, 고무, 錫 같은 것은 어느 것이나 中日의 필요 것으로, 그밖에 綿, 鐵, 石炭, 米 등 中日의 부족을 보충할  수 있다. 日本이 만약 以上 식민지를 취득한다면 日本 물자는 결핍의 염려가 없고 여기에 반하여 英米는 이들 식민지를 잃은 것이고 以上의 공급이 단절 될 것이고 장기전에 결핍을 느낄 것은 英米일 뿐, 日本은 아니다.＜80＞
이상 각 點에 대해서 임이 설명했으나, 이제 말하러고 하는 것은 즉 中國 자체다. 中國 자체는 이 시기에 어떻게 해야할까. 흔이 사람들이 國民政府는 還都이래 1년 有餘에 지나지 않고, 군의 정비, 武의 단련은 倉卒間 되는 것이 아니고 日本과 협력할 생각이 있어도 협력이라 하지 않을 것 또 혹은 日本은 此시기에 我等의 협력을 要할 것일지 안 할 것인지 이렇게 의심하고 있다.
나는 이제 무장동지 諸君에게 정중히 告하러 한다. 이 두 懸念은 어느 것이나 필요하다. 내가 언제나 하는 말이지만 中國은 日本과 東亞新秩序의 동반자가 될 것을 要한다. 소위 동반자라 함은 당연히 有力한 동반이다. 만약 無力한 동반자라면 또 어떤 역할을 해야 될까. 日本은 이 시기에 결코 동반자가 필요 없을 것은 아니고 혹 동반자를 구하지 않드래도 이 동반자가 無力에 頹廢할 것을 바랄 필요가 없다. 그러므로 이 두 가지의 懸念은 전혀 不要하다. 우리는 이때를 당하여 오직 同心협력해서 동반자가 되고, 또 전심을 다하여 자기를 檢討하고 자기를 연구하여 어떻게 하면 역량을 더하여 유력한 一個의 동반자가 될까를 생각해야 할 것이다. 즉 今次의 戰略演習으로 논한다면, 日本은 우리들에게 적지 않은 원조를 하고 있는데 이것이 즉 日本은 우리들의 동반자 되는 것을 바라는 증명이다. 吾人은 今次 戰略演習 중에 자기소유의 역량이 幾何를 부담할 수 있는가를 檢討하고 또 如何히 하면 자기의 역량을 더하여 더욱더 중대한 책임을 부담할 수 있는가를 연구할 것이다. 古人이 말하기를 「나를 다하라」고 했다. 我等은 유력한 一個의 동반자가 되려면 「나를 다한다」는 데 있을 뿐이다. 우리들은 결코 36년 전 日露戰爭 당시 같아선 안 된다. 吾人은 반다시 마음을 같이하고 덕을 같이하여 마음을 다하고, 힘을 다하여, 今次 日本의 對英米전쟁 중에 유력한 동반자가 되여 100年 이래의 경제침략의 桎梏를 打破하고, 國父의 국민혁명의 遺志를 완성하고 中國으로 하여곰, 自由平等을 얻게 하자. 그래서 東亞의 해방을 얻자.(끝)

면적(%)               인구(%)

馬來           13.7 - 萬方粁         544 - 萬人

英        北보루네오      7.5 -                 30 -

國        사라와크       12.9 -                 44 -

領        벨마           50.5                1,602 -

계             94.7(24.2)          2,300(18.7)

佛國領    印度支那       74.0(18.9)          2,303(18.7)

和蘭領    東印度        190.4(48.8)          6,073(49.3)

米國領    比率賓         29.6(7.6)           1,600(13.0)

葡萄牙領  치모-르         1.9(0.5)              45(0.3)

총계               390.6(100)           12,322(100)  ＜81＞

＜78-81＞
