Magazine Title	大東亞 제14권 제3호
Publication Date	1942년 03월 01일
Article Title	歷史劇 5幕, 어밀레鍾 (5-Act Historical Drama, The Emille Bell)
Author	咸世德(원작), 現代劇場(출연) (Ham Se-dŏk (Original Work), Hyŏndae Theatre Troupe (Performers))
Article Type	소설 (Fiction/Play Script Introduction)

歷史劇 5幕, 어밀레鍾
						咸世德(원작), 現代劇場(출연)
Intent

I attempted a historical examination of *Naisen Ittai* (Japan-Korea Unity) through culture. Could the fact that Silla's culture, along with Paekche's, was imported into Yamato Japan 1,000 years ago be one underlying factor in our nation [Japan] emerging today as the leader of the Greater East Asia Co-Prosperity Sphere? The play truly lacks dramatic appeal and does not seem to whet the director's appetite. This seems to be because, by focusing heavily on events, it is preoccupied with advancing the plot. I intend to write a truly dramatic play by bringing to the forefront the exchange of imperial envoys between *Naichi* [Japan] and Chōsen [Korea] at the time, the transport of bell-casting materials, and the bell-casting process itself, adding seasoning with the craftsman's toil, romance, and also orally transmitted legends.

** The story concerns the casting of the Divine Bell of Pongdŏksa Temple, which is preserved in present-day Kyŏngju. In the 13th year of T'ien-pao (Kap-o year), King Kyŏngdŏk of Silla, having expended 480,000 kŭn (斤) to cast the great bell of Hwallyongsa Temple, sought to pass down the great achievements and benevolent virtue of his father, King Sŏngdŏk, to posterity. He respectfully donated 120,000 kŭn of copper to offer a bell in dedication, but passed away before its completion. Thus, it reached his son, King Hyegong, during the Kŏn'un era, and in the year Kyŏngsul of the Ta-li era, it was successfully completed and enshrined in Pongdŏksa Temple. Pongdŏksa Temple was founded in the 26th year of K'ai-yüan (Mu-in year) by King Hyosŏng for King Sŏngdŏk. It is common knowledge that the bell is a masterpiece demonstrating the pinnacle of exquisite craftsmanship achieved by Silla after importing Tang artistry, stunning archaeologists even today. However, the mystery of how its divine bell sound could be produced remains unexplained. Legend holds that because a child was boiled and put in, the child resents its mother and cries "Emille, Emille." But I believe the mysteriousness of this bell sound stems not only from the excellent skill of the contemporary bell founders but also from the superiority of its materials. Historical records make no mention whatsoever of where the copper, brass, and charcoal were obtained, so we cannot know for sure. However, I believe the copper at that time was likely brought from the Beppu (別府) mines in Kyushu, *Naichi* [Japan] (the Dazaifu of the time). Currently, the only place producing copper in Chōsen is Kapsan in Hamgyŏngbuk-to. Of course, small amounts might have been produced elsewhere, but it is unlikely that 600,000 kŭn (480,000 plus 120,000) could have been supplied from within the Silla kingdom at that time. In the 11th month of the 5th year of King Hyegong, Kŭpch'an Kim Ch'o-jŏng (金初正) led a delegation of 187 people to the Tsukushi Dazaifu (筑紫大宰府), met with Japan's *Ingai U-chūben* Ōtomo no Sukune Hakumaro (大伴宿彌伯麻呂), and received a grant of copper upon their return. I interpret that because this copper was smelted using oak charcoal produced in the Kŭmgang Mountains (金剛山), the sound became so pure, bringing peace and rest, and I structured the play accordingly. That is, the souls of the nations met in the fusion of *Naichi* and Chōsen materials, and I believe a drop of today's *Naisen Ittai* flowed from as early as 1,000 years ago.
I did not hesitate to infuse these facts with my unrestrained imagination, longing, and ideals.

To briefly outline the plot: the curtain opens on the day of the completion ceremony for the great bell. On that day, the court and the populace, high and low, thronged to venerate this bell, into which the nation's lifeblood had been poured.<160> At court, palace ladies were dispatched, and all manner of celebratory preparations were made. The ceremony proceeded smoothly, and upon receiving the royal command, the Grand Bell-Casting Master (鑄鍾大博士), Taenaema A-chin (阿眞), struck the bell with a wooden mallet amidst anxiety and unease, but the bell fractured into two pieces.

Everyone turned pale in astonishment, and sounds of stifled weeping burst forth from all sides. The young King Hyegong and the Queen Mother, Lady Mallyŏl (滿月夫人), trembled with ominous premonitions and remorse towards the late king. This was already the fifth time today. When completed bells were struck, they either made no sound, fractured, or the bell hook crumbled, etc. The King was angered by the lack of talented personnel. Simultaneously, he issued a stern command to replace the bell master. The Supervising Master (檢校師), Taegakkan Kim Ong (金邕), petitioned the king to summon artisans from Tang China. Opinions among the elder statesmen were divided, with factions arguing for using Tang people versus using people from Sŏrabŏl [Silla's capital], debating back and forth. After leaving the royal presence, A-chin, lamenting that he would die without being able to display the skills he had honed for 50 years, wrote a final testament and hanged himself. His top disciple, Mich'uhol (彌鄒忽), pleaded tearfully with the Supervising Master to entrust him, just once as a trial, with his master's unfinished work. The Supervising Master stubbornly refused, but the king's sister, Princess Simuna (詩牟那), moved by his passion and admirable devotion to his master, and also drawn by burgeoning feelings of love, appealed to the King, entrusting this great national undertaking to a young man of just 22. Mich'uhol poured his heart and soul into the bell casting, forgetting to eat or sleep day and night, but again the bell casting failed when the earthen mold broke as the molten copper was poured. Court and populace alike were gripped by anxiety, believing misfortune would surely befall the country. The Master [Mich'uhol] agonized, unable to find the cause of failure in his master's or his own skills. The national treasury was depleted by the waste of materials. Great Master Cha'in (慈仁大師) brought up stories of the Western Pure Land and proposed the plan of sacrificing a child. The plan passed the royal court. The people devoted themselves to contributing vessels and donations, and the Master searched for a child. A young widow whose child was taken away cursed the Master, saying, "Your eyes will go blind before you see its completion!" While gazing into the heat of the molten copper, the Bell Master, hearing the sound of a child crying from within the furnace and the widow's chilling curse from behind, felt dizzy and his eyes were blinded by the searing molten copper.

The grief of Princess Simuna, who supported, encouraged, and loved him, was beyond compare.

It was decided to halt the work for the time being. Simuna contacted Princess Uhiko (彦姬), with whom she had formed a close friendship through the words of Minister of the Right Ch'amaro (眞麻呂) when she had been in Japan, and asked her to summon a court physician. Japanese medical skill, outstanding in the world today, was already highly developed back then, and Mich'uhol's eyes began to heal rapidly. The King was angered when he learned of this. The ministers also rebuked [the princess].

"For one of the *chin'gol* [true bone] rank of the nation to interact casually with a commoner is unacceptable, let alone affection!" Around that time, the Tang Emperor's younger brother had been earnestly requesting Simuna as his consort, so the King decided, following the Queen Mother's words, to have her marry into the Tang court. Simuna, believing her beauty was the cause, branded her own cheeks with a hot iron, making Silla's most beautiful face hideous. Thanks to the Japanese medical doctor's best efforts, the day Mich'uhol's eyes would open was near. Simuna panicked. When he opened his eyes (Continued on page 139)<161> "Emille Bell" Continued from page 137 how disappointed would he be upon seeing her ugly face?

Thinking this, she resolved to kill herself and went to the workshop at night for a final farewell. Work had continued, and the bell was nearing completion. The day his eyes were to open was also the day the bell would be finished. Hearing the pessimism and near resignation, wishing for others' happiness, at the end of Simuna's words, Mich'uhol repeatedly questioned her. The Princess confessed she was on her way to the river to die.

Mich'uhol calmly removed his eye bandage. Pushing away the Princess's hands that desperately tried to stop him, he plunged his eyes back into the scorching molten copper. "In my heart, only the Princess's beautiful face from before lies sleeping," he said.

At the completion ceremony, the bell sound still did not emerge. The Supervising Master drew his sword to strike down Mich'uhol. The Princess shielded him with her own body. Upon further investigation, they found a woman dressed in mourning clothes clinging to the bell clapper (鍾實, commonly called *pural*).

It was the mother of the child poured into the melt. After dragging her away and striking the bell again, its immortal, mysterious sound spread across the thousand-year blue sky of Silla. A sense of relief finally permeated the country. Listening to the bell sound, the Princess and the Bell Master departed on the road to exile on Kŏje Island.
<163>

**Summary**

This article introduces Ham Se-dŏk's five-act play "Emillejong," based on the legend of Silla's Divine Bell of Pongdŏksa Temple. Ham explains his intent to portray the bell's creation as a historical precedent for *Naisen Ittai* (Japan-Korea Unity), suggesting the copper was sourced from Japan (Kyushu) and smelted with Korean (Kŭmgangsan) charcoal, symbolizing a fusion of spirits that foreshadowed Japan's leadership in the Greater East Asia Co-Prosperity Sphere. The plot summary details repeated failures in casting the bell, the suicide of the master craftsman A-chin, his apprentice Mich'uhol taking over with Princess Simuna's support, the eventual child sacrifice leading to Mich'uhol's blinding (first by molten copper, then self-inflicted to preserve Simuna's beauty after she disfigures herself), his temporary healing by a Japanese doctor, and the final success of the bell casting only after the sacrificed child's mother is removed from the clapper, followed by the exile of Mich'uhol and Simuna. From a colonial history perspective, the article is revealing in its explicit framing of ancient Silla-Japan interactions and the bell's supposed material origins (Japanese copper, Korean charcoal) as a foundation for the contemporary ideology of *Naisen Ittai* and Japanese leadership in Asia. The author's interpretation directly serves the political narrative of the Japanese empire in 1942, highlighting perceived historical unity and Japanese superiority (in medicine), which historians would find a significant example of cultural production under colonial rule being used for ideological purposes.

**Named Entities**

咸世德	함세덕	Ham Se-dŏk
** 이야기는 現今 慶州에 보존돼 있는 奉德寺 神鍾 鑄造에 관한 것이다. 新羅 景德王 天寶13년 甲午에 48만 斤을 듸려 皇龍寺 巨鍾을 鑄成한 王은 父王 聖德王의 偉業과 仁德을 후세에 普及코저 銅 12만 斤을 敬捨하야 鍾을 供奉코저 하였으나 未就한채 薨去하였음으로 그의 아들 惠恭王 乾運에 이르러 大歷庚戌 克成하야 奉德寺에 安置하였다. 奉德寺는 孝成王 開元 26년 戊寅에 聖德王을 위하야 創建한 절이다. 鍾은 新羅가 唐의 藝術을 수입하야 그 精巧의 極致를 다한 것으로 現今 考古學者들을 瞠目케 하는 逸品인 것은 周知한 바이지만 이제껏 그 神秘한 鍾聲이 어떻게 나올 수 있을가를 解明치 못한채 있다. 傳說과 같이 어린애를 끌여넣엇기 때문에 어린애가 어미를 怨望하고 「어밀레 어밀레」운다는 것이지만 나는 이 鍾聲의 神秘함은 當時 鑄工의 技術도 좋았거니와 그 資材의 優良함에도 있다고 생각한다. 史記에 銅과 眞鍮와 木炭을 어데서 구했다는 것은 一切 없으니 알바 없으나 나는 당시 銅은 內地九州(당시의 太宰府) 別府 鑛山에서 가저왔으리라고 생각한다. 現在 朝鮮서 銅을 産出하는 곳은 咸北甲山뿐이다. 물론 약간의 산출은 각처에 있었겠으나 48만 斤을 消費하고 이어서 12만 斤이니 60만 斤이 當時의 新羅國 내에서 수요됐을리가 없다. 惠恭王 5년 11월 級湌 金初正이 일행 187인을 끄을고 筑紫大宰府에 니르러 日本員外右中辨 大伴宿彌伯麻呂와 引見하고 돌아올때 銅의 下賜를 받었다. 이 동을 金剛山 産出의 참나무 숫으로 끌였기 때문에 그 소래가 그렇게 淸淨하고 平和와 安息을 주게 한 것이라 解釋하고 劇을 짯다. 즉 內鮮資材의 融合에 민족의 魂이 合致됐으니 오늘날 內鮮一體의 한 방울이 于今  1.000前부터 흘렀다고 믿는다.
이 사실에 나의 奔放한 공상과 憧憬과 理念을 넣기를 躊躇치 않했다.
간단이 구성의 아우트·라인을 이야기하면 巨鍾의 落成式日로 幕이 열리되 그날 朝野는 이 國家의 心血傾注한＜160＞ 鍾을 拜하고저 우아래로 들끌었고 朝廷에서는 宮女를 풀어 祝賀準備가 萬般되었다. 式은 순조롭게 進捗되어 王命을 받고 鑄鍾大博士 大奈麻阿眞이 焦燥와 不安가운데 木槌를 나리니 鍾은 두갈래로 破裂됐다.
大驚失色했고 暗淚聲이 사방에서 터젔다. 幼君 惠恭王과 太后滿月夫人은 不吉한 豫感과 先王에 대한 罪悚으로 震憾했다. 오늘째 벌서 다섯번째다. 克成이 되어 鍾을 치면, 소래가 않나고, 破裂하고, 鍾鉻이 부스러지고 等等. 王은 人材없음을 노여워했다. 동시에 秋霜같이 鑄鍾師를 갈라고 명했다. 檢校師 大角干 金邕는 唐나라에서 技工을 불으시기를 아뢰었다. 元老들의 輿論은 唐人을 쓰자는 派와 蘇羅伐 사람을 쓰자는 派로 분리하야 甲論乙論 區區하였다. 御前을 물러선 阿眞은 자기의 50년 닦은 技術을 발휘못하고 죽는 슬픔을 遺書한 후 목을 매고 죽었고, 그의 수제자 彌鄒忽은 스승의 미완된 일을 자기에게 한번만 시험삼아 맡겨봐주십사고 檢校師에게 哀乞했다. 檢校師는 頑强이 拒否했으나 왕의 누이 詩牟那公主는 그의 熱과 스승을 섬기는 갸륵한 마음에 감격한 한편 열분 戀慕의 情에 끄을리어 王께 아뢰어 이 국가의 대업을 若冠 22才의 청년에게 맡기게 하였다. 彌鄒忽은 晝夜寢食을 닞고 鑄鍾에 心血을 쏟았으나 亦 鍾은 銅汁을 끄려부을때 土型이 깨어저 실패를 보았다. 朝野에서는 반듯이 나라에 憂患이 있을거라고 愁心에 쌓였고 博士는 스승과 자기의 技藝에 실패원인을 못찾고 苦惱했다. 資材浪費로 國庫는 말렀다. 慈仁大師는 西方淨土의 이여기를 끌어 小兒의 犧牲案을 提出했고 朝廷에서는 案이 통과됐다. 백성들은 輸器獻納에 盡力하고 博士는 어린애를 구했다. 어린애를 빼았긴 젊은 寡婦는 博士에게 「完成을 보기전에 네 눈이 멀것이라」고 咀呪했다. 銅汁의 熱度를 듸려다보든 鑄鍾師는 溶鏞속에서 어린애 우는 소래와 뒤에서 寡婦의 凄滄한 呪咀에 眩氣하여 炊熱한 銅汁에 눈이 멀었다.
그를 후원하고 지지하고 사랑하는 공주 詩牟那의 悲痛은 비길데가 없었다.
일을 一段 中止하기로 結義가 됐다. 詩牟那는 자기가 日本에 가있었을때 右大臣眞麻呂의 말로 親交가 두텁든 彦姬에게 付托하여 侍醫를 불렀다. 現今 세계에 卓越한 日本의 醫術은 當時부터 깊이 발달되어 彌鄒忽의 눈은 快差해갔다. 이것을 안 王은 노하시었다. 大臣들도 叱難했다.
「一國의 眞骨로 平民에게 허물없이 대하는 것도 許치 못할 일이거늘 하물며 애정을」 그 전부터 唐 皇帝의 아우가 詩牟那를 配偶로 懇請하든 참이라 王은 太后의 말대로 唐國에 入室케 하기로 했다. 詩牟那는 자기의 美貌의 탓이라 생각하고 인두로 볼을 치저 新羅 최고의 아름다운 얼골을 醜惡케 만들었다. 日本 醫博士의 最善으로 彌鄒忽의 눈이 뜰날이 머지않었다. 詩牟那는 唐慌했다. 눈을 뜨게 되면 자기의 (139頁에 계속)＜161＞ 「어밀레 鐘」繼續 137頁에서 繼續 醜顔을 보고 그가 얼마나 실망할가?
이렇게 생각한 그는 자결할 결심을 하고 職場으로 최후의 離別次 밤중에 찾어갔다. 일은 계속되어 鍾은 완성이 갓가웠다. 눈이 뜨게된다는 날 鍾도 완성이 된다는 것이다. 詩牟那의 말끝에 悲觀과 남의 幸福을 비는 諦念에 갓가운 소래를 들은 彌鄒忽은 재처 물었다. 公主는 지금 강으로 죽으러 갈려는 길이라는 것을 고백했다.
彌鄒忽은 조용이 眼帶를 끌렀다. 公主가 미칠듯이 붓잡는 손을 뿌리치고 灼熱한 銅汁에 눈을 다시 담갓다. 「내 가슴에는 公主님의 녜전 그 아름다운 얼골이 잠자고 있을뿐임니다.」하였다.
落成式 鍾聲은 亦 나지않했다. 檢校師는 칼을 들어 彌鄒忽을 칠려했다. 公主가 몸소 막고 다시 調査해보니 鍾實(俗稱 부랄)을 素服한 여인이 붓들고 있었다.
끌여부은 어린애의 어머니였다. 끌어내고 다시 재처 鍾을 치니 新羅 천년 푸른 하늘에 不朽의 신비한 종소래가 퍼저나갔다. 나라에는 비로서 安堵한 빛이 돌았다. 鍾聲을 들으며 公主와 鑄鍾師는 巨濟島 귀양길을 떠났다.
＜160-161, 163＞
