잡지명	三千理 제6권 제7호
발행일	1934년 06월 01일
기사제목	八道名唱歌曲評 (Review of Famous Singers' Songs from the Eight Provinces)
필자	長安過客
기사형태	소식 (News/Report)

八道名唱歌曲評
						長安過客
Three Generations of Famous Singers: Song Man-gap

『*Pŏmbim chungnyu* 떠나간다 (Departing midstream on the Pŏmbim)
망망한 창해 중에 (Amidst the vast, blue sea)
탕탕한 물결이라 (The rolling waves)

백빈주 갈마귀는 (The seagulls of Paekpinju islet)
홍여안으로 나라들고 (Fly towards Hongyŏan)
산상에 뜬기럭이 (The geese floating above the mountain)
平沙에 떠러진다 (Descend upon the P'yŏngsa sands)』

Any connoisseur (*kaggaek*) who knows even a little about singing will recognize this passage as the most gracefully delivered part of the *Sŏsangp'algyŏng* (Eight Views of the Xiao and Xiang Rivers). Originally, there were said to be two types of *Sŏsangp'algyŏng*. One is the *tanga* (short song) version that begins, "The mountains and peaks resound, and the gloomy winds howl..." and the other is the one in the *ujo* (羽調 - a musical mode) style that appears within the *Sim Ch'ŏng Chŏn* (Tale of Sim Ch'ŏng). This passage, however, is from the one in *Sim Ch'ŏng Chŏn*, and its rhythm (*changdan*) and melody (*kokcho*) have become an eternal masterpiece that makes everyone tap their knees in appreciation. Hey there, friends! This melody was composed by an old *hwarang* (花郞 - literally 'flower youth', here meaning master performer/patron of arts) named Song U-ryong (宋雨龍), who lived far away in Tamyang (潭陽), Chŏlla Province.<149> And who is this Song U-ryong? He is none other than the grandfather of Song Man-gap (宋萬甲), the famous singer from the Eight Provinces about whom I intend to speak here. Man-gap's father, Song Hŭng-nok (宋興祿), was also famous as a master singer of Chŏlla Province, and Song Hŭng-nok had a cousin named Song Kwang-nok (宋光祿), who was also renowned for his excellent singing. Thus, Song Man-gap—Song U-ryong, Song Hŭng-nok, Song Man-gap—represents three generations descending from grandfather, father, to son, who for over 200 years have spread their fame as master singers of the Eight Provinces throughout the land. Isn't that magnificent? Others might boast of three generations serving as chief state councilors, but for us transient guests of life (*insaeng kwagaek*), for whom heaven and earth are but a cup of wine (*kŏn'gon chuilbae*), a family of three generations of master singers is more enviable than a family of three generations of councilors, I say.

Anyway, the grandfather taught the father, and the father taught the son, leading to Song Man-gap's generation. In his youth (*sonyŏn sijŏl*), when Song Man-gap was supposedly poor at singing, his teacher and father threatened him with a knife, shouting, "Such a mediocre talent disgraces the family name of master singers (*myŏngch'ang kamyŏng*)!" and making a fuss about killing him off. Because of this, Man-gap resolved himself and entered a temple deep in the mountains near that old town of Tamyang to study poetry and classics (*sisŏ*)—no, not the poetry and classics of the Four Books and Five Classics, but singing. He studied so diligently that eventually, they say, clumps of blood came out of his throat.

Thus emerged the renowned Song Man-gap. Even this venerable master cannot stop the flow of time and has become a white-haired old man (*paeksuhansin*) of seventy-one this year. His singing is truly that of a master singer. He taught many *kisaeng* (female entertainers), making his singing easy to learn and easy to listen to—in other words, he is an artist who popularized and made his art accessible (*taejungjŏk*). Until recently, his voice (*mokch'ŏng*) had deteriorated due to opium addiction, but these days he has completely quit opium and resumed his training. He has returned to the voice he had during his peak fame twelve or thirteen years ago. Indeed, at the recent master singers' competition held at the Seoul Public Hall, we were able to hear again the voice of a truly world-class master singer.
There isn't a *kisaeng* who hasn't learned Song Man-gap's style (*cho*). Famous female master singers like
Kim Ch'o-hyang (金楚香), Pak Nok-chu (朴綠珠), Yi Hwa-jung Sŏn (李花中仙), Kim Nok-chu (金綠珠), Pae Sŏl-hyang (裵雪香)
all learned from Song Man-gap and are recognized as master singers today. Not only the *kisaeng*, but<150> the styles (*cho*) of singing passed down today can all be considered Song Man-gap style (宋萬甲流) or Song Man-gap *cho* (宋萬甲調). That's right. Even if he were to die now, his name would endure for eternity (*man'go*).
Since he is already aging, I wish his voice could be preserved by recording much of it onto records soon. Anyway, accompanied by Han Sŏng-jun's (韓成俊) skillful *changgo* (drum) playing, I long to hear passages from the *p'ansori* (판소리 - narrative song) Song Man-gap prides himself on:
"*Ch'unhyang Chŏn* (春香傳), *Pak T'aryŏng* (박타령 - Gourd Song)"
When one says *p'ansori*, young boys and girls (*hongan sonyŏn*) may not know it well, but once it starts, one performance lasts at least 30 minutes or an hour before reaching its end. For example, *Sim Ch'ŏng Chŏn*, *Ch'unhyang Chŏn*, and the like are all such pieces.

Yi Tong-baek of the *Sae T'aryŏng* (Bird Song)

When he sings "A bird, a bird flies in. What kind of bird is flying in?" while dramatically fanning open his folding fan (*puch'aesal*) and craning his neck, it is truly a clear and mellow sound (*ch'ŏngsanhan nurŭmsori*). Originally from Ch'ungch'ŏng Province, perhaps because there are many birds at Osu-ryŏng (烏輸嶺 - Osu Pass), he sings the *Sae T'aryŏng* as skillfully as a blue jay or a cuckoo (*ch'ŏngjebi kujebi*). Yi Tong-baek (李東伯), too, was a young prodigy singer (*sonyŏn myŏngch'ang*), and this year he is sixty-seven or eight. Life is fleeting.
Yi Tong-baek has a face of jade bones (*okkol*). If times were different, his face is one that could belong to the high nobility (*tangsang hwajok*). His physique (*p'ungch'ae*) resembles Yi Mong-nyong stepping right out of *Ch'unhyang Chŏn*—a handsome man (*honam'a*), truly well-featured.
However, he learned from Song Man-gap's father, Song Hŭng-nok, yet he still lacks a disciple to carry on his legacy. Why is that? It's because this master's singing is so free and unrestrained (*punbang chajae*) that his rhythm changes every time he sings, making it impossible for others to learn. Even he himself, if asked to repeat a song he just sang, would render the melody (*mokch'ŏng*) differently.
Also, Yi Tong-baek spoils his singing by needlessly inserting his own improvisations (*chaejo*), turning it into a complete hodgepodge (*chapt'ang*) and thereby lowering its dignity (*p'umwi*). It's a regrettable matter.

Kim Ch'ang-hwan of the *Ch'undang Sigwa* (Spring Hall Examination)

Isn't there a section called "*Ch'undang Sigwa*" in the *Pak T'aryŏng*? That good part<151> in *Pak T'aryŏng* where the character struts around after passing the state examination (*changwŏn kŭpche*). It is said that only Kim Ch'ang-hwan (金昌煥) can truly perform this "*Ch'undang Sigwa*"; this master is the master singer of "*Ch'undang Sigwa*." He also received (*patatji*) his training from Song Hŭng-nok. He had a son named Kim Pong-i (金鳳伊) who was indeed a master singer, but it is a pity that, as the saying goes 'a genius dies young' (*ch'ŏnjae chosa*), he passed away in his youth. His most famous disciple is Im Pang-ul (林방울).

Chŏng Chŏng-nyŏl of *Ch'unhyang Chŏn*

Chŏng Chŏng-nyŏl (丁貞烈) can indeed be called the foremost master singer of our time. Well, just listen. He is dignified, refined (*koa*), like an aged nobleman (*kwigongja*), a scholar (*sŏnbi*), a gentleman (*kunja*). His face is handsome, and although his voice (*mok*) might seem unremarkable, its foundation (*pat'ang*) is so good (*chowa*) that listening to him is refreshing. This gentleman is also from Chŏlla Province.
His specialty is *Ch'unhyang Chŏn*, and whichever passage you hear, it's a masterpiece (*chŏlch'ang*). Lately, he is said to be teaching the famous *kisaeng* master singers like Kim Ch'o-hyang, Pak Nok-chu, and Yi Hwa-jung, whom Song Man-gap used to teach. They have found the right teacher (*sŏnsaeng*).

Kim Ch'ang-nyong of the *Chŏkpyŏkka* (Song of the Red Cliff)

Kim Ch'ang-nyong (金昌龍) performs the intricate *Chŏkpyŏkka*, which deals with sparing or killing Cao Cao (曹操), truly well. Passages like the one depicting the advance through Huarong Road (*Hwaryongno*) amidst flames are delivered as if spitting fire from his throat—urgent, intense, and magnificent. It's truly a fine voice (*mokch'ŏng*). He was likely born in Ch'ungch'ŏng Province. Is he sixty-two or three this year?
However, Kim Ch'ang-nyong also lacks a disciple to inherit his precious talent for future generations. Much like Yi Tong-baek, his singing is too unrestrained (*punbang*) for others to be able to learn.
Such a fine physique (*p'ungp'ae*), such a fine voice—truly regrettable, regrettable.

Female Master Singers in Full Bloom (*Paekhwa*)

Surveying the female master singers (*nyŏryu myŏngch'ang*), perhaps the first finger would point to Kim Ch'o-hyang (金楚香), a former *kisaeng* from the old days (*nyet kisaeng*), who, though getting older (*nŭlgŏtjiman*), is quite good (*kopttŭri*). Even saying she's older merely means she's just past her prime youth (*ip'al ch'ŏngch'un*); at thirty-four this year, her future is still bright (*ch'angch'anghada*).
Her singing, being from Taegu (大邱), is interesting (*chami itta*) no matter how much you listen. It's the kind of <152> singing you don't tire of (*silhŭn jul morŭnŭn*) even after listening for a long time. Her strengths (*tŭkchang*) are *Sim Ch'ŏng Chŏn*, *Sŏsangp'algyŏng*—all are good. Since she received (*patatssŭni*) her training from Song Man-gap, she inevitably follows his style (*ttara kal su pakke*).
Next is likely Yi Hwa-jung Sŏn (李花中仙), also a disciple of Song Man-gap. This *kisaeng* might be four or five years older (*nŭlgŏssŭlkka*) than Kim Ch'o-hyang. Approaching forty (*sasip katkkauni*), she is an older *kisaeng* (*nogi*), but when it comes to singing, she is like flowing water from a clear mountain stream (*ch'ŏngsan nyusu kyŏk*); she does everything well. Her voice (*mok*) is very beautiful (*ipsŭda*).
And then there's Pak Nok-chu (朴綠珠). Is she twenty-eight this year? As she occasionally performs on the radio, you might know her well; she studies very hard. Her forte is also likely *Ch'unhyang Chŏn*. Pak Nok-chu, given her age (*nai*) and passion (*yŏlsŏng*), will surely become a first-rate famous *kisaeng* (*myŏnggi*) in the future.
Oh dear, should I only count *kisaeng* from the southern provinces (*Namdo kisaeng*)? If we look for *kisaeng* from the western provinces (*Sŏdo kisaeng*), there's Son Chin-hong (孫眞紅) for *chapka* (雜歌 - miscellaneous folk songs). Though she's an older *kisaeng* of forty who no longer works as one, if you listen now, her voice is still the same old voice (*nyet moksori*). And Yi Chin-bong (李眞鳳) is also among the skilled ones. Is she thirty-four or five this year?
Promising newcomers (*sinch'ul*) are likely Kim Yŏn-su (金鍊守) and Chu Nan-hyang (朱蘭香), both from Chŏlla Province. They perform *tanga* (短歌 - short songs) well. Anyway, they are famous *kisaeng* who came out after studying singing diligently (*chŏngjŏng*) under Song Man-gap for several years.
Listening to all these master singers, accompanied by Han Sŏng-jun's *changgo* drum and the *kayagŭm* (가야금 - zither) of Sim Sang-gŏn (沈相健), Kim Chong-gi (金鍾基), and Chŏng Nam-hŭi (丁南希), while lying in a grass-roofed pavilion (*ch'odang*) cooled by a gentle southeast wind (*tongnamp'ung*), feels like it would grant ten thousand years of life (*mannyŏn suhal kŏt katta*).
Even if not ten thousand years, surely a thousand years of life (*ch'ŏnnyŏn su*) could be attained.<153>

**Summary**

This 1934 article by "Changan Kwagaek" reviews prominent Korean traditional singers (*myŏngch'ang*), primarily focusing on *p'ansori* masters. It highlights the esteemed lineage of Song Man-gap, tracing his family's artistry back three generations to his grandfather Song U-ryong. The author discusses the styles, famous pieces (like *Ch'unhyang Chŏn*, *Sae T'aryŏng*, *Chŏkpyŏkka*), and notable disciples of key male singers such as Song Man-gap, Yi Tong-baek, Kim Ch'ang-hwan, Chŏng Chŏng-nyŏl, and Kim Ch'ang-nyong. The piece also praises several leading female singers (*kisaeng*), including Kim Ch'o-hyang, Yi Hwa-jung Sŏn, and Pak Nok-chu, noting their training under masters like Song Man-gap and their contributions to the art. The author expresses deep admiration for these artists and laments the lack of successors for some, advocating for preserving their voices through recordings. For historians, the article offers valuable insights into the state of traditional Korean performing arts during the colonial period, the master-disciple system, the significant role of *kisaeng* in maintaining cultural traditions, regional distinctions in performance styles (Chŏlla, Ch'ungch'ŏng, Sŏdo), and early awareness of sound recording technology for cultural preservation.

**Named Entities**

宋萬甲	송만갑	Song Man-gap
春堂試科의 金昌煥

박타령 속 「춘당시과」라고 아니 잇는가 쟝원급제하고 거드러거리는 박타령대목의 그<151> 조흔 곳 말이야 이 「춘당시과」는 김창환이 아니면 못한다 하리만치 이 어른은 「춘당시과」 명창이야 소리는 역시 송훙록에게서 밧엇지 그 아들에 김봉이(金鳳伊)라고 잇서 과연 명창이더니 천재조사(天才早死)라고 그만 청춘에 죽어버렷서 앗가운 일이야 그의 제자로써 유명한 이는 립방울(林방울)이지.

春香傳의 丁貞烈

정정열이야 말로 당대 제일 명창이라 할만하지. 자 위선 드러보세. 사람이 점잔치 고아(高雅)하고 늙은 귀공자(貴公子)갓고 선비갓고 군자(君子)갓고 얼골 잘나고 목은 보잘 것 업스나 원악 바탕이 조와서 들어 시언시언하단 말이야. 이분도 전라도야.
잘하는 것은 춘향전인데 어느 대목을 드러봐도 절창이야. 요지간은 송만갑이 가르치든 김초향일다 박녹주다 리화중일다 하는 명긔 명창들을 가르친다니 선생을 올케 맛낫서.

赤壁歌의 金昌龍

조조(曹操)를 죽이고 살니고 하는 아기자기한 저 적벽가를 김창룡은 정말 잘 하느니 화룡로로 불질으며 드러가는 대목가튼 것은 그냥 목구멍에서 화염을 토하듯 급하고 격하고 장쾌하단 말이야. 참 조흔 목청이야. 아마 출생은 충청도라지. 올에 예순 둘인가 셋인가.
그런데 김창룡이도 그 앗가운 재조를 후대에 물려줄 제자가 업단 말이야. 마치 리동백 모양으로 소리가 너무 분방하여서 남들이 배워낼 수가 업거든.
그 조흔 풍패 그 조흔 목청 참 앗가우이 앗가우이.

百花핀 女流名唱

녀류명창을 휘휘- 둘너보면 아마도 첫 손끄락에 곱들이가 좀 나은 늙엇지만 녯 긔생 김초향(金楚香)일 걸. 늙엇다 하여도 이팔청춘을 조곰 넘엇것다 할 뿐으로 올에 서른넷이니 압히 창창하다.
그의 소리는 대구(大邱) 출생이니 만치 자다 자고도 자미잇다. 한참 드러도 실흔 줄 모르는<152> 소리렷다. 특장은 심청전, 소상팔경, 다 조치. 송만갑에게서 밧엇스니 송만갑을 따라 갈 수 밧게.
그리고는 그 다음이 역시 송만갑이 제자인 리화중선(李花中仙)일걸. 이 긔생은 김초향이보다 네댓살 더 늙엇슬가. 사십 갓가우니 노긔(老妓)는 노긔로되 소리에 드러선 청산류수격이라 무에든지 잘한다. 목이 몹시 입부다.
그리고는 박록주(朴綠珠)란 말이야. 올에 스물여덜인가. 각금 방송을 하니 잘 알겟지만 공부를 몹시 하는 이야. 잘하는 것도 춘향전일걸. 박녹주만은 나이도 잇고 열성도 잇서 장래 일등 명긔가 될거야.
앗불사 남도긔생(南道妓生)만 세어 쓰겟나. 서도긔생을 찻자면 잡가(雜歌)에 손진홍(孫眞紅)이 잇지. 이제는 긔생 노릇도 아니하는 사십노긔지만 지금 드러보아도 목소리는 녯 목소리 그냥 일거든, 그리고 리진봉(李眞鳳)이도 잘하는 축이지 올에 서른 넷인가 다섯인가.
신출로 유망하기는 전라도 출생의 김연수(金鍊守)와 주란향(朱蘭香)일거야. 단가(短歌)들을 잘하지. 아무튼 송만갑이에게서 몃 해 두고 정정으로 소리 배우고 나온 명긔들이니까.
이 모든 명창에다가 한성준의 장고 심상건, 김종긔, 정남히 (沈相健, 金鍾基, 丁南希)의 가야금에 마추어 동남풍 시언한 초당에 누어 한 곡조 들엇스면 만년 수할 것 갓다.
만년수는 몰나도 천년수(千年壽)는 하련마는.<153>
<149-153>
