Magazine Title: 삼천리 第6卷 第7號
Publication Date: 1934년 06월 01일
Article Title: 이 달의 書翰集 (This Month's Letter Collection)
Author: Various (Collection of letters)
Article Type: 사고·편집후기 (Announcements/Editor's Notes)

This Month's Letter Collection

Respectfully Submitted, For Your Tranquil Eyes,
Regarding the recent request for a Chinese poem (漢詩) due to a certain feeling, I have absolutely no grounding in Chinese poetry, so there is no way for me to comply. I ask for your understanding.
P.S. I also gratefully read the May issue of your esteemed magazine. In the introductory remarks titled "Recollections of Figures from the End of the Korean Empire," phrases such as the statement that I "enlisted in the military again" after returning to Korea are completely erroneous, as I have been engaged solely in religious work since my return until the present day. This substitutes another's life story for my own, thereby inviting negative criticism from observers; this is something you should particularly consider. Also, referring to Mr. Yu Kil-chun (兪吉濬氏) as Prime Minister is also a misprint; please issue a correction.
Furthermore, the statement that I associated with Mr. Kim Ok-kyun (金玉均氏) while he was in exile in Tokyo is incorrect. Political figures remember that my period of exile was after Mr. Kim's death. These are errors in the article; please kindly correct them.
Kwŏn Tong-jin
To Mr. Kim Tong-hwan

Respected Sir, The manuscript you requested is extremely troublesome. However, as it is a major issue that cannot be ignored, I am sending it separately, so please receive it. If I were to put it in a single phrase, "Originally, common insects fly far away from the smell of gunpowder, and in fearsome situations, various petty individuals scurry for cover like rats." If that is still unclear, perhaps one should just offer an exclamation like "Under the bright moon and sparse stars, the magpie flies south." In any case, it seems he sought refuge within the XX-powered carapace, using this opportunity. I end my words here and pray for your well-being and tranquility.
Kim Yak-su
To Mr. Kim Tong-hwan

Early Summer
I received your esteemed instructions today, the day before the deadline, transferred from elsewhere. In any case, complying with your esteemed request this time is almost impossible. As for myself, (abridged) I am a person living such-and-such a life. For such a person to write a poem under that theme—it is utterly impossible, and even if I were to write something that could pass, it would surely be off-topic. Thus, it is impossible either way. Overall, I think this time's idea was not well-conceived. Respectfully,
15th day, 3rd month, Kapsul year
I hope the manuscript titled "To the Concerned Personage" (有憂의 人士에 與함) is returned without being lost.
Corrections for the 2nd installment of "To the Concerned Personage"
Page 3, Line 8: "惟利性" (Self-interest nature) should be "惟理性" (Rational nature). Page 4, Line 7: "矛楯한갑" (Is it contradictory?) should be "矛楯인가" (Is it contradictory?). Same page, Line 16: "恥鄕이 되게 하는 嫌이 없지 안함니다. 孫文이가 儒學을 排擊하얏건만 三民主義 圖說은 徹頭徹尾 春秋三世主義를 譯謄햇더이다. 나의 이 말은 孫文 崇拜를 忌하는 意로써 나오는 것이 아니라. 이 忌崇自是하는 自由平等을 主張하면서" should be moved to Page 5, Line 5: Gradually viewing the human world under 無 (the missing character <179> is an error for 無字).
Sŏl Che T'ae-hŭi
To Esteemed Elder Brother Kim Tong-hwan

Readers saw the love poem of the famous Sŏngch'ŏn (成川) kisaeng Puryong (芙蓉) on page 132 of the published May issue. Regarding this poem, I will speak as I have heard. This poem consists of 18 stanzas (次第), but it seems the 16th and 18th couplets were not included. The two couplets are as follows, and since it is Puryong's love poem, it is said there is also an 18-stanza response from her counterpart. Please publish that in the next issue.
16. Waiting a thousand leagues for someone is hard, waiting is hard; is the gentleman's affection so fickle?
Leaving the gate three times to look, leaving to look; ask her, what is the maiden's resentment?
18. Sincere joy, broad-mindedness, a good gentleman; crossing the river with delight, new affection under the candlelight, happily facing each other.
Do not let a frail young woman return to heaven bearing resentment; may her sorrowful spirit not follow you under the moon.
Addendum: Thinking without thinking, forcibly climbing Moranbong Peak (牧丹峯); alas, crimson beauty ages, trying to forget is hard, determination is strong (floating work) Blue Pavilion (碧樓) "Always grieving the green's* decay" (*衰), sadly chanting a white-haired poem. This is how I heard and understood it.
Kim Wŏn-jo, Ulsan (蔚山), North Kyŏngsang Province (慶北)

Respectfully Replying, I duly received your esteemed letter dated April 23rd. As the master does not compose poetry, we cannot meet your esteemed requirement. Please understand with generosity.
Kyŏngsŏng-bu Sungin-dong 81
Pak Yŏng-hyo (朴泳孝) Family Office
To Mr. Kim Tong-hwan

Received your gracious letter, replying. Apologies for the delay.
I received both copies of your esteemed magazine and pray from afar for the development of "Samch'ŏlli." Since the day Mr. Pak passed away, I have been confined to bed, diagnosed with pleurisy, and have been suffering for three months now. Fortunately, having found the excellent Dr. Kim, although I wasn't hospitalized, I received daily treatment, achieving results better than hospitalization. Although still bedridden, I have recently been able to move slightly and barely manage to hold a pen for correspondence. I am thinking of perhaps going out after about a week. These days, while lying down, I gaze at the sunlight and plants outside the garden with the joy of a small child. I am now keenly feeling the necessity of health, which I used to neglect. I sympathize with your magazine's new plans, and though I intend to write the manuscript you mentioned, my energy does not yet permit it. However, once I fully recover, if the thought occurs, I will write and send it immediately. Perhaps next month.
I pray for your continued good health.
Yi Hyo-sŏk
To Mr. Kim Tong-hwan

Respectfully, In this season of spring flowers, I pray for the ever-increasing prosperity of your esteemed company and shout 'Hurrah!' with raised hands for the continued publication of Samch'ŏlli.
Elder Brother, please strive hard for Samch'ŏlli and elevate the comprehensive, or rather, literary magazine we anticipate to a high standard.
Last year-end, I was very disappointed not to meet you (when I went up to Seoul) as you were traveling.
Thank you very much for worrying about my health.<180> I have been bedridden since December and am still completely abstaining from food and drink due to a stomach ailment. I barely manage to move and sustain myself by consuming small amounts of nutritious substances daily. I am indescribably weak. On top of that, after finishing "Rainbow" and writing a novel for Tokyo, my nerves have also weakened. However, through my indomitable fight against illness, I am gradually recovering, so please do not worry at all. Believe me, I will certainly not die before producing a masterpiece in our language.
There is no particular reason why I must go to the Tonga Ilbo. Sending regards via letter is sufficient.
I dearly wish to attend your company's lecture meeting this time, but as mentioned above, it is unavoidable. I trust, Elder Brother, that you will forgive me for the sake of my future.
Also, I must write for the May and June issues of a certain Tokyo magazine, and a creative piece for another major magazine by the end of the month. Whipping my weak body, I am struggling to write 4 or 5 pages a day. However, I am determined to write for Samch'ŏlli, so I will write and send something when the opportunity arises later.
Please generously forgive just this. As I discussed with Mr. Yi Kŭn-mu, I will actively support Samch'ŏlli.
(Around the 26th of this month, my short story "(A Man Called Kwŏn)" will be published by Kaizōsha (改造社). It includes 7 pieces such as "Garbo" (がルボウ). However, "Pursued People" (奮起者 - The Roused) was banned and removed. Price: One Yen).
I will make my first trip to Tokyo in early May. I will return home in late May or early June (health permitting).
I hope for an opportunity to meet you, and please work steadily to produce a magazine comparable to Kaizō.
Please convey my regards to Messrs. Pak Yŏng-hŭi, Yu Chin-o, and Kim Pyŏng-je.
Chang Hyŏk-chu
To Mr. Kim Tong-hwan

Respectfully Conveying Deepest Regards, I have received your repeated kind attentions but failed to send thanks, causing me much trepidation and shame. I humbly present one piece, "The Provincial Governor"; the writing is clumsy and the brushwork rough. If it is unusable, discarding it would also be fortunate. There are matters I should discuss in person, but circumstances prevent it, so I send this message instead.
Hong Mok-ch'un

It has been quite some time since I received your letter.
I was very grateful. Due to being bedridden for a long time, I cannot offer anything worth seeing, but merely rummaged through old manuscripts and transcribed something suitable. This is only to avoid going against your wishes; please forgive me.
I pray for your distant well-being and the fine growth of Samch'ŏlli.
May 14th, Afternoon, from Ch'ŏnggup'o
Sin Sŏk-chŏng

Respectfully, Although it has been some days since receiving your order, amid extreme busyness, not only has the deadline passed, but I originally do not compose poetry. Moreover, forcing thoughts merely for the sake of writing poetry, without it coming from true feeling, is something I cannot do.
Kim Ch'ang-je<181>
<179-181>

**Summary**

This collection comprises letters sent to Kim Tong-hwan, likely the editor of *Samch'ŏlli* magazine, in mid-1934. Several prominent figures respond to requests for contributions, mostly declining due to lack of expertise (Kwŏn Tong-jin, Pak Yŏng-hyo's office, Kim Ch'ang-je), prior commitments, or poor health (Yi Hyo-sŏk, Chang Hyŏk-chu, Sin Sŏk-chŏng). Some letters offer corrections to previous articles, notably Kwŏn Tong-jin refuting claims about his post-return activities and association with Kim Ok-kyun, and Sŏl T'ae-hŭi providing errata for his own article. Others discuss literary matters, like Kim Wŏn-jo adding missing verses to a kisaeng's poem and requesting its counterpart, or Chang Hyŏk-chu mentioning his recent publications and upcoming trip to Tokyo. The letters provide glimpses into the writers' personal lives, health struggles, and engagement with the magazine and the broader literary/political scene. For historians, these letters offer valuable insights into the networks and interactions among Korean intellectuals during the colonial period, the operational aspects of a major cultural magazine like *Samch'ŏlli* (soliciting content, handling corrections), personal health challenges faced by writers, and direct commentary on historical facts and figures (like Yu Kil-chun and Kim Ok-kyun) as perceived by contemporaries. Chang Hyŏk-chu's letter is particularly revealing about the pressures of writing for both Korean and Japanese publications, including dealing with censorship ('Pursued People' being banned).

**Named Entities**

權東鎭	권동진	Kwŏn Tong-jin
간신히	간신히	Barely, narrowly
書簡	서간	Letter, correspondence
붓	붓	Brush (for writing)
約週餘	약주여	About a week or more
後	후	After
出入	출입	Going out and coming in
생각	생각	Thought, idea
눕은 채	누운 채	While lying down
兒孩	아해	Child (Older form)
歡喜	환희	Joy, delight
뜰 압헤	뜰 앞에	In front of the garden (Older spelling)
日光	일광	Sunlight
草木	초목	Plants, vegetation
바라고 잇슴니다	바라고 있습니다	Am gazing at (Polite, older form)
等閑히	등한히	Negligently, carelessly
必要	필요	Necessity
새삼스럽게	새삼스럽게	Anew, keenly, freshly
늣기고 잇슴니다	느끼고 있습니다	Am feeling (Polite, older spelling)
計劃	계획	Plan, project
贊同	찬동	Agreement, approval
말슴하신	말씀하신	That you mentioned (Honorific)
原稿	원고	Manuscript
氣力	기력	Energy, vitality
밋치지 못함니다	미치지 못합니다	Does not reach (Polite, older form)
全快	전쾌	Full recovery
卽時	즉시	Immediately
보내겟슴니다	보내겠습니다	Will send (Polite, older form)
來月	내월	Next month
아모조록	아무쪼록	Please, by all means (Older spelling)
健康	건강	Health
春花之節	춘화지절	Season of spring flowers (Classical phrase)
貴社	귀사	Your esteemed company
益益	익익	More and more
昌旺	창왕	Prosperity, flourishing
仰祝	앙축	To pray for looking up (Respectful)
續刊	속간	Continued publication
擧手歡呼	거수환호	To raise hands and cheer joyfully
大兄	대형	Elder brother (Respectful term of address for a male senior/friend)
모쪼록	모쪼록	Please, by all means
위하야	위하여	For the sake of (Older spelling)
분투	분투	Struggle, strenuous effort
努力	노력	Effort
期待	기대	Expectation, anticipation
綜合	종합	Comprehensive
乃至	내지	Or, or rather
文藝雜誌	문예잡지	Literary magazine
高度	고도	High degree, high level
標準	표준	Standard
끄러올려	끌어올려	To pull up, elevate
주시옵소서	주시옵소서	Please give (Very polite request form)
昨年	작년	Last year
歲下	세하	Year-end
旅行	여행	Travel
中	중	During
맞나지	만나지	Meeting (Older spelling)
섭섭하엿나이다	섭섭하였나이다	Was disappointed/sad (Polite, older form)
爲	위	For
걱정하여 주오니	걱정하여 주시오니	Because you worry (Polite, older form)
感謝不已	감사불이	Endless gratitude
只今	지금	Now (Older spelling, using 只)
胃病	위병	Stomach ailment
食飮	식음	Food and drink
全廢	전폐	Complete cessation/abolition
근근	근근	Barely, narrowly
하로	하루	One day (Older spelling)
조곰씩	조금씩	Little by little (Older spelling)
영양물	영양물	Nutritious substance
섭취하와	섭취하여	Consuming (Older form)
延命	연명	To prolong life, sustain life
虛弱	허약	Weakness, frailty
무지개	무지개	Rainbow (Likely title of a work)
끝내고	끝내고	Having finished
小說	소설	Novel
執筆	집필	Writing (esp. professionally)
神經	신경	Nerve
弱하엿읍니다	약하였습니다	Was weak (Polite, older form)
不屈	불굴	Indomitable
鬪病	투병	Fight against illness
漸次	점차	Gradually
快하게 되어 가오니	쾌하게 되어 가오니	Am gradually recovering (Polite, older form)
염려 마시옵고	염려 마시옵고	Please do not worry (Polite, older form)
傑作	걸작	Masterpiece
날기 前에는	낳기 전에는	Before giving birth to/producing (Older spelling using 날다)
결코	결코	Never
죽지 않겟사오니	죽지 않겠사오니	Will not die (Polite, older form)
믿업게	믿업게	Trustworthily (Older spelling of 믿음직하게 or similar)
理由	이유	Reason
片紙	편지	Letter (Lit. piece of paper)
人事	인사	Greetings, regards
講演會	강연회	Lecture meeting
기여	기어	Surely, by all means (Older spelling of 기어이)
參席	참석	Attendance, participation
上記	상기	As mentioned above
不得已	부득이	Unavoidable, inevitable
앞날	앞날	Future
容恕	용서	Forgiveness
믿슴니다	믿습니다	I believe (Polite, older form)
이야기햇거니와	이야기했거니와	As I discussed
積極的	적극적	Actively, positively
支持	지지	Support
今月	금월	This month
頃	경	Around (time)
短篇小說	단편소설	Short story
出版	출판	Publication
수용	수용	Inclusion, containing
發禁	발금	Banning of publication
뺏읍니다	뺐습니다	Was removed/excluded (Polite, older form)
定價	정가	Fixed price
壹圓	일원	One Yen/Won
初旬	초순	Beginning of the month (first 10 days)
次	차	Time(s) (as in 'first time')
渡東	도동	Trip to Tokyo (Lit. 'Crossing to the East')
下旬	하순	End of the month (last 10 days)
歸鄕	귀향	Return to one's hometown
健康	건강	Health
許	허	Permission, allowing
한번	한번	Once
맞나뵈올	만나 뵈올	To meet (Humble/polite)
바라옵고	바라옵고	Hope/wish (Polite, older form)
꾸준히	꾸준히	Steadily, diligently
힘서서	힘써서	Making effort (Older spelling)
만 한	만한	Comparable to, as good as
내도록 하옵소서	내도록 하옵소서	Please endeavor to publish (Very polite)
諸兄	제형	Messrs., Gentlemen (Referring to multiple seniors/peers)
安否	안부	Regards, well-being
傳해주소서	전해주소서	Please convey (Polite request)
敬訟萬穆	경송만목	Respectfully wishing myriad blessings/harmony (Polite opening)
屢勤	누근	Repeated kindness/attentions
先施	선시	Bestowed previously
未修謝	미수사	Failed to express thanks
悚汗不已	송한불이	Endless fear and sweat (Extreme humility/apology)
觀察使	관찰사	Provincial Governor (Historical title)
仰呈	앙정	To present humbly (looking up)
文拙筆荒	문졸필황	Clumsy writing and rough brushwork (Self-deprecating phrase)
如此	여차	Like this, such
不用	불용	Unusable
卽棄之亦幸	즉기지역행	Discarding it would also be fortunate (Extreme humility)
事當	사당	Regarding the matter that should be...
進拜	진배	To visit and pay respects
面懇	면간	To ask earnestly in person
그럿치 못할	그렇지 못할	Unable to do so
事情	사정	Circumstances, situation
替告	체고	To report/inform instead (of in person)
글월	글월	Letter (Polite/slightly archaic term)
밧은지	받은지	Since receiving (Older spelling)
퍽	퍽	Quite, very
오래됨니다	오래됩니다	It has been a long time (Polite, older form)
뭇척	무척	Very, extremely (Older spelling)
感謝	감사	Gratitude
病席	병석	Sickbed
탓	탓	Fault, reason, because of
보암즉 한 것	보암직한 것	Something worth seeing/reading (Older spelling)
드리지 못하고	드리지 못하고	Unable to give/offer (Humble)
오즉	오직	Only, merely (Older spelling)
舊稿	구고	Old manuscript
뒤지다가	뒤지다가	While rummaging through
되는대로	되는대로	As it is, whatever is suitable
옴겨드림니다	옮겨드립니다	Transcribe and give (Humble/Polite, older form)
저바지 않기	저버리지 않기	Not betraying/disappointing
위하야	위하여	For the sake of (Older spelling)
용서하시옵소서	용서하시옵소서	Please forgive (Very polite)
먼	먼	Distant
健安	건안	Good health and peace
生長	생장	Growth
빔니다	빕니다	I pray/wish (Polite, older form)
謹啓	근계	Respectfully opening (Formal letter start)
命	명	Order, command (Referring to the request)
받온지	받은지	Since receiving (Older spelling)
有日	유일	Some days have passed
원악	워낙	Originally, by nature (Older spelling)
忽忙	홀망	Busy, hurried (Less common term)
지내처	지나쳐	Having passed (Older spelling)
바렷슬	버렸을	Had passed/missed (Older spelling combined form)
元來	원래	Originally, fundamentally
不作	부작	Not composing/writing
더구나	더구나	Moreover, furthermore
眞情	진정	True feeling, sincerity
나아오지 안코	나아오지 않고	Without coming out from (Older spelling)
억지로	억지로	Forcibly, unnaturally
매드는 것	매드는 것	Tying up, contriving (?) (Meaning slightly unclear, likely 'forcing/concocting')
올시다	올시다	It is (Polite sentence ending, older form of 입니다)


---------------------------


잡지명	삼천리 제6권 제7호
발행일	1934년 06월 01일
기사제목	이 달의 書翰集
기사형태	사고·편집후기

이 달의 書翰集
拜頌 時安耳,
今般 有感에 漢詩要請의 命을 받고 이에 대하야 本人은 漢詩에 素養이 全無하니 奉副할 道가 無하오니 恕諒을 望함니다.
追啓 貴 雜誌 5月號도 感謝히 拜讀햇슴니다. 韓末人物의 回想이란 題記辭 中 本人이 歸國 後 또 몸을 軍籍을 붓첫다는 句語 等은 本人이 歸國 後 現今까지 宗敎事業에 從事한 身分으로 全然誤記됨을 보앗슴니다. 이것이 自己의 經歷談을 대신 말하야 觀者로서 惡評을 自取함이오니 이것을 特히 생각하실 일 또 首相 兪吉濬氏라 記함도 亦 誤植이오니 訂正하여 주시 압소서.
또 金玉均氏를 東京에서 亡命 時에 交遊하엿다 함은 誤記임니다. 本人이 亡命時代는 金氏 死亡 後임은 政界人士가 記憶하고 잇슴니다. 此等은 記事錯誤오니 幸혀 訂正하여 주시압.
權東鎭
金東煥

敬啓者 付托하신 原稿는 甚히 거북함니다. 그러나 黙過할 수 업는 큰 問題이기 別送하오니 밧으시며, 다만 한마듸로 말하라면 「元來 화약냄새에는 뭇김생이 高飛遠走하는 것이오 두러운 局面에는 뭇 小輩가 包頭鼠찬을 하는 法이외다. 그래도 未詳하거든 그저 月明星稀에 烏鵲이 南飛란 詠歎이나 하여 둘 것인가 함니다. 엇잿든 이 機會를 利用하야 그는 XX權力的 甲殼 속에 그 避亂所를 求함인 듯 이에 끗치며, 貴體 淸安을 비나이다.
金若水
金東煥氏

初夏
貴示는 期限이 明日인 今日에야 自家轉屬한 것을 拜承하얏나이다. 如何間 今回 貴敎의 奉副은 거이 不可能한 일이외다. 鄙人으로 말하면 (畧) 生活하고 사는 사람이오이다. 이런 사람으로 게다가 그 題下에 詩를-가 萬無하고 萬一通過되도록 쓴다면 그는 또 題外의 글이 될 터이니 於此而彼 不可能할 일이오다. 都體로 今番考案이 잘 되지 못한 考案인가 함니다. 不宣
甲戍 3月 15日
그 『有憂의 人士에 與함』이란 原稿가 虛失되지 말고 還送해주기를 바람니다.
『有憂의 士에 與함』의 第2回 正誤
第3頁 第8行 『惟利性』은 『惟理性』 第4頁 第7行 『矛楯한갑』은 『矛楯인가』 仝頁 第16行 『恥鄕이 되게 하는 嫌이 없지 안함니다. 孫文이가 儒學을 排擊하얏건만 三民主義 圖說은 徹頭徹尾 春秋三世主義를 譯謄햇더이다. 나의 이 말은 孫文 崇拜를 忌하는 意로써 나오는 것이 아니라. 이 忌崇自是하는 自由平等을 主張하면서』는 第5頁 第5行 漸漸 人世를 無 (奪字는<179> 無字의 誤)下에 移看함.
薛弟泰熙
金東煥雅兄 回升

讀者는 發刊한 5月號의 132頁에 成川 名妓 芙容의 相思詩를 보앗난이다. 此詩에 대하야 讀者가 들어 아는 대로 말하리다. 이 詩는 次第18字로된 것인대 其中에 16, 18의 兩 句가 記載되지 안헛는가 함니다. 兩 句는 다음과 갓사옵고 芙容의 相思詩인만큼 그 相對者로도 18字로 回答한 것이 잇다 함니다. 그것을 다음 號에 記載하여 주소서.
16 千里待人難待人難君子之薄情如是耶
三時出門望出門望娥女之怨恨問其何
18 誠歡寬仁好君子快意渡江新情燭下欣共對
勿使軟弱兒女子含怨歸天哀魂月下莫相隨하소.
追而 不思自思强登牧丹峯可惜紅顔老欲忘難志强 (浮作) 碧樓 「每傷綠*衰」 悵吟白頭詞 이러케 들어 알엇슴니다.
慶北蔚山 金元祚


拜復 4月 23日 付貴翰謹受이온바 主人은 詩를 지으시지 아니함으로 貴需에 應할 수 업사오니 俯諒하시압.
京城府崇仁洞81
朴泳孝 家事務所
金東煥氏

惠書밧고 답. 狀이 느저 未安함니다.
貴誌는 2部 다 바덧사오며, 「三千里」의 發展를 멀니서 비나이다. 生은 朴氏 作故한날부터 病褥에 눕게 된 것이, 肋膜炎으로 診斷되어 于於今 三箇月 間 알어 오든 中임니다. 多幸이 良醫金氏를 어더 入院은 안하얏슬망정 每日 施療한 結果 入院 以上의 効果를 보고 잇슴니다. 아직 病臥 中이나 昨今 若干식 起動하고 간신히 書簡의 붓을 잡게 되엿슴니다. 約週餘 後부터 出入하야 볼가 생각하고 잇슴니다. 요사이는 눕은 채 마치 어린 兒孩의 歡喜를 가지고 뜰 압헤 日光 草木을 바라고 잇슴니다. 等閑히 하든 健康의 必要를 이제는 새삼스럽게 늣기고 잇슴니다. 貴誌의 새로운 計劃에 贊同하느니만치 말슴하신 原稿를 쓸 생각은 만으나 아직 거기까지 氣力이 밋치지 못함니다. 그러나 全快 後 想覺만 생기면 卽時 써서 보내겟슴니다. 來月에라도요.
아모조록 健康하시기 비나이다.
李孝石
金東煥氏

拜啓 春花之節 貴社 益益昌旺하심을 仰祝하오며 三千里가 續刊되옴을 擧手歡呼하옵나이다.
大兄은 모쪼록 三千里를 위하야 분투 努力하시와 우리의 期待하는 綜合 乃至 文藝雜誌를 高度의 標準으로 끄러올려 주시옵소서.
昨年 歲 下에는 大兄의 旅行 中으로 맞나지 못하와(上京 時)에 매우 섭섭하엿나이다.
弟의 健康을 위해 걱정하여 주오니 感謝不已하나이다.<180> 生은 12月부터 病臥하여 只今 것 胃病으로 食飮을 全廢하고 잇음니다. 근근 起動은 하옵고 하로 조곰씩 영양물을 섭취하와 延命하옵나이다. 말할 수 없이 虛弱하엿음니다. 게다가 무지개를 끝내고 東京의 小說을 執筆하고해서 神經까지 弱하엿읍니다. 그러나 弟의 不屈의 鬪病으로 漸次 快하게 되어 가오니 조금도 염려 마시옵고 제가 우리말로 傑作울 날기 前에는 결코 죽지 않겟사오니 믿업게 생각하소서.
東亞日報에는 꼭 가야될 理由는 없음니다. 片紙로 人事하면 됨니다.
이번 貴社의 講演會에는 기여 參席하고 싶사오나 上記와 같이 不得已하오니 大兄은 生의 앞날을 위해서 容恕하실 줄 믿슴니다.
그리고 지금 東京 某誌 5月號와 6月號 또 某 大誌의 創作을 月末까지 써야 되겟삽고 虛弱한 몸을 채죽질 해가며, 하로 4枚 5枚式 싸호고 잇읍니다. 그러나 三千里를 위해선 기여 執筆할 생각을 하고 잇사오니 이 뒤 기회 잇으면 써서 보내겟읍니다.
이것만 넓히 용서하소서 李根茂氏와도 이야기햇거니와 三千里만은 積極的 支持하겟옵니다.
(今月 26日 頃 生의 短篇小說 「(權といふ男」)가 改造社에서 출판됨니다. 「がルボウ」 等 7篇 수용햇읍니다. 그러나 「追はれる人人」 (奮起者)는 發禁으로 뺏읍니다. 定價 壹圓).
5月 初旬에 1次渡東함니다. 5月 下旬이나 6月 初旬에 歸鄕함니다. (健康이 許하면)
한번 맞나뵈올 기회 잇기를 바라옵고 꾸준히 힘서서 改造만한 雜誌를 내도록 하옵소서.
朴英熙, 兪鎭午, 金炳濟 諸兄에게 安否 傳해주소서.
張赫宙
金東煥氏

敬訟萬穆 屢勤 先施1未修謝悚汗不已함니다. 觀察使1篇仰呈文拙筆荒如此不用卽棄之亦幸이외다. 事當進拜面懇할 일이오나 그럿치 못할 事情이 잇서 替告함니다.
洪木春

글월 밧은지 퍽 오래됨니다.
뭇척 感謝하엿나이다. 病席에 누은지 오래되는 탓으로 보암즉 한 것을 드리지 못하고 오즉 舊稿를 뒤지다가 되는대로 옴겨드림니다. 다만 당신의 뜻을 저바지 않기 위하야 용서하시옵소서.
먼 健安과 三千里의 좋은 生長은 빔니다.
5月 14日 午後 靑丘圃에서
辛夕汀

謹啓 命은 받온지 有日이오나 원악 忽忙 中에 期限도 지내처 바렷슬 뿐 아니라 詩는 元來 不作이오. 더구나 眞情에서 나아오지 안코 詩를 쓰기 위하야 억지로 생각을 매드는 것도 할 수 업는 일이올시다.
金昶濟<181>
<179-181>
