Magazine Title	동광 제30호
Publication Date	1932년 01월 25일
Article Title	內外大觀 - 時事解說 (Overview of Internal and External Affairs - Current Events Commentary)
Author	朱耀翰
Article Type	소식 (News/Report)

Overview of Internal and External Affairs - Current Events Commentary
						Chu Yohan

A Year of Many Troubles, A New Year of Expectations
The troubled year of 1931 passed amidst many troubles, and the year of expectation, 1932, has arrived. The continuation of the economic depression and its political impact, the Hoover Moratorium, the fall of the Labour Party in Britain, the suspension of the gold standard by several countries, the Manchurian Incident, and the anguish of the League of Nations were the major events of the past year. The coming year of 1932 should surely bring answers to these difficulties. Will the new year indeed bring us a new development?

Looking back at Chosŏn (Korea), the movement to dissolve the Sin'ganhoe became the most prominent surface event, while the intensity of peasant actions and the Anti-Imperialist League hinted at the undercurrents flowing beneath. The troubles of the Water Utilization Cooperatives (水利組合), the frequent occurrence of labor and tenant disputes, and the P'yŏngyang assault incident and the suffering of our compatriots in Manchuria—all issues sharply raising the question of Koreans' relationship with other ethnic groups and the need for re-recognition—were brought to the fore. Did the outgoing Year of the Ram (辛未) indeed transmit the secret of new hope to the incoming Year of the Monkey (壬申)?
Thus, we greet the new day of 1932.

Gandhi's Third Imprisonment and the Reigniting of the India Question - British-Indian Relations -
Mr. Gandhi, who went on an expedition to the Round Table Conference wearing a single loincloth, returned having trod the soil of his homeland at year's end with only that single loincloth. The enthusiastic welcome at the docks was too grand for receiving a leader of failure; perhaps it was because his declaration to resume the non-cooperation movement struck a chord in the hearts of the Indian people.
However, the British government, on the other hand, seems to have resolved beforehand for a major confrontation this time. On January 3rd, the 60-year-old Gandhi was arrested and imprisoned, marking his third imprisonment since he emerged onto India's political stage. The first was the result of the initial non-cooperation movement right after the Great War, and the second was in May of last year, after which he was released under the Gandhi-Irwin Pact, went to London (英京), and then returned. <18>
Upon setting foot on Indian soil, Gandhi requested a meeting with the Viceroy, but Viceroy Wellington refused, stating he could not meet "under the threat of initiating a non-cooperation movement." The National Congress Party (國民會議派) held a convention on the 1st and formally declared the resumption of the non-cooperation movement. The result was the large-scale arrest of Gandhi and other leaders and youth of the Congress Party. There are reports that Nehru, Patel, Naidu, Mrs. Gandhi, and numerous other Indians are being successively imprisoned. While the tactical struggle of the Congress Party, fighting with one truth and one permission (1實1許), is worth watching, it is a point of future attention what kind of repercussions and situation the Indian Viceroy's extreme suppression policy, backed by the national unity cabinet, will produce.

Occupying Jinzhou Without Bloodying a Blade - The Manchurian Incident -
On January 2nd, the Japanese army entered Jinzhou (錦州) without bloodying a blade. Chang Hsüeh-liang's final defense line completely fell into Japanese hands. The Inukai Cabinet, formed by an untimely political change, was set to liquidate the Shidehara diplomacy in both name and reality, and everyone anticipated the start of even more vigorous action towards Manchuria under the skill of the new Army Minister Araki. When the divisions for a major punitive expedition against bandits and soldiers in western Liaoning (遼西) were dispatched from both the Sinminfu (新民府) and Yingkou (營口) directions at the end of the year, everyone believed a battle at Jinzhou was unavoidable, but surprisingly, on January 1st, the Jinzhou army suddenly began a voluntary withdrawal. For Chang Hsüeh-liang, preserving his own position likely meant it was advantageous to withdraw into the pass (關內) without damaging the soldiers and weapons in Jinzhou, especially since Chiang [Kai-shek] in Nanjing (南京) had stepped down, and behind him, Yen [Hsi-shan], Feng [Yü-hsiang], Shih [Yu-san], and Han [Fu-chü] (閻馮石韓) were all eyeing P'ing-chin (平津) covetously. The Jinzhou withdrawal must have been unavoidable for Chang as well.
The U.S. Secretary of State has dusted off the old signboard of the Open Door Policy and notified [Japan] of the reservation of its own rights and interests. Although the Kellogg-Briand Pact was mentioned, it is a fact that there is still no intention to actively confront Japan. Although the Nine-Power Treaty was brought up, the nine signatory powers themselves are merely watching America's unilateral notification like a fire across the river. It seems that diplomatic issues unaccompanied by real power are already beneath the notice of the military authorities. For the time being, the movement to establish a free state in Manchuria will proceed without hindrance. The League of Nations, which was struggling with the difficulty of selecting personnel to dispatch an investigation committee, has managed to save face for the time being under the pretext of being "currently investigating," so for now, there seems to be no place to make trouble regarding Manchuria.
Partisan-style (팔치잔的) attacks by remnant soldiers seem to be very prevalent, with reports of Japanese military struggles heard from various places. To achieve the goals of securing the Peiping-Liaoning (北寧), An-tung–Fengtien (安奉), and Tahushan-Tungliao (打通) lines and establishing peace and order in eastern (遼東) and western Liaoning (遼西), the reinforcement of several divisions and military expenditures of tens of millions of yen will likely be necessary. After the military conquest comes the work of construction, so it is not unreasonable that a major consultative body for political, economic, and industrial issues will emerge.

Headless Triumvirate - The Situation in China -
On January 1st, the new Nanjing (南京) government was established. Lin Sen is Chairman, Sun Fo is President of the Executive Yuan, and others represent a great victory for the Canton faction. Besides the National Government (國府) and the Five Yuans, a Supreme Political Council (政治最高會議) was established to host the three giants Wang [Jingwei], Chiang [Kai-shek], and Hu [Hanmin] (汪蔣胡). However, one of the three giants is seeking idle days in his hometown, and the other two giants are claiming illness in foreign residences in Shanghai (上海) and Hong Kong (香港), making the nicely named triumvirate actually a headless government. Therefore, although internal and external problems are piling up, countermeasures cannot be formulated. Rumors of alliances among subordinate generals are circulating, and Sun Fo and others, unable to bear it any longer, have largely vacated their positions and are away on a trip to persuade the three giants.
Although the proposal for the Canton Political Branch Council (廣東政治分會案) was rejected, emphasizing central authority, it seems there is a plan for partitioned governance between Yen [Hsi-shan] and Chang [Hsüeh-liang] in the northern (北方) provinces. In the south, there is the French army's invasion of Kwangsi (廣西); in the central region, the Red Army's invasion of Kiangsu (江蘇); in the north, the issue of investigating Chang Hsüeh-liang; in Shanghai, student demonstrations. It seems the political situation, fraught with numerous difficulties, will not be easily managed in Sun Fo's <19> grasp.

Is Europe's Revival Possible? - Franco-German Discord -
It is the unanimous conclusion of sober observers that Germany has no further ability to pay. France, which insists on collecting regardless, is now losing global sympathy. German Chancellor Brüning's declaration ahead of the Reparations Conference must have struck France like a bolt from the blue.
It is common knowledge that both the far-left and far-right parties in Germany advocate the abolition of reparations obligations. To borrow Varga's words, the German capitalist class supposedly knew that abolishing the Young Plan after one moratorium was a predetermined program (푸로그람).
Germany, which barely avoided bankruptcy thanks to the Hoover Moratorium, is only just preventing the complete collapse of its economy by granting dictatorial power (獨裁力) to the President. Now, the only remaining path is to cleanly cast off the heavy burden of the Young Plan. This is again linked to the Allied powers' war debt issue with the US, so ultimately, the wisest course would be to completely wipe away reparations and war debts, these unpleasant relics of the Great War.
If that happens, wouldn't German capitalism thrive greatly again? This must be France's point of fear. However, since Britain and Italy (英伊) are already easing German debt, France will likely be unable to push forward with excessive rigidity. The new Reparations Conference opening at the end of the month seems destined to become, in the end, hand-to-hand combat between France and Germany.

Who Profited? - Gold Re-embargo -
The Inukai Cabinet enforced the re-embargo on gold exports immediately upon its establishment. The previous Seiyūkai cabinet started with a moratorium. The Wakatsuki cabinet fell last time due to the earthquake promissory notes and this time due to the specie battle. Seen this way, Adachi's drama was merely camouflage (카무풀라지). Indeed, when the lid was opened, the Minseitō cabinet, under the pretext of protecting specie, had the Yokohama Specie Bank (正金銀行) sell a large amount of dollars, while Mitsui (3井) and other zaibatsu (財閥) had bought hundreds of millions of yen worth of dollars. As the specie reserve threatened to fall below 300 million, the zaibatsu reaped tens of millions of yen in exorbitant profits from the gold re-embargo.
Due to the re-embargo, prices soared, and stocks and futures rice prices skyrocketed. It even led to the suspension of trading sessions at the exchange. However, everyone knows this boom is an empty boom (空景氣). The headache after sobering up will be a big problem for the general economic world intoxicated by this empty boom, but the ones hit by the untimely price surge are salaried workers, <20> laborers, and small farmers. Even if the rice price rises, only large landowners still have rice. And isn't this opportunity just giving rural moneylenders a good chance to recover funds? If the movement for deferment of Water Utilization Cooperative (水利組合) fees is rejected on the grounds of high rice prices, the problems will become even more numerous.
It is said that the reason labor disputes have frequently occurred from the very beginning (劈頭) of the new year lies in the price surge. Would employers who enforced wage cuts citing price drops have the charity to restore wages just because prices surged? The economy of Koreans will likely suffer further hardship here and there because of this.

Mr. Inukai's Fortune This Year - Auspicious or Inauspicious?
Why did Mr. Adachi Kenzō cause the Minseitō cabinet to commit suicide? Speculations abound. Some see it as a complete miscalculation. There's also the theory it was a movement to oust Wakatsuki. Another theory is that there was no confidence in passing [legislation] in the upcoming Diet session. Whatever the reason, if things had gone according to the memorandum concluded between Minseitō advisor Tomita (?) and Seiyūkai Secretary-General Kuhara, MacDonald II's program would have proceeded properly, but in the end, the "memorandum" became a scrap of wastepaper. Kuhara quietly sat back, just not becoming a cabinet member, while Adachi lost everything, even leaving the party.
Of course, the person who hit the jackpot is Inukai, the president of the Seiyūkai. After 40 years of hardship, the seal of prime minister unexpectedly rolled into his lap. His personal popularity stems from the idea that even if the Seiyūkai is finished, Inukai is decent. In today's Japanese political scene lacking talent, it would be difficult to find a prime minister better than Mr. Inukai.
Perhaps because it's said that even great luck shouldn't be excessive, due to the sudden outbreak of an unfortunate incident, he almost lost the title of prime minister on the 27th, but fortunately remained in office without incident. Auspicious and inauspicious signs have crossed paths; will the future omen (卦) be auspicious or inauspicious? Facing the reopening of the Diet and the reopening of the League of Nations Council, [the situation] is very uncertain. (Chu Yohan) <21>

**Summary**

Writing in January 1932, Chu Yohan reflects on the turbulent year of 1931 (economic depression, Hoover Moratorium, fall of British Labour, gold standard suspensions, Manchurian Incident) and expresses hope for solutions in 1932. He notes key events in Korea (Sin'ganhoe dissolution, peasant/anti-imperialist movements, P'yŏngyang incident, suffering of Manchurian Koreans). The article details Gandhi's third arrest amid renewed Indian non-cooperation, Japan's bloodless occupation of Jinzhou following Chang Hsüeh-liang's withdrawal and the perceived ineffectiveness of international diplomacy (US, League of Nations) regarding Manchuria. It describes the instability of China's new Nanjing government under Sun Fo, Franco-German tensions over reparations, Japan's reimposition of the gold embargo benefiting zaibatsu while harming workers/farmers (including Koreans), and the political rise of Japan's Prime Minister Inukai Tsuyoshi amidst internal party maneuvering. For historians, the article offers a contemporary Korean intellectual's perspective on interconnected global and regional crises, particularly highlighting the direct impact of Japanese policies (Manchurian expansion, economic decisions like the gold embargo) on Koreans both in Korea and Manchuria, and framing these events within broader international political and economic contexts like the India independence movement and European tensions. The mention of specific Korean concerns like the Sin'ganhoe, peasant movements, and the P'yŏngyang incident provides valuable context for understanding colonial realities.

**Named Entities**

朱耀翰	주요한	Chu Yohan
朝鮮을 돌아 보건대 新幹會의 解消運動이 가장 表面으로 드러난 事件으로 되고 農民行動의 激烈과 反帝同盟 等이 그 裏面에 흐르는 潮流를 暗示하고 잇엇다. 水利組合의 煩悶, 勞働小作爭議의 頻發, 그리고 平壤暴行事件과 在滿同胞의 受難等 朝鮮人으로서 異民族과의 關係, 再認識의 모든 問題가 가장 銳尖하게 提出된 것이엇다. 果然 가는 辛未는 오는 壬申에게 새로운 希望의 秘訣을 傳授하고 갓는가.
이리하야 우리는 1932年의 새 날을 마지 한다.

3次 投獄의 간디와 印度問題의 再燃 -英印關係-
개짐 한 개를 차고 圓卓回議에 遠征 갓든 간디君은 도루 개짐 한 개만 가지고 年末에 故土의 흙을 밟앗다. 埠頭의 熱狂的 歡迎은 失敗의 領袖를 맞는 것으로는 너무나 宏壯하엿으니 그의 不服從運動 再開의 聲言이 印度人의 心琴을 울린 까닭인가.
그러나 一方 大英政府도 이번에는 一大決戰을 미리 覺悟한 모양이다. 正月3日에 60老齡의 간디를 逮捕 投獄하니 간디가 印度의 政治舞臺에 나선 以來로 第3次의 投獄이다. 第1次는 歐戰直後의 最初의 不服從運動의 結果엿고 第2次는 昨年 5月, 그 뒤에 「간디」 「어윈」協定으로 出獄하야 英京에 갓다가 돌아온 것이다. ＜18＞
간디는 印度의 흙을 밟는 同時에 總督에게 會見을 請햇는 바 웰링튼總督은 「不服從運動 開始의 脅威 下에서」는 會見할 수가 없다 하야 拒絶햇다. 國民會議派는 1日에 大會를 열고 正式으로 不服從運動의 再始를 宣言햇다. 그 結果가 간디以下 國民會議派幹部 及 靑年의 大規模的 檢擧가 된 것이다. 네루, 파텔, 나이두, 간디夫人 其他 수많은 印度人이 續續 入監되엇다는 報가 잇다. 1實1許로 抗爭하는 國民會議派의 策戰도 볼만하거니와 擧國一致內閣을 背景으로 한 印度總督의 極端의 彈壓政策이 果然 어떠한 反響과 事態를 演出할지 今後의 注目處다.

兵不血刃하고 錦州를 占領 - 滿洲事變 -
日本軍은 1月2日 兵不血刃하고 錦州에 入城하엿다. 張學良의 最終 防禦地도 完全히 日本의 手中에 들어갓다. 때아닌 政變으로 成立된 犬養內閣은 幣原外交를 名實 共히 淸算하게 되고 荒木新陸相의 手腕으로 一層 活潑한 對滿行動의 開始는 누구나 豫想한 바이다. 年末에 新民府, 營口 兩方面에서 遼西의 兵匪大討伐의 師를 發하매 누구나 錦州의 一戰이 不可避라고 믿은 것이러니 意外에 1月1日에 錦州軍은 突然 自發的 撤退를 開始햇다. 張學良으로 서는 自家의 地位를 保全하기 위해서 錦州의 兵士와 武器를 傷하지 아니하고 關內로 들어감이 利하엿으리니 南京의 蔣이 下野햇고 그 뒤에는 閻馮石韓 等이 다 平津을 虎視耿耿하는지라. 錦州撤退도 또한 張으로서는 不得已햇을 것이다.
米國務卿이 門戶開放의 낡은 看板을 추켜들고 自家權益의 保留를 通告해왓다. 비록 不戰條約을 云爲햇으나 아직 積極的 으로 日本과 相對할 用意가 없는 것이 事實이요 비록 9個國條約을 들추어 냇으나 調印 9個國이 도리어 米國의 單獨通告를 對岸火視할 뿐이니 實力을 不伴하는 外交問題는 이미 軍部의 眼中에 없는지 오란 것이다. 當分間 滿洲自由國 設定의 運動은 障碍없이 進行될 것이다. 調査委員會를 派遣하기에 人選難으로 苦心하든 國聯도 當分間 調査 中이라는 名目 下에서 體面維持는 되게 되엇으니 인제는 滿洲에 對하야 말성부릴 곳이 當分 없는 셈이다.
敗殘兵의 팔치잔的 襲擊이 매우 盛行하는 모양으로 日本軍 苦戰의 報가 到處에서 들린다. 北寧, 安奉, 打通 各線의 警備와 遼東, 遼西의 治安成立을 目標로는 아직 數個師團의 增兵이 必要하고 數千萬圓의 軍備가 必要할 것이다. 軍隊의 征服의 뒤에는 建設의 事業이 잇으니 政治, 經濟, 産業 等 問題로 一大 協議會가 생김도 無理가 아니다.

無頭의 3頭政治 - 中國時局 -
1月 1日을 期하야 新南京政府는 成立되엇다. 林森을 主席으로 孫科를 行政院長으로 其他 廣東派의 大勝利다. 國府와 5院外에 政治最高會議를 두어 汪蔣胡 3巨頭를 모시기로 하엿다. 그러나 3巨頭의 하나는 鄕里에서 閑日月을 찾고 兩巨頭는 上海와 香港의 洋舘에서 稱病하고 잇으니 이름좋은 3頭政治에 其實은 無頭政治다. 그래서 內外問題가 山積하되 對策을 못세우며 治下 將領들의 同盟說이 떠돌며 참다 못한 孫科 等은 大擧하야 자리를 뷔고 3巨頭 勸說로 出張中이다.
廣東政治分會案은 否決되어 中央集權을 注重한다 하나 北方 各省은 閻과 張사이에 分治計劃이 없지 않아 잇는 모양이다. 南邊에는 佛軍의 廣西侵入, 中部에는 紅軍의 江蘇侵入, 北邊에는 張學良査辨問題, 上海에는 學生示威, 多端多難의 政局은 아무래도 孫科의 ＜19＞ 손아귀에는 잘 주물러지지 않을 모양이다.

歐洲의 回生은 可能乎 - 獨佛의 確執 - 獨逸이 더 낼 能力이 없다는 것은 冷靜한 觀察者의 一致한 結論이다. 그래도 한사코 받아 내겟다는 佛蘭西는 인제 世界的 同情을 잃고 잇다. 賠償會議를 앞두고 부뤼닝 獨首相의 宣言은 佛國에게마는 靑天霹靂같이 울리엇을 모양이다.
獨逸의 極左 極右兩派가 똑같이 賠償義務廢棄를 主唱하는것은 周知의 일이다. 「바르가」의 말을 빌리면 獨逸의 資本階級도 1回의 모라토리엄을 經하야 영案을 페기할 것은 豫定의 푸로그람으로 알고 잇다 한다.
후버모라토리엄으로 破産을 僅免한 獨逸이 大統領에게 獨裁力 權力을 附與해서 經濟界의 完全한 破滅을 僅僅防止하고 잇으니 이제 오직 남은 길은 영案의 重駕를 시언히 벗어버리는 것 뿐이다. 이것은 다시 聯盟國側의 對米 戰債問題와 關聯되는 것이니 結局 이 大戰의 不快한 遺物인 賠償 及 戰債를 싹 씻어 없애는 것이 가장 賢明한 方針일 것이다.
그리되면 獨逸의 資本主義가 다시 大興旺을 하지 아니할까. 이것이 佛國의 恐怖點이겟지. 그러나 이미 英伊가 獨逸債를 더는 以上 佛國도 必要 以上으로 强硬히 나갈 수 없을 것이니 月末에 열리는 新賠償會議는 結局 佛獨의 端兵接戰이 될 듯하다.

누구나 利보앗나? - 金再禁止
犬養內閣이 成立卽日로 金輸出의 再禁止를 斷行햇다. 前番政友內閣은 모라토리엄으로 始作햇것다. 若槻內閣이 前番에는 震災手形으로 꺼꾸러지고 이번에는 正貨戰으로 꺼꾸러진 것이다. 본다면 安達의 演劇은 오직 1「카무풀라지」에 不過한다. 果然 뚜껑을 열고 보니 民政內閣은 正貨擁護의 名目으로 正金銀行을 시켜 弗賣를 잔뜩 시켜 놓앗고 3井以下 財閥들은 數億圓의 弗買를 해놓앗다. 正貨準備가 3億以下로 갈려고 들먹거리는데 財閥은 金再禁止로 數千萬圓의 暴利를 보앗다.
再禁止로 物價가 暴騰하고 株式, 期米가 暴騰햇다. 取引所의 立會停止까지 演出햇다. 그러나 이 景氣가 空景氣인 것마는 누구나 다 아는 事實이다. 空景氣에 醉한 經濟界 1般이 醒後의 頭痛도 큰 문제려니와 不時의 物價騰貴로 打擊받는 사람은 俸給生活者, ＜20＞ 勞働者, 細農等이다. 쌀값이 올랏대야 大地主나 아직 쌀을 가지고 잇다. 그리고 이 機會는 農村의 金融業者에게 資金回收의 好機를 주는 것 분이 아닐는지. 米價高를 理由로 水利組合料金 延納運動이 拒否되면 問題는 一層 多端해질 것이다.
新年劈頭부터 勞働爭議가 頻發한 所以가 物價騰貴에 잇다 한다. 物價 落下를 理由로 貸金減下를 斷行한 雇主들이 物價騰貴라고 貸金을 復舊할 慈善心이 잇을라구. 朝鮮人의 經濟로 於此於彼에 一層 困苦할 걸.

犬養氏의 今年4柱 - 吉凶이 如何
安達謙藏君이 무슨 까닭에 民政黨內閣을 自殺케 햇는가. 推測은 區區하다. 全혀 誤算이라고 보는 이도 잇다. 若槻 逐出運動이란 說도 잇다. 來 議會通過의 自信이 없엇다는 說도 잇다. 어찌햇든 富田 民政顧問과 久原 政友幹事長사이에 締結된 覺書대로만 가면 막도날드 第2世의 푸로그람이 제대로 될 것이엇마는 結果 「覺書」가 一片의 休紙로 되고 久原은 閣員만 안될 뿐으로 슬그머니 주저앉고 安達은 배주고 속까지 주고 脫黨까지 하게 되엇다.
勿論 大通運에 들어간 사람은 犬養 政友會總裁다. 苦節40年에 뜻하지 아니한 宰相의 印이 굴러 들어온 것이다. 政友會는 틀렷어도 犬養은 괜찬타는 것이 그의 人格的 人氣다. 人材缺乏한 今日의 日本政局에 犬養君 以上 갈 總理도 求하기 어려울 것이다.
大通運도 지나치면 안된다는 말인지 不祥事件의 突發로 27日 宰相의 別號를 떼올뻔 햇으나 多幸히 無事留任, 吉凶이 交叉햇으니 今後의 卦는 吉乎아 凶乎아. 議會再開와 聯盟理事會 再開를 앞두고 매우 궁금하다.(朱耀翰) ＜21＞
＜18-21＞
