잡지명	동광 제30호
발행일	1932년 01월 25일
기사제목	歐羅巴의 五角對立, 卅2年의 列强戰線偵察 (Europe's Pentagonal Confrontation, Reconnaissance of the Great Powers' Front Lines in '32)
필자	申彦俊
기사형태	논설 (Editorial/Opinion Piece)

Europe's Pentagonal Confrontation, Reconnaissance of the Great Powers' Front Lines in '32
						By Sin Ŏn-jun

The Pacific and Europe
Since the Great European War, the center of international politics has shifted from the Atlantic to the Pacific. The dominant powers around the Pacific are not just the two nations on its shores, Japan and America, but in reality, European nations like France, Germany, Britain, Russia, and Italy are all competing for hegemony over this Pacific. Therefore, it can be said that the driving force behind political relations in the Pacific lies in Europe. That is, the changes in the European political situation will determine the overall trend of Pacific politics, and the relationships among European nations will determine the alignments on the Pacific. In this context, examining the European political situation is the appropriate sequence to gain insight into the relations among the powers in the Pacific and to understand the trends in world politics.

Europe's Five Great Planets
For the last 4-5 centuries, Europe held dominion over the entire world. Today, although America's power is developing with the force of the rising sun, the dominion over the entire world still lies with Europe. Three-quarters of the world's population are enslaved by Europe, and four-fifths of the globe are Europe's possessions. Saying that Europe holds dominion over the world does not mean that every European country rules the world; in fact, it means that about 5 out of Europe's 27 countries rule the entire world. These 5 countries are Britain, said to "rule the world's oceans"; France, the hegemon of the European continent; Red Russia, seeking to dominate the world from a new standpoint; Italy, the hegemon of Southern Europe; and Germany, currently undergoing revival.

These five nations—Britain, France, Russia, Italy, and Germany—can be called the five great planets in the European political sphere, and the remaining 20-odd nations can be called their satellites. Satellites are stars that revolve around planets and lack the ability to rotate on their own axis. The smaller nations of Europe (the 20-odd countries) are manipulated by and follow the major powers (the 5 countries), making them effectively dominated nations. Satellites cluster this way and that, following the planets. <2> Therefore, those who study astronomy observe only the positions and movements of the planets and pay no attention to the satellites. Likewise, an examination of the European political situation requires only examining the 5 major powers; there is no need to look further at the rest.

The Ocean Hegemon, the British Empire
Looking at the history of Europe's outward expansion, from 1493 until the end of the 16th century, the entire world was divided between Portugal and Spain. From the early 17th century to the early 18th century, the Netherlands, Britain, and France dominated the world. After the two Anglo-French wars of the early 18th century and the so-called "Seven Years' War" from 1756 to 1763, Britain seized sole hegemony over the entire world. However, since the Great War, Britain's state of senescence has become increasingly apparent. Externally,に乗じて (taking advantage of) the tide of national liberation thought, anti-British movements have erupted in its colonies scattered across the world, and due to severe pressure from American financial capital, it has conceded defeat in the world financial markets. Internally, the breakdown of the capitalist economic structure has been undeniably exposed, revealing various crises such as factory closures, a flood of unemployed people, and the intensification and expansion of revolutionary fervor among the working class, making the situation of Britain's decline seem irreversible. However, Britain's national status remains important. It is the world's largest empire, possessing 450 million people, 13.9 million square miles of land, the world's most complete capitalist economic structure and production apparatus, skilled technology, the most developed political organization, and a powerful navy unmatched in the world.

Thus, the foreign policy of the British Empire, holding such a significant global position, naturally becomes a focal point of worldwide attention. Britain's foreign policy principle is eternally "Honorable Isolation." While "Honorable Isolation" can be considered Britain's fundamental foreign policy towards Europe, given that Europe is the center of world politics, it can also be seen as the general basis of British foreign policy. "Honorable Isolation" signifies that Britain does not ally or cooperate with any nation on the European continent, but maintains a state of balance among the continental nations, thereby holding a position of transcendent existence above them. If the balance on the European continent is broken and one nation gains ascendancy, Britain immediately contacts other nations to overwhelm the dominant one; this is Britain's consistent foreign policy. When Napoleon's victories destroyed the European balance, Britain allied with Germany and Austria to impose sanctions. When the southward advance of Russian power threatened the European balance, Britain allied with Germany and France to block Russia. Before the Great War, when Germany's ambitions threatened to shatter the European balance again, Britain allied with France and Russia, raising the beacon of the World War. These various historical examples are concrete expressions of Britain's "Honorable Isolation" policy. Since the Great War, although Germany and Austria were defeated, France's powerful influence has implicitly taken the lead in Europe, prompting Britain to work with Germany to suppress France.

The greatest threat to Britain, more than France or America, is actually Red Russia. Red Russia, advocating world revolution, and Britain, struggling desperately to maintain the capitalist imperialist system, have taken confrontational stances internationally. Britain's world policy is forming its battle lines with Red Russia as the hypothetical enemy.

The Continental King, France
Since the Middle Ages, France has maintained its position as a great power on the European continent. During the Napoleonic era, it even attempted to unify all of Europe, and French national power was consistently prosperous. Although it suffered a temporary defeat to Germany in the Franco-Prussian War, its influence in Europe remained intact. After the Great War, its position as the leader of the Treaty of Versailles made it the sole king of the European continent. The focus of French foreign policy lies in securing safety against Germany. That is, while Franco-German relations feign peace on the surface, in reality, the irreconcilable animosity has not been eliminated. German <3> revenge! This is a danger that the French cannot rest easy about, awake or asleep. Moreover, Germany's fierce post-war revival sends chills down French spines. The French occupation of the Ruhr in 1922 was an action born of this fear. Although the Locarno Treaties somewhat alleviated this fear afterwards, Germany remains an object of terror that the French cannot forget. Therefore, security is the consistent policy of French diplomacy. France is making continuous efforts to maintain strong national power. As the security of its African colonies is essential for strengthening French national power, it stations heavy troops in Tunis and reinforces the strength of its Mediterranean fleet. This results in conflict with Italy. Italy targets Northwest Africa (i.e., the French colonial region) for its colonial policy, leading to clashes not only over colonial policy but also because France's increased naval power in the Mediterranean poses a significant military threat to Italy. Due to these relations, the Franco-Italian confrontation has sharpened.

Germany and Italy are the two main objects of French diplomacy. If security against Germany is threatened or if any power arises to aid Italy, France will resolutely oppose it.
France, considering Italy a hypothetical enemy, has created the so-called Little Entente in the Balkan Peninsula region. Simultaneously, considering Germany a hypothetical enemy, it connects with Belgium in Western Europe while cooperating with Poland in Eastern Europe.

The Bear of Northern Europe, Soviet Russia
Soviet Russia's foreign policy targets the world's capitalist countries as enemies and aims its direct offensive at the leader of the world's capitalist nations, the British Empire. It is not without reason that the British Empire is urgently trying to lead the powers in forming a united front against Russia.

Soviet Russia's offensive strategy against the British Empire first aimed to communize Central and Western Europe, gradually closing in on Britain itself. Britain countered this by uniting smaller nations like Finland, Estonia, and Latvia to build a Great Wall of defense against Russia. Russia also attempted to join hands with Germany to establish a base for the communization of Western Europe, but Britain, aware of this, pulled Germany into the Western European capitalist bloc. Consequently, Russia's plan for a frontal attack on Britain completely failed, forcing a change in direction. Using a strategy of flanking attacks, it proceeded with plans to communize Britain's Asian colonies and commodity markets. The revolutionary movement of the Young Turk Party led by Kemal Pasha in Turkey, as well as the anti-British movements in Egypt, India, and China, were all directly or indirectly carried out under the instigation of Red Russia. This strategy of flanking attacks continues to this day, despite repeated failures. The Noulens Affair involving a major figure of the Third International, exposed by the Shanghai Municipal Council's British authorities last May, is unique evidence of this.

Russo-German relations were mentioned above. Initially, Russia tried hard to cooperate with Germany, intending to make it a base for Western European communization, but this ultimately failed with Germany's entry into the League of Nations. Although Germany joined the Western European capitalist bloc, it does not intend to sever relations with Russia. Germany's joining the League was essentially to escape the pressure of the Allied Powers. Germany, aware of Britain's fear of Red Russia, used the momentum of Russo-German cooperation to threaten Britain and escape Allied pressure. Besides these political reasons, economically, agricultural Russia and industrial Germany maintain friendly relations.

Relations with Italy, although the political systems of the two countries are as opposed as the North and South Poles, show strong signs of cooperation. This is because Russia and Italy share common demands. This common demand is that both countries agree on disrupting the status quo in Europe. Mr. Litvinov's visit to Milan last year to meet Foreign Minister Grandi on his way to Geneva for the Disarmament Conference, where they concluded a Russo-Italian agreement, can be considered the first step towards cooperation between the two countries. <4>

Germany in Revival
Germany, which became a prisoner groaning under the iron chains of the Treaty of Versailles after the Great War ended, has displayed its great national spirit of perseverance and fortitude even under severe oppression, presenting a grand spectacle of revival in various fields and attracting worldwide astonishment.

Since the Great War, Germany's diplomacy has been fundamentally aimed at nullifying the effects of the Treaty of Versailles. German public and private sectors alike demanded the abolition of the Treaty of Versailles. The right-wing Nationalist Party advocated abolition through military means, while the various left-wing parties advocated resolution through moderate compromise policies.

Since abolishing the Treaty of Versailles was set as the fundamental principle of its foreign policy, France, the leader of the Treaty, became Germany's main diplomatic adversary. From the Paris Peace Conference until 1923, France consistently suppressed Germany, and relations reached an extreme low with the Ruhr occupation incident, but Germany was eventually forced to submit due to its economic crisis. With the establishment of the Locarno Pact security treaty in 1925, relations gradually eased, and the implementation of the Dawes Plan in 1924 and the Young Plan in 1929 resolved points of contention between Germany and France. Franco-German rapprochement can be attributed to the efforts of Briand and the late Stresemann. Politicians from both countries declared that abandoning old grudges and cooperating for the common interests of the continent would be mutually beneficial, but the deep-seated animosity between the two nations cannot truly be overcome. The emergence of the Austro-German Customs Union in opposition to Foreign Minister Briand's proposal for a European Federation demonstrates that the two countries remain in a state of hostility.

Ambitious Italy
Fascist Italy, yearning for the old Roman Empire and striving immensely for national development, is desperate to acquire colonies. Aiming to unite North Africa with Italy and turn the Mediterranean into its inner sea, it confronts France. The colonies Italy covets are currently French possessions, making an Italo-French clash inevitable. Italy's ambition is first to establish hegemony in the Mediterranean, but the Mediterranean is Britain's transverse route to India and also France's longitudinal route to North Africa, making it indispensable for both Britain and France. The presence of the French sphere of influence in the Balkan Peninsula to the east and French colonies across the Mediterranean to the south are Italy's greatest grievances and threats. Thus, Italy seeks to possess a superior navy in the Mediterranean, engaging in a naval arms race with France. In this context, Italy also considers France its hypothetical enemy in foreign affairs and attempts to form a common front with all anti-French forces in Europe. Firstly, it seeks friendship with Britain to check France, and furthermore, it strives for close cooperation with Germany.

Comprehensive Observation
Finally, comprehensively observing the mutual relations among the European powers, the following three conclusions can be drawn:
1.  From a political standpoint, the 5 major powers are divided into two major camps. That is, the capitalist camp of Britain, France, Italy, and Germany stands opposite the socialist camp of Soviet Russia. These two camps cannot compromise.
2.  From a policy standpoint, Germany and Italy advocate disrupting the current European status quo, while Britain and France are preoccupied with maintaining it. These two tendencies are likely to lead to a serious situation in Europe, and Red Russia, from the perspective of world revolution, plots to disrupt the European status quo, making a policy alliance among Germany, Italy, and Russia a possibility.
3.  Regarding the confrontation among the 5 major powers, the one with the broadest scope is between Britain and Russia, while the most tense is involving France. Besides these, the Anglo-French struggle for hegemony and the Franco-German animosity are no less significant than the previous two. <5>

**Summary**

This 1932 article analyzes the complex political landscape of Europe, identifying Britain, France, Soviet Russia, Italy, and Germany as the "five great planets" dictating continental and, by extension, global affairs, particularly influencing the Pacific. It details each power's foreign policy objectives and rivalries: Britain's "Honorable Isolation" and anti-Soviet stance, France's focus on security against Germany and rivalry with Italy, the Soviet Union's anti-capitalist agenda targeting Britain, Germany's push to overturn the Versailles Treaty, and Italy's expansionist ambitions clashing with France. The author concludes by dividing Europe into capitalist vs. socialist camps and status quo vs. revisionist powers, highlighting the potential for a German-Italian-Soviet alignment against Britain and France, and noting the high tensions surrounding France and the UK-Soviet rivalry. For historians of colonial Korea, this article is interesting as it reflects a Korean intellectual's perspective on global power dynamics during the Japanese occupation. It demonstrates an awareness of international relations beyond East Asia and frames world politics through a lens of great power competition, implicitly contextualizing Korea's own situation amidst these larger struggles, even without directly mentioning Korea or Japan's specific roles in the Pacific rivalry beyond the introduction.

**Named Entities**

太平洋	태평양	T'aep'yŏngyang
因하야	인하여	Due to (Older particle usage)
마츰내	마침내	Finally, eventually (Older spelling)
屈服	굴복	Submission, surrender
紛爭點	분쟁점	Point of contention/dispute
親善	친선	Friendship, goodwill
過般逝去한	과반서거한	Recently deceased
功	공	Achievement, merit
共同的 利益	공동적 이익	Common interest
着眼하야	착안하여	Focusing on, paying attention to (Older form)
宿怨	숙원	Old grudge, long-standing resentment
到底히	도저히	By no means, absolutely not
提唱	제창	Proposal, advocacy
對抗하야	대항하여	Opposing, countering (Older form)
出現	출현	Appearance, emergence
依然	의연	Still, as before
敵待	적대	Hostility
野心勃勃한	야심발발한	Full of ambition
憧憬	동경	Yearning, longing for
獲得	획득	Acquisition, attainment
血眼	혈안	Bloodshot eyes (metaphor for desperation)
內海	내해	Inland sea
軍備競爭	군비경쟁	Arms race
反佛勢力	반불세력	Anti-French forces
協同戰線	협동전선	Cooperative front, united front
牽制	견제	Check, restraint
密接한	밀접한	Close, intimate
綜合的	종합적	Comprehensive, overall
觀察	관찰	Observation
結論	결론	Conclusion
陣營	진영	Camp, bloc
社會主義的	사회주의적	Socialist
妥協	타협	Compromise
現狀維持	현상유지	Maintaining the status quo
汲汲하다	급급하다	Be busy with, be preoccupied with
招致	초치	Causing, bringing about
劃策	획책	Plotting, scheming
可能性	가능성	Possibility
對抗形勢	대항형세	Situation of confrontation
範圍	범위	Scope, range
緊張	긴장	Tension
爭奪戰	쟁탈전	Struggle for supremacy, contest
仇視態度	구시태도	Hostile attitude
重大性	중대성	Significance, importance


---------------------------


잡지명	동광 제30호
발행일	1932년 01월 25일
기사제목	歐羅巴의 五角對立, 卅2年의 列强戰線偵察
필자	申彦俊
기사형태	논설

歐羅巴의 五角對立, 卅2年의 列强戰線偵察
						申彦俊
太平洋과 歐洲
歐洲大戰 以來로 國際政治의 中心은 大西洋으로부터 太平洋에 移轉하얏다. 太平洋一帶의 支配的 勢力은 太平洋兩岸에 在한 日米 두 나라만이 아니고 實은 歐洲의 佛, 獨, 英, 露, 伊 等各國이 모두 이 太平洋 우에 覇權을 다토는 者들이다. 그러므로 太平洋의 政治的 關係의 原動力은 歐洲에 잇다 할 것이다. 卽 歐洲政局의 變化 如何가 太平洋政局의 大勢를 決할 것이고 歐洲에 在한 諸國의 關係如何가 太平洋 우의 陣勢를 決할 것이다. 이런 關係에 잇어 歐洲政局에 對한 討究는 太平洋의 列國關係를 洞察하고 世界政局의 動向을 알기 適當한 順序가 될 것이다.

歐洲의 五大行星
最近 4, 5世紀 以來 歐洲는 全世界의 支配權을 가지고 잇엇다. 오늘에 와서 米國의 勢力이 旭日乘天의 勢로 發展되지만 全世界의 支配權은 아직도 歐洲에 잇다. 全世界 人類의 4分之3이 歐洲의 奴隷가 되어 잇고 地球의 5分之4가 歐洲의 屬領이 되어 잇다. 歐洲가 全世界의 支配權을 가지고 잇다는 말은 歐洲에 잇는 各國이 全世界를 支配한다는 말이 아니고 事實은 歐洲의 27個國 가온대 約 5個 國이 全世界를 支配한다는말이다. 그 5個國은 卽 「地球의 海洋面을 支配」한다는 英國, 歐洲大陸의 覇者인 佛國 새로운 立場에서 全世界를 支配하려는 赤露, 南歐의 覇者 伊太利, 復興 中의 獨逸이다.
英, 佛, 露, 伊, 獨 5個國은 歐洲政局에 잇어 5大行星이라 할 수 잇고 또 其餘의 20餘個國은 그들의 衛星이라 할 수 잇다. 衛星은 行星을 따라 구는 별이고 自轉의 能力은 없는 者다. 歐洲의 諸小國(20餘個國)은 諸大國(5個國)에 操縱되고 追隨되어 事實上의 被支配國들이다. 衛星들은 行星을 따라 이리로도 뭉치고 저리로도 ＜2＞ 모인다. 그러므로 天文을 硏究하는 이는 行星의 位置 動作만을 보고 衛星은 注意하지 아니한다. 그와 같이 歐洲政局에 對한 考察은 5個大國만을 考察하면 其餘는 다시 볼 必要도 없는 것이다.

海洋의 覇者英帝國
歐洲의 對外發展의 歷史를 보면 1493年으로부터 16世紀 末까지는 全世界가 葡萄牙와 西班牙두 나라에게 平分되엇고 17世紀 初로부터 18世紀 初까지는 和蘭, 英國, 佛國 세 나라가 世界를 支配하얏고 18世紀 初葉의 英佛의 兩次戰爭과 1756年으로부터 1763年까지의 소위 「7年戰爭」以後에는 영국이 全世界의 獨覇權을 잡게 되엇다. 그러나 大戰 以來로 英國의 老衰狀態는 갈수록 露骨化하야 外로는 民族解放의 思潮에 乘에 世界各處하야 散在한 그 植民地에서 排英運動이 爆發되고 또 米國 金融資本의 嚴重한 壓迫에 依하야 世界金融市場에서 敗北를 告하게되고 內로는 資本主義 經濟組織의 破綻은 감출 수 없게 暴露되어 工場의 閉鎖, 失業者洪水, 勞働階級의 革命熱의 强化擴大 等 여러 가지의 危機를 現露하야 英國의 沒落形勢는 挽救의 길이 없게 되엇다. 그러나 英國의 國勢적 地位는 아직도 重要하다. 그는 世界의 第1 큰 帝國으로 4億5千萬의 人民과 1億3千9百萬方 「마일」의 土地와 世界에 가장 完備된 資本主義經濟組織 生産機關, 熟練한 技術과 및 가장 發達된 政治組織과 世界의 匹敵이 없는 强大한 海軍을 가지고 잇다.
이러케 世界의 重要地位를 가진 英帝國의 外交政策은 自然 世界的 注視의 焦點이 된다. 英國의 外交政策은 「榮譽的 孤立」이 그의 永遠한 原則이다. 「榮譽的 孤立」은 英國의 歐洲에 對한 基本的 外交政策이라 할지나 歐洲가 世界政治의 中心인 關係로 보아 英國對外政策의 1般的 基礎라고 할 수 잇다. 「榮諀½的 孤立」이란 것은 즉 英國은 歐洲大陸의 어느 國家와든지 結合 又는 提携하지 아니 하고 歐洲大陸의 諸國으로하여금 均衡的 狀態를 維持케 하야 英國은 大陸諸國의 上에 超越的 存在의 地位를 가진다는 意義로 만일 歐洲大陸의 均衡이 破壞되어 어느 1國이 優勢를 가지게 되면 英國은 곳 其他의 國家를 連絡하야 그 優勢의 國家를 壓倒하는 것이 곳 英國의 一貫한 外交政策이다. 옛날 奈破崙의 戰勝으로 歐洲의 均勢가 破壞되자 英國은 獨墺와 聯合하야 制裁하고 露國勢力의 南侵으로 歐洲의 均勢가 破壞되자 英國은 또 獨佛과 聯合하야 露國을 阻止하고 大戰以前 獨逸의 雄圖로 歐洲의 均勢가 또 破裂되게 되자 英國은 佛露와 聯合하야 世界大戰의 烽火를 擧하얏다. 이런 여러 가지의 歷史上 實例는 곳 英國의 「榮譽的 孤立」政策이 具體的으로 表現된 것이다. 大戰 以來 獨墺가 打倒되엇으나 佛國의 强大한 勢力은 隱然中 歐洲의 牛耳를 執하게 되어 英國은 곳 獨逸과 連絡하야 佛國을 抑壓하기에 힘쓰고 잇다.
英國에 對한 最大威脅은 佛米보다도 實은 赤色 露西亞다. 世界革命을 標榜하는 赤露와 資本帝國主義 維持를 爲하야 온갓 苦心을 하고 잇는 英國은 국제적으로 對陣의 形勢를 取하게 되어 英國의 世界政策은 赤露를 假想敵으로 하야 陣形을 버리고 잇다.

大陸의 王佛蘭西
佛國은 中世紀 以來로 歐洲大陸의 大國으로서의 地位를 그대로 保存하야왓다. 奈破崙時代에는 全歐羅巴를 統一하려고까지 하얏거니와 불국의 국세는 一貫한 隆盛이엇다. 普佛戰爭에 비록 1時 獨逸에 敗함을 보앗으나 歐洲에 在한 그 威勢는 그대로 保存되엇다. 大戰 以後에 在한 그 외 地位는 벨사유條約의 盟主로 歐洲大陸의 唯一한 王者가 되엇다. 佛國 對外政策의 重心은 獨逸에 對한 安全保障에 잇다. 卽 獨佛의 關係는 表面 平和를 裝하고 잇으나 其實은 不共戴天의 仇讐的 惡感을 除去하지는 못하얏다. 獨逸의＜3＞ 復仇! 이것은 佛人으로서는 자나 깨나 放心하지 못하는 危險이다. 더욱 戰後 獨逸의 猛烈한 復興氣勢는 佛人의 가슴을 서늘하게 하얏다. 1922年 佛國軍隊의 툴占領은 곳 佛人의 恐怖에서 出한 行動으로 其後 로카르노條約에 依하야 그 恐怖心이 多少 緩和되엇다 하나 그러나 獨逸은 늘 佛人으로서 잊어버릴 수 없는 恐怖의 對象이다. 그러므로 佛國의 外交策 은 安全保障이 그 一貫한 政策이다. 佛國은 强大한 國力을 保有하기 爲하야 不斷한 努力을 하고 잇는바 佛國의 國力充實은 實로 亞弗利加植民地의 安全이 必要하므로 튜니스에 重兵을 駐屯케 하고 地中海艦隊의 實力을 雄厚케 하고 잇다. 그 結果로 伊太利와 衝突이 된다. 伊太利는 西北 亞弗利加 (卽佛國植民地區域)으로써 그 植民政策의 對象을 삼고 잇는바 植民政策으로도 서로 衝突이 되거니와 佛國의 地中海에 在한 海軍力의 增大는 軍事上으로 伊太利에 對한 絶大한 威脅이 된다. 이런 關係로 佛伊의 對立이 尖銳化된 것이다.
獨伊 兩國은 佛國外交의 2大對象으로 獨逸에 對한 安全이 威脅되거나 伊太利를 援助하는 如何한 勢力이 잇게되면 佛國은 此를 對하야 斷然排擊한다.
佛國은 伊太利를 假想敵으로 하야 빨칸半島 方面에 잇어 所謂 小協約國을 造成하고 또 獨逸을 假想敵으로 하야 西歐의 白耳義를 連絡하는 同時에 東歐의 波蘭과 提携하고 잇다.

北歐의 곰 쏘벳트露西亞
쏘벳트 露西亞의 外交政策은 世界 資本主義 國家를 敵으로 하고 세계자본주의국가의 魁首 英帝國을 直接進攻의 的으로 하얏다. 英帝國이 列强을 領率하야 對露 聯合戰線을 造成하기에 汲汲한 것은 實로 까닭없는 일이 아니다.
쏘벳트露西亞의 英帝國에 對한 進攻策은 爲先 中央 及 西部 歐羅巴를 赤化하야 漸次 英本國에 肉迫하려하고 英國은 此에 對하야 芬蘭, 에스토니아, 라트비아 等 諸小國을 聯合하야 防露의 萬里長城을 쌓아 놓앗다. 또 露西亞는 獨逸과 握手하야 西部 歐羅巴 赤化의 根據地를 만들어 놓으려 하얏으나 英國은 이것을 알고 獨逸을 西歐의 資本主義集團으로 끌어 넣엇다. 그리하여 露國의 영국에 對한 正面攻擊計劃은 完全失敗를 보고 方針을 一變하야 側面 攻擊의 戰略을 用하야 亞細亞의 英國植民地 及 商品市場에 對하야 赤化計劃을 進行하얏다. 士耳其 케말파사가 指揮하는靑年士耳黨의 革命運動을 爲始하야 埃及, 印度, 中國의 排英運動은 모두가 直接或은 間接으로 赤露의 策勵 下에 되엇다. 이 側面攻擊의 戰略은 屢次 失敗를 보면서도 지금까지 持續하고 잇다. 去5月間 上海 英工務局의 손에 暴露된 第3國際의 巨物 뉴란事件은 곳 그 唯一한 證據다.
露獨의 關係는 以上에도 말한 바어니와 露西亞는 最初 獨逸을 西歐赤化의 根據地로 하려 하야 極力 提携에 努力하얏으나 獨逸의 聯盟加入으로 結局 失敗되엇다. 獨逸은 西歐資本主義集團에 가입되엇으나 露西亞와 關係를 斷絶하려고는 하지 아니한다. 獨逸의 聯盟加入은 그 內容에 잇어 協約國의 厭迫을 免하려는 것으로 獨逸은 英國의 赤露에 對한 恐怖心理를 알고 露獨提携의 氣勢로써 英國을 威脅하야 協約國의 壓迫을 免하얏다. 以上 政治的 理由 外에 經濟上 關係로 보아도 農業國인 露와 工業國인 獨은 서로 友好關係를 維持하게 된 것이다.
伊太利와의 關係는 비록 兩國의 政治制度가 南北極과 같이 相克되는 터이나 서로 提携의 氣勢가 濃厚하다. 그것은 露伊가 共通한 要求를 有한 까닭이다. 그 共通要求는 卽 兩國이 모다 歐洲의 現狀打破에 一致되는 까닭이다. 昨年 리토놉氏가 軍縮會議에 出席次 제네바에 向하는 途中 밀란에 赴하야 外相 끄란디氏를 會見하고 露伊協定을 締結한 것은 곳 兩國提携의 第1步라 할 것이다. ＜4＞

復興中의 獨逸
大戰이 끝난 後 벨사유條約의 鐵鎖 下에 呻吟하는 罪囚가 된 獨逸은 그 嚴重한 壓迫 下에서도 그 堅忍況毅의 偉大한 民族精神을 發揮하야 各方面으로 復興의 壯觀을 呈하야 世界的 驚異를 惹起하얏다.
大戰 以後 獨逸의 外交는 벨사유條約의 效力을 如何히 하야 消滅할까 함이 그 根本原則이 되엇다. 獨逸의 朝野는 一致로 벨사유條約 打破를 要求한 바 右傾的 國權黨은 武力手段에 依하야 打破하기를 主張하고 左派의 各黨은 緩和的 妥協政策에 依하야 解決하기를 主張하얏다.
벨사유條約 打破를 外交策의 根本原則으로 定하엿으므로 벨사유條約의 盟主가 된 佛國은 獨逸의 外交的 對抗의 主敵이 되엇다. 巴里講和會議로부터 1923年에 이르기까지 佛國은 獨逸抑壓에 一貫하야 룰占領事件에 至하야 兩國의 關係는 極瑞惡化하얏으나 獨逸은 그 經濟的 衰敗의 危機로 因하야 마츰내 屈服되고 잇엇다. 1925年의 로카르노 安全保障條約이 成立되자 兩國關係는 漸次 緩和되고 1924年의 또즈安과 1929年의 영安實施로 獨佛의 紛爭點이 解決을 보게 되엇다. 伊, 米, 獨, 佛의 親善은 부리앙과 過般逝去한 스트레제만 兩外相의 功이라 할 것이다. 兩國의 政治家들은 大陸의 共同的 利益에 着眼하야 宿怨을 버리고 서로 提携함이 互相의 利益이라고 서로 言明하는바이나 그러나 兩國間에 쌓이고 쌓인 宿怨은 到底히 버리게 될 수 없다. 부리앙外相의 歐洲聯邦提唱에 對抗하야 獨, 墺關稅同盟이 出現된 事實은 兩國이 依然敵待의 形勢 中에 잇는 것을 말하는 바다.

野心勃勃한 伊太利
옛날 羅馬帝國을 憧憬하고 國力 發展에 非常한 努力을 하고 잇는 파시스트伊太利는 植民地 獲得에 血眼이 되어 北亞弗利加와 伊太利를 聯合하고 地中海를 그 內海로 만들려는 野心으로써 佛國과 對抗하고 잇다. 伊太利가 춤을 흘리고 잇는 植民地는 現在 佛國의 屬領이 되어 잇으므로 伊佛의 衝突은 免할수 없는 形勢다. 伊太利의 野心은 爲先 地中海의 覇權을 確立하려는데 잇으나 地中海는 英國의 印度와 通하는 橫斷航路인 同時에 또 佛國의 北亞弗利加와 通하는 縱斷航路이므로 英佛兩國은 地中海를 放棄할수 없는 터이다. 東으로 빨칸半島 一帶에는 佛國勢力圈이 잇고 南으로 地中海 越使에는 佛國의 植民地가 놓여 잇는 것은 伊太利의 가장 큰 不平이고 또 威脅이 된다. 그리하야 伊太利는 地中海에 在한 優勢의 海軍을 擁有하려고 佛國과 海軍軍備競爭을 하고 잇다. 이런 關係로 伊太利는 外交方面에 잇어서도 佛國을 그 假想敵으로 하고 歐洲의 모든 反佛勢力과 協同戰線을 造成하려 한다. 爲先 英國과 親善하야 佛國을 牽制할 뿐 아니라 獨逸과는 密接한 提携를 하기에 努力하고 잇다.

綜合的 觀察
最後 歐洲列强의 互相關係에 對하야 此를 綜合的으로 觀察하면 以下 3項의 結論을 얻게 된다. 卽,
1. 政治的 立場으로 보면 5大國은 2大 陣形으로 分하얏다. 卽 英, 佛, 伊, 獨의 資本主義的 陣營과 쏘벳트露西亞의 社會主義的 陣營이 서로 對立되어 잇다. 이 두 陣營은 서로 妥協될 수 없다.
2. 政策的 立場으로 보면 獨伊는 歐洲의 現狀破壞를 主張하고 英佛은 現狀維持에 汲汲하다. 이 두 가지 傾向은 歐洲의 嚴重한 形勢를 招致하게 될 것이며 赤露는 世界革命의 見地에서 歐洲의 現狀破壞를 劃策하야 獨, 伊, 露 3國의 政策上 聯合의 可能性까지 잇다 할 것이다.
3. 5大國의 對抗形勢에 잇어 그 範圍가 가장 큰 者는 英, 露이고 形勢가 가장 緊張되어 잇는 者는 佛國이다. 이밖에 英佛의 覇權爭奪戰과 佛獨의 仇視態度는 그 重大性이 以上 兩者보다 못하지 아니하다. ＜5＞
＜2-5＞
