**Header Section:**
Magazine Title: 삼천리 第11卷 第7號
Publication Date: 1939년 06월 01일 (June 1, 1939)
Article Title: 上海서 맛난 汪兆銘 -胡汪蔣聯合時代의 그의 印象- (Meeting Wang Zhaoming in Shanghai -My Impressions of Him During the Hu-Wang-Chiang United Era-)
Author: 洪陽明 (Hong Yangmyŏng)
Article Type: 회고·수기 (Memoir/Recollection)

**Body Text Translation:**
Meeting Wang Zhaoming in Shanghai -My Impressions of Him During the Hu-Wang-Chiang United Era-
						Hong Yangmyŏng

A broad forehead, eyes sparkling with brilliance and seemingly brimming with talent (才氣*發). A complex face, appearing composed like a scholar yet overflowing with the passion of a fighter. This was my first, and also last, impression of Wang Jingwei (汪精衛). The time was early November, 8 years ago in Shōwa 6 (1931), and the place was Wang Jingwei's residence on Avenue Dubail (白克路) in the French Concession (佛租界) of Shanghai (上海).

Wang Jingwei, pushed by the overwhelming public opinion demanding "Hu-Wang-Chiang Unite, Jointly Face the National Crisis" (胡汪蔣聯合, 共赴國難), along with Chiang Kai-shek (蔣介石) and Hu Hanmin (胡漢民), had come to Shanghai. It was as if he had forgotten that just 3-4 months prior, he had been calling for the overthrow of Chiang Kai-shek, establishing a separate National Government (國民政府) in Guangdong (廣東), and even preparing for a punitive expedition against Chiang. This was right after the September 18th Manchurian Incident (918滿洲事變), where the great tide of Chinese national unity created a climate for this politician of many twists and turns to compromise unconditionally with Chiang Kai-shek, his enemy for the past 5-6 years. Along with Wang Jingwei, Hu Hanmin, now deceased, naturally also came from Guangdong to Shanghai, appearing on the stage of the Hu-Wang-Chiang United Front drama under the watchful eyes of 400 million people. Earlier that year, around April, preceding the National Convention (國民會議) in July, Hu Hanmin had clashed head-on with Chiang Kai-shek while debating the Provisional Constitution issue (約法問題). Chiang, who already considered Hu a thorn in his side, immediately had his guards place Hu under house arrest, restricting his residence to Tangshan (湯山) outside Nanjing (南京). At that time, Hu Hanmin's position in the National Government was President of the Legislative Yuan (立法院長), while Chiang Kai-shek was Chairman of the Military Affairs Commission (軍事委員長). For Chiang to place Hu, the President of the Legislative Yuan, under house arrest over the Provisional Constitution issue was legally <102> unthinkable. However, from this point on, Chiang Kai-shek's power to control the National Government and the Kuomintang (國民黨) at will was arguably established, as almost no one debated the right or wrong of it. Hu Hanmin, a Kuomintang elder thus humiliated, went to Guangdong around June with Sun Fo (孫科) and others, embraced the military power of the Southwestern faction (西南派) leaders like Chen Jitang (陳濟棠), Li Zongren (李宗仁), and Bai Chongxi (白崇禧), communicated with Feng Yuxiang (馮玉祥) and Yan Xishan (閻錫山) in the North, and simultaneously pushed forward Wang Jingwei—who was dispirited (映映不樂) after his Wang-Yan (*閻*) joint anti-Chiang military action to establish a Beijing Government the previous year (1930) had failed miserably due to Zhang Xueliang's (張學良) support for Chiang Kai-shek and the good fighting of Chiang's army. Just before the National Convention, which was meant to pass the Provisional Constitution, was convened, they issued a nationwide anti-Chiang telegram (全國엊� 反蔣通電), creating a situation that deeply impressed upon the world that China's unification was still far off. If I recall correctly, the National Convention opened around mid-July of that year. This meeting was considered a historic gathering marking the end of the tutelage period, and not only from all of China (全支) but also widely including overseas Chinese (華僑), representatives of the Party and other organizations, indeed almost all key figures under the Kuomintang's rule, <103> except for the aforementioned Guangdong faction, were present. It was the largest gathering since the establishment of the Kuomintang regime. As a special correspondent for the Chosun Ilbo (朝鮮日報) occupying a corner of the press seats at this meeting, I can still dimly picture the booming voice of the chairman, the bearded Censorate President (監察院長) Yu Youren (于右任), and the student-like pose of Zhang Xueliang, who, full of pride in his capacity as Deputy Commander of the Army, Navy, and Air Force (陸海空軍 副司令) and acting as Chiang's adjutant, also skillfully performed the chairman's duties. It renews my sense of the transience of human affairs. However, this meeting was intended to boast of the reality of unified China both domestically and internationally, but with the anti-Chiang telegram establishing the Guangdong National Government centered around Hu Hanmin and Wang Jingwei being issued just before the opening, Chiang Kai-shek seemed deeply displeased. Sitting in the Government Committee member's seat, he kept folding and unfolding his handkerchief, showing signs of unease and impatience (不安馬燥). Yet, when reporting on the anti-Chiang movement in Guangdong, Chiang showed no hint of excitement, simply stating, "It is regrettable that a few loyal and influential Party members, who should still obey the Central Government, are unfortunately misguidedly attempting political maneuvers detrimental to the future of the Party and the nation. However, I believe this will fade away as a relic of the past now that unification is complete," and said no more, making me feel deeply that he indeed knew his worth. Turning back (却說), the confrontation between Chiang Kai-shek versus Wang Jingwei and Hu Hanmin had thus reached a point in August-September where it was about to develop into a full-scale military conflict, with troop deployments (排列) and battle plans laid out by both sides. It was truly the eve of a civil war drama, on the verge of erupting (一觸卽發), when suddenly, on September 18th, the Manchurian Incident erupted, drawing a major demarcation line in the situation in East Asia. Amidst this historic great reverberation, the discordant notes of the civil war drama were stopped (스텁되고). As described above (叙上), the unconditional arrival (來到) in Shanghai of the two giants, Wang and Hu, from the Guangdong Government, the establishment of a compromise with Chiang Kai-shek irrespective of all past face (體面不拘), and the emergence of the Chiang-Wang Cooperation (蔣汪合作) with Wang Jingwei's appointment as President of the Executive Yuan (行政院長) occurred. Hu Hanmin, ultimately finding himself incompatible with Chiang like ice and hot coals (氷炭不相容), soon returned to Guangdong and continued his persistent (執拗한) anti-Chiang movement, saying things like "If we cannot eliminate dictatorship, we cannot establish democracy," until he sadly passed away last year, as is well known (周知). It could be said that the differing personalities of the flexible Wang and the cool-headed Hu led to different fateful relationships with Chiang Kai-shek.

Returning to the beginning, it was in this atmosphere that Wang Jingwei settled his long-standing hostile relationship with Chiang Kai-shek and came from Guangdong to Shanghai. At the wharf (埠頭), tens of thousands of students lined up holding banners like "Welcome Mr. Wang" (歡迎 汪先生) to greet (마젔다) him. <104>
I saw then, in the fervent welcome procession by students from various Shanghai universities for Wang, how much more popular he was among China's youth and student masses compared to Hu or Chiang. A few days after he entered his private residence (私邸) on Avenue Dubail – this grand mansion is said to be owned by his wife, Madam Chen Bijun (陳壁君 女史), the daughter of a wealthy overseas Chinese from Nanyang – there was a joint press conference with Chinese reporters, followed by one with foreign reporters. As a member at the back (末席) of the latter group, I had the pleasant memory of being able to observe his every move and stillness (一動一靜) closely for about 30 minutes. Wang's state of mind (心境) at this time seemed extremely delicate (微妙); on his wise-looking (賢哲) pale face, there lingered somewhere a trace (一沫) of anxiety. However, the refined gentlemanly demeanor he projected, his eyes that seemed to understand everything, having weathered all sorts of storms and battles (山戰水戰), and his courteous (慇懃) yet cheerful gestures (제스추어) were sufficient to impress everyone (一同) that he was indeed a great figure. Questions and answers were translated into English through his secretary; his Chinese accent was, of course, a strong, fast baritone typical of Guangdong (廣東的). "You," someone seemed to ask a rather blunt (露骨的인) question, "established the Wuhan Government (武漢政府) in 1927, allied with the Communist Party, and opposed Chiang Kai-shek's Kuomintang Nanjing Government. Subsequently, you continued anti-Chiang activities, collaborating with the *Yan* (*閻*) faction in Beijing, and then there was the recent Guangdong Incident. Now, sweeping aside (一掃하고) 4-5 years of confrontation to collaborate with Chiang – isn't there bound to be some friction, no matter how much it's a national demand (要望)?"
At this, Wang smiled and replied with extremely suggestive (암시적이고 示唆的인) words:
"Lesser objectives are encompassed by the greater objective. Small paths lead to the main road (大路)."
He seemed relatively talkative (多辯). However, as an outstanding writer and orator (문장가요 웅변가이라) renowned throughout China, there was nothing unnatural in his speech. His fresh (淸新한) face, seemingly gentle yet capable of intensity, was much smarter (스마트한) than in photographs. Although nearly 50 at the time, he not only gave off the youthful vibe (절믄 기분) of a young man with soaring spirit (志氣方壯), but his face itself was that of a young man (절믄 사람이였다). At age 22, while studying in Japan (日本 유학), Wang met Sun Yat-sen (孫文) and joined the Chinese Alliance (中國同盟會), the predecessor of the Kuomintang. He published magnificent articles (雄篇) on nationalism and other topics in the organ paper Minbao (民報), subsequently engaged in debate (論戰* 交) with the Constitutional Monarchist (保皇派) Liang Qichao (梁啓超), making a name for himself through writing (文名). He then moved from writing to direct action. Passionate and sensitive (熱血多感), at age 30, he went to Beijing (北京) and attempted to assassinate (爆死식히려다가) the Prince Regent (攝政王), but was arrested and sentenced to death. However, spared due to the goodwill of Prince Su (肅觀王), who cherished (앳긴) his outstanding talent (才*), his sentence was commuted by one degree (減一等), and he was released following the Xinhai Revolution (辛亥革命) <105> – he was a man who had experienced such things. Having hovered between life and death (生死間을 彷徨한), his turbulent life of 30 years, both at home and abroad (海內海外), followed the fate (軍命) of the Chinese masses and the line (路線) of the Kuomintang. Not only one of the theoretical architects (構圖者) of the Three Principles of the People (三民主義), but also possessing outstanding political and diplomatic capabilities (역량), he was unable to realize his ambitions (抱負) after collaborating with Chiang Kai-shek in 1931 because he lacked military power (군의 실력*). He went through various twists and turns (곡절을 격것다가). After the Manchurian Incident, under the slogan (標語) "negotiate on one hand, resist on the other" (일면 교섭 일면 저항), he skillfully worked to foster (促成하기에 노력하야) the momentum (機運) for Sino-Japanese cooperation (日支合作) even amidst the blind anti-Japanese trend (맹목적인 抗日潮流) within parts of the Kuomintang. He followed a realistic course (현실적인 코-스) responding to the new situation in Asia (亞細亞의 新局面), as is well known to the world (世人이 周知하는 바이다). After the outbreak of the Sino-Japanese Incident (日支事變 勃發), he spoke of Japan policy with vague arguments (막연한 論旨) such as "sacrifice is necessary," raising doubts about his true intentions (眞意). However, it could be said this was unavoidable rhetoric (遁辭) amidst the overwhelming anti-Japanese tide within the National Government. Responding to the Konoe Statement (近衛聲明) on December 22nd last year, he issued his historic statement towards Japan (對日聲明) on the 28th. His departure (*領하노이로 온 것) from the blind masses (群盲) in Chongqing (重慶), oblivious (沒覺하는) to the reality of East Asia and advocating long-term resistance (長期抗戰論), drew a major line (一大劃線을 끄은 것) in the consciousness of the Chinese people. It was truly a bold action that only a genuine leader with courage and a spirit of sacrifice could take. Of course, his arguments still show a lack of thorough understanding (인식 부족한 점) of the East Asian Cooperative Body (東亞協同體), but the basic foundation (基礎素養) for him to become a true warrior (戰士交*) for Greater Asianism (大亞細亞主義) was established during his dealings with Japan (日本에 대* 外中) over the last 5-6 years. Also, Chen Gongbo (陳公*) and **Meng* (*孟*) of the Reorganization Clique (改組*), who have acted in concert (折**) with him, are still in ***Chongqing (***慶). Seen this way, perhaps even Chiang Kai-shek partially agrees (一部分 首肯지하면서도) with Wang Jingwei's views but is dragged along by the blind anti-war faction, committing the folly of useless sacrifice (*牲), possibly *instinctively opposing (*性的으로 反*) it? One cannot but hope (바라마지 안는 바이다) that the day when the clear vision (達觀) of a wise leader like Wang Jingwei guides the anti-war camp draws near (갓가올 것을).
(April 5th) <106>

Madam Wang, Chen Bijun (汪夫人陣壁君) - Known as a Japan-savvy woman (知日여성) -
Where is Wang Zhaoming's wife, Chen Bijun (陣壁君)? It is said she acts together with Wang, but while Song Meiling (宋美齡) is a socialite-type (*社*型) wife, Chen is known as a supportive wife (內助型) filled with fire-like passion, reputed to be a woman knowledgeable about Japan (知*여성의 而目).
Chen Bijun is 42 this year, three years older than Song Meiling. She was one melted by the fire when Wang Zhaoming was pouring his passion into revolution in Tokyo (동경서). At a time when they pretended (거짓말을 꾸며든 때) to be husband and wife as a method (*法) to avoid people's eyes, it wasn't a time to dream of romance before revolution, but for her, it seems it was a matter that determined her life.
When Wang failed in his attempt to *assassinate* (*死를 *하다가) the then **Prince Regent (**王) in Beijing and was imprisoned (入獄하든때), the woman he was engaged (約婚한) to broke off the engagement, fearing implication (累罪). The only woman who visited his prison window (獄窓을 차즌) was Chen *Bijun* (陣*君).
To the question, "Will you bear the criminal accusation of being a traitor's wife?" she answered, "I am content (滿足합니다)." That is how Wang and Chen Bijun came to be united. The Shanghai Times (上海時報) once serialized a *story* (*物) titled "Jing****" (「精****」)* *다.
Her political ** may fall short compared to Song Meiling, but as a woman activist (女**) who served as a member of the 2nd, 4th, and 5th Kuomintang Central *** Committee (國民堂中央***員), her acting in concert with Wang is natural as a wife, but the influence she wields in political circles (政界) and women's circles (婦人界) must make **women (**女性에게) reconsider (*번 생각하게) Wang's statement. <103> <102-106>

**Summary**

The article is a memoir by Hong Yangmyŏng recalling his meeting with Wang Jingwei in Shanghai in November 1931. This was during the brief "Hu-Wang-Chiang United Era," a temporary truce between Wang, Hu Hanmin, and Chiang Kai-shek forced by the Manchurian Incident, despite their previous intense rivalries. Hong describes Wang's charismatic yet complex personality and recounts a press conference where Wang deflected questions about his political reversals with metaphorical answers. The author traces Wang's revolutionary past, his political struggles against Chiang, and his eventual shift towards advocating peace and cooperation with Japan after the Sino-Japanese War began, culminating in his controversial 1938 statement responding to the Konoe Statement and his departure from Chongqing. The author presents Wang's final decision as a courageous, realistic move by a true leader, albeit acknowledging his understanding of the "East Asian Cooperative Body" might be incomplete, and expresses hope for Wang's vision to prevail. A short appended note discusses Wang's wife, Chen Bijun, contrasting her passionate, supportive nature with Song Meiling's socialite style, and highlighting her revolutionary background and political involvement.

From the perspective of Korean colonial history, this article is significant as it shows a Korean journalist (洪陽明) reporting on high-level Chinese politics for a major Korean newspaper (朝鮮日報 mentioned as his affiliation, though the article is in 삼천리). Published in 1939 under Japanese rule, the author's sympathetic, even laudatory, portrayal of Wang Jingwei's turn towards collaboration with Japan aligns with the pro-Japanese stance increasingly common, or mandated, in Korean media by this time. Historians might find the article useful for understanding how collaborationist figures like Wang Jingwei were presented to Korean audiences, potentially shaping perceptions of resistance versus cooperation, and reflecting the broader political pressures and narratives within the Japanese empire during the war. The explicit support for Wang's "realistic course" and criticism of Chongqing's "blind" resistance offers insight into the discourse promoted in colonial Korea.

**Named Entities**

汪兆銘	왕조명	Wang Zhaoming (Wang Jingwei)
汪精衛가 蔣介石, 胡漢民과 더브러 怒濤와 같은 『胡汪蔣聯合, 共赴國難』이라는 輿論에 밀니워 3, 4개월전까지 打倒 蔣介石을 부르짓고 廣東에서 딴 國民政府를 세워 討蔣出師까지 준비하는 일도 씨슨 듯이 이저버리고 上海로 왔든 것은 당시는 곳 918滿洲事變의 직후로서 支那의 국민적 단결의 大潮流가 이 곡절 많은 정치가를 5, 6년간 敵으로 지내는 蔣介石과 무조건으로 타협하는 기운을 맨드렀섰기 때문이다. 汪精衛와 함께 지금으 故人이 된 胡漢民도 물론 廣東으로부터 上海로 와서 4억만 민중環視裡에 胡汪蔣聯合共赴國難劇의 무대에 등장했든 것은 물론이다. 胡漢民은 그해 4월엔가 7월의 國民會議를 압두고 約法問題로 蔣介石과 토론하다가 정면 충돌되야 本是 눈앞에 가시로 생각하든 蔣은 直座에 衛軍으로 하여곰 胡를 軟禁식혀 南京 郊外 湯山으로 居住制限을 했는 일까지 있었다. 당시의 胡漢民의 國民政府에 있어서의 지위는 立法院長이오 蔣介石은 軍事委員長으로써 蔣이 立法院長인 胡를 約法問題로 軟禁한다는 것은 法理的으로는＜102＞ 생각할 수도 없는 일이였다. 그러나 이때부터 蔣介石이 國民政府와 國民黨을 맘대로 좌우하는 실력은 확립된 것이라고 볼만큼 이에 대하야 是非를 논하는 者도 없었다. 이러케 侮辱을 당한 國民黨의 長老 胡漢民은 孫科 등으로 더부러 6월엔가 廣東으로 가서 陳濟棠, 李宗仁, 白崇禧 등 西南派 군사세력을 抱合하고 北으로 馮玉祥, 閻錫山 등과 통하는 동시에 그 前해 즉 1930년에 北京政府를 맨드러 汪閻*聯合反蔣 군사행동을 이르켯다가 張學良의 蔣介石 옹호와 蔣介軍의 善戰으로 여지없이 실패하야 映映不樂하고 있는 汪精衛를 내세워 約法通過를 하는 國民會議가 열니는 직전에 전국엊� 反蔣通電을 發하야 전세계로 하여곰 支那의 통일은 아즉도 멀다는 感을 깁게 하는 사태를 맨드렀든 것이다. 어렴풋이 기억하건대 國民會議가 열닌 것이 그해 7월 중순인 듯한데 이 회의에는 調政期의 終末을 짓는 역사적 회합이라 全支뿐만 아니라 널니 전세계의 華僑까지 합하야 黨, 기타 단체의 대표 등 무릇 國民黨 天下의 要人은＜103＞ 前記 廣東派만 빼놋코는 모다 출석한 國民黨政權 樹立 爾後의 최대의 회합이였다. 이 회합에 朝鮮日報 특파원의 자격으로 기자석의 한구석을 차지하였든 나는 지금도 의장이였든 털보 監察院長 于右任의 우렁찬 목리와 陸海空軍 副司令의 자격으로 蔣의 副官格으로써 得意滿面하야 또한 무난히 의장 노릇을 해내는 張學良의 書生과 같은 포-즈가 어렴풋이 눈에 떠도라 人世의 有爲轉變의 感을 새롭게 하는 바 있다. 그러나 이 회의로 하여곰 全支統一의 實을 中外에 뽑내려 하든 것인데 開會卽前에 胡漢民, 汪精衛를 중심으로 한 廣東國民政府 樹立 反蔣通電이 나고 보니 蔣介石은 心中이 심히 불쾌한 바 있었음인지 政府委員席에 안저 있는 그는 각금 손수건을 저벗다 피였다 하면서 었전지 不安馬燥의 빛이 보이였었다. 그러나 廣東의 反蔣운동에 대한 보고를 함에 있어서는 蔣은 조곰도 흥분된 기색도 없이 간단히 『아즉도 中央에 복종하여야 할 충실한 유력한 黨人 몃 분이 불행히 그릇된 생각으로 黨國의 前途를 위하야 해로운 정치공작을 試하는 일이 있음은 유감이다. 그러나 통일 완성된 오늘 이것은 사러지는 과거의 한 遺品으로서 끄칠 것으로 믿는다』고 하고 그 이상 더 말하지 안는 것은 역시 제 갑을 하는구나 하는 感을 기피한 바 있었다. 却說 이러틋 蔣介石 對 汪精衛 胡漢民의 대립은 8 , 9월에 이르리 바야흐로 全面的 군사충돌로 발전될 만콤 兩方의 兵의 排列과 作戰까지 서서 그야말로 一觸卽發의 內亂劇의 前夜에 있든 9월에 드러서서 俄然 東亞大勢의 一大劃線을 끄은 18일의 滿洲事變이 勃發한 것이다. 이 역사적 大響音 속에 內亂劇의 雜音은 스텁되고 叙上의 무조건적인 汪胡 兩 巨頭의 廣東政府와 上海來到 一切 過去 體面不拘한 蔣介石과의 타협성립 汪精衛의 行政院長 취임에 의한 蔣汪合作이 출현된 것이다. 胡漢民은 결국 역시 蔣과 氷炭不相容으로 얼마 후에 곳 다시 廣東으로 가서 『獨裁主義를 없세지 못하면 民權主義를 세울 수 없다』는 등 執拗한 反蔣運動을 계속하면서 蔣介石系의 新聞에서 狂犬遠吠란 말까지 듯다가 작년엔가 쓸쓸히 이 세상을 떠난 것은 周知하는 바이다. 유연성 있는 汪과 냉철한 胡의 相異한 성격이 蔣介石과 운명적 관계를 달이한 것이였다 할 것이다.

처음으로 도라가서 이러한 분위기 중에서 汪精衛가 蔣介石과의 오래 동안의 적대관계를 청산하고 廣東에서 上海로 왔을 때 埠頭에는 『歡迎 汪先生』 등의 旗를 들고 수천 수만의 학생들이 列을 지어 나가 마젔다.＜104＞
胡蔣보담 몃 배나 支那의 청년학생 군중에게 몃 배나 인기가 있는 것을 필자는 이때의 汪에 대한 上海 각 대학생들의 熱血한 환영행진에서 보았다. 그가 오래만에 白克路의 私邸-이 당당한 저택은 南洋 華僑富豪의 딸인 그 夫人 陳壁君 女史의 소유라고 한다-에 드러 간 몃 날 후에 支那側 기자단과의 공동회견이 있었고 이어서 外人 기지단과의 회견이 있었는데 나는 이 後者의 末席 멤버로써 약 30분간 그의 一動一靜을 자세히 볼 수가 있든 것은 유쾌한 기억이다. 이때의 汪의 심경은 지극히 微妙하었든 모양으로 그 賢哲해 보이는 힌 얼골에는 어데인지 一沫의 불안이 떠돌고 있었으나 그가 주는 세련된 신사적 태도와 온갓 풍파에 山戰水戰 다 격거 모든 것을 이해한다는 것 같은 눈 慇懃하면서도 쾌활한 제스추어는 一同을 역시 큰 인물이라는 인상을 줌에 족하였다. 문답은 그의 비서를 통하야 영어로 번역되었는데 그의 支那語의 語調는 물론 廣東的인 억세고 빠른 바리톤調였다. 『귀하는』 1927년에는 武漢政府를 세워 공산당과 연합하야 蔣介石의 國民黨 南京政府와 대립하였고 그 후도 계속하야 北京에서 *閻**세력과 합작하야 反蔣운동을 하였고 또 過般에는 廣東事件이 있었는데 이제 4, 5년간의 대립관계를 一掃하고 蔣과 합작한다는 것은 아모리 국민적 要望이라고 하지만 역시 圓滑히 되지 못할 점은 없는가』
이상과 같은 露骨的인 질문이 었던 기자에게서 나왔는 듯하다. 이 때에 汪은 미소를 띄우면서
『큰 목적 아페 적은 목적은 포함되는 것이다. 적은 길은 大路에 통하는 것이다.』
하는 말로서 극히 암시적이고 示唆的인 답변을 하였다. 그는 비교적 多辯인 듯 하였다. 그러나 그는 全 支那에 탁월한 문장가요 웅변가이라 조곰도 말에 부자연한 점이 없었다. 온순한 듯하면서도 격렬할 듯한 淸新한 그의 얼골은 사진에서 봄보담 훨신 더 스마트한 편이였고 그때 50이 다 된 나이였으나 志氣方壯한 청년과 같은 『절믄 기분으로 보일 뿐만 아니라. 얼골 그것이 절믄 사람이였다. 汪은 22세 때에 日本 유학 중 孫文을 맛나 國民黨의 前身인 中國同盟會에 가입하야 機關紙 民報紙上에 민족적 국민 기타의 雄篇을 발표하고 이어서 保呈派의 梁啓超와 論戰* 交하야 文名을 날주고 이어서는 文筆에서 직접 행동에 나아가 熱血多感한 그는 30세 때에는 北京에 드러가 攝政王을 爆死식히려다가 체포되어 사형선고까지 바덧다가 그 탁월한 才*를 앳긴 肅觀王의 호의로 減一等 되었다가 辛亥革命＜105＞ 결과 석방되었든 일까지 있는 인물이다. 生死間을 彷徨한 것을 위시하야 30년간의 그의 파란 많은 海內海外의 생활은 支那民衆의 軍命과 國民黨의 路線을 沿하여 거러 왔다. 三民主義의 이론적 構圖者의 一人일 뿐만 아니라 정치적 외교적으로 탁월한 역량을 가진 그는 군의 실력* 못가지기 때문에 1931년 蔣介石과 합작한 후에 그의 抱負를 실현하지 못하고 여러 가지 곡절을 격것다가 滿洲事變 직후에 일면 교섭 일면 저항의 標語를 내걸고 國民黨 일부의 맹목적인 抗日潮流 중에서도 교묘히 日支合作의 機運을 促成하기에 노력하야 亞細亞의 新局面에 대응한 현실적인 코-스를 거러온 것은 世人이 周知하는 바이다. 日支事變 勃發 후에 그는 희생이 필요하다는 등의 막연한 論旨의 對日政策論을 말하야 그 眞意가 어데 있는지 의심케 한  바 있었으나 그는 國民政府 內의 압도적인 抗日潮流 중에서 었절 수 없는 遁辭였다 할 것이다. 작년 12월 22일 近衛聲明에 호응하야 28일 역사적 對日聲明을 발표하고 漂然히 東亞의 현실을 沒覺하는 重慶의 長期抗戰論의 群盲들에게서 떠나 *領하노이로 온 것은 支那민중의 의식분야에 一大劃線을 끄은 것으로 실로 용기 있고 희생적 정신 있는 진정한 지도자가 아니면 取하지 못할 대담한 행동이라 할 것이다. 물론 그의 論旨에는 역시 아즉 철저한 東亞協同體에 대한 인식이 부족한 점도 있으나 그가 진실로 大亞細亞主義의 戰士交*가 될 基礎素養은 최근 5, 6년간의 그의 日本에 대* 外中에서 확립되었다. 할 것이다. 또한 그와 행동을 折** 하여온 改組*의 陳公*, **孟* 등은 아즉 ***慶에 있다. 한즉 었더케 보면 蔣介石도 汪精衛의 見一部分 首肯지하면서도 맹목적 抗戰派에 끌니워 無用의 *牲을 가하는 우를 *性的으로 反*하는지도 모른다. 汪精衛와 같은 현명한 지도자의 達觀이 하로밧비 抗戰陣營을 지도할 날이 갓가올 것을 바라마지 안는 바이다.
(4월 5일) ＜106＞

汪夫人陣壁君 -知日여성으로 일홈이 있다-
汪兆銘夫人 陣壁君은 어디 있는가? 汪과 행동을 같이 한다고 말하지만 그러나 그는 宋美齡이 社*型 부인인데 비하야 불과 같은 정열을 품은 內助型 부인이라고 지정하는데 知*여성의 而目이 있는 것이라 안다.
陣壁君은 금년이 42세, 宋美齡보다 3살 우이다. 汪兆銘이가 동경서 혁명에 정열을 다하고 있을 때 그 불에 녹아버린 자다. 사람의 눈을 피하는 *法으로 夫婦라 거짓말을 꾸며든 때 그때가 혁명을 앞에 戀愛를 꿈꿀 때가 아닌것만 그에겐 그것이 생명을 좌우하는 일이였든 모양.
汪이 북경서 그때의 **王의 *死를 *하다가 실패하고 入獄하든때 約婚한 여자는 累罪를 무서워서 파혼했든 것이다. 獄窓을 차즌 한 여자는 오직 陣*君이였다.
「반역자의 처라는 죄명을 입을테냐?」하고 뭇는 말에 「滿足합니다」라고 대답한데 汪과 陣壁君과 결합이 있게된 것이다. 옛날 上海時報가 連載의 *物 「精****」* *다.
그 정치적**는 혹 宋美齡이 보다 뒤떠러졌을지 모르나 제2차 4차 5차의 國民堂中央***員을 역임햇든 女**, 그가 汪가 행동을 같이한 것은 처로서 당연한 일이라고 하나 그가 *는 政界 婦人界의 영향은 汪의 성명서를 **女性에게 *번 생각하게 하지 않으면 안된다.＜103＞ ＜102-106＞
