Magazine Title: 개벽 신간 제3호
Publication Date: 1935년 01월 01일
Article Title: 大諷刺.大滑稽 “도야지”의 身勢打鈴 (Great Satire, Great Humor: The Pig's Lament About Its Circumstances)
Author: 司洞畜 猪八戒 (Sadongch'uk Chŏ P'algye - Pig Eight Precepts Raised in Sadong)
Article Type: 잡저 (Miscellaneous writing)

This year is the Year of the Pig (亥年), so in terms of animals, it's our pig year. If we had been born as animals with fine appearances like tigers or horses, good-looking and swift runners, or intelligent like monkeys, or at least like dogs or chickens, good at guarding against thieves or keeping time, then upon facing such a New Year, newspaper and magazine folks would surely take our pictures and draw illustrations, gloriously filling their pages with praise and tributes to us. But since we aren't like that, rather than hoping for others' praise, let's just lament our own circumstances!

Whether we were born with bad fortune in a past life or the Creator played a cruel trick, the only talents we possess are digging the ground day and night and making oinking sounds. On top of that, our appearance is exceedingly ugly: eyes like peach pits, noses like broken earthenware bottles, faces like dented inkstones, mouths like worn-out pestles, and bodies like tied-up stacks of grain with four pillars stuck in them. Did the ill-natured Creator knead us together using only the leftover lumps of fat after creating all things? Our entire bodies seem composed only of adipose tissue (脂肪質), appearing merely foolish to others. Our tails are cut short without dignity, like the ponytails of old bachelors selling fine-toothed combs or ginger in Chŏlla Province. Our bristles are prickly and stiff like chestnut burrs, so even if we want to have a romance just once with soft, pretty maidens, they all run away. When humans have daughters, they customarily say in childhood that they'll marry them off to the house greeted by heaven – that is, our house – but when the girls finally mature, they marry them off elsewhere without a word. Isn't that infuriating and regrettable? When I think about it, I get so upset that oinking sounds just come out naturally.

However, just because our appearance is like this, we shouldn't simply despair and be pessimistic. <57> This is an opportunity to reveal our unfair situation and appeal to humans for once.

First, humans think of us only as dirty. When referring to their own dirty things, they casually say "like a pig." Even when speaking disparagingly of their own beloved children as ugly and dirty, they commonly use terms like "house pig" (家豚), "stray pig" (迷豚), or "piggy" (豚兒), unaware of their own slander. However, our dirtiness should be blamed on humans' mistakes, never our own. When did humans ever build a proper house for us, or give us even one clean thing to eat? All they feed us are their leftovers, or else rotten things they can't eat themselves. As for housing, it's just a pen on bare ground without even floorboards. They make us eat, sleep, and relieve ourselves there, without ever cleaning it properly. No matter how cleanly one might be born, what else could happen? If they treated us even as much as they treat dogs or cats, letting us sleep indoors sometimes, allowing free movement outside, and giving us baths and washing our faces, we wouldn't seem particularly dirty. Humans criticize our uncleanliness, but if they were made to live and eat as we do, they would be hundreds of times dirtier and would all die within less than three days. Never mind that; look at the state of people in prison, sleeping together in one room, defecating there, wearing dirty clothes for a long time, handcuffed, and tied with ropes. Or look at the beggars in dirty rags, carrying tin cans, rummaging through trash bins for food, and then sleeping inside kitchen fireplaces with soot-covered faces. How are they cleaner than us? Instead of blaming us for our uncleanliness, humans should first reproach themselves for their immorality in treating animals poorly. If you truly detest our uncleanliness so much, why do you use our meat when holding ancestral rites and offering devotions to your ancestors?

Second, humans also call us selfish gluttons who only eat by ourselves, comparing any greedy, stingy, and immoral person among them to us. However, this should be called our virtue, not a flaw as humans slanderously claim. In this world, there is nothing worse than dependency. Humans, under the guise of so-called compassion (慈悲心) or meritorious deeds, have the habit of saving others and mutually assisting each other. Consequently, children rely on fathers, younger siblings rely on older brothers, extinguishing thoughts of independent self-support, ultimately leading to mutual ruin. But in our pig society, from a young age, even between parents and siblings, each earns and eats their own food. Therefore, when we see food, we have no thought of giving it to others, nor does anyone else expect it. We truly practice what is nowadays called self-sufficiency and self-reliance. If humans had practiced this from the beginning instead of slandering us, <58> there would be no talk of relief, charity, or stinginess, and everyone could live well by their own strength. Even if relief and assistance were done sincerely, it would be appreciated. But mostly, people act impurely for their own honor, policy, or seeking blessings. This is why they exhume their ancestors to publish collected works or genealogies only to squander the money, engage in lawsuits between relatives, embezzle funds collected under the pretext of flood relief or educational projects, and disgrace themselves by being dragged to prisons and police stations. Isn't this utterly shameful for humans compared to us?

Third, humans just consider us foolish. However, we too have various thoughts, and especially in predicting the weather (天氣), we are more perceptive than humans. Humans nowadays boast about the development of so-called astronomy or the advancement of machinery, yet they often fail to predict simple wind and rain. Caught unprepared, even by relatively minor events like this year's Kansai typhoon (關西風災) and the Naktong River flood, thousands or hundreds of people die, tens of thousands of p'yŏng of farmland are ruined, and survivors are forced to migrate to North and South Manchuria. But we, without studying astronomy, anticipate the coming of wind and rain in advance, warn each other, gather materials to prepare shelter, or relocate. If a Ph.D. in astronomy were to be recommended from the animal kingdom, the degree would likely be monopolized by our pig society.

Fourth, humans also criticize us for being too stubborn, freely using the term "pig-headed charge" (猪突). However, this is our greatest source of pride. Humans, while working towards some goal or principle, will abandon that principle or goal like an old shoe in an instant if they encounter slight difficulties or see some immediate profit. But we pigs, once we have decided and set out, advance undaunted whether there are treacherous mountains or dangerous cliffs (危巖=猪岩). Even if we unfortunately face death, we do not beg "kill me" or "spare me" or shed tears pitifully like humans. When the knife comes, we accept the knife; when the bullet comes, we accept the bullet. Thrown into boiling water, we show no fear, keeping our red, angry eyes (怒眼) wide open and dying calmly with a great roar. The phrases humans often use, like "sacrificing oneself to achieve virtue" (殺身成仁) or "treading through boiling water and fire" (蹈湯赴火), are perfectly realized only in our society.

Fifth, humans also consider our digging the ground with our snouts a major flaw. If they see their own mouths are even slightly blunt, they criticize them as resembling a pig's snout. Whether this was true in past eras, I don't know, but speaking for the current times, it seems quite advantageous. Humans talk endlessly about rural development or the back-to-the-farm movement, but they dislike doing actual farm work. <59> We, however, don't just talk; we directly dig the ground. When people dig, they need tools like hoes, mattocks, shovels, and pickaxes, and they often sing long songs to forget their fatigue. But we have our own natural tools; wherever we go, we truly need nothing but our mouths (아갈이) to find food. If we get bored, singing an "oink-oink" song is enough. When humans want to work as day laborers digging the ground but can't because they lack the tools, they might actually lament that their snouts aren't like ours. Speaking of digging, how much do people nowadays love digging? Farming aside, isn't it true that because gold prices are high, men and women, young and old, are all obsessed with gold mining? Digging for gold might also be considered an underground movement (地下運動), but aren't all those figures who used to run around clamoring about nationalism (民族主義), communism (共産主義), socialism (社會主義), the dissolution faction (解消派), or the non-cooperative faction (非協同派) now all in the gold mining faction? That too is quite fickle. If the gold mine succeeds, one can naturally afford restaurant kisaeng and concubines, gain the qualification to have a statue erected at school, become an executive at a newspaper company, and there's nothing one can't do. But I have no gold, no honor, no desires. Just digging the ground directly from time to time to fill my belly is enough. Nowadays, there are many Western pigs and mixed breeds, so if I want to have an affair, I can seek them out for fun, occasionally watch dances, and listen to the songs of pig-callers. Isn't that enjoyable!

Sixth, humans also seem to dislike our short tails and bristly fur. But nowadays, schoolgirls, whether trying to act like our daughters or wanting to romance us, all cut their hair short just like our tails. On top of that, they wear pointed shoes like our trotters. And so-called new women all wear fur scarves and fur coats. Isn't all of this imitating us? Still, since ours was bestowed naturally by Heaven, it costs no money, and since it's our own fur, it's clean and precious. But seeing people walking around draped in animal fur – they might think themselves luxurious, but it's actually the remains of dead animals. If wearing the clothes of a dead person is shameful, how much more shameful is it to wear the clothes of dead animals? Furthermore, if they bought them with money earned through their own sweat and blood, it wouldn't matter. But doing nothing, just making up their faces, selling smiles, acting cute, and finally selling even their supposedly precious bodies – using that money to buy and wear the relics of animals, how base and shameful is that?

Seventh, humans are also jealous of our large litters (多子孫) and affairs, immorally castrating (去勢=불알까는 것) us since ancient times. If any male among us makes a little noise, they curse us, threatening castration. <60> But looking at it now, in a time of many mouths to feed and insufficient food, it seems rather like a good thing. Have humans nowadays had some realization? They clamor about so-called birth control (産兒制限) or eugenics (優生學), practice artificial castration, and by carelessly frequenting the demimonde, contract gonorrhea and syphilis, suffer from venereal diseases, and ultimately end up castrated. I believe this is, more than anything, retribution for the sins of past humans who castrated us. If humans have even a shred of conscience, they should think of their past sins and shed tears of repentance.

Eighth, humans also dislike our plumpness (肥滿) and criticize us heavily, but how many humans are plumper than us? Nowadays, a so-called "Giant Society" (巨人會) has formed, and I heard some magazine is writing an article about the Giant Society because the New Year is the Year of the Pig. What's wrong with being fat? Still, our fatness comes from earning our own food, and when we die, our meat at least has value. But human fatness often comes from eating too much of others' food, stealing it, and yet feeling comfortable, doesn't it? Alive, they are nothing but large louts, wasting clothing material. Dead, their meat has no value; they just increase coffin costs and take up more precious land. Isn't that so? Thinking about this makes me angry and feel wronged about the criticism we receive. If I acted like humans, in my anger, I'd want to bite off a piece of their thigh with my strong teeth, but how can I do that, maintaining my dignified composure? They say forbearance is a virtue (仁之爲德), so let's just endure it. When upset, let's just oink, sigh, and bite down on shards of pottery to make a demonstration (示威). While I'm at it, let me boast one last time about my lineage and be done with it.

Pigs may seem like lowly animals, but if you know them, they are very precious. Just speaking of the name, the 'to' (도) in 'toyaji' (도야지) is the 'to' (道) of the scholar-official of the Way (道學君子), the 'ya' (야) is the 'Ya' (耶) of Mr. Jesus (耶蘇氏), and the 'ji' (지) is the 'ji' (知) of the Ch'ŏmji Tongji (僉知同知) officials who wore jade and gold hat decorations. Since black is the color of water (黑은 水色), we could rule the world through the virtue of water (水德王天下). Our faces are long, making us the village headman (面長) of property. In the past, Lady Qi of Han (漢 戚夫人), after her death, was named "human swine" (人彘). King Tongch'ŏn of Koguryŏ (高句麗 東川王) was named "suburban swine" (郊彘). Chang Sunson of King Yŏnsan's reign (燕山朝 張順孫) was nicknamed Chang Chŏdu (張猪頭, "Pig-head Chang") because his head resembled ours, and he even became a chief state councilor. Generals like Kuan Yü (關羽) and Yi Chingok (李澄玉) suffered misfortune after dreaming of being bitten by us just once. And Chakchegŏn (作帝建), the ancestor of the Koryŏ Wang clan (高麗王氏), received a golden pig (金豚) from the Dragon King of the West Sea (西海龍王) and established the royal capital at Songdo (松都). Our history is splendid, but beyond that, on land, there are Chojok (猪足=the old name for modern Hwach'ŏn), Chŏt'an (猪灘), and Chŏam (猪巖). In medicine, there is Choryŏng (藥名 猪苓). Among fish, there is the pufferfish, hadon (河豚). Isn't our influence quite significant in various fields? <61> <57-61>

**Summary**

Writing under the pseudonym "Pig Eight Precepts," the author adopts the persona of a pig in the Year of the Pig (1935) to deliver a satirical critique of human society. The pig refutes common negative stereotypes (dirtiness, greed, foolishness, stubbornness, ugliness) by arguing these traits are either misunderstood virtues (self-reliance, steadfastness), projections of human failings, or direct results of human mistreatment. The pig contrasts its perceived flaws with human hypocrisy, moral failings (dependency, insincerity in charity, political fickleness), societal problems (poverty forcing migration, obsession with gold mining), and changing social norms (women's bobbed hair and fashion). It concludes by highlighting the pig's historical and cultural significance.

From a historical perspective, the article offers a unique satirical lens on Korean society under Japanese rule. The mention of migration to Manchuria due to floods, the critique of various political factions (nationalists, communists, etc.) turning to gold mining (a significant economic activity during the period), and the commentary on changing gender roles ("new women," bobbed hair) provide glimpses into the social and economic realities and anxieties of the time. The author uses the pig's voice to criticize human folly and inconsistency, potentially reflecting disillusionment with contemporary Korean society and its leadership.

**Named Entities**

司洞	사동	Sadong
금년은 해년(亥年)이니 동물(動物)로 치면 우리의 도야지해다. 호랑이나 말과 같이 신수가 멀정하며 잘생기고 날새게 다름박질이라도 잘하거나 원숭이처럼 지헤가 만타던지 하다 못하야 개와 닭 모양으로 도적이나 시간을 잘 직히는 동물로 태여낫더라면 이런 신년을 당하면 신문잡지쟁이들이 의레히 사진도 박어가고 그림도 그려서 지면이 찬란하게 우리의 례찬과 송덕을 하야 주겟지만은 그럿치도 못하니 남의 칭찬을 바랄 것도 없이 우리 스사로의 신세타령이나 하야보자!

우리는 전생에 팔자를 잘못타고 낫는지 조화옹이 심술을 부려서 그러한지 재조라고는 밤낫으로 땅파는 재조와 꿀꿀거리는 소리박게 할 줄 모르는 데다 모양조차 흉축만측하게 생겨서 눈은 복사씨같고 코는 깨여진 지리병같고 얼골은 찌그러진 먹통 같고 입은 무드러진 절구공이 같고 몸은 묶어 놓은 타적통에 긔둥 네개를 박어 놓은 것 같은 데다 심술 사나운 조화옹이 만물을 창조하고 남은 기름덩어리로만 비저서 만드럿는지 전신이 모도 지방질(脂肪質)로만 조직되야 남보기에 미련만 하야 뵈고 꼬랑지는 전라도의 참빗장사나 생강장사하는 로총각의 머리꽁지 모양으로 채신이가 없게 짜르고 털어기는 밤송이 모양으로 껄껄하고도 억시여서 보들보들한 고흔 처녀들과 한번 연애를 하고 십허도 모도 도망질을 하게 되야 인간들이 딸을 나흐면 어렸을 때에는 의레히 한울로 문난 집=곳 우리 집으로 시집을 보낸다 하다가도 급기야 장성하게 되면 아모 말도 없이 다른 곳으로 시집을 보내니 그 안이 분하고 원통한 일이냐 생각을 하면 속이 상해서 꿀꿀소리가 저절로 나온다.

그러나 우리는 외형이 그러하다고 그저 낙심 비관만 할 것은 안이다.＜57＞ 이러한 긔회에 우리의 억울한 사정을 드러서 인간에게 한번 하소연할 필요가 있다.
第1에 인간들은 우리를 드럽게만 생각하야 자기네 드러운 것을 가지고도 툭하면 도야지갓다고 하고 심지어 자긔의 사랑하는 자식까지라도 못나고 드러운 것을 겸사로 말할 때에는 자긔네가 망발되는 줄도 모르고 가돈(家豚)이니 미돈(迷豚)이니 돈아(豚兒)니 하는 명사를 흔이 쓴다. 그러나 우리의 드러운 것은 인간들의 잘못이라고 할지언정 결코 우리들의 잘못은 안이다. 인간들이 언제 우리를 위하야 집 한간을 정하게 지여 주었으며 먹을 것 한가지를 깨끗한 것을 주어보앗느냐. 먹이는 것이라야 자긔네 먹고 남은 턱찍기 그러치 않으면 자긔네 못먹을 썩은 것만 주고 집이라야 마루장판도 없는 맨땅에다 그저 우리만 하고 거긔에서 밥을 먹고 잠을 자고 대소변을 보게 하고 소제 한번을 잘하야 주지않으니 제 아모리 깨끗이 생겻다면 무슨 별수가 있으랴. 안수대로 개나 고양만치라도 대우를 하야 각금 방 속에서 잠도 자고 박갓출입도 자유로 하게 하며 목욕 세수라도 식힌다면 그러케 유난하게 드러울 것은 같지 않다. 인간들이 우리의 불결한 것을 흉보지만은 자긔네를 만일 우리와 같이 거처와 음식을 하게 되면 우리의 몃백배나 더 드럽고 단 사흘도 못되야 다 죽을 것이다. 그것은 그만두고 감옥에 가서 여러 사람이 한방에서 잠을 자고 똥을 누고 흔웃을 오래 입고 손에다 수갑을 차고 오라줄에 묵겨 단일 때에 그 꼴들을 본다던지 어더먹는 거지가 흔누덕이에 양철통을 들고 쓰러기통을 뒤저 먹고는 흑면구 안으로 부억아궁지 속에서 잠자고 나오는 꼴을 본다면 그 무엇이 우리보다 깨끗하랴. 우리의 불결은 우리를 책하는 것보다도 인간 자신이 먼저 동물 대우의 부도덕한 것을 자책하여야 될 것이다. 만일에 우리의 불결한 것을 그러케 끄릴테면 그대들의 조상 제사와 치성을 드릴 때에 우리의 고기를 왜 쓰는가?
第2에 인간들은 또 우리를 혼자만 먹는 욕심쟁이라고 하야 자긔네 인간으로서 욕심만코 인색하고 부도덕한 놈은 모도 우리에게다 비한다. 그러나 그것은 우리의 미덕이라 할지언정 인간들이 악선전하는 것과 같이 결코 험점은 안이다. 이 세상에 의뢰심처럼 납분 것은 없는 것인데 인간들은 소위 자비심(慈悲心)이니 공덕심이니 하는 가식을 표방하야 남을 구제하고 서로 부조를 하는 버릇이 잇는 까닭에 자식은 아비를 의뢰하고 동생은 형을 의뢰하야 피차에 독립자활의 생각이 없어지고 결국은 서로 못살게 되는 일이 만타. 그러나 우리 도야지 사회에서는 어려서부터 부모와 형제간이라도 각각 자기가 벌어서 자기가 먹는 까닭에 음식을 보면 누구를 줄 생각도 없고 또 한편에서 그것을 바라지도 안어서 그야말로 요새에 소위 자작자급과 자력갱생을 그대로 실행한다. 인간들도 우리를 비방하지 말고 본래부터＜58＞ 그러케 실행을 하얏다면 서로 구제니 자선이니 인색이니 하는 말도 없이 제힘을 가지고 서로 잘살게 될 것이다. 그나마 구제와 부조같은 것도 진심으로 그것을 한다면 고마운 일이 겟지마는 대개는 자기의 명예 또는 정책 구복 등을 위하야 불순하게 일을 하기 때문에 자기 조상을 파러 문집이나 족보를 하다가 돈을 띄여먹고 골육간에 재판질을 하며 수해구제와 교육사업같은 것을 빙자하고 돈을 거더서 횡령소비하고 감옥 경찰서로 끌려다니는 추태를 부리는 것이다. 그런 것은 소위 인간으로서 우리에 대하야 너머 북그러운 일이 안이냐.
第3에 인간들은 우리들을 그저 미렴하다고만 한다. 그러나 우리도 여러 가지의 생각이 잇는 동시에 특히 천기(天氣)보는 것 같은 것은 인간보다도 더 영민하다. 인간들은 요새에 소위 천문학이 발달되엿느니 긔계가 발달되엿느니 하고 떠들지만은 그까진 바람과 비올 것 한아를 잘 모르고 가만이 잇다가 금년과 같은 대단치 않은 관서풍재(關西風災)와 낙동강 홍수에도 사람이 수천수백식 죽고 전답이 여러 만평이 결단이 나서 산사람도 살지를 못하고 남북만주로 이주를 하게 된다. 그러나 우리는 천문학을 연구치 안코도 미리 풍우가 올 것을 짐작하고 서로 경계를 하야 깃을 멀어다 그것의 피할 준비를 하고 또는 주소 이전을 한다. 동물게에서 만일 천문학 박사를 추천한다면 아마 박사의 학위는 우리 도야지 사회에서 독점을 할 것이다.
第4 인간들은 또 우리더러 고집이 너머 시다고 흉을 보며 도야지의 고든 목 즉 저돌(卽 猪突)이란 문자를 함부로 쓴다. 그러나 그것은 우리 도야지의 가장 자랑거리다. 인간들은 무슨 목적 무슨 주의를 가지고 일을 하다가도 조곰만 곤난한 일이 잇거나 목전에 무슨 이익이 생긴다면 그 주의 목적을 일조에 흔신짝같이 버리고 변절을 하지만은 우리 도야지는 한번 작정을 하야 출발을 한 이상에는 험산이 잇거나 위암(危巖=猪岩)이 잇거나 불굴하고 그냥 나아가다가 불행하야 죽게 되여도 인간처럼 비루하게 죽여주오 살려주오 하며 애걸을 하거나 눈물을 흘리지 안코 칼이 오면 칼을 그대로 받고 총알이 오면 총알을 그대로 받으며 끌는 물에 너흐면 또한 조곰도 두려워하지 안코 여전히 붉은 노안(怒眼)을 그대로 뜨고 대호일성에 태연이 죽을 뿐이다. 인간들의 흔이 말하는 소위 살신성인(殺身成仁)이니 도탕부화(蹈湯赴火)니 하는 말은 오즉 우리 사회에서만 완전하게 실행하는 것이다.
第5 인간들은 또 우리가 주둥이로 땅파는 것을 큰 흉으로 알고 자기네의 입이 좀 뭉퉁하게 생긴 것만 보와도 돼지주둥이 같다고 흉을 본다. 그것이 과거시대는 어떨는지 알 수 없지만은 지금 시대로 말하면 아주 잘된 일로 생각한다. 인간들은 말끗마다 농촌진흥이니 귀농운동이니 하고 말로만 떠들고 실지로 농사일을 하기 실여 하지만은＜59＞ 우리는 입으로 말만 하는 것이 안이라 직접 땅을 판다. 사람은 땅을 팔 때에 호미, 괭이, 삽, 벽채 가튼 것이 필요하고 또 피곤한 것을 이저버리기 위하야 각금 긴 노래를 부르지만은 우리는 제물의 무긔가 있어서 아모 곳을 가던지 그야말로 아갈이 한짝만 가지면 못 먹을 것이 없고 심심하면 꿀꿀이 노래 한 곡조만 부르면 된다. 인간들이 땅파는 품파리를 하고 십허도 장긔가 없어서 일을 못할 때에는 아마 주둥이가 우리와 가티 못생긴 것을 도로혀 한탄할 것이다. 땅파는 말을 하니 말이지 요새 사람들은 얼마나 땅파기를 조와하느냐. 농사도 농사여니와 금갑이 빗싸다는 바람에 남녀노소가 모도 금광에만 렬중하지 안느냐. 금광 파는 것도 역시 지하운동(地不運動)인지는 모르나 한참 당년에 민족주의(民族主義)니 공산주의(共産主義) 사회주의(社會主義) 해소파(解消派)니 비협동파(非協同派)니 하고 떠들며 도라다니던 인물들도 지금은 모도가 금광파에 가서 잇지 안으냐. 그것도 용혹무궤하기는 한 일이다. 금광만 잘되면 요리긔생첩은 물론이고 학교에서 동상해줄 자격도 얻고 신문사의 중역도 될 수 있고 아모 것도 못 할 것이 없으니까. 그러나 나는 황금도 명예도 애욕도 아모 것도 없다. 그저 때때로 직접 땅을 파서 충복만 하면 그만이요. 요새에는 양도야지, 튀기들도 많이 있으니까 외입을 하고 십흐면 심심푸리고 그것을 차저서 놀며 각금 딴스구경도 하고 외묵따는 독창소리도 듯는다. 그 안이 자미잇는 일인가!
第6에 인간들은 또 우리의 꽁지 짜른 것과 털송이로 생긴 것을 시려하는 모양갓다. 그러나 요새에 여학생들은 우리의 딸노릇을 하랴는지 우리와 연애를 하랴는지 모도가 머리를 짤너서 우리의 꽁지와 똑같게 하고 게다가 발까지 우리의 발과 같이 뾰죽한 구두를 신으며 또 소위 신여자들은 모도가 털모도리와 털외투들을 입고 다니니 그것이 모도 우리를 모방하는 것이 안이고 무엇이냐. 그래도 우리는 하눌님이 제절로 점지를 하야 주신 것이니까 돈이 안이들 뿐 아니라 제 털을 제가 가진 것이니까 깨끗도 하고 귀중하지만은 사람들이 짐생의 털을 두르고 다니는 것을 보면 자기 딴은 호사하는 것 같지만은 실상은 죽은 동물의 유물이니 죽은 사람의 의복을 입고 다녀도 창피하거던 죽은 동물의 의복을 입고 다니는 것이 그 얼마나 창피한 일이냐. 더군다나 그것도 자기 손으로 피땀을 흘리고 벌어서 사입는다면 그래도 관게치 안치만은 아모 것도 하지 안코 얼골의 모양이나 내고 우슴을 팔고 아양을 떨고 최후에는 소위 귀중하다는 몸까지 팔어서 그 갑으로 동물의 유물을 사입고 다니니 그 얼마나 추하고 창피한 일이냐.
第7 인간들은 또 우리의 다조손(多子孫)하고 외입하는 것을 시긔하야 전일부터 부도덕하게 우리를 거세(去勢=불알까는 것)식히고 우리 중에 남성이 조곰 소리만 지르면 의례히 거세를＜60＞ 하겟다고 욕을 하지만은 지금으로 보면 식구 만코 식량이 부족한 때에 도로혀 조흔 일갓다. 인간들도 요새에는 무슨 깨다름이 잇는지 소위 산아제한(産兒制限)이니 우생학(優生學)이니 하고 떠들며 인공으로 거세를 하고 또 화류계 출입을 함부로 하다가 임질 매독으로 산증을 알어 결국은 거세까지 하는 일이 있으니 그것은 무엇보다도 과거의 인간들이 우리의 거세를 하던 그 죄악의 보복을 밧노라고 그리되는 줄로 안다. 인간들이 만일에 조곰이라도 양심이 잇다면 과거의 죄악을 생각하고 참회의 눈물을 흘릴 것이다.
第8 인간들은 또 우리의 비만(肥滿)한 것을 시려하야 많은 흉을 보지만은 인간중에는 우리보다 비만한 사람이 그 얼마나 많으냐. 요새에는 소위 거인회(巨人會)가 생기고 또 어떤 잡지에서는 신년이 도야지해라고 해서 거인회 긔사를 쓴단 말도 드럿거니와 살찐 것이 그 무엇이 흉될 것이 잇느냐. 그래도 우리의 살찐 것은 우리 손으로 벌어서 먹고 그러케나 되고 또 죽으면 고기의 갑이라도 잇지만은 인간의 살찐 것은 대개가 남의 것을 만히 뜨너먹고 빼아서 먹고도 마음이 편해서 그런 것이 안이냐. 살어서는 육대반랑에 불과하고 의복감만 만들며 죽어도 고기갑도 아모 것도 없이 그냥 관자갑만 더주고 귀한 땅차지만 더 하는 것이 안이냐. 그런 것을 생각한다면 우리의 욕먹는 것이 분하고 억울하다. 인간들이 하듯하면 분한 김에 강찬 니빨로 그 놈의 넙적다리라도 한번 물어떼고 십지만은 점잔은 체통에 엇지 그리 할 수 있느냐. 인지위덕이라니 그저 참고 속이 상하면 꿀꿀거리고 한숨이나 쉬며 니빨로 사금파리 같은 것을 깨물어서 시위(示威)나 하자. 이왕이면 최후에 지체 자랑이나 더 한번하고 그만두자.
도야지는 천한 동물 같지만은 알고 보면 매우 귀중한 동물이다. 언제 이름으로만 말하야도 도야지의 도짜는 도학군자(道學君子)란 도짜에 야소씨(耶蘇氏)의 야짜와 옥관자 금관자를 부치는 첨지동지(僉知同知)의 지짜를 가지고 빗은 검으니 흑은 수색(黑은 水色)이라 수덕으로 왕천하(水德王天下)할 만하고 얼골이 기니 제물의 면장(面長)이다. 옛날에 한나라 부인(漢 戚夫人)은 죽은 뒤에 인체(人彘)라 이름짓고 고구려 동천왕(高句麗 東川王)은 교체(郊彘)라 이름하고 연산조 장순손(燕山朝 張順孫)은 머리가 우리를 달문 탓으로 장저두(張猪頭)의 별명을 듯고 정승까지 하얏으며 관우(關羽)와 이등옥(李澄玉)같은 장수는 꿈에 우리에게 한번 무리고도 화(禍)를 당하엿다. 그리고 고려조의 조상 작제건(高麗王氏 作帝建)은 서해룡왕(龍王)에게 금돈(金豚)을 어더 가지고 와서 송도(松都)의 왕도를 정하얏다. 력사도 훌륭하나 그 외에 땅에는 저족(猪足=今華川의 古號) 저탄(猪灘) 저암(猪巖)이 잇고 약에는 저령(藥名 猪苓) 고기에는 하돈(河豚)이 잇스니 각방면으로 세력이 또한 상당하지 안으냐. ＜61＞＜57-61＞
