Magazine Title: 개벽 신간 제3호
Publication Date: 1935-01-01
Article Title: 筆耕舍雜記, 最近의 心境을 적어 K友에게 (Notes from the House of Brush-Plowing, Writing of My Recent State of Mind to Friend K)
Author: 沈熏
Article Type: 문예기타 (Literary Miscellany)

Notes from the House of Brush-Plowing, Writing of My Recent State of Mind to Friend K
						Sim Hun

『Our brush tips daily
Plow (耕) across the white paper.
A single brush—that is
Our plowshare (犁) and sole tool.
Just as when cultivating a single ridge (畝) of slash-and-burn field (火田) on a rough mountainside,
The hoe tip breaks against wild roots and tree stumps,
Ah, our steadfast brush handles,
How many times have they snapped!』

This is the first stanza of a poem titled "Brush-Plowing" (筆耕) from a poetry collection manuscript I intended to publish three years ago (5 characters omitted unavoidably). I took the poem's title, "House of Brush-Plowing" (筆耕舍), and made it my so-called house name (宅號).

One by one, white sails and red sails, soaked by the light rain (細雨) that had been falling since the chilly early winter morning under a biting wind, carve patterns among the ruggedly revealed islands of Asan Bay (牙山灣) at low tide (干潮), drifting away as if in a dream.
This is a thatched cottage (數間草蘆) of several bays, sitting northwest and facing southeast (乾座巽向) on a hill surrounded by young coastal pines (稚松). Among its rooms, the study—which confines my world of unrestrained (奔放) imagination and where I rest my body weary from reading and brush-plowing (筆耕)—offers this view from its east window (東窓), pushed open, on the afternoon of November 22, 1934.

The village called Pugok-ri (富谷里), a full 40 *ri* from Tangjin-ŭp (唐津邑), is said to be merely 200 *ri* from Sŏul, yet it's a remote and poor village (僻地의 窮村) where telegrams arrive only after two or three days along with the regular mail.
*Chu kŭn ilgang chi chŏ sŭp / Hwangno kochuk yo t'aek saeng* (住近溢江地低濕 黃蘆孤竹繞宅生 - Living near the overflowing river, the land is low and damp / Yellow reeds and solitary bamboo surround the house born).
Should I say the scenery (風物) here resembles the banks of the Sinyang River (瀋陽江頭) where Pai Lo-t'ien (白樂天) lived in exile (謫居)? When I sit alone on the wide veranda late at night,<6> the darkness shimmering before my eyes feels as if the silence (寂寞) of the universe (宇宙) entirely seeps into my narrow lungs (肺), and sometimes my whole body trembles with a terrifying sense of loneliness (孤獨感). It is a primitive zone (原始地帶), completely isolated (隔離) from all the noise (騷音) of the city (都會) and all facilities (施設) of culture (文化).
*Ki mun chomo mun hamul / Tugyŏn chehyŏl ae kwangmyŏng* (其問朝暮聞何物 杜鵑啼血哀狂鳴 - During that time, morning and evening, what sounds were heard? / The cuckoo crying blood, its mournful, frantic calls).
However, instead of cuckoos (杜鵑), mountain pigeons coo plaintively, *kkuk-kkuk-kururuk*, even at night, and though there are no monkeys, foxes targeting chicken coops and weasels run rampant (橫行). It is, so to speak, a separate world (別有天地), where there's absolutely no fear of having one's peaceful sleep (安眠) disturbed by vulgar popular songs (流行歌) flowing from street-corner (街頭) gramophone (蓄音機) shops or the static (雜音) from radio waves (電波) blaring through speakers.

Even a sparrow has the eaves to nestle under, but I've had enough of this life with "not a single branch to lean on" (可依無一枝). So, making a once-in-a-lifetime (一生一代) decision, I used the manuscript fees for "The Weaver Girl Star" (織女星) (though I also incurred much debt) to secure a rough foundation and weave together a nest to shelter from wind and rain (風雨)—the place described above, which I call "House of Brush-Plowing" (筆耕舍).
Compared to the times when I struggled with my young child in a seven-won rented room, often receiving eviction notices for failing to pay rent for months, and sustained a precarious existence (露命) in unwelcome jobs, how many years had I yearned and hoped to at least enjoy the freedom of boiling and eating simple meals (麥飯葱湯) without worrying about others' opinions, using my own vital time (時間) as I pleased (任意), and breathing freely the air untainted by a speck of dust?

Am I some patriot (志士) who became indignant (發憤) for the affairs of state (國事)? If, lamenting that "the times are unfavorable" (時不利兮) with the sorrowful indignation (慷慨) of a secluded scholar (幽師志的), shedding tears of blood, I came here seeking a place where my white bones (白骨) could be peacefully buried, wishing only to preserve my personal integrity (節操), wouldn't I then have the peace of mind to befriend idle clouds and wild cranes (閑雲野鶴)?
*Tongch'ang i palgannanya nogojiri ujijinda / So ch'inŭn ahwanomŭn sanggi ani nirŏnnanya / Chae nŏmŏ sarae kin pat'ŭl ŏnje kallya hanŭni.* (Has the east window brightened? The lark is singing / Hasn't the cowherd boy yet risen? / When will he plow the long-ridged field beyond the pass?)
Am I some leisurely commoner (逸民) of a peaceful era, that in my youth, barely thirty and just beginning to understand, I should already try to emulate the state of mind of old Nam Ku-man (南九萬翁)? Did I intentionally come to this corner of Tangjin for exile, seeking to make this exhausted (疲弊) farming village (農村) an object for "singing of the wind and moon" (吟風咏月)?
Am I some recluse gentleman (隱逸君子) who has attained sudden great enlightenment (豁然大悟) about the emptiness (虛無) of human life (人生) and the impermanence (無常) of worldly affairs (世事)? Am I imitating the Song (宋) dynasty scholar-recluse (處士) Lin Pu (林逋), who made plum blossoms his wife and cranes his sons (梅妻鶴子), hiding away (隱樓) his whole life on Solitary Hill (孤山)? Is that why I am now secluded (蟄居) in this humble (寒微) land of Chosŏn's (朝鮮) Western Shu (西蜀) <7> where there isn't even a companion for an evening's heartfelt talk (舒懷), let alone a conversation partner?

It was already over ten years ago. I remember stopping my bamboo staff (竹杖) before the grave of Lin Ho-jŏng (林和靖, Pu's style name) by the West Lake (西子湖畔) when I was studying abroad in Hangzhou (杭州), China (中國).
According to "Pure Matters of a Mountain Dwelling" (山家淸事), written by Lin Ho-jŏng's 7th-generation descendant (世孫), Hong (洪), his life at the time consisted of:
"Three dwellings (舍三): one for sleeping (寢一), one for reading (讀書一), one for preparing medicine (治藥一); two rear sheds (後舍二): one for storing wine and grain (一儲酒穀) and housing farming and mountain tools (列農具山具), one for accommodating servants and the kitchen (一安僕役庖瘤); in addition (稱是): one boy servant (童一), one maidservant (婢一), two gardeners (園丁二), twelve dogs (犬十二足), four donkeys (驢四蹄), four oxen (牛四角)."
Compared to this Master Lin (林處士), the life of Master Sim (沈處士) is truly ten to zero. It is a fact known to all under heaven (天下周知) that my possessions include not even a patch of field (밭) or a *maljigi* of rice paddy (논). Beyond one house (舍一), one wife (妻一), and two children (子二), even if I shake out my pockets thoroughly, nothing but cigarette (囍煙) crumbs will emerge. And since even my wife and children are not my private property (私有財産), there's truly nothing worth counting.

Having been born and raised (生於長) in Sŏul, I cannot escape being a "Sŏul fellow" (서울놈) in appearance (外貌) and feelings (感情). I myself admit to being thoroughly (鐵頭鐵尾) the type of city dweller (都會人) who idles and consumes. Though I don't want to call myself a failure (落伍者), it's an undeniable fact that I failed to achieve my aspirations in the city.
For someone without even a leaf to patch a leak, the eternal truth (眞理) and iron rule (鐵則), unchanged through myriad ages (萬古), is that to preserve one's lifeline (命脈) in the city, one must first be diligent, clever enough to bridle a sparrow (참새 굴레를 씨울만치나 약어서), possess the extremely cunning (百怜百悧) ability to curry favor (補脾胃) with executives (中役) or managers (幹部) if a salaried worker (月給), have the peculiar gut (五臟) to unconditionally kowtow hundreds of times (叩頭百拜) to the wealthy if attempting any business (事業), master the mental technique (心法) of flattering and fawning (阿諛苟容) before the powerful (權力), possess the dexterity (才操) to bend forward smoothly like a circus girl (曲馬團), and furthermore, be endowed with the genius (天才) to swindle sharp-eyed people. Only then can one achieve success and fame (立身揚名).
However, my personality (性格) doesn't match even one of the above conditions (條件). Though I don't think of myself as an upright (介潔) scholar or a clean, honest, and straightforward (淸廉剛直) figure, I am anyhow naturally (天生) lazy and not quick-witted, my eyes are not sharp in pursuing profit (利), and while I know the pain of lacking money, seeing someone flaunt their wealth makes my stomach churn and my mouth water with bitterness. Before the powerful (權勢), far from being obedient, my neck stiffens like a wild boar's. Because of this damnable temperament—unable to serve one employer (雇主) steadily, voicing complaints (不平) before anyone if things go wrong, even frequently flaring up with ill temper—I crawled into this barren (土薄) countryside corner, literally "men carrying loads on their backs, women on their heads" (男負女戴), just to find meager meals of barley<8> and millet rice. Therefore, it's not necessarily because I am indifferent (淡泊) to fame (功名) or honor (名譽感) that I slid out of the city; it's my own doing, yet there's nothing to be done (無可奈何).

What indeed did the city bestow upon me during my half-lifetime (半生)? Only alcohol, lost love (失戀), regrets (遺憾) about my circumstances, weariness (倦怠) with life (生), and a grey (灰色) view of life (人生觀). Didn't it cultivate a fin-de-siècle (世紀末的) mood (氣分) in me, a young romantic (로맨틔스트), causing this art youth (藝術靑年) of weak will (意志) to sink (沈淪) into momentary (刹那的) hedonism (享樂主義), branding (烙印) me as a pale (蒼白) intellectual (인테리)—a useless appendage (無用長物) in active society (活社會), a member of the mayfly stratum (蜉蝣層) in real life (實人生)—and try to cast me out onto the asphalt (아스팰트) like a vagrant (行旅病者)?
... Yet, my conscience (良心) was not yet paralyzed (麻痺), so I couldn't even muster the courage (勇氣) to become an early pro-peddler (프로行商) by smuggling (密輸入) pamphlet (팜플렡) fragments like others did.

From a young age, I set my sights on literature and art (文藝). I pretended to write poetry (詩), tried devising scripts (脚本), dabbled in making movies (映畵), and spent several years as a fruitless journalist (쩌낼리스트). Recently, quite unexpectedly, I find myself writing serialized novels (長篇小說) three or four times for newspapers aimed at least 30,000-40,000 readers (萬讀者). I often realize, sweating profusely (大膾 - likely 大汗, great sweat) down my back, that this is like trying to pull a camel through the eye of a needle. At the same time, I've realized even more keenly that the path of literature is as arduous (艱難) as walking barefoot through a field of thorns. To pioneer (開拓) this path, regardless of aptitude (素質) or duty (本分), requires a period of at least ten years of effort (努力) and training (修鍊), seemingly carving flesh and scraping bone, before one can even take the first step (第一步). However, born (生來) with a considerable wandering nature (放浪性), from my boyhood (少年時期) to this day, nearing middle age (長年期), my mental life (精神生活) too has wandered and groped through an unrealistic dream world (夢幻境). One who stumbles without setting a definite goal (目標) cannot have sincere action. One cannot expect great works (作品) to emerge.

It is already late. But from now on, I have promised and sworn to myself that I must liquidate (淸算) the ephemeral, dayfly-like life of the past, shatter the mirage (蜃氣樓) in my head with my own fist, and plant my feet firmly on the earth like the suction cups (吸盤) of an octopus (落指 - typo for 낙지), and stand up!
Before engaging in clumsy social service (社會奉事), lip-service self-sacrifice (自己犧牲), or becoming a slave (奴隷) to any ideology (主義), first gaze upon (應視) your own self <9>! Do not drive the stakes of your new life into a sandcastle (沙城); hammer them deep into the soggy mud. Pound them in deeply with a mallet!
『Having tasted the hardships of life (生活苦) for many years (多年間), he retreated into the selfish (利己的), solitary (孤獨) life he had dreamed of. The time when they entered their bourgeois (뿌루조아的) fantasy (幻想)—consisting of a small house (數間 斗屋) surrounded by a garden (花園) with a few sparsely planted trees (樹木), his wife's pastime, a small chicken coop (鷄舍), and his own piece of land (一片의 토지) where he indulged his hobby of vegetable cultivation (野菜栽培)—was when railways (鐵道) were fewer than stagecoaches (乘合馬車), humanity dreamed under kerosene lamps (石油燈), and the telegraph (電信) represented the highest invention (最高 發明) of mankind (人類).』
This is a passage I couldn't help but greet with a faint, bitter smile (微苦笑) while reading Blasco Ibáñez's (뿌라쓰코·이바니에스) short story (短篇) "The Kiss" (키쓰).
However, I am not trying to lead a selfish, solitary life, nor have I confined (監禁) my youth (靑春) within the "House of Brush-Plowing" because I developed a taste for the elegance (雅趣) of the medieval (中世紀的) countryside or wish to escape (逃避) reality (現實).
Rather, like a nun (修女) in a convent (修道院), reckoning it as nearly ten years of solitary confinement (獨房生活) after being caught planning something, I intend to escape the temptations (誘惑) of the city (都會) and the so-called cultural zone (文化地帶) and return once more to being a literary youth (文學靑年). Even if it's a life of utmost simplicity (一單食瓠飮), I intend to sustain it with my own hands and tread the path of thorns (荊棘) anew from the very first step (第一步).<10>

**Summary**

In this essay addressed to a friend, Sim Hun describes his recent move to a secluded thatched cottage he calls "P'ilgyŏngsa" (House of Brush-Plowing) in the remote countryside of Tangjin. He reflects on his disillusionment with city life in Sŏul, which he feels offered him only superficiality, frustration, and failed artistic endeavors due to his own unsuitable temperament and the city's corrupting influences. Comparing his modest setup unfavorably to the historical Chinese recluse Lin Bu, Sim Hun rejects notions that he is seeking patriotic exile, idyllic escape, or philosophical enlightenment. Instead, he frames his move as a conscious decision to shed his past, escape urban distractions, and rededicate himself fundamentally to the arduous path of literature from the ground up, embracing a simple, self-sufficient life to foster sincere artistic creation.

From a historical perspective, the article offers a valuable glimpse into the psyche of a Korean intellectual and writer during the colonial period (1935). It reveals the personal struggles against perceived societal corruption and materialism in the modernizing city, the tension between artistic ideals and the compromises needed for survival, and the romanticized yet harsh reality of rural retreat as a space for potential self-renewal and authentic work, away from the direct pressures and perhaps surveillance of urban colonial centers. Historians might find interest in Sim Hun's candid self-assessment, his blending of traditional East Asian literary allusions with modern disillusionment, his commentary on the difficulties faced by artists, and the implied critique of both urban colonial modernity and the limitations of romanticizing rural life.

**Named Entities**

筆耕舍	필경사	P'ilgyŏngsa
나는 生於長을 서울서 한지라 외모와 감정까지 「서울놈」을 못 면한다. 철두철미 놀고 먹는 도회인의 타잎인 것을 나 스스로 인정한다. 그러나 낙오자라고까지 저를 불르고 싶지는 않으나 도회에서 뜻을 이루지 못한 것은 숨길 수 없는 사실이다.
피천 샐 닢도 없는 놈이 「도회에서 命脈을 보전하려면 첫대 바지런하고 참새 굴레를 씨울만치나 약어서 百怜百悧해야 하고 월급쟁이면 중역이나 간부의 補脾胃를 하는 術策과, 무슨 사업이라고 해보려면 돈 잇는 자에게 무조건하고 叩頭百拜하는 별다른 五臟을 가저야 하고 권력 잇는 자에게는 阿諛苟容하는 心法과 허리가 곡마단의 계집애처럼 앞으로 착착 휘는 才操를 습득해야만 할 뿐 아니라, 겸하야 눈뜬 놈 코비여 먹는 天才가 구비되어야만 비로소 立身揚名을 할 수 잇은 萬古에 변함이 없는 진리요 鐵則이다.
그러컷만 나는 성격상 이 우의 여러 가지 조건 중에 하나토 들어 맞는 것이 없다. 구렝이 제 몸 추듯이 나 자신을 介潔한 선비요 淸廉剛直한 인물이라고 생각하는 것은 아니나 아무튼 天生으로 게을러 빨랑빨랑하지 못하고 利를 탐하는데 눈이 밝지 못하고 돈 없어 아쉬운 줄은 알면서도 돈자세 하는 놈을 보면 속이 메시꼬아 입에 군침이 돌고 권세 잇는 자의 앞에서는 고분 고분하기는 커녕 산도야지처럼 목덜미 뻣뻣해진다. 그래서 한 雇主를 꾸준히 섬기지 못하고 수 틀리면 누구 앞에서나 불평을 토하고 심지어 심술을 뿔끈 뿔끈 내는 밥 빌어먹을 성미 때문에 이 土薄한 시골 구석으로 조밥＜8＞ 보리밥을 얻어 먹으려고 그야말로 男負女戴하고 기어든 것이다. 그러니 반드시 功名이나 명예감에 淡泊하기 때문에 도회에서 미끄러진 것도 아니니 내 일이면서도 無可奈何다.

도회는 과연 나의 半生에 무엇을 끼처 주엇는가! 술과 失戀과 환경에 대한 유감과 생에 대한 권태와 그리고 灰色의 인생관을 주엇슬 뿐이다. 나 어린 로맨틔스트에게 일즉암치 세기말적 기분을 길러주고 의지가 굳지 못한 회뚝회뚝하는 예술청년으로 하야금 刹那的 향락주의에 沈淪케 하고 活社會에 無用의 長物이요 實人生의 蜉蝣層인 창백한 인테리의 烙印을 찍어서 행려병자와 같이 「아스팰트」바닥에다가 내여 버리려 들지 않엇든가.
... 그러나 아직도 양심만은 마비되지 않어서 남들과 같이 「팜플렡」조각을 밀수입 해 가지고 일즉암치 프로行商을 나설 용기조차 내지를 못하엿든 것이다.

나는 어려서부터 문예에 뜻을 두엇섯다. 시를 쓰는 체 각본을 꾸미는 체하고 영화 박히는 숭내도 내고 여러 해 보람 없는 쩌낼리스트 노릇을 하다가 최근에는 엉뚱하게 적어도 3,4萬독자를 상대로 하는 신문에 서너 차레나 장편소설을 쓰고 잇다. 바눌구녁으로 약대를 꺼집어 네러는 大膾함에 식은 땀이 등어리를 적심을 스스로 깨다를 때가 많다. 동시에 더욱이 문예의 길이란 가시밭을 맨발로 밟고 나가는 것이나 다름없이 艱難한 것을 깨달엇다. 이 길을 개척하고저 하면 소질과 本分이야 잇고 없고 간에 적어도 한 십년하고 살을 저미고 뼈를 깎어내는 듯한 노력과 수련을 쌋는 시기가 잇서야 비로소 第一步를 내어디딀 수가 잇슬 것이다. 그러나 生來로 방랑성을 다분히 타고난 나는 소년시기로부터 거의 장년기에 이르는 오날날까지 그 정신생활에 잇서서도 비현실적인 夢幻境을 더듬으며 헤매어 왓다. 앞길에 일정한 목표를 세우지 못하고 비틀거름을 치는 자에게 眞心한 행동이 잇슬 수 없다. 위대한 작품이 나오기를 바랄 수 없다.

이미 때는 느젓다. 그러나 이제부터래도 과거의 하루살이적 생활을 청산하고 머릿 속의 蜃氣樓를 내 주먹으로 깨트리고 발 박을 낙지의 吸盤과 같이 흙 우에 붙히고 일어서야만 할 것을 저 자신과 약속하고 또한 맹세한 것이다!.
엇줍지 않은 사회봉사 입에 발린 자기희생 그리고 어떠한 主義에 노예가 되기 전에 맨 먼저 너 자신＜9＞을 응시하여라! 새로운 생활에 말뚝을 모래성 우에 꽂지 말고 질척질척한 진흙속에다가 박어라. 떡메질을 해서 깊이 깊이 박어라.
『多年間 生活苦를 맛 보면서 꿈꾸든 이기적인 고독한 생활 속으로 은둔한 것이다. 몇 株의  樹木이 듬성듬성 선 花園에 에워 싸인 數間 斗屋과 안해의 소일거리인 조그만 鷄舍와 야채재  배의 취미를 가진 그의 一片의 토지를 이러서 그들이 뿌루조아적인 환상 속으로 들어간 것은 철도의 수가 승합마차보다도 적고 인류는 석유등 아래서 꿈을 꾸고 電信이 인생 최고의 발명을 대표할 때엿다.』
이것은 뿌라쓰코·이바니에스의 단편 「키쓰」를 읽다가 微苦笑를 금치 못한 一節이다.
그러나 나는 이기적인 고독한 생활을 영위하려는 것도 아니요 또한 중세기적인 농촌에 雅趣가 생겨서 현실을 도피하려고 「筆耕舍」 속에다가 청춘을 감금시킨 것이 아니다.
다만 수도원의 수녀와 같이 무슨 계획을 꾸미다가 잡혀가서 근 십년 독방생활을 하는 셈만 치고 都會의 유혹과 소위 문화지대를 버서나 다시금 一個의 문학청년으로 돌아가려는 것이다. 비록 一單食瓠飮의 생활이라도 내 손으로 지탱해 나가면서 荊棘의 길을 第一步로부터 고처 거르려는 것이다.＜10＞
＜6-10＞
