**Header Section:**
Magazine Title: 동광 제39호
Publication Date: 1932년 11월 01일
Article Title: 快活과 社交性이 豊富한 米國女學生의 생활 (The Lively and Sociable Life of American Female Students)
Author: 梨花專門敎授 朴마리아孃 (Ewha Professional School Professor, Miss Pak Maria)
Article Type: 소식 (News/Report)

**Body Text Translation:**

The Lively and Sociable Life of American Female Students
						Ewha Professional School Professor, Miss Pak Maria

To write this piece based on a short experience of three years with only a small fraction—a few hundred or thousand—of the millions of students across the United States of America feels quite presumptuous. However, setting aside the Northeast and the South Central regions, I would like to introduce a few common points or things that might serve as a reference for Korean students, based on my observations and experiences.

School Life (學窓生活). Within this term "school life," I mean things related to classrooms, libraries, reading, diligence, etc. To the unaccustomed eye, it is very easy to first get the impression that "they are people who only enjoy playing," but looking into the substance, it is definitely not like that. They play when it's time to play, but their passion for knowledge (智識熱) is astonishing. For example, from Monday to Friday or Saturday, it is difficult to find an empty seat in the campus library. One could also see this as a result of the educational system itself, which encourages students to explore, search, and dig to broaden their knowledge. In other words, it would likely not be an exaggeration to say that the knowledge they gain is like feeding themselves with their own hands, and the teacher (先生) merely introduces better methods (方道) and provides guidance (指導).

*Caption under photo: East Asian Exchange Students (Lower right is Miss Kim Maria)* Miss Kim Maria's fellow East Asian exchange students.

Campus Life Intertwined with Affection (情誼)

Now, their entire daily life can be divided into two types: the life of commuting students (通學生) and dormitory life (寄宿舍 生活).

Commuting Student Life. Usually, the majority of commuting students travel back and forth in their own automobiles (自動車), and besides that, with buses (뻐스), streetcars (電車), etc., the convenience (便利) of transportation (交通) is such that one could not wish for more. Of course, when it comes to matters concerning the entire <70> school student body, there is no difference between commuters and dormitory students, but commuters relatively miss out on the true taste (眞味) of communal living (共同生活) that dormitory students experience. However, the rich friendships of campus life (校庭生活) also foster affection for one's alma mater.

Campus Life (校庭生活). The first impression campus life gives to someone who has just arrived would be liveliness (快活性) and kindness (親切味). Although it's difficult for several hundred or thousand students to know each other by name (姓名) and be friendly, when meeting on campus, everyone exchanges greetings like "Hello" or "How are you?" with a smiling face (얼골) and a cheerful attitude (態度). Compared to the feeling or impression of passing by someone you know but pretending not to, or encountering someone who looks dispirited, how much more affectionate (多情) and friendly (友愛) it must seem—it hardly needs saying—to exchange even a single word, however briefly, under the shared identity of being fellow students of the same school, even if names are unknown. Consequently, they live lives with etiquette (禮儀). One might easily think that Westerners, basing everything on individualism (個人主義), would primarily focus on their own egos (自我中心) and not regard the personalities (人格) of third parties (第三者) as important (主要視). However, precisely because they center themselves and value individuality (個性), they respect (尊重視) and revere (尊敬) the individuality and personality of the other party (相對者). When a younger person (年小者) walks with an older person (年長者), they invariably yield precedence in walking, entering, and exiting (先行, 先入, 先出) to the elder. This fact, attitude, and behavior are astonishing to East Asians born in the so-called "Land of Propriety" (禮儀之國). Yet, the elder does not adopt an attitude as if sitting on a high pedestal (壇). Whether playing together in a group or interacting individually, there is utterly no sense of elder or younger; they mingle and entangle together, playing interestingly like peers (동모) or siblings.

American schools are sometimes classified as male or female schools, but co-educational systems (共學制) are common. When males and females are together in classrooms, libraries, or on campus, anywhere, they interact affectionately and kindly, seemingly without the feeling of "I am a woman" or "I am a man." However, the attitude (態度) and etiquette (禮儀) that should be maintained between the opposite sexes (異性) are always mutually recognized and observed (尊守).

Strictly Regulated Dormitory Life

Dormitory System (寄宿舍 制度). Usually, American universities have dormitories within the campus grounds. There are distinctions in size based on the number of students, and the location (位置) is chosen, as much as possible, near the school buildings (建築物) and in a bright (鮮明) place to provide convenience (便宜) to the students. All the facilities (設備) inside the dormitory are, to East Asian eyes, luxurious (奢侈) enough to be called so. At first glance, one might think that Americans, being individualists, are free in everything and thus entirely unrestrained (自在). However, the strict rules (嚴格한 規則) of communal living (共同生活) are no different.

Rising and Sleeping Times (起寢時間). Usually, 10:00 PM or 10:30 PM is bedtime (就寢時間). However, it doesn't mean one absolutely must turn off the lights and go to sleep at the exact time (定刻). After 10:00 PM, depending on individual circumstances (事情), one can stay up late or even all night, but strict silence (嚴格한 靜寂) is required (要求). The rising time is usually 6:00 AM or 6:30 AM.
What is astonishing about American female students is the speed (速한) of their preparation (準備) after waking up. Sometimes, seeing them still in bed (臥床) just 5 or 6 minutes before, one arrives at the dining hall (食堂) to find them already having done everything necessary and seated at the table (食卓). Of course, the majority (太半) have short hair (短髮), and even if not short-haired, their hair isn't long, but in any case, compared to us East Asian women (女性), it's surprisingly fast.

Meal Times (食事時間). Meal times vary among dormitories according to the school schedule, but being late for or absent (不參) from meals strictly prohibits (嚴禁) eating separately. Regarding food (飮食), each dormitory has someone who majored in nutrition science (營養學) to supply (供給) food that is required and appropriate (適當) for student life. <71> Therefore, in this respect, it can be said that the quality (質) is superior (優越) to food at private homes (私家). The time taken for meals is relatively long. In our custom (習慣), remaining silent (無言) during mealtime has been considered proper etiquette (禮節), but according to American customs (風習), a person who can engage in humorous and interesting conversation (滋味잇는 談話) at the dinner table (食床) is thought to be sociable (社交性) and amusing. This is also regarded as a form of etiquette. In other words (換言), mealtime also serves (兼하야) as a kind of social time. Serving at the table (食床 심부름) is sometimes done by students in rotation (當番 順序), but this is very rare; mostly, work-study students (苦學生) or other employed individuals (職業人) are used (使用).

Entry and Exit Times (出入時間). In American universities, the difference (差異) between first and second-year students and upperclassmen (上級生) is significant (甚합니다). Consequently, this atmosphere exists in the dormitories as well. Evening outings (夜間出入) for first and second-year students are strictly forbidden (嚴禁) unless accompanied by relatives (親戚) or upperclassmen. Of course, upperclassmen are permitted (許諾) to go out alone at night, but without special permission (特別許諾), they are required to return to the dormitory (入舘) by 10:00 PM, and everyone, regardless, is required to register their entry/exit times and locations (場所登錄).

Infirmary (病室). Every school has an on-campus school doctor (校醫) and nurse (看護婦), which is very convenient (便利) when students experience illness (疾苦).

Bedrooms (寢室) and Washrooms (洗面所). Usually, bedrooms are single rooms (獨房), or sometimes occupied by two people, but it is very rare for more than two people to stay in one room. Even when two people share a room (同宿), all furnishings (器具) (desk (冊床), desk lamp (冊床電燈), closet with mirror (體鏡골방), etc.) are set up for individual use, and everyone competes (競爭) to decorate (裝飾) their bedrooms cleanly and beautifully.

Exceedingly Interesting Social Life (社交生活)

It is said that humans are all social animals (社交的 動物) and have a strong herd instinct (群集性), but this instinct (本能) seems even stronger in Americans. Both male and female dormitories are equipped (具備) with social rooms (社交室) or reception rooms (應接室), but they are special in female student dormitories. The photographs (寫眞) and curtains (門帳) hanging on the walls (壁), the piano (피아노), radio (라디오), chairs (椅子), etc., all make visitors (來訪客) pause. One can always converse (面談) here with friends, regardless of gender. Fridays or Saturdays are often spent as social evenings. Sometimes, small parties (小宴會) or "tea parties" (티파티) are held, inviting peers from other rooms in the same dorm or friends from other dorms, spending the evening with songs and idle chat (閑談). Eating is not the main point; rather, the main purpose (主旨) of such gatherings (모힘) is to comfort (慰安) each other's feelings (懷抱) of being away from home in lodgings (客窓) and enjoy themselves, even if just sharing a cup of tea and a piece of pastry. For socializing, there are various entertainment parties (娛樂會). To name a few, the "Hobo Party" (호보파티)—closest perhaps to what we would call a costume parade (假裝行列)—is one. For the "Children's Party" (칠드렌스파티), anyone attending (參序) must become a child in dress (衣服), speech (言語), and actions (動作). Besides these, there are many parties (形形色色의 「파티」) according to the season (節期): Valentine's Day on February 14th (배린타인), April Fools' Day (속이는 날) on April 1st, Easter (復活節), Thanksgiving (感謝節), Halloween parties (할로인파티), etc. Their coming together as one, laughing and enjoying themselves regardless of age differences (年齡의 差異), reveals their optimistic philosophy (樂天主義) and positive outlook (樂觀思想). What first catches the eye of us, steeped in our customs where gender segregation (男女別) is severe, is their innocent (天眞) and free (自由) interaction between sexes (男女交際). It is common for them to accompany each other to classrooms, theaters (劇場), dances (舞蹈), picnics (野遊會), and walks (散步). From a certain perspective, their interactions might seem too disorderly (紊亂) and carry risks (危險性), but having grown up (生長) in such an environment (環境) from childhood, and with appropriate (相當) home training (家庭敎訓) and school education (學校敎育) regarding it, they are all innocent and equipped with the respective etiquette (禮節) they should possess, behaving like gentlemen (紳士) and ladies (淑女). Thus, the lives of American female students are orderly (順序的) and energetic (活氣), while also being warm (溫氣) and sociable (社交性). <72>

**Summary**

This article, written by Pak Maria, a professor at Ewha Professional School in 1932, describes the life of American female university students based on her three years of observation. She portrays them as academically diligent despite appearing playful, emphasizing their active use of libraries and self-directed learning. Socially, they are depicted as friendly, polite (even adhering to etiquette surprising to East Asians), and comfortable interacting in co-ed settings while maintaining propriety. Dormitory life is presented as well-equipped but strictly regulated regarding schedules and outings, contrasting with a vibrant social life filled with various themed parties where students enjoy themselves freely across age groups. The author highlights the students' orderliness, energy, warmth, and strong sociability.

From a historical perspective, the article offers insight into how Western (specifically American) culture and educational systems were perceived and presented to a Korean audience during the Japanese colonial period by an educated Korean woman. It implicitly contrasts American student life (independence, co-education, social freedom, structured yet comfortable living) with perceived Korean norms, potentially serving as both an informative piece and a subtle commentary on, or aspiration towards, modernity and different social/educational models for Korea. Historians might find the author's perspective, the specific details chosen for emphasis (like etiquette, co-ed interactions, dorm rules), and the intended audience (readers of 'Donggwang' magazine) valuable for understanding cultural exchange, elite Korean views on the West, and changing social ideals during that era.

**Named Entities**

北米合衆國	북미합중국	United States of America
寄宿舍 制度. 普通으로 米國大學은 校庭內에 寄宿舍를 둡니다. 學生數에 의하야 大小의 區別이 잇고 位置는 할 수 잇는 대로 學校 建築物에 가까운 곳, 또 鮮明한 곳을 擇하야 學生에게 便宜를 줍니다. 寄宿舍 안에 모든 設備는 東洋人의 眼目으로는 奢侈하다고 할만큼 되어 잇습니다. 얼는 생각할 때에 米國人은 個人主義者로서 모든 것에 自由롭다 하야 다 自在로울 듯 하지마는 共同生活의 嚴格한 規則은 다를 것이 없습니다.

起寢時間. 普通으로 저녁 10時나 10時 半이 就寢時間입니다. 그러나 꼭 定刻이 되면 불을 끄고 就寢해야만 하는 것은 아닙니다. 10時 以後면 個人의 事情에 의하여서 늦도록 或은 밤새도록이라도 잇을 수 잇으나 嚴格한 靜寂을 要求합니다. 起寢時間은 普通 6時나 6時 半입니다.
米國 女學生들의 놀낼 만한 것은 起寢後 準備의 速한 것입니다. 어떤 때는 5, 6分前까지도 臥床함을 보고 食堂에 와 보면 如前히 할 것을 다하고 食卓에 參席하여 잇습니다. 勿論 太半은 短髮이요 또 短髮이 아니라도 머리가 길지는 않지마는 何如間 우리 東洋 女性에게 比하면 놀납게 빠릅니다.
食事時間. 學校時間에 따라 各 寄宿舍의 食事時間이 다르나 食事時間에 늦거나 不參하는 境遇에 따로 食事를 함은 嚴禁입니다. 飮食은 寄宿舍마다 營養學을 專攻한 이가 잇어 學生生活에 要求되고 適當한 食物을＜71＞ 供給합니다. 故로 이 點에 잇어서 質로 보아 私家의 飮食보다 優越하다고 할 수 잇습니다. 食事하는 時間은 比較的 길게 걸닙니다. 우리 習慣으로는 食事時間에는 無言함이 禮節답게 생각해 왓지마는 米國人의 風習으로는 食床에서 우습고 滋味잇는 談話를 할 수 잇는 사람일사록 社交性 잇고 재미 잇는 이라고 생각합니다. 또 이것을 禮節의 하나아로 여깁니다. 換言하면 食事時間이면 兼하야 一種의 社交時間입니다. 食床 심부름은 或 學生들이 當番 順序로 하기도 하나 이것은 매우 드믄 일이요 大槪는 苦學生 또는 달리 職業人을 使用합니다.
出入時間. 米國大學에서는 1, 2年級生과 上級生과의 差異가 甚합니다. 따라서 寄宿舘에서도 그 氣分이 잇게 됩니다. 1, 2年級生의 저녁 出入은 親戚이나 上級生의 同伴이 없으면 嚴禁합니다. 勿論 上級生에게는 홀로 夜間出入을 許諾하지마는 特別許諾이 없이는 10時 以內에 入舘을 要求하며 누구를 勿論하고 出入時間 及 場所登錄을 要求합니다.
病室. 어느 學校에든지 校內에 校醫와 看護婦가 잇어 校內 學生에게 疾苦가 잇을 때에 퍽 便利합니다.
寢室 及 洗面所. 普通 寢室은 獨房이며 或 2人式 留하기도 하나 2人 以上이 한방에 留함은 매우 드뭅니다. 2人이 同宿하여도 모든 器具(冊床, 冊床電燈, 體鏡골방 等)은 다 各其 쓰게 設置되어 잇고 寢室은 모다 깨끗하고 어여쁘게 裝飾하느라고 서로 競爭합니다.

興味盡盡한 社交生活
사람은 다 社交的 動物이요 群集性이 强하다 하지마는 米國人에게 잇어서는 이 本能이 더 强한 듯이 보입니다. 男女寄宿舍를 勿論하고 社交室 或은 應接室이 具備하지마는 女學寄宿舍에는 特別합니다. 壁에 걸리운 寫眞門帳, 「피아노」, 라디오, 椅子 等이 다, 來訪客의 발을 멈추게 되엇습니다. 男女 親舊를 勿論하고 언제나 이곳에서 面談할 수 잇습니다. 金曜日이나 土曜日은 혼히 社交저녁으로 지내게 됩니다. 어떤 때는 이 房에서 저 房 동모들을 請하야 或은 이 寄宿舍에서 저 寄宿舍 親友들을 請하야 小宴會 「티파티」를 열고 노래와 閑談으로 저녁을 보냅니다. 먹는 것이 主가 아니라 다만 차한잔 菓子 한 조각을 나누면서라도 집 떠난 客窓의 懷抱를 서로 慰安해 주며 즐김이 이런 모힘의 主旨입니다. 社交로는 여러 가지 娛樂會가 잇습니다. 몇 가지를 들면 「호보파티」 우리 말로 하면 假裝行列이라고 할 것이 第一 近似할 듯 합니다. 칠드렌스파티」 누구나 이 모힘에 參序하려면 衣服 言語 動作에 어린이가 되어야 합니다. 이밖에 節期를 따라 形形色色의 「파티」가 많습니다. 2월 14일 배린타인, 4월 1일(속이는 날) 復活節, 感謝節, 할로인파티等입니다. 年齡의 差異를 不顧하고 한덩어리가 되어 웃고 즐김이 그들의 樂天主義 樂觀思想을 들어냅니다. 男女別이 甚한 우리 風習에 젖인 우리의 眼目에 먼저 띠우는 것은 그들의 天眞스럽고 自由로운 男女交際입니다. 敎室, 劇場, 舞蹈, 野遊會, 散步에 동무함이 普通입니다. 어느 點으로는 그들의 交際가 너무 紊亂한 듯도 하고 危險性도 잇어 보이나 그런 環境에서 어려서부터 生長하엿고 거기 대한 家庭敎訓, 學校敎育이 相當하므로 모다 天眞스럽고 또는 各其 가질 禮節을 가추엊�고 紳士답고 淑女답습니다. 이러케 米國 女學生들의 生活은 順序的이며 活氣가 잇는 同時에 溫氣가 잇고 社交性이 잇습니다.＜72＞
＜70-72＞
