Magazine Title	三千리 제6권 제5호
Publication Date	1934년 05월 01일
Article Title	日本을 目標로 한 蘇·米·英의 極東戰備 (Soviet, American, and British Far East Military Preparations Targeting Japan)
Article Type	논설 (Editorial/Opinion Piece)

Soviet, American, and British Far East Military Preparations Targeting Japan

With the crisis of 1936, the year after next, right before our eyes, theories of a second Russo-Japanese war, an inevitable US-Japan war, and Anglo-Japanese conflict are being noisily discussed here and there.
"If there's a war, Japan will probably start with Russia first."
"No, Russia probably won't fight alone. It seems likely they will declare war on Japan jointly with America."
"That's not it either. Japan's true enemy is neither Russia nor America, but Britain."
While thinking this might be so, on the other hand, some argue for a war between Anglo-American forces versus Japan, or the World Powers versus Japan. Indeed, within Japan, alarm bells, eighty percent based on speculation (臆設 八分), are ringing wildly.
Japan might pass through 1936 without incident (some say 1938 is the true crisis), but in any case, it is true that the situation is urgent. It might even lead to hostilities before 1936. If so, will the enemy be Russia? Britain? America? Or perhaps a combined force of two of these nations, or even a three-nation alliance? If unfortunately circumstances turn out that way, Japan might even find itself fighting the entire world. Looking back at the history of warfare, it is clear that the causes of war often start from extremely trivial incidents (些細한 事件). Right now, the conditions ripe for war to begin around Japan have fully matured. Therefore, we cannot know if it might start even tomorrow. If war breaks out, the first issue will be the military strength of the conflicting nations in the Far East. Japan <60> will likely pursue a strategy of immediate decisive battle (卽戰卽決), said to be its treasured heirloom tactic (傳家의 寶力), but it must defeat these enemies in one fell swoop before the main forces from their home countries can even deploy to the Far East. Let us now examine the military preparations of the Powers regarding the Far East, starting first with the navies.

Naval Fleets of the Powers in the Far East

The United States of America possesses the Asiatic Fleet, based at the Cavite (갸삐데) Naval Base in the Philippines. The Commander-in-Chief is Admiral Ranku (랑쿠氏), and the flagship is the Augusta (오-가스다) (a 10,000-ton cruiser). The composition of the Asiatic Fleet includes 1 heavy cruiser, 1 light cruiser, 14 destroyers, 11 submarines, 2 oceanographic survey ships (O海船), 1 auxiliary aircraft carrier (航空補助母艦), 2 aircraft squadrons (飛行機 2中隊), 10 auxiliary ships (特務艦), 12 gunboats for patrol on the Yangtze (長江) and in South China (南中), 1 yacht (욧도), etc. In addition, there are 9 special service vessels (特務艦艇) for Philippine patrol, and for the defense of Guam (가무), 1 gunboat and 2 special service ships (特務船). Although its base is the aforementioned Philippines, its main anchorage, like the Far East garrisons of Italy and the Far East Fleet of France, is also Shanghai (上海).
The base for Great Britain's China Fleet is Hong Kong (香港), with Commander-in-Chief Admiral Sā (사-大將), and the flagship is the Kent (게르도) (a 10,000-ton cruiser). It consists of the 5th Cruiser Squadron with 6 ships, 9 destroyers, 1 submarine flotilla (潛水隊), 11 submarines, 1 submarine tender (潛水母艦), 17 river gunboats (河用砲艦), 4 sloops (스루-뿌), 1 aircraft carrier, and 2 aircraft flights (飛行機 2小隊). Besides this, there is the East Indies Fleet, and the Australian Navy (濠洲海軍) and New Zealand Navy (뉴-지란도 海軍) which can merge with the British Home Fleet.
France has the French Indochina Naval Department based in Saigon (사이곤). Its composition includes 3 gunboats, 3 river gunboats (河砲), 3 survey ships (測量艦), 1 submarine tender, etc. Its Far East Fleet comprises 1 light cruiser, 6 gunboats, and 5 river gunboats, based in Shanghai. Italy has its Far East Garrison Force (極東警備隊), based between its homeland and Shanghai, consisting of 1 light cruiser, 1 gunboat, and 1 river gunboat (河川用砲).
The current status of the Powers' navies in the Far East is as described above, but it goes without saying that they will be appropriately augmented should the situation become critical. Furthermore, Australia (濠洲) is planning the construction of a large fleet including 4 cruisers, and the United States, with the surplus capability from its successful 6-aircraft formation flight over the 2,098 miles <61> between San Francisco (桑港) and Hawaii (布哇), is attempting flight breaches over Guam (구암) and the Philippines (휘립핑), so the basis for calculating military strength must be placed on the actual power of the Great Powers' navies. Lastly, regarding Russia's fleet, it possesses gunboats and naval air units on the Amur River (아무-루河), as well as a strong fortress and an unknown number of submarines in Vladivostok (海參威).

Armies of the Powers in the Far East

In terms of numbers, China's army undoubtedly holds the first position in the Far East. Just the regular troops belonging to the Central Government (中央政府) and various warlords (各 軍閥) exceed 2 million (Japan's standing army is 230,000). There are 150 divisions (師團), and additionally 54 independent brigades (獨立旅團), 5 cavalry divisions (騎兵師團), 10 independent cavalry brigades (獨立騎兵旅團). Besides the regular army, numerous bandit groups (土匪團) possess military strength comparable to the army and are often reorganized into army units, but this strength cannot be quantified.
Next is the Soviet Union's Far East Army, which is not only large in quantity but can also be considered among the world's finest in quality. Detailing its disposition: in Irkutsk (일쿠-쓰쿠), a key location by Lake Baikal (바이칼湖畔), there is 1 cavalry division. In Chita (치따), there is 1 infantry and 1 cavalry division each, along with some heavy artillery regiments (重砲團), armored car units (單車隊), and mechanized units (機械化部隊). In Blagoveshchensk (부라고에시첸스구), there are 3 infantry divisions and armored units (戰車隊). In Khabarovsk (하바로후스구), there is 1 infantry division and armored units. In Iman (이만), there is 1 artillery division. In Nikolsk (니고리스크), there are 2 infantry divisions, 1 artillery division, heavy artillery regiments, and armored units. And in Vladivostok (海參威), there is 1 infantry division, forming an encirclement posture around Manchukuo (滿洲國). Furthermore, what requires attention regarding the Red Army (赤軍) is its possession of a formidable air force. There are air units (飛行隊) in the aforementioned Irkutsk, Chita, Blagoveshchensk, Khabarovsk, Nikolsk, and Vladivostok, with particularly powerful air units stationed in Chita and Vladivostok. The Far East Air Force belongs to the XXX Type (XXX型), with an operational radius far exceeding 1,000 kilometers, capable of attacking Tokyo (東京) from Vladivostok and still returning.
Also, in China, there is the Sino-German airline (中國航空路), established with German capital (獨逸界 資本), running from Tacheng (塔城) in Xinjiang Province (新彊省) <62> through Dihua (迪化), Lanzhou (蘭州), Xi'an (西安), Luoyang (洛陽), etc., to Beiping (北平) (this route has a branch line from Luoyang via Nanjing (南京) to Shanghai). American-capitalized airlines (米國資本으로 된 航空路) include one from Shanghai via Tianjin (天津) to Beiping, another from Shanghai to Fuzhou (福州), Xiamen (厦門), and Guangdong (廣東), and yet another from Shanghai via Hanyang (漢陽) and Yichang (宜昌) to Chongqing (重慶). In Fuzhou, currently amidst turmoil, there is a famous large-scale airfield (飛行場). In essence, however, China's current aviation business is monopolized by America and Germany (獨). How effectively aviation can be utilized in times of emergency (一朝有事) is something we can sufficiently gauge with common sense.

War is Unavoidable

Last spring, the famous American Far East expert General Uiriyam (우이리얌 將軍), when proposing the establishment of a Department of Defense (國防省新設) in the US House of Representatives (米國下院), gave a speech like the following:
"On the Pacific coast, there is a wealthy, powerful nation that could be seen as a world hegemon. I have traveled with them through Siberia (시베리야), Manchuria (滿洲), and Japan (日本), and they possess thoughts just like those of Genghis Khan when he set out on his conquests. Whether we desire it or not, we will inevitably face a clash with them sooner or later. In such circumstances, for the United States to cease strengthening its air force is a great mistake."
The phrase 'a wealthy, powerful nation that could be seen as a world hegemon' undoubtedly refers to Japan. Secretary of the Navy Swanson (스완손 海軍長官) and General Stanley (스탄레- 將軍) also hold similar views, and it is said there are many others. So, what about Russia? Karl Radek (가-루라뎃쿠), an influential leader of Russia's Far East policy, stated the following in the New Year 1934 issue of the American magazine *Foreign Affairs* (후오-렌誌):
"Japan, fearing it would lose its monopolistic position in the Far East due to the industrialization of Siberia, abrogated the Washington (와싱톤) and London (론돈) treaties and occupied Manchuria, but <64> it is busy preparing to occupy China before America can seize it economically. Japan aims to become the hegemon of Asia (亞細亞), and former Army Minister Araki (荒木前陸相) openly boasts about this."
Stalin (스타-린), Voroshilov (되로도후), and Litvinov (리도뷔노프) are also saying similar things.
The two great powers surrounding (闈僥한) Japan now view Japan with hatred (憎惡視하고). They see Japan seeking outlets onto the continent and the sea as disrupting (攪할) Asia.
In any case, it seems true that Japan is fated to fight sooner or later.<64>

**Summary**

This 1934 article from the Korean magazine "Samch'ŏlli" discusses the perceived military buildup by the Soviet Union, United States, and Great Britain in the Far East, interpreting it as explicitly targeting Japan. It details the naval and land forces of these powers (and others like France, Italy, China, Australia, New Zealand) stationed in the region, emphasizing the Soviet military presence surrounding Manchukuo and the potential threat posed by long-range Soviet bombers and foreign-capitalized air routes in China. The article quotes American and Soviet figures expressing concern or hostility towards Japan's expansionist ambitions, concluding that a major conflict involving Japan is almost inevitable due to these geopolitical tensions and Japan's drive for dominance in Asia. For historians studying Korean colonial history, this article is revealing as it showcases how Japanese imperial narratives and anxieties about international encirclement were disseminated to the Korean public. It reflects the militaristic atmosphere of the time and frames Japan's actions as defensive or necessary in the face of perceived threats, likely aligning with the perspectives promoted by the colonial government.

**Named Entities**

日本	일본	Ilbon
北米合衆國은 휘립빙에 갸삐데軍港을 根據로 아지아艦隊를 所有하다. 司令長官은 海軍大將 랑쿠氏 旗艦은 오-가스다(1萬噸의 巡洋艦)이다. 亞細亞艦隊의 編成은 大型巡洋艦 1隻 輕巡洋艦 1隻 驅逐艦 14隻 潛水艦 11隻 O海船 2隻 航空補助母艦 1雄, 飛行機 2中隊 特務艦 10隻 長江 及 南中警備의 砲艦 12隻 욧도 1隻 등이며 이외에 휘립핑 警務特務艦艇 9隻 가무警備로 砲艦 1隻 特務船 2隻을 가지고 잇다. 根據地로는 前記의 휘립핑이지만 主要繫留港은 伊太利의 極東警備隊와 佛蘭西의 極東艦隊와 갓치 역시 上海이다.
英吉利中國艦隊의 根據地는 香港으로 司令長官은 사-大將 旗艦은 게르도(1萬噸의 巡洋艦이다. 第5 巡洋艦戰隊 6隻, 驅逐 9隻, 潛水隊 1隻, 潛水艦 11隻, 潛水母艦 1隻, 河用砲艦 17隻, 스루-뿌 4隻, 航空母艦 1隻, 飛行機 2小隊로 되여 잇다. 그리고 이외에 東印度艦隊가 이스며 英本國의 艦隊와 合流할 수 잇는 濠洲海軍이며 뉴-지란도 海軍 등이 잇다.
佛蘭西는 사이곤을 根據地로 佛領印度中國海軍部를 가지고 잇다. 그 編成으로는 砲艦 3隻, 河砲 3隻, 測量艦 3隻, 潛水母艦 1隻등이며 極東艦隊는 輕巡洋艦 1隻, 砲艦 6隻, 河用砲艦 5隻으로 上海에 根據地를 정하고 잇다. 伊太利는 本國과 上海를 根據地로 하며 輕巡洋艦 1隻, 砲艦 1隻, 河川用砲 1隻의 極東警備隊를 가지고 잇다.
極東에 대한 列國海軍의 現勢는 前記와 갓흐나 風雲의 급하게 되면 적당히 增大할 것은 물론이다. 그리고 濠洲는 巡洋艦 4隻의 大艦隊 建造를 예정하고 잇스며 米國은 桑港 布哇間 2천 98哩<61> 6機編隊 行城功의 餘力으로 구암 휘립핑의 翔破를 企圖하고 잇스닛가 兵力算定의 基礎는 列强海軍의 實勢力에 두지 안으면 안될 것시다. 마즈막으로 한 말할 것은 露國의 艦隊로 아무-루河에 砲艦과 海軍航空隊 그리고 海參威에 堅固한 要塞과 艦數不明의 潛水艦을 가지고 잇는 것시다.

列强의 極東陸軍

極東에 대한 陸軍은 其數로 보아 단연 中國의 第1位를 점할 거시다. 中央政府와 各 軍閥에 속하는 正規兵만 하여 모 실로 200만이 넘으며 (日本의 常備兵은 23만)師團은 150師團인데 其他에 獨立旅團이 54騎兵이 5師團 獨立騎兵旅團이 10 또 正規兵외에 多數의 土匪團이 軍隊와 同樣의 實力을 가지고 자조 軍隊에 改編되나 이 兵力은 算定할 수 업다.
다음으로는 蘇聯의 極東軍인데 양으로 물론 만치만 질로도 世界에 가장 優秀하다고 볼 수잇다. 이제 內幕을 자세이 기록한다면 바이칼湖畔의 要地 일쿠-쓰쿠에는 騎兵 1師團이 잇고 치따에는 步兵과 騎兵이 각 1師團式에 若干의 重砲團과 單車隊 機械化部隊 등이 이스며 부라고에시첸스구에는 步兵 3師團과 戰車隊가 잇고 하바로후스구에는 步兵 1師團과 戰車隊가 잇다. 그리고 이만에는 砲兵이 1師團이 잇고 니고리스크에는 步兵 2師團에 砲兵이 1師團과 重砲團 戰車隊가 이스며 海參威에는 步兵 1師團이 잇서서 滿洲國包圍의 隊勢를 잡고 잇다. 더옥 赤軍에 대하야 注意할 것은 精銳한 空軍을 가지고 잇는 거시다. 前記의 일구-쓰구 치따 부라곤첸스꾸 하바로후쓰쿠 니고리스쿠 海參威 등지에 飛行隊가 이스며 특히 치따와 海參威에는 강력한 飛行隊가 駐屯하여 잇다. 極東飛行隊는 XXX型에 속한 것으로 行動半徑은 1천키로를 훨신 超過하야 海參威에서 출발한다면 東京을 襲擊하고도 歸還할 수 잇다.
그리고 中國에는 獨逸界 資本으로 된<62> 新彊省 塔城에서 迪化, 蘭州, 西安, 洛陽 등을 것처 北平까지 이르는 中國航空路가 잇다(이 航空路는 洛陽에서 南京을 거처 上海까지 도달하는 支線이 잇다.) 米國資本으로 된 航空路에는 上海에서 天津을 지나 北平에 밋는 것과 上海에서 福州, 厦門, 廣東에 이르는 것이며 또 上海에서 漢陽 宜昌을 지나서 重慶에 도달하는 것 등 잇다. 目下動亂의 過中에 잇는 福州에는 유명한 대규모의 飛行場이 잇다. 그러나 요컨대 현재의 中國航空事業은 米와 獨이 獨占하고 잇다. 航空事業이 一朝有事의 際에는 엇더케 有効하게 活用되는 것인가는 우리들의 常識으로도 충분히 斟酌할 수 잇는 바이다.

開戰은 不可避

작년 봄 米國의 유명한 極東通 우이리얌 將軍은 米國下院에서 國防省新設을 提議할 때에 아래와 갓흔 연설을 한 일이 잇다.
『太平洋沿岸에는 세계의 覇者로 볼 수 잇는 富强有力한 一國이 잇다. 나는 그들과 갓치 시베리야와 滿洲 그리고 日本으로 단녀 보앗지만 그들은 맛치 저 成吉思汗이가 遠征에 나아간 때와 갓흔 생각을 가지고 잇다. 우리의 欲否를 물론하고 우리들은 조만간 그들과 衝突을 면치 못할 거시다. 이러한 정세에 잇스면서 米國이 空軍充實을 그치 안는다는 것은 큰 잘못이다.』
이 中 『세계의 覇者로 볼 수 잇는 富强한 國』이라한 것은 말할 것도 업시 日本을 指稱한 말이다. 스완손 海軍長官과 스탄레- 將軍들도 역시 이와 갓흔 생각을 가지고 잇스며 其外도 만타고 한다. 그러면 露國은 엇던가. 露國의 極東政策의 유력한 指導者 가-루라뎃쿠는 米國의 후오-렌誌의 1934년 新年號에 다음과 갓흔 말을 하엿다.
『시베리아의 工業化한 결과 極東에 대한 獨占的 地位를 일을가바 겁내는 日本은 와싱톤과 론돈의 兩條約을 破棄하고 滿洲를 占領하엿지만<64> 米國이 경제적으로 中國을 把据하려는데 압서서 中國을 占領하려고 준비에 奔忙중이다. 日本은 亞細亞의 覇者될 것을 목적하는 것이지만 荒木前陸相은 公然 이것을 場言하고 잇다』
스타-린과 되로도후 그리고 리도뷔노프들도 이와 갓흔 말을 하고 잇다.
日本을 闈僥한 2大 列强이 지금 日本을 憎惡視하고 잇다. 日本이 大陸과 바다로 活路를 구하고 잇는 것을 그들은 亞細亞를 攪할 것으로 보고 잇다.
하여간 日本은 조만간에 싸우지 안으면 안될 운명에 잇는 것만은 사실이다.<64>
<60-64>
