Magazine Title:	삼천리 제6권 제5호
Publication Date:	1934년 05월 01일
Article Title:	有憂의 士에 與함 (To the Concerned Scholar)
Author:	薛泰熙 (Sŏl T'aehŭi)
Article Type:	논설 (Editorial/Essay)

有憂의 士에 與함
						薛泰熙

(Continued) Confucius said, "The Way (道) is twofold: Benevolence (仁) and Non-benevolence (不仁), that is all." And Mencius said, "The Three Dynasties gained the empire through Benevolence; their loss of the empire was through Non-benevolence." Will modern science deny the principle that one gains through Benevolence and loses through Non-benevolence? Mencius said, "Those skilled in warfare suffer the highest punishment; next are those who unite the feudal lords; next are those who open up grasslands and make the land arable." In the recent Great European War, was it not Germany that deserved the highest punishment? And were not the Allied Powers and the Entente Powers the next? Wan Chang (萬章) asked, "It is said Yao (堯) gave the empire to Shun (舜). Is this so?" Mencius replied, "No. The Son of Heaven cannot give the empire to another." He also said, "Then who gave Shun the empire?" Mencius replied, "Heaven (天) gave it to him. When Heaven gave it to him, did it instruct him explicitly?" Mencius replied, "No. Heaven does not speak. It simply showed its will through his conduct and deeds." He also asked, "What does it mean to show through conduct and deeds?" Mencius replied, "The Son of Heaven can recommend a person to Heaven, but he cannot make Heaven give him the empire. A feudal lord can recommend a person to the Son of Heaven, but he cannot make the Son of Heaven give him a feudal state. A great officer can recommend a person to a feudal lord, but he cannot make the feudal lord give him the position of a great officer. In the past, Yao recommended Shun to Heaven, and Heaven accepted him. He presented him to the people, and the people accepted him. Therefore, I say Heaven does not speak; it simply showed its will through his conduct and deeds." He also asked, "May I ask what is meant by 'recommended him to Heaven, and Heaven accepted him; presented him to the people, and the people accepted him'?" Mencius replied, "He was appointed to preside over the sacrifices (establishing his legitimacy - 名正), and all the spirits accepted them (symbolizing the harmony of the universe - 洋之和翕하는 象徵을 指稱하는것); this shows that Heaven accepted him. He was appointed to manage the affairs (proving his substance - 言實), and the affairs were well-managed, so the hundred surnames were content with him; this shows that the people accepted him. Heaven gave it to him, and the people gave it to him. Therefore, I say, 'The Son of Heaven cannot give the empire to another.'" Is not whether Heaven accepts and the people accept the causal relationship between Benevolence and Non-benevolence? Then, does not the gaining and losing depend on one's own Benevolence or Non-benevolence? Looking at this from the logic of science, isn't this the causal relationship between Nature (Heaven - 天) and Necessity (Human action - 人爲)? Therefore, I declare that where the Way of the King (王政) of Confucianism meets, there is no contradiction with modern scientific logic.

Since this is the meaning of revolution seen from the perspective of the Way of the King (王道), it means that a king only needs to gain sufficient popular support and respond to the Mandate of Heaven (naturally rising in status) <77> to be adequate. Furthermore, why must the recommendation and acceptance only apply to dynastic revolutions (易姓革命)? Even the presidential system of modern democratic nations likely has no contradiction with the Way of the King. As you know, the Way of the King, rephrased in today's terms, is not the slightest bit different from freedom, equality, and democracy (데모쿠라시-). It matters not whether the head of state is an emperor or a president. Just like the saying, "Even Yao and Shun worried about there being even one person not finding their proper place (無一民不得其所)," the common idea should be to realize "no person left without their proper place" as much as possible. I believe there is no principle superior to this, even compared to any extreme socialism of the present day. However, it is an unavoidable fact that there will be gains and losses depending on the time and place, and for such things, there must surely be a method. This is an unavoidable defect for any politics or religion not initially based on ethics, but Western-style democracy (데모쿠라시-) is too fragmented (區區) and too trivial (齷齪). If one digs into the history from so-called Hebrew thought to Greek intellectualism, from Greek intellectualism to pragmatism (푸래구마지쯤), and from pragmatism to theories of will, emotion, and intellect (志情意論), the so-called New Romanticism, one finds that the Renaissance movement largely started with Leonardo [da Vinci], and the painstaking efforts of philosophers like Nietzsche, Stirner, Ibsen, Zola, Flaubert, James, Eucken, Bergson, etc., have all contributed to the material civilization of Europe and America (歐美). Regarding their doctrines and personalities, one cannot grasp even the outline with fragmentary words, but broadly summarizing, they include Naturalism (whether intellectual naturalism, emotional naturalism, or materialistic naturalism), Individualism, Übermensch philosophy, Evolutionism, Nihilism, Pragmatism (行爲眞理論), and Voluntarism/Emotionalism (情意論). It seems terribly fragmented (區區). Consequently, everything they do seems excessively trivial (齷齪) and excessively fragmented (區區). The result of the French Revolution (佛國革命), achieved through staging countless tragic situations and offering innumerable sacrifices, amounted merely to the single affair of popular suffrage, unable even to touch upon the economy, the foundation of politics. Then, the November Revolution in Russia (俄羅斯), which arose using the self-inflicted explosion of the recent Great War as an opportunity, is in the process of realizing economic democracy, but this too was merely a struggle for food (鬪食運動), so peace has not yet even sprouted its seeds. This seems to be because Euro-American civilization was from the beginning based on Individualism and Rights-ism (權利主義), making everything they do fragmented and trivial. Regarding the pervasive anxiety arising from the prosperity of material civilization, their philosophy seems yet unable to provide material for solace. Setting aside the lack of solace, their philosophy itself is one that has increasingly created anxiety.

10

Individualism! Utilitarianism (惟利主義)! Power-ism (惟權主義)! Regardless of which one, <78> they are the source of fragmentation and inability to unite (落落難合). It is undeniable that Euro-American material civilization was produced from this Individualism, Utilitarianism, and Power-ism. However, since one cannot live by material alone, Peace-ism (平和思想) and Socialism, the self-dug graves of the three doctrines of Individualism, Utilitarianism, and Power-ism, inevitably arose in the end. Hu Shih (胡適) loudly proclaimed that in 4,000 years of China (中國), not one Kant had emerged. However, merely 42 years after Kant's death, Eucken, born in Kant's birthplace, Germany (獨逸), grew up and reportedly said the following: "That Kant said the world manifests only in utility (惟利性). When, through reason, one merges into the realm of quiescent, motionless true reality (眞實在), the true universal necessity (眞의 萬有的 必然의 一致鄕), at that time, 'I am solitude, I am freedom. I am my own king.' Is it truly the duty of a philosopher to wander in such a state of absorption (三眛境) and savor solitude alone? It is not so!" Thus he (Eucken) cried out. His counter-argument or assertion was as follows: "Seeking answers to the value and meaning of life in the history of philosophy, I have obtained the following six types: (1) Religion, (2) Immanent Idealism (內在惟心論), (3) Naturalism, (4) Intellectualism (知力主義), (5) Socialism, (6) Individualism. Regarding these, I set the standard for critique with the following three requirements: 1. It must provide a solid foundation for life. 2. It must make human freedom possible. 3. It must liberate humanity from base motives. Thus, it seems he aimed to unify the traditional subjective and objective views. He called resolution and action 'activity,' and stated that this activity is precisely the harmonious fusion of humanity and the world. That is, the so-called Personalistic, Activistic, Grasping-Real-Life (實生活把持), also known as Pragmatism (行爲眞理論), is said to be the characteristic of Eucken's philosophy. Not only Eucken held this view; Bergson also held similar views. The trend of so-called modern Euro-American philosophy, whatever it may be, all stems from the source of James's Pragmatism (젬스푸래그만틔쯤) and tends towards new philosophies emphasizing will (志), emotion (情), and intellect (意).

11

Philosophy! Even looking at it as philosophy, it is still fragmented (區區). For example, demanding democracy (데모쿠라시-), there's democracy in human rights, democracy in education, again democracy in politics, and yet again democracy in industry, etc. Counting like this, one must demand democracy <79> ten thousand times (萬飜) in ten thousand aspects (萬般) of human life; just hearing this causes a headache. Similarly, the so-called reason, intellect, nature, individual, superman, society, subjectivism, emotionalism, voluntarism, spirit, flesh - they are fiercely fragmented and unable to unite (落落難合). It is not that Eastern (東洋的) doctrines and theories are not also diverse, but they are not as fragmented and meticulous (區區瓚瓚) as the Western ones. For instance, even an intellectualist (主知者) cannot deny emotion (情), and how could an emotionalist (主情者) act without employing intellect (知)? But the way they all excessively proclaim their views seems to be an angular habit stemming from the lineage of so-called Individualistic thought. Sun Yat-sen's (孫文) Three Principles of the People (三民主義) are now treated by his party factions politically as some doctrine or philosophy, but originally, doctrines and philosophies are not produced from temporary, expedient terms and phrases. When I heard that Chang Tso-lin (張作霖) once suggested adding 'People's Virtue' (民德) to these Three Principles to make it Four Principles of the People, I remarked at the time that Mr. Chang too writes essays without reading books (不讀書而文章). If the philosophy is driven by Nationalism (民族), Livelihood (民生), and Rights (民權), wasn't the later Five Races Under One Union (五族統一) movement contradictory to Nationalism? Since Rights (民權) inherently includes the ideal of Livelihood (民生), isn't creating a separate category called Livelihood also contradictory? Moreover, to establish a 'doctrine' (主義), isn't it somewhat ignorant to define it without its elements being constituent conditions or having horizontal inclusiveness (橫的 涵包)? The so-called Nationalism, Rights, and Livelihood are disparate elements (殊別性) that cannot be encompassed vertically (縱); they are non-synthetic materials forcibly combined to create a doctrine. In other words, it is a forced theory (抑說) based on unscientific ethics. If we were to follow its pattern, if Livelihood and Rights are to be doctrines, then not only should People's Virtue be added to the doctrines, but People's Learning (民學) could be added, and People's Governance (民政) could also be added. And why stop at People's Governance and People's Learning? People's Arts (民藝) should be added, and People's Welfare (民福) should also be added, right? And again, why stop at People's Arts and People's Welfare? People's Profit (民利), People's Joy (民樂)... [This creates] the suspicion of becoming a "village of shame" (恥鄕). Although Sun Yat-sen rejected Confucianism, the illustrations for the Three Principles of the People thoroughly trace the three doctrines of the Spring and Autumn Annals (春秋三主義). My saying this does not stem from an intention to denigrate the worship of Sun Yat-sen. While advocating for freedom and equality that abhors such worship and self-righteousness, why can't I add this? If we proceed like this, won't an infinite number of doctrines inevitably arise? Should we not then say, "Why not unify it all under the single phrase 'Democracy' (民主一言以統之乎아)?" Is this not because Mr. Sun's philosophy was immature and crude, absorbed from Western-style Individualism? <80>

12

The words of sages and philosophers strive for brevity as much as possible, but the words of ordinary people are extremely complex and lack focus. Not only that, but these thoughts mostly transformatively plagiarize the remnants (餘唾) of predecessors, pretending they are their own creations. How detestable is their immorality and shamelessness? Such tendencies increasingly usurp the human world. "Sometimes one usurps the person but not the context, sometimes one usurps the context but not the person, sometimes one usurps both person and context, sometimes one usurps neither person nor context (有時乎奪人不奪境 有時乎奪境不奪人 有時乎人境俱奪 有時乎人境個不奪)." As this saying goes, why must one be biased towards either the subjective or the objective? Mocking the objective from the subjective viewpoint or criticizing the subjective from the objective viewpoint both fail to avoid the flaw of bias. It is a great regret that the human mind, capable of encompassing the universe (宇宙を呑吐する人生的腦量), fails to grasp the proper middle ground. The so-called most advanced modern thoughts, such as Eucken's Activism (實現主義) (what Confucianism calls 'The Way lies in everyday things' - 道在日用事物之間), Personalism (人格主義) (what Confucianism calls 'Among Heaven, Earth, and all things, only humans are most noble' - 天地萬物之間, 惟人最貴), God-Man Fusionism (神人融合主義) (Confucianism's 'Heaven and Man interact' - 天人相與), and Bergson's Intuition (直觀) (Confucianism's 'innate knowledge' - 良知), Instinct (本能) (Confucianism's 'innate ability' - 良能), and the idea that reality is duration, i.e., movement (實在는 持續卽運動) (Confucianism's 'Heaven's movement is ever vigorous; thus the superior man strives unceasingly... changing and moving, never resting, flowing everywhere through the void' - 天行健 君子 以 自强不息......變動不居周流亦虛)—all these are touted as the most advanced thoughts today, refined through all philosophy since Greece. However, from the perspective of Confucianism (儒學), these kinds of Eastern thoughts have long been commonplace talk found in waste paper for over 3,000 years (夙히 3,000년이상 破古紙中茶飯說). (Continued in the next issue)

Errata Corrections
『To the Concerned Scholar』Corrections for misprints in the previous July issue: Page 2, Line 9: 『文典的 즉』 should be 『文典的 과』; Same page, Line 16: 『數多』 should be 『數百』; Same page [error in line number, likely meant Page 1], Line 12: 『異族蹄는』 should be 『異族蹂』; Same page, Line 24: 『究意는』 should be 『究竟』; Same page, Line 26: 『문에』 should be 『문화에』; Same page, Line 37: 『飛示』 should be 『擧示』; Same page, Line 40: 『昇天은』 should be 『昊天』; Same page, Line 45: 『主禮』 should be 『主體』; Same page, Line 51: 『假在』 should be 『攸在』; Same page, Line 52: 『根座』 should be 『根據』; Same page, Line 53: 『後世主義』 should be 『後世民主主義』; Same page, Line 57: 『政治史를』 should be 『政治처름』; Same page, Line 64: 『다름업시』 should be 『다름업슴을』; Same page, Line 78: 『五道』 should be 『王道』; Same page, Line 91: 『究意』 should be 『究竟』; Same page, Line 98: 『五道』 should be 『王道』; Same page, Line 100: 『覇者之이』 should be 『覇者之民이』; Same page, Line 105: 『動 는』 should be 『動하는』; Same page, Line 106: 『부터 天』 should be 『부터平天下』; Same page, Line 107: 『積切』 should be 『積功』; Same page, Line 114: 『野蠻 獸』 should be 『野蠻禽獸』.<81>

**Summary**

Sŏl T'aehŭi critiques modern Western thought (individualism, materialism, pragmatism, fragmented philosophies) and contrasts it with Confucianism, particularly the concepts of Benevolence (仁) and the Way of the King (王道). He argues that true political legitimacy stems from morality and popular acceptance (Mandate of Heaven), a principle found in Confucianism that he sees as compatible with, yet superior to, Western democracy due to its ethical grounding. He criticizes Western philosophy for causing anxiety despite material progress and dismisses Sun Yat-sen's Three Principles as an incoherent, forced synthesis derived from Western individualism and lacking the holistic, ethical depth of Confucian thought, which he claims already contains the essence of modern progressive ideas like activism and personalism. From a colonial history perspective, the article is interesting as it showcases a Korean intellectual engaging deeply with both Western and Eastern philosophies during the Japanese colonial period. Sŏl attempts to find resources within tradition (Confucianism) to critique Western modernity and formulate an alternative political vision, positioning Confucian 'Wangdo' as a potentially superior model to Western democracy or even Sun Yat-sen's republicanism, reflecting a search for indigenous intellectual frameworks amidst colonial subjugation and the influx of foreign ideologies.

**Named Entities**

孔子	공자	Kongja (Confucius)
個人主義! 惟利主義! 惟權主義! 어느 것을 물론하고<78> 落落難合의 張本이외다. 歐美物質文明이 이 個人主義, 惟利主義, 惟權主義에서 생산한 것임은 틀임없는 일이외다. 그러나 물질노만은 살 수가 없어서 個人, 惟利, 惟權 三主義의 自堀墓穴인 平和思想, 社會主義는 그 끈내 勃興이 되고 마럿음니다. 胡適은 4,000년 中國에 칸트 一人이 나지 못햇다고 大聲狂呌햇지만, 칸트 死去한지 겨우 42년만에 칸트의 출생지인 獨逸에서 오이켄이가 출생해 자라나서 한 말이 이러하다고 함니다.『彼칸트가 세계는 惟利性에만 나타난다. 이성에 의하야 寂然不動의 眞實在, 眞의 萬有的 必然의 一致鄕에 융합되는 時 그時 「余는 고독이며 余는 자유다. 余는 余 스스로의 王이다」. 라고 햇다. 그리하야 이가튼 三眛境에 逍遙하야 호을노 고독을 약하는 것이 과연 哲學者의 임무일가? 그런 것은 아니다!』라고 彼는(오이켄) 呌呼 햇나니다. 彼는 이에 대한 反論 又는 주장이 이러햇나니다.『인생의 價値와 意義에 대한 해답을 哲學史上에 求하야 다음의 6유형을 得하얏는 바 (1)宗敎, (2)內在惟心論, (3)自然主義, (4)知力主義, (5)社會主義, (6)個人主義에 대하야 그 비평의 표준을 아래 3요구를 擧하얏으니 1. 인생에 대하야 견실한 기초를 與함이 안이면 안된다.
2. 인생의 자유를 가능케 안하면 안된다.
3. 비천한 동기로부터 인류를 해방치 안해서는 안된다.
이리하야 從來說의 主客兩觀을 통일코저함인 것 가트외다. 결심과 행위를 활동이라 하고 이 활동이야말노 인간과 세계가 調和融合된 것이라고 햇나니다. 즉 소위 人格的, 活動的, 實生活把持, 亦 소위 行爲眞理論이 외이켄철학의 특색이라함이외다. 오이켄만이 이런 주의를 가진 것이 안이라 베루구손도 역시 雷同的인 소위 歐美 近代的 哲學風은 어느것이던지 모다 젬스푸래그만틔쯤의 淵源으로부터 나아간 志, 情, 意的 新哲學 傾向임니다.

11

哲學! 哲學으로 보아도 역시 區區함니다. 이를테면 데모쿠라시-를 요함에도 인권에 데모쿠라시- 교육에 데모쿠라시- 又 復政治에 데모쿠라시- 又又 復復産業 등에 데모쿠라시- 이러케 세자면 인생생활 만반에 萬般의 데모쿠라시-를<79> 萬飜이나 要치안이키 不可하니 이것이 들기만에도 두통이 나는 것과 가티 소위 이성에 이지에 자연에 개인에 초인에 사회에 주지에 주정에 주의에 靈에 肉에 獰惡스러이도 落落難合이엇음니다. 東洋的으로의 학설이나 주의도 이동이 만하지 안임은 안이지마는 저 서양적 처름 區區瓚瓚치는 안엇음니다. 가령 主知者인들 情的을 불인할 수는 없을 것이오. 주정자인들 또 엇지 지를 授치 안하고 행하게 되리오마는 모다 너머나 웨치는 풍이 내소위 個人主義적 계통사상으로 나오는 圭角的 기습인가 함니다. 손문의 삼민주의를 지금 그 당파에서는 정책적으로 무슨 학설이니 무슨 철학1이니 하고 잇지마는 원래 학설과 철학이란 것이 그 臨時 臨時 方便 上述語 문구 등이서 産生해 주는 것은 아니외다. 張作霖이 曾年에 이 三民主義에 대하야 民德을 가하야 四民主義로 하자고 햇다는 말을 들은 나는 其時에 張氏 역시 不讀書而文章이라고 햇섯나니다. 旣 民族, 民生, 民權이 주동되는 哲理일 것 가트면 其后 五族統一運動은 民族主義와 모순이 안되던가요? 旣 民權인 이상 民生理想이 그 안(內)에 포함되지 안할 수 없음에 불구하고 謂之民生을 딴 부문을 만들야는 것이 역시 모순한갑 십슴니다. 더구나 주의를 성립할 요소는 기조건이던지 橫的 涵包가 아니고는 一主義하고 정의를 세우기는 좀 무식스럽지요! 소위 民族, 民權, 民生은 縱으로서 涵包가 되지 못하는 殊別性 띈 비합성물을 强合하야 억지로 만든 주의임니다. 말하자면 비과학적 윤리로 된 억설임니다. 그 식을 타령해 본다면 民生, 民權을 주의로 할나면 民德도 주의에 가할 뿐외라. 民學이라고 가함도 가하고 民政이라고 가함도 가하외다. 又 하필 民政, 民學일 뿐만이리오. 民藝라고도 해야하고 民福이라고도 해야하겟지요? 又又復復 하필 民藝, 民福 뿐이리오 民利, 民樂「恥鄕이 되게하는 嫌이 없지 안함니다. 孫文이가 유학을 배격하얏것만 三民主義圖說은 徹頭 徹尾 春秋三主義를 繹騰햇더니다. 나의 이 말은 孫文숭배를 忌하는 意로써 나오는 것이 아니라. 이 忌崇自是하는 자유평등을 주장하면서 이라고 더하지 못할까요」? 이러케들자면 無盡數의 주의가 되지 안을 수 없을 것이니 何不曰民主一言以統之乎아? 할 것이 안이오니까? 이것이 孫氏가 西洋式 個別主義負 吸 未熟의 生踈한 哲理인 까닭이외다.<80>

12

聖哲의 말덜은 되도록 簡要함을 일삼건마는 凡人덜의 말은 퍽 複雜無要領하더니다. 뿐만아니라 이 사상은 類皆先輩의 餘唾를 변형적으로 窃取하야 자기의 창작인 처름 하는 것이니 그 不道德하며 沒應恥함이 엇지 가증하지 안하뇨? 그리하는 경향은 漸漸人世를 奪『有時乎奪人不奪境 有時乎奪境不奪人 有時乎人境俱奪 有時乎人境個不奪』. 이란 말과 가티 하필 주관이나 객관 어느 일변에만 偏僻할 것인가요? 객관으로 주관을 嘲笑한다던지 주관으로 객관을 비판하는 것은 皆是偏蔽한 결함을 면치 못함이니 우주를 呑吐하는 人生的 腦量으로써 적중을 執하지 못한다 함은 크나큰 유감임니다. 소위 近代思想의 最進步라고 하는 오이켄의 實現主義(儒學 소위 道在日用事物之間), 人格主義(儒學 소위 天地萬物之間, 惟人最貴) 神人融合主義(儒學之天人相與)와 베루구손의 直觀(儒學之良知) 本能(儒學之良能)과 실재는 持續卽運動(儒學之天行健 君子 以 自强不息......變動不居周流亦虛) 그것이 다한 것들은 다-希臘이래 모든 哲學의 세련을 경한 現下 最進步한 思想이라 떠들지마는 儒學上으로 보면 東洋의 此等思想은 夙히 3,000년이상 破古紙中茶飯說임니다. (以下次號續)

取消字校正字
『有憂의 士에 與함』昨 7월호의 誤稙校正 第2頁 第9行『文典的 즉』은『文典的 과』仝16行『數多』는 數百』仝 1, 12行 『異族蹄는 『異族蹂』仝24行 『究意는 究竟』仝26行『문에』는『문화에』仝37行『飛示』『擧示』仝40行『昇天은『昊天』仝45行『主禮』『主體』仝51行『假在』『攸在』仝52行『根座』는『根據』仝53行『後世主義』는『後世民主主義』仝57行『政治史를政治처름』仝64行『다름업시』『다름업슴을』仝78行『五道』는『王道』仝91行『究意』는『究竟』仝98行『五道』는『王道』仝100行『覇者之이』는『覇者之民이』仝105行 『動 는』은『動하는』仝106行『부터 天』은『부터平天下』仝107行『積切』은『積功』仝114行『野蠻 獸』는『野蠻禽獸』.<81>
<77-81>
