Magazine Title:	삼천리 제6권 제5호
Publication Date:	1934년 05월 01일
Article Title:	孫逸仙의 倫敦監獄脫走記, 亡命客 孫文의 被逮와 脫走하든 秘史 (Sun Yat-sen's Account of His Escape from London Prison, The Secret History of Exile Sun Wen's Arrest and Escape)
Article Type:	회고·수기 (Memoir/Recollection)

Sun Yat-sen's Account of His Escape from London Prison, The Secret History of Exile Sun Wen's Arrest and Escape
The London Exile

After Sun Yat-sen graduated from the Hong Kong College of Medicine for Chinese in 1892, he opened a practice in Macao. However, before long, he initiated a political reform movement, quit being a doctor, came to Canton, and by 1894, had already become one of the leaders. Just then, during the Sino-Japanese War, China suffered continuous defeats, and the Japanese army's advance on Peking became very urgent. Sun's faction, seeing a good opportunity, boldly submitted a proposal for reform to the Chinese emperor. The Chinese government, preoccupied with the foreign war, lacked the capacity to suppress them and could only silently overlook their movement.
However, once the war with Japan ended, the government suddenly issued strict orders and began to severely prohibit the reform movement. The revolutionary factions across the country, centered in Shanghai and Canton, were greatly dismayed but raised their banner of resistance again. Thus, as the revolutionary faction in Canton gradually gained strength, they plotted to occupy the city. They completed all preparations and just as they were about to launch their plan on the *designated night, the plot was discovered. A great number of comrades were arrested by government soldiers, and Sun Yat-sen fled, escaping Hong Kong and taking refuge in the home of his former medical school teacher, Dr. Cantlie. Feeling endangered again, he secretly sailed to Hawaii via Kobe. Afterward, he moved from place to place, gathering comrades and planning another uprising, eventually arriving in London, the capital of England. There, he visited Dr. Cantlie's house daily to pass the time.
One day, the host warned Sun,
"The Chinese Legation is nearby, so be careful. If you get caught, it will be difficult to get out alive."
However, Sun didn't even know where the Chinese Legation was.

Captured at the Legation

One Sunday morning around 10:30, Sun went out onto Devonshire Street intending to meet Dr. and Mrs. Cantlie at church. A Chinese<143> man followed him from behind and asked in English if he was Japanese or Chinese. Sun replied that he was Chinese, and the man asked in English where in China he was from. When he said he came from Canton, the man said, "Then we are from the same region; we can speak the same language. I am also from Canton." However, even among Chinese, languages differ completely depending on the region. For example, although it is only 180 miles from Canton to Swatow, their languages are mutually unintelligible, so when they need to converse in places like Hong Kong, they always use English. Therefore, this man also initially asked in English, but upon realizing they were from the same region, they started talking in Cantonese while walking. Soon, another Chinese man appeared from somewhere and joined them, walking with Sun in the middle. They urged Sun to come to their lodging to talk for a while, but Sun refused. As the three argued on the street – 'come with us,' 'I won't go' – yet another Chinese man arrived. The man who first approached Sun then disappeared somewhere. The remaining two men kept urging Sun to accompany them, and when he refused, they half-carried him in front of a certain house where the door was slightly ajar. Half pushed and half forced, Sun had no choice but to enter the house. They seated Sun in a room and quickly locked the door. Sun was utterly bewildered about what was happening. Suddenly, the thought occurred to him, "Ah, could this be the Chinese Legation?"
He was initially taken into one room, but the two men carried him up to the second floor and told him to stay there, then carried him up again to some room on the third floor. After a while, a British gentleman with white hair and a white beard entered.
"Here, for you, this is China. You are now in China," he said. The gentleman sat down in a chair and began to interrogate him, asking his name. Sun replied, "Sun."
"Your name is Sun Wen, isn't it? We received a telegram from the Chinese Legation in America and know that you came over here on the steamship Majestic. The Minister asked me to have you arrested."
"What is this all about?"
"Didn't you previously submit a proposal for reform to the Peking Tsungli Yamen (北京總理衛門) to be forwarded to the Emperor?<144> Because of that, the Emperor has ordered you to be detained here. Please stay here until further instructions arrive."
"Then, may I inform my comrades that I am here?"
"That is not allowed. However, if you want to bring your luggage (行李) here, it is fine to write a letter to your lodging."
Sun said he would write a letter to Dr. Manson, so the gentleman provided a pen, ink, and paper. Sun wrote a letter to Dr. Manson explaining that he was imprisoned inside the Chinese Legation and asking him to relay a message to Dr. Cantlie to send his luggage here, and showed it to the gentleman.
The gentleman looked at it and demanded that the two characters for 'imprisonment' (감금) be deleted. Sun rewrote it as: "I am now at the Chinese Legation. Please tell Dr. Cantlie to send my luggage here." However, the gentleman did not say to send the letter to his comrade. "Didn't I tell you to send it to your hotel?" he corrected. Sun replied that he was not staying at a hotel and that Dr. Cantlie knew his lodging address. From this manner of questioning, it was clearly discernible that the gentleman's tactic was to seize Sun's luggage and also get hold of his documents to arrest Sun's entire group. Sun showed the letter intended for Dr. Manson to the gentleman, who glanced at it this time and said, "Now it's fine," returning it to Sun. Sun put it in an envelope and gave it to him. Sun believed this letter would surely reach Manson.
This interrogating gentleman was an Englishman employed by the Chinese Legation at the time, effectively the master of the legation, Sir Halliday Macartney.
Macartney went outside*, closed the door, and locked it. Outside the door, two guards were standing watch, one of whom was European. During the first 24 hours, the Chinese guard came into Sun's room and spoke various things, but Sun only asked who the gentleman earlier was. The guards respectfully called the old gentleman Macartney "Ma Ta-jen" (馬大人). Ma (馬) referred to the 'Ma' in Macartney. Thus, Sun Yat-sen was finally imprisoned in the Chinese Legation.
One day, a Chinese man came to see Sun. It was the man named Tang who had arrested Sun earlier.
"Just confess that you are Sun Wen. It's useless trying to hide it. We already know everything."
"You are famous in China, aren't you? Both the Emperor and the Tsungli Yamen know your name well. You might as well die now—you know that coming here is a matter of life and death, right?"
he teased.<145>
The ship scheduled to repatriate Sun to his home country was from the Glen Line, but they said he couldn't be sent this week. "Your cargo will be dispatched next week, and then you will go,"
Tang said, but Sun didn't believe him. Then Tang threatened,
"If things don't go that way, we will kill you here. This is China. No one can interfere with what happens inside the Legation."
Then Tang brought up the example of Kim Okkyun (金玉均). The Korean patriot Kim Okkyun, who had exiled himself from Korea to Japan, was assassinated in the British Concession in Shanghai by a fellow countryman named Hong Chong-u (洪鍾宇). Kim's remains were sent back to Korea, where the Korean government beheaded them as punishment. However, Tang heard that Hong received a reward and was even appointed as a trade official, and he anticipated that if he captured Sun and handed him over for execution, he would receive a reward like the aforementioned Hong.
Sun asked him how he could be so cruel.
"It's the Emperor's decree, so it can't be helped. The Emperor is willing to spend a huge sum of money to capture you. It doesn't matter whether you are captured alive or dead."
Sun pointed out that the Kim Okkyun incident was one cause of the Sino-Japanese War and argued that capturing and killing him would cause even greater national trouble.
"If you do such a thing, the British government might demand the execution of the entire staff of this legation. Also, since you and I are from the same region, the people of Kwangtung Province might seek revenge against you and your family for my sake."
Upon hearing this, Tang suddenly changed his attitude, abruptly stopped the harsh words he had been speaking, and merely said he would follow the legation's instructions, excusing his earlier remarks as just friendly advice.

Sun Yat-sen, in absolute desperation, prayed to God and for the first time mustered new courage. This time, he resolved to approach the servant, Cole, and plead for help.
Catching Cole as he came in, Sun asked,
"Will you do anything for me?"
"Who exactly are you, sir?"
"A political prisoner from China."
Seeing that Cole didn't fully grasp his meaning, Sun asked him if he knew the story of the Armenians. At that time, the Turkish Sultan was apparently persecuting Armenian Christians. Sun explained that the Chinese Emperor similarly intended to kill him, a Christian, and his faction, who were striving for good governance in China.
"Therefore, all Englishmen<146> sympathize with the Armenians. So, if the English people knew about my situation, they would surely sympathize and help me. Please help me."
he pleaded. And then,
"My life is in your hands. If you don't rescue me, I will surely be murdered. Should you be loyal to the just British government, or do you intend to be loyal to the corrupt Chinese government?"
He implored him earnestly. Then Cole replied,
"Alright. In that case, I will secretly deliver a letter for you, so write it secretly so the guards don't see."
Thus, avoiding the guards' eyes, Sun wrote a letter addressed to Cantlie. He entrusted the letter and the 200 dollars he had with him to Cole.
The next day, completely unexpectedly, he secretly received a calling card from Cole. On it was written:
"Keep your spirits up. The British government is working on your behalf. You should be able to get out in a day or two."
It was Cantlie's reply. Reading this, I was overjoyed, wondering if it was a dream.
My fear was not unfounded. If I were repatriated to China and executed, all the efforts I had made until then would indeed be agonizingly wasted.
Meanwhile, Cantlie, upon receiving the news of this utterly unexpected calamity, turned pale with shock.

Released by Heavenly Luck

Thus, he went to Scotland Yard (警視廳) and related the entire situation. However, it had no effect. So, this time, he decided to appeal to the Foreign Office (外務省).
He went to see a secretary there and explained everything. He worried that Sun Yat-sen might be repatriated to China that very night. If the ship transporting Sun Yat-sen was a foreign vessel, what could be done? It would be a situation beyond the British government's control.
Unaware that he was in such imminent danger, Sun Yat-sen had been confined in this room for 11 days. On October 22nd, through a gesture from a worker who came to tend the fire, he picked up a scrap of discarded newspaper wrapping. There, under a large headline, was a long article:
"Shocking Incident Unfolds – Exile Imprisoned in Chinese Legation"
The entire article was about Sun. Realizing that his situation had become so widely known to the world, I was endlessly happy.
Just then, a Chinese guard came and told me to come out. I instantly thought I was being taken down to the basement for further confinement or perhaps being dragged elsewhere for execution,<147> and trembling, I went out. There, completely unexpectedly, stood my respected teacher, Dr. Cantlie. Behind him stood two officials from the Foreign Office and Scotland Yard.
Thus, I safely left the 'death cell' of the Chinese Legation and was handed over to the British authorities.
When I came outside, numerous newspaper reporters were standing watch. After barely escaping the reporters' siege and undergoing questioning at Scotland Yard, I safely became a member of my respected teacher Cantlie's household.
If Sun Yat-sen had not met Dr. Cantlie, his respected teacher from his Hong Kong College of Medicine days, at that time, he might never have emerged into the light of day again. He might have been repatriated to China and executed, or perhaps assassinated by an unknown assailant for an unknown reason during transit, departing this world forever. If so, he would not have become the
"Father of the Nationalist Party (國民黨)"
but would merely have been recorded in history as a young revolutionary figure. ...(End - original text)...<148>

**Summary**

This 1934 article recounts Sun Yat-sen's harrowing experience of being kidnapped and imprisoned within the Chinese Legation in London in 1896. Mistakenly entering what he thought was a lodging house, Sun was detained, interrogated by Sir Halliday Macartney, and threatened with repatriation to China for execution, with his captors citing the precedent of the Korean exile Kim Okkyun's assassination. Desperate, Sun managed to secretly pass messages via a sympathetic British servant named Cole to his former teacher, Dr. James Cantlie. Cantlie alerted the British authorities (Scotland Yard and the Foreign Office) and the press. After 11 days of confinement and fearing imminent death or deportation, Sun was released following British government intervention, narrowly escaping a grim fate.

From the perspective of Korean colonial history, the article is particularly interesting for its explicit comparison of Sun Yat-sen's potential fate to that of Kim Okkyun, the Korean reformist assassinated in Shanghai just two years prior (1894). The Chinese official specifically uses Kim's assassination and the subsequent "reward" given to the assassin, Hong Chong-u, to intimidate Sun, highlighting the dangers faced by political exiles and the ruthless methods employed by the Qing government (and implicitly, the Joseon government regarding Kim). This comparison underscores the shared precariousness of reformist exiles from both China and Korea during this period and the transnational nature of political suppression orchestrated by their home governments, even on foreign soil. Historians might find the direct invocation of the Kim Okkyun affair in this context revealing about contemporary perceptions and the chilling effect it had.

**Named Entities**

孫逸仙	손일선	Sun Yat-sen
마가-토네-는 박그로 *가며 문을 닷고 쇠를 잠것다. 문 박게는 2인의 番보는 사람이 직이고 잇는데 그 중에 한 사람은 歐羅巴人이엿다. 처음에 24시간 중에는 中國사람 番人이 孫이 잇는 방안에 드러 와서 여러 가지 말을 햇지만 孫은 앗가 그 신사가 누구냐고박게 더 뭇지 안엇다. 番人들은 노신사 마가-토네-를 馬大人이라고 존칭하엿다. 馬는 마가-토네-의 마字를 의미한 것이다. 孫逸仙은 이리하야 맛츰내 中國公使舘에 감금되고 마럿다.
어느날 中國人 한 사람이 孫을 차저왓다. 이는 전일 孫을 체포한 潭이라는 자엿다.
『孫文이라고 어서 자백해요. 아모리 숨겨려도 안되요. 벌서 다 알고 잇스닛가.』
『당신은 中國에서 유명하지요. 황제와 總理衙門도 당신 일홈을 잘 알고 잇스닛가. 당신은 인제 죽어도 좃치요-당신이 여기 온 것은 생사의 분기점인 줄 알고 잇서요』
하며 놀려주기도 하엿다.<145>
孫을 본국으로 호송할 기선은 구렌회사의 배엿는데, 금주에는 보낼 수 업다고 하는 것이다. 『次週에 하물을 발송하여 노코 너는 가게 된다』
고 譚은 말하엿지만, 孫은 고지 들리지 안엇다. 그러면 譚은
『만일 일이 그럿케 안되면 이곳서 너를 죽인다. 여긔는 中國이다. 公使舘 內에서 하는 일은 아모도 간섭할 수 업다.』
그리고는 潭은 다시 金玉均의 例를 들어 말한다. 朝鮮의 애국자 金玉均은 朝鮮서 日本으로 망명한 것을 洪鍾宇라는 同國人이 上海의 英國租界에서 암살하고 金의 유골을 朝鮮에 보내여 朝鮮政府는 그 목을 베여 刑에 처하엿다. 그러나 洪은 포상을 밧고 또 商官에 등용되엿다는 말을 들려주며 그가 孫을 포박하여 사형에 처하면 전자의 洪과 갓치 은상을 밧을 수 잇다는 豫期를 하고 잇는 것이다.
孫은 그가 엇저면 그러케도 참혹한가 하고 무럿다.
『그것은 황제의 칙명이닛가 할 수 업다. 황제는 막대한 금액을 소비하여서라도 너를 체포하려는 것이다. 그것은 사로잡든지 죽이던지 상관치 안는다.』
孫은 金玉均 사건이 日淸戰爭의 한 원인이엿다는 것을 지적하고 그를 포박하며 죽이는 것이 한층 더 國難이라고 논하고.
『그런 일을 하면 英國 정부는 當 공사관이 전원에 대하야 처형을 요구할넌지도 모른다. 또 너는 나와 同鄕人이닛가 廣東省 인민들은 나를 위하야 너와 너와 일가에 대하야 복수할넌지도 모른다.』
그은 이 말을 듯더니 문득 태도를 변하야 지금까지 말하든 폭언을 갑작이 중지하고 그저 공사관이 지시에 의하겟다고 하면서 이자에 말한 것은 단지 우의적으로 충고한 것에 지내지 못한다고 변명하엿다.

絶體絶對의 孫逸仙도 神에 빌고서 처음으로 새로운 용기을 奮起하엇다. 이번에는 小使의 골-에 향하야 자진해서 구조하여 달라고 간청해 볼 결심도 하엿다.
「골」이 드러 오는 것을 붓잡은 孫은
「너는 무에든지 하여 주겟느냐」
라고 무른 즉
「당신은 대체 엇더할 어룬임니까.」
「中國의 政治犯人이다.」
孫의 말하는 뜻을 잘 아라듯지 못하는 눈치를 엿본 孫은 다시 골에 대하야 알마니아인의 이약이를 아는가고 물어보앗다. 마츰 그때 土耳古 皇帝가 알메니아의 耶蘇敎徒를 학살하려든 모양으로 中國 황제도 孫자기가 耶蘇敎徒요, 또한 中國에 善政을 엇으려 노력하는 자기 일파를 죽이려 든다는 사실을 잘 타일는 뒤에
「그러니까 英吉利사람들은 모다<146> 알메니아인에게 동정을 가지고 잇다. 그러기에 만일 英吉利사람들이 나의 일을 알면 반드시 동정하여 줄 터이니 나를 도와달나.」
함이엇다. 그리고
「나의 생명은 너의 掌中에 잇다. 만일 네가 나를 구하여 주지 안으면 나는 반드시 학살을 당하고 만다. 너는 정의의 英國 정부에 충의를 다하는 것이 올흐냐, 부패한 中國 정부에 충의를 다하려고 드느냐.」
그린하여 절절히 간청하엿다. 그리 하엿더니
「좃슴니다. 그러거든 내가 몰내 편지를 전해드릴 터이니 護衛兵들이 보지 안토록 비밀로 편지를 써 노으시오.」
이리하야 나은 간드레에 가는 편지를 파수병의 눈을 피하여 가며 적엇다. 그리고 자기 가지고 잇든 돈 200원과 편지를 골에게 맛기엇다.
그 이튼날 千萬 意外에 명함 한 장을 아모도 몰느게 골에게서 밧엇다. 거기에는
「긔운을 내시오. 英國 정부는 당신 때문에 노력하고 잇스니,一二일 중으로 나올 수 잇슬 것이요.」
하는 칸도리의 답서엿다. 나는 이것을 읽고 꿈이나 아닌가고 깁버한 것은 물론이엇다.
내가 두러워 한 것은 무리가 아니엇다. 만일 中國에 호송되어 사형이나 당하면 이때까지 애써오든 일이 실로 切痛하엿다.
한편 그때 千萬 意外의 橫厄의 報를 접한 간드리리는 大驚失色하엿다.

天幸으로 放免

이리하야 그는 警視廳에 이르러 전후사실을 호소하여 보앗다. 그러나 아모 효과도 업섯다. 그래서 이번에 이는 外務省에 호소하기로 결심하엿다.
그래서 그 곳 書記官을 차저 가서 모든 이약이를 하엿다. 그러고 잘못하면 그날밤 안으로 孫逸仙이를 中國에 호송할는지도 모른다. 그것이 근심되엇다. 만일 孫逸仙을 호송하는 배가 外國船이면 엇지할가 英國 정부로서는 엇지할 수 업는 노롯이다.
엇재뜬 이러케 위기에 박두하여 잇는 줄도 모르는 孫逸仙은 此 一室에 유폐되어 잇슨 지 11일 채 되는 10월 22일 숫 피우러 왓든 인부의 눈짓으로 거떠러진 신문 끈은 조각을 집어 보앗다. 거기에는 크다란 표제에
「놀라운 사건 돌발 망명객을 中國 공사관서 감금」
이란 長文의 기사엇다. 전부 孫에 대한 이약이다. 자기의 일이 이러케 세상에 널니 알녀젓는가 함애 나은 끗업시 깁우엇다.
그럴 때 中國人의 감금자가 와서 나오라 한다. 나은 다시 지하실에 감금되거나 又는 다른 곳에 끄으려 나가 처형을 당하는 것이라고 直覺하고<147> 전율하면서 나아가니 거기에는 千萬 意外에 恩師 간도리氏가 서고 잇다. 그 뒤에는 外務省과 警視廳으로부터 온 관리 2명이 서고 잇섯다.
그래서 나는 무사히 中國公使舘의 『死의 감금실』를 버서나서 英國 관헌의 손에 인도되엇다.
내가 밧갓흐로 나오니 거기에는 多數한 신문기자들이 직혀 서고 잇섯다. 신문기자의 포위를 겨우 버서나서 警視廳에 가서 한벌의 신문이 끈난 뒤 나는 무사히 간도리 恩師의 가정의 사람이 되엇다.
孫逸仙은 이때에 만일 간도리라는 香港醫學校 때의 恩師 간도리氏를 맛나지 못하엿던들 아마 영구히 白日아래 나타나는 몸이 되지 못하엿겟고 또한 그 길로 中國에 호송되야 처형을 당하거나 또느 호송 도중에 일홈 모르고 까닭 모를 자객에게 被剌되어 영원히 이 세상을 떠낫슬는지 모른다. 그리되면 그는
「國民黨의 아버지」
도 되지 못하고 젊은 革命客으로 史紀에 올으고 말엇슬 뿐이리라. ...(終-원문)...<148><143-148>
