Magazine Title: 삼천리 제6권 제5호
Publication Date: 1934년 05월 01일
Article Title: 大亞細亞主義 批判 (Critique of Great Asianism)
Author: 金璟載
Article Type: 논설 (Editorial/Critique)

Critique of Great Asianism
						Kim Kyŏngjae (金璟載)
1. Who first advocated for the "Asia Monroe Doctrine"? And why is it being advocated even more strongly these days?
After Japan drove Russian influence out of North Manchuria in the Russo-Japanese War, gaining special rights and interests regarding the Chinese mainland, the term "Asia Monroe Doctrine" began to flow from the mouths of politicians and commentators. Then, when the World War broke out and Japan expelled Germany from China and the Pacific, the song of the "Asia Monroe Doctrine" rang somewhat more vigorously and cheerfully in the public's ears. However, at the Washington Conference, trouble arose with the Chinese delegation over the issue of the invalidity of the 21 Demands and the return of Shandong, so Japan discarded its previous "Asia Monroe Doctrine" and hung out the sign of "Cooperative Diplomacy" (協調主義). Then, after the recent Manchurian Incident, the "Asia Monroe Doctrine" came to reign with an even sharper force, becoming increasingly concrete with Japan's withdrawal from the League of Nations.
Manchuria was called Japan's "lifeline." The Manchurian Incident occurred to secure that lifeline, Manchuria, and the state of Manchukuo emerged. Japan, fearing nothing for its sake and truly staking its life on it, tried to get its legitimacy recognized by the League of Nations, but when the League wouldn't listen, it simply withdrew. Even while the League of Nations investigation team was still bustling between Manchuria and Peiping, Japan's determination (뱃장) was already fixed when it formally recognized Manchukuo. Japan, charging forward with this ultimate resolve, already had its calculations<28> set. The planned course proceeded as expected, reaching the hundred-foot pole's tip (百尺桿頭) of League withdrawal and becoming internationally isolated. Thus, the "Asia Monroe Doctrine" became even more yearned for in the minds of the Japanese, who longed for its realization.

2. So, has Japan never made efforts towards realizing the "Asia Monroe Doctrine" before?
We can find it in the Ishii-Lansing Agreement of 1917. That agreement states, "The United States and Japan assert that nations whose territories are mutually adjacent have special relations. Therefore, the United States Government recognizes that Japan has special interests in China. This is especially true in regions adjacent to Japanese territory."
This clearly meant the US recognized Japan's special status in China. Recognizing a special status inevitably implies incompatibility with economic intrusion by other foreign countries, and therefore, the intrusion of foreign powers would be strongly obstructed. In that sense, the Ishii-Lansing Agreement was a partial realization of Japan's "Asia Monroe Doctrine." However, this was just one part of the effort to gain external recognition for the "Asia Monroe Doctrine." Japan's efforts towards realizing the "Asia Monroe Doctrine" can be traced back to the Russo-Japanese War of 1905. Afterward, having expelled Germany from Shandong, in 1915, Japan made the Chinese government declare that it would not cede or lease coastal harbors or islands to other foreign powers. This was the first step in rejecting the political influence of European and American powers in East Asia. Regarding this issue, Viscount Ishii (石井子), who held the most interest and effort, stated publicly, both domestically and internationally, "Japan's policy towards China has discovered the principle that the establishment of imperialism on Chinese soil by a strong third power is not only harmful to the territorial integrity of China but also incompatible with Japan's own security. This is based on the same principle that the United States employs towards Latin American countries with its Monroe Doctrine."<29>
Simply put, the "Asia Monroe Doctrine" is Pan-Asianism, meaning Asia should be for Asians. Frankly put, it means defending against European and American intrusion – culturally, commercially, and especially politically. However, the crux of the matter is power. Who in Asia currently has the power to reject them? Consequently, it inevitably becomes an "Asia Monroe Doctrine" centered around Japan. That Manchuria is a zone of Japan's special rights and interests is not something that began yesterday or today; it has been a consistent fact since the Treaty of Portsmouth. Furthermore, due to China's geographical proximity, Japan's position naturally acquires a special relationship. This inevitably leads to Japan feeling a certain degree of right and duty, both spiritually and materially, regarding China's direction, even reaching the point of seeking to guarantee the power of hegemony (制覇의 權) over maintaining peace and order in China.
"There is an increasingly conspicuous tendency among Japanese to interpret Japan's special position regarding China as follows: If the Powers intend to take any political measures towards China, they should first consult with Japan. If this trend continues, Japan will come to dominate China's foreign affairs."
This is a passage from a report sent by the Russian Ambassador in Tokyo to his home country in 1917. In short, the realization of the "Asia Monroe Doctrine" has been a long-cherished desire for Japan, and it has been advancing step by step towards its realization.

3. The question here is, why did the United States conclude the Ishii-Lansing Agreement and openly recognize Japan's special position in Manchuria? Even before that, in 1905, President Roosevelt advised Japan's Mr. Kaneko, saying, "Japan should promulgate (페(布)라) a Monroe Doctrine in Asia." 1905 was during the Russo-Japanese War, and Mr. Kaneko had gone to the US on a lobbying trip to gain recognition for Japan's justification. At that time, the US disliked the southward advancing <30> Russian influence and praised Japan as a "champion of the Open Door," showing favor and even providing tacit support. Thus, Roosevelt's remark might have been a diplomatic pleasantry, and we cannot hold him accountable for it now. However, even in 1930, the US Ambassador in Tokyo gave a speech stating, "Japan's policy of maintaining peace in East Asia has similarities to America's policy of maintaining peace in the Western Hemisphere." So, does the US welcome Japan taking the lead and adopting a Monroe Doctrine in Asia? What did the statement mean that Japan's policy of maintaining peace in East Asia has similarities to America's policy of maintaining peace in the Western Hemisphere? It might point to the differences between Japan's Monroe Doctrine and America's Monroe Doctrine, specifically America's Caribbean Sea Policy (가르피아海政策). What is the Caribbean Sea Policy? It aims to guarantee America's special relationships in Mexico, Cuba, Panama, Nicaragua, etc. Compared to Japan's desire to have a special position in Manchuria and China, this was already realized and had received de facto recognition from the Powers. Yet, this same US has always approached Asia with policies like the Open Door, equal opportunity, and respect for territorial integrity. Therefore, the US, which praised Japan as a champion of the Open Door during the Russo-Japanese War, became busy restraining Japan's actions under the banner of the Open Door and equal opportunity after Japan's special rights and interests in Manchuria were established following the war.
But what is the reason America seeks its American Monroe Doctrine? Its Caribbean Sea Policy explains it: the US says that those nations are weak in political organization and military power, constantly experiencing internal strife and instability, which directly and indirectly affects the US; the US is an industrialized nation while those Caribbean countries are agricultural, thus finding mutual linkage (相互聯긴性); and lastly, the US is the owner of the Panama Canal. How is this different from Japan's relationship with Manchuria and China? Instead of the US having the Panama Canal,<31> Japan has the South Manchuria Railway (滿鐵). While the US has investments of $3.29 billion in the Caribbean countries, Japan has investments of 2 billion yen in Manchuria. And the frequency of internal strife in China is being demonstrated currently, while it is also true that Japan's developing industry has an inseparable relationship with China and Manchuria. From this, we can understand the reason why the US ambassador stationed in Tokyo delivered a speech stating that Japan's policy of maintaining peace in the East and America's policy of maintaining peace in the Western Hemisphere have similarities.

4. Thus, the "Asia Monroe Doctrine" with Japan as the leader in the East, which had been progressing step by step towards its realization since the Treaty of Portsmouth, was forced to be abandoned by Japan at the Washington Conference, only to show renewed, leaping development after the Manchurian Incident. The withdrawal from the League of Nations, the establishment of Manchukuo, and the Tanggu Truce Agreement (北中停戰協定) were all partial realizations of it.
However, there are numerous difficulties here. First, there are the Western powers, namely Britain and France, which have pre-existing rights (先占權) and interests in China that predate Japan's. Britain's interests centered around the Yangtze River basin in central China surpass those of Japan, and the US also considers itself to have a powerful voice regarding China. How will Japan, the advocate and leader of Pan-Asianism, deal with their influence? That is the primary difficulty. Second, as suggested by the Lytton Report, the most felicitous resolution to the East Asian problem should be based on mutual goodwill and cooperation, requiring a handshake between Japan and China. However, achieving this seems difficult at present. Immediately after the Russo-Japanese War, there were many sympathizers (共鳴者) of Pan-Asianism in China, and Sun Yat-sen (孫文) also advocated it passionately, but due to the changing times, today... (remainder omitted)<32>

**Summary**

The article critiques the concept of the "Asia Monroe Doctrine," tracing its origins to Japan's rise after the Russo-Japanese War and its intensified advocacy following the Manchurian Incident and Japan's withdrawal from the League of Nations. The author, Kim Kyŏngjae, details Japan's efforts to gain international acceptance, citing the Ishii-Lansing Agreement and comparing Japan's justifications (proximity, economic ties, regional stability) to the US Monroe Doctrine and its Caribbean policy. While acknowledging the doctrine's step-by-step progression, Kim points out major obstacles: the entrenched interests of Western powers (Britain, France, US) in China and, crucially, the lack of Chinese support or cooperation, contrasting the current situation with earlier periods when figures like Sun Yat-sen showed sympathy for Pan-Asianism. For historians of Korean colonial history, this article is significant as it reflects a contemporary Korean intellectual's critical analysis of Japanese imperial ideology (Great Asianism/Pan-Asianism) from within the colonial context. It reveals the discourse used by Japan to justify its expansionism, the attempts to draw parallels with American policy, and importantly, highlights the inherent contradiction and difficulty in Japan's project due to both Western opposition and the resistance/non-cooperation of China, which Japan claimed to be leading or protecting.

**Named Entities**

日露戰爭	일로전쟁	Russo-Japanese War
滿洲는 日本의 生命線이라고 햇다. 그 生命線인 滿洲를 確固히 하기 위하야 滿洲事變이 낫고 滿洲國이 출현햇다. 日本은 그를 위하야는 아무런 것이라도 두려워하지 안코 그야말로 정말 생명을 내기하고 드러붓튼 바이니 國際聯盟에서 그의 正當性을 容認식키려다가 國際聯盟이 듯지 안으니 그만 脫退해 버렷다. 國聯의 調査團 一行이 아즉도 滿洲로 北平으로 분주히 오고가는 그 판에 滿洲國을 정식 승인하는 그때에 벌서 日本의 뱃장은 확정된 바이 잇섯다. 이럿케까지 최후의 覺悟로 덤비여드는 日本에게는 벌서벌<28>서 心算이 서잇섯다. 예정의 路程은 그대로 와서 國聯脫退란 百尺桿頭에까지 이르고 국제적으로 孤立化하니 亞細亞몬로-主義는 한층 더 日本人의 머리에 憧憬되는 바이요, 그의 실현을 갈망하게 되엿다.

2. 그러면 日本은 일즉이 亞細亞몬로-主義의 실현을 위하야 노력한 일이 업섯든가.
그는 1917년의 石井런싱協定에서  그를 차즐 수 잇나니 그 協定에 曰『合衆國 及 日本은 영토가 서로 근접하야 잇는 국가의 간에는 특수의 관계가 잇음을 주장한다. 따라서 合衆國政府는 日本이 中國에 잇서 특수의 이익을 갓고 잇다는 것을 승인하는 바이다. 日本의 영토와 接隣한 지방에서 더욱 그러하다』고 햇다.
그는 분명히 米國은 日本이 中國에 갓고 잇는 特殊地位를 승인한 것이니 特殊地位를 승인햇다는 것은 거긔에는 필연적으로 他外國에 경제적 침입과도 相容되지 못하며 따라서 他邦의 세력침입은 極力것 阻碍케 되는 것이다. 그런 의미에서 石井런싱協定은 日本의 亞細亞몬로-義의 부분적 실현이엿다. 그러나 이것은 亞細亞몬로-主義를 對外하야 승인식키려는 노력의 일단이엿고 日本의 亞細亞몬로-主義의 실현을 위한 노력은 1905년의 日露戰爭에서 차즐 수 잇고 그 후 山東에서 獨逸을 추방하고는 1915년에 中國政府로 하야금 中國沿岸의 港灣 혹은 島嶼를 他外國에 讓渡나 租借케 아니하겟다는 聲明을 식킨바 잇으니 그가 곳 東亞에 잇서 歐米諸國의 정치적 세력을 拒否하는 第一段의 노력이엿다. 그리고는 그 문제에 대하야 가장 노력과 관심을 만히 갓고 잇는 石井子는『中國의 대한 日本의 정책은 강력한 제3국이 中國의 토지에 帝國主義를 수립함은 中國의 領土保全에 대하야 有害일 뿐만 아니라 日本自身의 安全과도 兩立치 못한다는 원칙을 발견햇다. 이는 맛치 米國이 몬로-主義로서 란텐·아메리카諸國에 대하야 취하고 잇는 것과 동일한 원칙에 기한 것이다』라는 것을 내외에 발표한 일이 잇다.<29>
亞細亞몬로-主義란 그저 범범하게 말하면 汎亞細亞主義요 亞細亞는 亞細亞사람을 위한 亞細亞가 되어야한다는 것이다. 그는 다른 말로 솔직이 밧구어 놋는다면 歐美의 침입을 防禦하자는 것이니 그는 문화적으로 그러하고 상업적으로 그러하며 정치적으로도 더욱 그러하다. 그러나 요컨댄 그에는 힘이 문제인대 지금 亞細亞에서 그를 거부할 힘이 잇는 자가 누구인가. 따라서 日本을 중심으로 한 亞細亞몬로-主義가 되지 안을 수 업다. 滿洲가 日本의 特殊權益地帶라 함은 어제나 오날에 비롯한 일이 아니요 포스마스條約 이래의 일관한 사실이며 또 中國은 지리적으로 서로 인접하고 잇는 관계상 자연히 日本의 지위는 특수적 관계를 밧게되며 그는 필연적으로 中國의 동향에 대하야 정신상으로나 물질적으로나 어느 정도까지의 권리와 의무감을 갓고 中國의 平和及秩序維持에 대하야 制覇의 權을 보장하려는 곳에까지 이르게 되지 안을 수 업는 것이다.
『日本인은 中國에 대한 日本의 特殊地位라는 것을 다음과 갓치 해석하는 경향이 더욱 顯著해 가고잇다. 列國이 中國에 대하야 엇더한 정치적 수단을 취하려면 먼저 日本과 상담하랴는 그런 경향이 뵈인다. 그 경향이 그대로가면 日本은 中國의 외교를 좌우하게 될 것이다.』
이것은 1917넌의 在東京 露西亞大使가 그 본국에 보고한 문구 중의 한 토막이다. 요컨댄 亞細亞몬로-主義의 실현은 日本으로서는 오래전부터의 숙원이엿고 그의 실현을 위하야 一步一步 거름을 進섭식키여 왓든 것이다.

3. 여기에 문제는 米國은 엇지하야 石井런싱協定을 締約하고 滿洲에 잇서서의 日本의 특수지위를 공공연히 승인햇든가 하는 것이다. 그보다도 먼저 루-스벨트대통령은 1905년에 日本의 金子氏를 향하야 日本은 亞細亞에서 몬로-主義를 페(布)라는』勸告까지 한 일이 잇다. 1905년이면 日露가 전쟁 중이엿고 金子氏는 米國에 日本의 정당성을 승인식키기 위하야 유세차로 갓든 길이니 그 당시의 米國은 南下하고 잇<30>는 露國의 세력이 미워서 日本을 가라처 門戶開放의 鬪士라는 찬사까지 드리며 日本에 호의를 갓고 은연한 중에서 援助까지 하든 때이무로 루-스밸트의 外交辭令으로 한마듸 던진말을 지금까지 두고 책임을 뭇자고 할 바도 아니나 1930년에도 駐東京의 米國大使는 東亞에 잇서 평화를 유지하려는 日本의 정책은 西半球에 잇서 평화를 유지하려는 米國의 정책과 相似한 점이 잇다』고 일장의 연설을 한 일이 잇으니 그러면 米國은 日本이 盟主가 되여 가지고 亞細亞에서 몬로-主義를 채용함을 환영하는가. 東亞에서 평화를 유지하려는 日本의 정책은 西半球에서 평화를 유지하려는 米國의 정책 그와 相似한 점이 잇다는 것은 무엇을 가라친 말일가. 그는 日本의 몬로-主義와 亞米利加의 몬로-主義의 상이점을 가라친 말일지니 亞米利加의 가르피아海政策이 곳 그것이다. 가르피아海政策이란 무엇이냐하면 멕시코, 큐-바, 파나마, 니가라가 등에 잇서 米國의 특수적 관계를 보장하려는 것이다. 그가 日本이 滿洲及 中國에 잇서 특수지위를 가즈려는 日本의 그보다 벌서 그는 실현된 것으로 실질상으로 列國의 승인을 밧은 것이엿다. 그러한 米國이 언제나 亞細亞에 대하야는 문호개방이니 기회균등주의이니 영토존중 등등의 정책을 갓고 임햇든 것이다. 그래서 米國은 日露戰爭당시에는 日本을 가라처 문호개방의 투사라는 찬사를 드리든 米國이 日露戰爭후에 日本의 滿洲에 대한 특수권익이 확립되니 米國은 역시 문호개방 기회균등의 간판을 갓고 日本의 행동을 견제키에 분주 해섯다.
그러나 米國의 亞米利加몬로-主義를 구하고 잇는 그 이유는 어듸에 잇는가. 그는 카느피아 海政策이 그것을 설명하고 잇나니 米國은 말하되 그들 列國은 정치적 조직 及 군사적 세력이 약하야 언제나 내란이 잇고 寧日이 업스니 그는 곳 米國에 직접간접으로 영향이 파급된다는 것이고 米國은 산업이 발달된 나라이나 그들 카르피아海 諸國은 농업국이니 여기에서 相互聯긴性을 발견한다는 것이요 다음에는 米國은 파나마運河의 소유자이라는 것이니 그는 日本의 對滿 對中關係와 무엇이 다르랴 米國이 파나마運河를 갓<31>고 잇는 대신에 日本은 滿鐵을 갓고 잇으며 米國이 카르피아諸國에 32억9천만딸나의 투자가 잇으나 日本은 滿洲에 20억원의 투자를 갓고 잇다. 그리고 中國의 내란이 자즌 것은 현재에 실연되고 잇는 바이요 발달되고 잇는 日本의 산업이 中國及 滿洲와 불가분의 관계가 잇는 것도 또한 사실이다. 여기에서 東京에 주재하고 잇는 米國대사는 동양에 잇서 평화를 유지하려는 日本의 정책과 西半球에 잇서 평화를 유지하려는 米國의 정책과 相似한 점이 잇다 연설한 所以도 아러 질 것이다.

4. 이럿케 동양에 잇서 日本을 盟主로 한 亞細亞몬로-主義는 포스마스條約이래로 그가 一步一步 그의 실현을 항햐야 진보하고 잇든 것이 華盛頓會議에 와서 日本은 그를 버리지 아니치 못하게 되엿든 것이 만주사변 이후 그는 다시 飛躍的의 발전을 뵈이엇으니 國聯脫退도 그것이요 滿洲國의 성립도 그것이요 北中停戰協定도 그것의 부분적 실현이엿다.
그러나 여기에는 幾多의 난관이 잇다. 그는 中國에 잇서 日本의 이해관계이전에 先占權을 갓고 잇는 구미의 列國이 잇다는 것이니 그는 영국이 그러하고 佛蘭西가 또한 그러하다. 영국이 長江沿岸을 중심으로 하고 중부中國에 갓고 잇는 권익은 日本의 그것보다 우월한 바가 잇으며 米國도 또한 中國에 대한 유력한 발언이 잇다고 자신하고 잇는 것 등이다. 汎亞細亞主義의 唱道者이요 그의 맹주인 日本은 그들의 세력을 如何히 할 것인가 그가 제일의 난관이요 다음에는 릿튼報告書가 제시한 바와 여하 동양문제의 가장 행복된 해결은 상호의 호의와 協調에 기한 日中間의 악수가 잇서야 할 터인대 지금에 잇서 그는 바라기 어려운 일이다. 日露戰爭 직후에는 中國에서도 汎亞細亞主義의 共鳴者가 만엇고 孫文도 그를 열심으로 唱道한 일이 잇으나 時勢의 변화는 오날에 와서는 (以下畧)<32>
<28-32>
