잡지명	동광 제4호
발행일	1926년 08월 01일
기사제목	三等船室 -「스켓취」2- (Third-Class Cabin - "Sketch" 2)
필자	任英彬
기사형태	회고·수기 (Memoir/Recollection)

Third-Class Cabin - "Sketch" 2
						Im Yŏngbin

Like setting up silkworm shelves (蠶架) to place silkworm trays (蠶箔) in a silkworm room (蠶室), the third-class cabin is a room about 7 or 8 *ch'ŏk* high where bunks are installed in two layers, making up the "beds" (뻬드). The large room might be about 20 square *ch'ŏk*; excluding pathways and space for luggage, there are bunks for 58 people. The small room is perhaps half the size of the large one, and there too, excluding pathways and luggage space, are bunks for 22 people. There are windows, maybe large enough for a medium gourd dipper (뒤웅박) to pass through—three in the large room, two in the small one. But they are windows in name only; you can't leave them open 24/7. If you were to open them, the crashing waves would surely leap in, as if curious about who is inside this hole. Consequently, air circulation relies solely on ventilation holes in the ceiling, but it's insufficient, resulting in perpetually foul air that gives you a headache if you stay too long. Light also fails to enter; on clear days, only the area near the window brightens slightly, and on cloudy days, without electric lights, it would be perfect for playing blind man's bluff. <40>

Unable to Straighten the Back
The "beds" (뻬드) are made like stretchers from a coarse hemp-like cloth, hung on hooks. They are so narrow that even a person of average build cannot easily move around while lying down. And if you sit up on the "bed," you cannot straighten your back. Doing so means you'll either hit the top of your head or bump your forehead.

They provide neither covers nor bedding, nor any steam (스틤) heating. It seems they regard third-class passengers as cold-blooded animals. They treat us worse than pigs (도야지). Even pigs are given straw bedding (북덕이). When I mentioned this to a Japanese person (日人) next to me, his reply was amusing.
- We poor people are the sturdy ones left after all the others died off, so don't worry, there's no fear of us dying no matter how they treat us. Rest assured.

It's a logical statement. Poor people, because they are poor, have many children but cannot provide sufficient nutrition, so those not destined to live long are culled (淘汰) early in childhood, leaving only the sturdy ones who will live long. In other words, only those who have passed Heaven's health test remain, so there's nothing to worry about now. However, the rich, being rich, raise their children well as soon as they are born, but those children possess weak bodies whose health suffers from the slightest discomfort. Thinking this way brings some peace of mind, but still, I feel constantly uneasy inside. Those who have traveled by sea many times know this and bring ample covers and bedding to sleep warmly. But I, a first-timer, prepared nothing and am suffering for it. The ship doesn't provide blankets for free but rents them out. Unknowingly, I rented just two, one to cover and one to lie on, but it was unbearably cold, so I rented one more. For the three blankets to San Francisco (쌘프랜씨스코), it cost 2 Won 40 Chŏn. Even with three, it was cold, but it became bearable as we neared Hawai'i (하와이). However, those blankets were so shaggy that fuzz stuck to clothes the moment they touched. So, when I went out on deck (떽크), I looked like someone who had just rolled around in straw bedding (북덕이).

If Not for the Gochujang
They cook lumpy rice with grains that look like they've been milled halfway and tell us to eat it. The side dishes are those eaten by Japanese people, about three or four kinds, which even the Japanese grumble about at every meal. Just as the Japanese (日人) bring their own blankets to sleep well, they also bring abundant side dishes and eat well. If not for the gochujang (고치장) brought by my traveling companion, my friend, I would have nearly starved.

During the day, the meal times are so rushed it feels like they just want you to eat rice and nothing else. Breakfast is at seven, lunch at eleven-thirty, and dinner at four. If you get engrossed playing on the upper deck (甲板), you'll miss mealtime and go hungry. And during the remaining time, they go around selling snacks (군음식). While the regular meals (正食) of rice and side dishes are coarse and tasteless, these snacks are good enough to tempt anyone's appetite. People buy these snacks not only because they are good but also because they get hungry soon after the hastily eaten meals. These sellers strictly practice the principle that business is for profit.

Only Three Koreans
Whenever I went onto the upper deck (甲板), I always felt unpleasant seeing the sign that read, "Access prohibited except for second-class passengers." Isn't that too a relic of the old era, burdened with inequality and lack of freedom? Isn't it the fuse for all conflicts? Even if one doesn't make such a fuss, isn't it a sign (表蹟) that money is valued more <41> than people? Isn't it a premise from which one could conclude that money created people?

All the third-class passengers who boarded with me on this ship are Japanese laborers (日本人 勞働者). The only Koreans (朝鮮사람) are myself and a Mr. Han (韓). In total, besides us, the only other Korean on the entire ship is a Mr. Hong (洪) in second class (B二等)—just three of us. These three are pale-faced scholars (白面書生) carrying baskets, traveling far to the Americas (米洲) to pursue learning. What great aspirations and what resolve they must have! What names will they make for themselves in the future, fluttering splendid coattails (빗갈난 옷자락)? Quietly listening to the sound of the waves and the engine, I dreamt an anxious dream.

The Japanese people all have citizenship rights in America (米國) and have sailed this Pacific Ocean (太平洋) at least three or four times each. Some have four or five children they say were born in America. And listening to their stories, there are some who have achieved considerable success, and even if not quite that much, almost all have secured some capital (밋천).

Although they are laborers (勞働者), perhaps because they became laborers in a country like America, they lack the rough mannerisms of laborers and are quite dignified. Their minds also seem very broad, as if greatly influenced by the continental spirit (大陸적 긔운).

Not one of them is without a magazine volume (雜誌ㅅ卷). This surprised me greatly. I always tend to compare what others do with what we do, but seeing this, I sadly gave up as there was no comparison. Watching them eagerly discuss flower viewing (꼿놀이) and women's stories (게집 니야기), then pick up a magazine and read with just as much enthusiasm, I couldn't help but sigh, thinking that a thriving nation is indeed different. - 26, 4, 3 -

Sea Voyage - "Sketch" 3
The sea, as if determined never to reveal whatever secret it holds deep in its heart, hides it deeper and deeper, and fearing it might still be entered, it has posted ferocious waves (波濤) as guards day and night.

Humans are the most curious creatures, animals with extraordinary wisdom (智慧). Tormented nightly by the sounds of the sea's ferocious guards (把守꾼), unable to sleep, and daily gazing upon the vast sea's tightly shut heart, their curiosity grew unbearably large. As it grew, they could not remain idle and used their wisdom to try and uncover it.

First, they felled a large tree, hollowed out a dugout (귀웅), and floated it at the harbor (浦口). Then, taking a pole (석가래), they boarded the dugout and tried paddling around on the sea. Seeing the dugout glide smoothly over the calm water as they poled it, how happy they must have been! Those standing on the shore must have raised their hands and shouted "Manse!", while those in the dugout must have responded in kind. Afterwards, it became the big talk of the village (洞內). Women would gather and say:
- It's amazing! A wooden dugout floats bobbing on the water, doesn't it?
Another woman would add:
- That's not all! Even with three or four people on board, it doesn't sink!
- I thought only fish traveled by water, but now people can travel by water too!
Children would plead:
- Mom, can I ride it too? Huh?
As the news (所聞) spread like this, people carrying bundles (보ㅅ다리) came <42> from mountain villages to see, gathering at the harbor. And so, the harbor prospered.

They named the dugout "bae" (배, boat) and the pole "satdae" (삿대, punt pole).

Perhaps initially, some playful and nimble person tried it as a game. But it turned into a means of livelihood (밋천), used to catch fish and gather seaweed for profit (利). Other people probably just sniffed dismissively at first, thinking, "What a crazy fellow, doing such a dangerous stunt." But seeing his profits, they started saying, "Me too, me too."

Thus, countless dugout boats (귀웅배) filled the coastal waters (近海). Consequently, profits (利) diminished. Seeing this, another clever person (怜悧한 사람) attempted to venture beyond the harbor. But the jealous sea, angered that its hidden secrets were being revealed one by one to humans, gave strict orders (嚴令) to its guard, the waves (波濤). When the boats just bustled (복작댈) within the harbor, the waves could do little, no matter how they raged, because the land was too close. But when this small dugout boat, relying only on the clever person's curiosity, ventured outside the harbor, the waves, finally getting their chance for revenge (報讎), challenged it fiercely. As a result, this first young conqueror of the sea met a tragic end, becoming a sacrifice (犧牲) to the sea.

Because of this, tears and sighs first came to the homes of seafarers, and people grew even more fearful of the sea.

However, human curiosity did not diminish. As fear of the sea grew, so did curiosity. So this time, learning from the failure of the dugout boat, they devised ways to build a different kind of boat. Then, some skillful person cut timber to make planks (늘) and assembled the planks to build a boat. Even in appearance alone, it was incomparably sturdier and better than the dugout boat. They launched it and set out again to battle the sea, partly to avenge their dead brothers (兄弟).

In coastal waters (近海), it was much the same as before. Rowing energetically, they ventured outside the harbor. It had more endurance than the dugout boat, but if attention lapsed even slightly, shipwrecks occurred, and people died. Still, they kept fighting, trying to unlock the sea's secrets. Why wouldn't their curiosity grow stronger even as they offered sacrifices (犧牲者)? Especially when the Devil's breath (惡魔의 입김) and the Iron Leaf Gate (鐵葉의 門) seemed entirely composed of secrets.

They added masts (돗대) and rudders (키), trying with all their might and skill to overcome the waves. Still, they couldn't even dream of undertaking ocean voyages (遠洋 航海).

Finally, humans conquered the sea after all. They finally avenged all the past victims (犧牲者) of the sea. The steam boiler (蒸汽口罐) brought the joy of victory not only on land but gave an even greater victor's joy on the sea.

That steamship (汽船), filling the harbor (港口) as it docks its massive body, puffing out black smoke like a general from old tales smoking tobacco—that is the weapon (戰具) with which humans, after long struggles, play the role of the sea's conqueror.

When its majestic hull moves, slicing white paths straight through the sea's heart as it speeds into the ocean (大洋), the sea's guard, the waves (波濤), enraged to the core, clench their teeth and roar, rushing fiercely. They charge our weapon like a thousand troops and ten thousand horses (千兵萬馬). But our son of wisdom (智慧의 아들) doesn't bat <43> an eye, loudly signals with the engine sound, and confronts the enemy head-on (敵頭). The waves suffer a crushing defeat (慘敗), utter a final scream (悲鳴), collapse with a gurgle (벅으그), and the following waves turn tail and flee (뺑손이) in terror. The ship, displaying even more vigor (긔운), churns the sea wildly with its propeller (푸로펠라), and the sea can only heave and swell like a corpse (죽송장).

Ah, the ship! Black smoke, powerful steam whistle (汽笛)! Conqueror that has pierced the heart of the sea, meant to remain secret forever! Ah, with this, humans have come to wear the victor's crown (冕旒冠) over the sea. Oh, ship!

I also want to speak of the sea this way: as the Devil's Moat (魔의 濠) that imprisoned our Eastern and Western Hemispheres (東西 兩半球), preventing communication forever.

The two hemispheres, divided East and West, under the spell (術數) of the Devil's Moat, could not see each other's faces nor hear each other's voices. The two hemispheres almost lived out their existence unaware if the other even existed (하마하드면).

The Eastern Hemisphere (東半球) might have clamored that it alone was the Earth, and the Western Hemisphere (西半球) might have clamored that it alone was the Earth, engaging in narrow-minded and foolish (투미한) talk. And the wealth of the two hemispheres could not circulate between them; each might have suffered, unable to fill its deficiencies (缺乏), weeping from excess (過剩) and shortage (不足).

Thinking about it, it was no small misfortune and a truly frustrating situation.

However, humans, while striving only to uncover the sea's secrets, unexpectedly breached the Devil's Moat and connected the two hemispheres. Truly unexpected! Even Columbus (콜럼버스) didn't know it was the Western Hemisphere, calling it the West Indies (西印度).

Thus, humans began to mutually supplement excess and shortage, and the two hemispheres came to live like next-door neighbors (엽집). The Devil's Moat has now, conversely, become a fine road called "pavement" (페이브멘트).

The ship! The ship docking and departing from the harbor (港口)! The ship that daily carries people and goods (財物), running East and West! The ship that makes the Rose of Sharon (無窮花) bloom in human history and gives milk and honey (젓과 기름) to human life! Oh, ship! You are indeed the exquisitely beautiful son of human wisdom! - 26, 4, 18 - <44>

**Summary**

This piece consists of two sketches by Im Yŏngbin. The first describes the harsh realities of third-class travel aboard a ship to America in 1926, detailing the cramped, unsanitary, and uncomfortable conditions, the poor food, and the stark class differences highlighted by restrictions and the better provisions of Japanese passengers. The second sketch offers a more romantic and historical perspective on seafaring, tracing humanity's journey from primitive boats to mighty steamships, celebrating the ship as a symbol of human ingenuity, conquest over nature (the sea), and the pivotal tool that connected the Eastern and Western Hemispheres, overcoming the "Devil's Moat" to foster global exchange.

From a historical perspective, the article provides a valuable first-hand account of the difficult conditions faced by Koreans traveling abroad during the colonial period, likely for education or labor, contrasting their experience with that of Japanese passengers who seemed better prepared and perhaps better treated. The author's reflections on inequality ("money is valued more than people"), his comparison of Korean and Japanese passengers' habits (reading magazines), and his underlying sense of national aspiration ("What names will they make for themselves... fluttering splendid coattails?") offer insights into the social dynamics and consciousness of Koreans under Japanese rule seeking opportunities overseas. The second sketch, while more general, reflects a broader discourse on modernity, progress, and overcoming barriers, common themes in the era.

**Named Entities**

任英彬	임영빈	Im Yŏngbin
이러케 所聞이 퍼지자 산ㅅ골에서는＜42＞ 구경을 오느라꼬 보ㅅ다리 진 사람들이 浦口로 모여 듬니다. 그래서 浦口는 繁昌하여 젓슴니다.
그들은 그 귀웅을 가르처 배라 이름하고 그 석가래를 가르처 삿대라 이름하엿슴니다.
처음에는 어는 작난 조화하고 날렵한 한 사람이 놀이개 삼아 하여 보앗겟지오. 그런데 그것이 돌이어 밋천이 되어서 그것으로 고기도 잡고 미역도 따서 利를 남기게 되엇슴니다. 다른 사람들은 처음에는 밋친 놈 危險한 작난도 다 한다 하고 코방귀만 뀌엇겟지오. 그러나 그의 利 남기는 것을 보고 나도 나도 하게 되엇슴니다.
그래서 近海에는 이 귀웅배가 無數히 잇게 되엇슴니다. 딸아서 利가 薄하게 되엇슴니다. 이것을 보고 또 어느 怜悧한 사람이 浦口 박글 나가 보려고 하엿슴니다. 그러나 猜忌 만흔 바다는 이러케 자기의 감춘 秘密이 사람에게 하나식 하나식 알려지는 것이 골이 나서 把守꾼 波濤에게 嚴令을 나렷슴니다. 浦口 안에서 복작댈 때에는 波濤가 암만 야단을 처도 원악 무티 우니까 하는 수가 업섯지마는 이 적은 귀웅베가 한갓 怜悧한 사람의 궁금증만 밋고 浦口박글 나왓슬 때에는 波濤는 이제야 報讎를 하게 되엇고 나하고 막우 挑戰을 하는 바람에 이 우리 첫번 어린 바다의 征服者는 無慘히도 바다에 犧牲이 되고 말앗슴니다.
이 까닭으로 처음으로 바다에 다니는 사람의 집에 눈물과 한숨이 오고 사람들은 더욱 바다를 두려워 하게 되엇슴니다.
그러나 사람의 궁금증은 줄지 안핫슴니다. 바다가 두려우면 두려운 대로 궁금증도 늘엇슴니다. 그래서 이번에는 귀웅배에 失敗한 것을 거울 삼아 다른 모양으로 배를 만들기를 꾀하엿슴니다. 그때에 어느 제주 잇는 이가 나무를 켜 늘을 만들고 그늘을 모아 배를 지엇슴니다. 것치레만 하여도 귀웅배와는 比較도 못할 만콤 튼튼하고 조핫슴니다. 그들은 그것을 띄우고 다시 바다와 싸우러 나섯슴니다. 죽은 兄弟의 怨도 플 兼.
近海에 잇서서는 우리 잇는 것이나 맛천 가지엇슴니다. 그들은 어기어차 노를 저어 浦口박게를 나왓슴니다. 귀웅배 보다는 견대는 힘이 잇섯스나 注意가 조금 게으런즉 破船을 당하야 죽는 사람이 생기엇슴니다. 그래도 그들은 작구 싸우면서 바다의 秘密을 열어보앗슴니다. 어째서 그들이 犧牲者를 내면서라도 그 궁금증이 더욱 강하여지지 안켓슴니까? 惡魔의 입김과 鐵葉의 門이 도모지 모도 秘密 그것 뿐으로 생각이 드는 대야.
그들은 돗대도 달아보고 키도 달아보고 할 수 잇는대로 波濤를 이기려꼬 애를 쓰고 재주를 다 하엿슴니다. 그래도 그들은 遠洋 航海는 해 볼 염의도 못 냇슴니다.
마침내 사람들은 바다를 征服하고야 말앗슴니다. 모든 예전 바다의 犧牲者의 怨을 풀어주고야 말앗슴니다.  蒸汽口罐이 무테서만 사람의 勝利者라는 기쁨을 준 것이 아니라 바다에서는 보다 더한 勝利者의 기쁨을 주엇슴니다.
港口가 뿌듯하게 그 큰 몸을 들이 세우고 옛날 이야기에 잇는 將軍이 담배를 먹듯이 시컴은 煙氣를 吐하는 저 汽船은 사람들이 오래동안 애쓰던 바다의 征服者 노릇 할 戰具외다.
그 雄壯한 몸동아리가 움즉이어 바다의 가슴을 새하야케 쭉쭉 갈르면서 大洋으로 내달릴 때에 바다의 把守꾼 波濤는 성이 꼭지까지 나서 이를 악물고 怒號하면서 감사납게 달러듬니다. 千兵萬馬가 휘몰아 오듯 우리 戰具로 突擊을 함니다. 그러나 우리 智慧의 아들은 외눈＜43＞ 하나 깜짝 아니하고 엔진 소리를 크게 내어 號令을 하고 敵頭를 내바드니 波濤는 고만 慘敗가 되어 最後의 悲鳴을 내고 벅으그하고 쓸어지면 뒤에 오던 파도는 무서워 무서워 뺑손이를 침니다. 배는 더욱 긔운을 뽑내어 「푸로펠라」로 바다를 막 저어 노흐면 바다는 죽송장 모양으로 불근 불근 솟길 뿐이외다.
아아 배! 검은 煙氣 세찬 汽笛! 영원히 秘密대로 잇슬 바다의 가슴을 헤친 征服者! 아아 사람은 이로써 바다의 勝利者인 冕旒冠을 쓰게 되엇다. 배야!
또 바다를 나는 이러케 말하고 십슴니다. 우리 東西 兩半球를 영원히 交通 못한도록 監禁한 魔의 濠라꼬.
半球 둘은 東西로 난우어 魔의 濠의 術數미테 서로 얼골도 못보고 소리도 못 듯고 잇섯슴니다. 하마하드면 두 半球는 서로 하나가 잇는지 업는지도 모로고 살아질뻔 하엿슴니다.
東半球에서는 東半球만으로 地球라꼬 떠들고 西半球에서는 西半球만으로 地球라꼬 떠드는 속좁고 투미한 수작만 하고 잇슬뻔 하엿슴니다. 그리고 두 半球의 富가 서로 流通이 못되고 서로 어느 편이던지 缺乏을 채우지 못하고 過剩과 不足에서 울뻔 하엿슴니다.
생각하면 여간 不幸한 일이 아니고 답답한 일이 아니엇슴니다.
그러나 사람은 바다의 秘密만 캐려꼬 애쓰다가 意外에 魔의 濠를 깨치고 두 半球를 連絡하게 하엿슴니다. 참으로 意外외다. 「콜럼버스」도 西半球인 줄 모르고 西印度라 하엿슴니다.
이리하여 사람들은 過剩 不足을 서로 補充하면서 두 半球는 엽집처럼 지내게 되엇슴니다. 魔의 濠는 이제는 돌이어 「페이브멘트」란 조흔 길이 되고 말앗슴니다.
배! 港口에 닷다 떠낫다 하는 배 每日 사람과 財物을 실꼬 東으로 西으로 달리는 배! 人類의 歷史에 無窮花를 퓌우고 人類의 生活에 젓과 기름을 주는 배! 배야! 너는 사람의 智慧의 극히 아름다운 아들이라고나! -26, 4, 18-＜44＞
＜40-44＞
