Magazine Title	삼천리 제7권 제1호
Publication Date	1935년 01월 01일
Article Title	그리운 作家, 抱石과 曙海 (Beloved Writers, Posŏk and Sŏhae)
Author	閔丙徽
Article Type	회고·수기 (Memoir/Reminiscence)

Beloved Writers, Posŏk and Sŏhae
						Min Pyŏnghwi

1. It has already been a long time since I received the request from Brother P'ain when I came up to Seoul. Even after coming down, I faced the manuscript paper several times intending to write about Mr. Cho Myŏnghŭi (Posŏk) and Mr. Ch'oe Haksong (Sŏhae) as requested, but idle thoughts prevented me from writing it well. Only now do I finally take up my pen, thinking of these two who have now vanished from the Korean literary scene, to look back on the old days when I read their works.
These two were sound writers possessed by Korea, who once illuminated the literary world. But Mr. Posŏk has already left Korea and gone overseas, and Mr. Sŏhae rests quietly underground. The feeling of longing for these two lost writers newly brushes against my heart.

2. It was the winter nine years ago from now when, sitting in the room of Brother Cho (Posŏk) in C Village where the cold wind brushed by, I wept over sentimentality while reading the poetry collection *On the Spring Grass*. This was the first connection that allowed me to know Cho Myŏnghŭi (Posŏk).
At the time, using the pen name Nowŏl, which carried a strong Southern country sentiment, he published a sentimental poetry collection. Soon after, he was a young man of letters who published translations like *The Living Corpse* (Sansongjang), Tolstoy's work, and *On the Eve* (Kŭ chyŏnnal pam) (Turgenev's work), a small presence in a corner of the literary world.
After coming from Tokyo and joining the T'owŏrhoe literary group, he published the original play *The Death of Kim Yŏngil* (Kim Yŏngil ŭi Sa). As this script was staged by various troupes and gained the spotlight, his presence began to shine.
I cannot speak much about the content of this work here as it doesn't remain clearly in my memory, but in any case, it showed one aspect of the miserable life of poor students studying abroad at the time and well expressed the state of mind of the "intelligentsia" suffering from ideological anguish.
Whereas the works of writers back then—whether novels or plays—were a comprehensive enumeration of love, alcohol, women, and tears, this work was liberated from all these decadent forms and was a sound work, thus winning the favor of the public. A distinctive feature was that the only woman appearing in this medium-length work was a single café waitress.<157>

3. As Mr. Cho Myŏnghŭi, who wrote sentimental poetry under the name Nowŏl, changed his pen name to Posŏk and published the short story "Into the Earth" (Ttang sokŭro) in the March 1925 issue of *Kaebyŏk*, his ideology gradually solidified.
How did the joint review committee of the Korean literary world evaluate this work when it first appeared as his short story?
"Sangsŏp—perhaps this is this person's debut work? Until now, I didn't know what his ideology was, but after seeing this *Into the Earth*, I roughly guessed it. Overall, I believe it's a work largely without failure. There's strength in the content. It depicted, to a certain extent powerfully, one aspect of the life of the so-called pro[letarian] class. (Omitted below)"
Seeing such favorable reviews emerge from this joint review committee, which used to unconditionally label proletarian works as "thema" (propaganda) and slander them, was because the work, though a debut, was soundly written. After Mr. Cho leaped forward, turning into a short story writer, he occasionally released several works to the world.
Among them, the famous ones include "Saekŏji," "Low Pressure" (Chŏgiap), and "Nakdong River" (Naktonggang). Works like "Low Pressure" or "Nakdong River" were beautiful pieces that could be said to be among the first acquired and read in the Korean literary world. The time of my youth as a literary aspirant, sitting in a dim study, listening to the sound of the wind outside while reading "Low Pressure," still dimly evokes reminiscences in my mind.
The suffering life of the "intelligentsia." The desolate figure of the protagonist, receiving a few pennies of his salary after several months, going off to drink. The sight of him returning home after drinking all night, carrying a pound of beef and some Japanese beans (왜콩). The child delighted to see it! The bitter anguish of regretting his drinking. "Who knows the rotting insides of a young man in this land of Korea?... Does that cow passing by over there know..."
The protagonist's monologue—though the work is no more than 6 or 7 pages, it is indeed simple yet solid, the imagery is firm, and it well portrays a small archetype of Korea's powerless intellectual class.
This work deeply pierced the hearts of the contemporary "intelligentsia"! That is why the events unfolded in the novel still appear dimly in my mind.

4. Later, "Nakdong River," which came from his hand, was a work that caused a great sensation in the literary world for a time.
The XX struggle arising on the banks of the Nakdong River, the sacrifice of XX arising there, the union of comrades entangled amidst sacrifice!
He wrote this work with majestic prose. Welcoming a comrade released from XX, crossing the Nakdong River, singing:
Nakdong River! Nakdong River! Even if a thousand years pass, even if ten thousand years pass, how could I forget you!
The daughter of an outcaste (百丁), born carrying the world's misfortune, leaving her lover and seeking another workplace far away! "Roja!"
How many readers were there who did not weep after reading this work? However, because Mr. Kim Kijin gave this work the excessive praise of being a "Second Period Work," it received a rebuttal from Mr. Cho Chunggŏn.
In any case—at that time, the actions in the works were actions, and the mutual criticism among comrades was also proper criticism.
The memory of holding a publication commemoration for Mr. Cho when *Nakdong River* saw publication also comes back dimly.<158> Mr. Cho Chunggŏn—like Mr. Posŏk—has vanished from the literary scene, making the changes in human affairs feel anew.
After that, he left behind the XX work "Mother and Son" (Ŏmŏniwa adŭl), in which bold lines were drawn, and then quietly disappeared from the streets of Seoul, concealing his large frame.

5. The first time I met him was the summer of 1928! When I first saw him sitting with Mr. Yi Kiyŏng at Chosŏn chi Kwangsa, waiting for orders for the publication *Nakdong River*, I just thought he was a dignified person. I still remember telling Song Yŏng that he seemed more like a poet "type" than a writer.
However, there are many interesting anecdotes (예비소트) about him.
He loved silence and was passionate. Early on, during his student days, he gave a speech in his hometown denouncing the Old Doctrine and Young Doctrine (老論少論) factions, causing his uncle (who was said to also have connections to the Confucian scholars (儒林)) to be taken away by the Confucian scholars and suffer great humiliation. He also ran a red bean porridge (팟죽) stall in Nagwŏndong for a time.
When tipsy, wearing only his undershirt, without a hat, holding pindaettŏk (빈대떡) in one hand, he would walk down Chongno, eating proudly. If he saw someone acting excessively gentlemanly, he would stuff pindaettŏk into their mouth, saying—"Doesn't a gentleman know the taste of pindaettŏk?"—and laugh heartily. He was good at such humorous pranks. But now, he is said to be living a quiet life with children in a place where snow falls in the North Country (北國). Perhaps he will no longer write works again? I miss him, and I want to read his new works again.
The other day—when I was up in Seoul, I met Nojak at the Cafe "Venus" (茶房 「비나쓰」) and suddenly thought: how many have vanished from the literary scene? Looking back as I take up my pen............

1. "Hometown" (故鄕). I remember crossing the mountain pass while reading this work, labeled as the winning novel, holding the autumn issue of *Chosŏn Mundan* where the cold wind brushed by.
And I read Ch'unwŏn's commentary in the post-selection critique, printed in size 6 type, stating he believed this author would have a day to make his voice heard in the future, and looked again at the author's name. It was Mr. Ch'oe Haksong. This was the first piece he submitted.
After he put out this work, news spread that he had suddenly come up to Seoul, and reports emerged that he had joined Chosŏn Mundan-sa, which was then presided over by Mr. Yi Kwangsu and managed by Mr. Pang In'gŭn. He then published the short story "Thirteen Won" (十三圓), which also received favorable reviews, and his presence in the literary world became firmly established.
From this time, I, an 18-year-old literary youth, held great expectations for this emerging writer and did not neglect to seek out and read his works.
He continued to publish works such as "The Tyrant" (暴君) (*Kaebyŏk*) and "After the Great Flood" (큰물 진 뒤) (*Kaebyŏk*), and favorable reviews circulated widely, calling him a sound writer possessed by Korea.
This was the time when I revered Mr. Ch'oe Haksong (Sŏhae) as a writer.

2. I think it was one early summer when the monsoon rain was falling. My friend Pak Wŏnho, with whom I had promised to study literature together but who has now passed away, and I were reading through all the literary sections of the monthly magazines, heads bent together. Pak suddenly <159> wiped his tears with his sleeve, told me to read this, and handed me *Chosŏn Mundan*, opened.
It was "Escape" (脫出記).
Reading through this work, written in epistolary style by the heroine "I," how much did I weep?
Unable to live—"I" leaves, man carrying burdens, woman carrying child on back. Crossing the "barbarian" pass, the mother swallows tears saying, "This place is still cold." The scene of the family gathering to make tofu with the meager earnings from selling fish and fixing floors. The wife, hungry, chewing on dried tangerine peels, sees her husband enter and buries them in the hearth ashes. The husband, blaming his wife (saying, "What are you eating alone when the whole family is starving?"), digs through the ashes, finds the tangerine peels, clenches his teeth, and weeps. Amidst this ruin, "I" still escapes and goes forth to the fields for a greater cause............
I, who had read many "bourgeois" (뿌르) novels and "pro[letarian]" (푸로) novels written either about sweet love affairs or unconditional resistance, wept with emotion upon reading this work. And I read it aloud to my younger sibling lying ill in bed, and also read it aloud to a certain lady. I recommended it to other friends, and even bought the book myself and sent it to female acquaintances.
At that time, how close a writer Mr. Ch'oe Haksong (Sŏhae) was to me............
After that, he continued to write "The Death of Paktol" (朴乭의 죽엄) and "Famine and Slaughter" (飢饉과 殺육).
As he wrote such works, I read them all, and when his collection *Bloodstains* (血痕) came out, I gladly bought it and even distributed copies to several friends. What a passionate literary youth I was!

3. However, as he gradually associated with the "bourgeois" (뿌르쪼아) writers gathering at Chosŏn Mundan-sa, the standard of his works began to decline.
Consequently, I even published a small critical piece titled "Advice to Sŏhae" (曙海에게 進言) in the *Chungoe Ilbo*. Then, as *Chosŏn Mundan* went on hiatus again, he wrote "Wife's Sleeping Face" (안해의 자는 얼골) and "Undercurrent" (底流) for *Chosŏn chi Kwang*, showing signs of a renewed start. Thus, the temporary disappointment once again brought greater expectations for him.
Then, as the management rights of *Chosŏn Mundan* passed to others, he published the masterpiece "Crimson Flame" (紅熖), causing a major sensation in the literary world, and his presence began to shine even more!

4. However, his weak will began to waver whenever confronted by the hardships of life. Because of this, he abandoned the principles he should have rightly upheld, became a captive of "journalism" (쩌나리씀), and ended up bringing despair to the public.
Moving from the *Chungoe Ilbo* to the *Maeil Sinbo*, he did not hesitate to engage in definitive XX actions.
Thus, the expectations held for him, the writer of "Escape" and "Crimson Flame," instead greatly brought despair to readers.
Indeed, he knew only life too excessively. Why could he not act more as a man of letters, as a participant in the cultural movement? <160>

**Summary**

This memoir by Min Pyŏnghwi reflects on two prominent Korean writers of the colonial period, Cho Myŏnghŭi (pen name Posŏk) and Ch'oe Haksong (pen name Sŏhae). Min recounts his initial admiration for both writers, tracing their literary development from early sentimental works (Cho) and acclaimed debut stories (Ch'oe) to powerful realist and proletarian-influenced literature like Cho's "Low Pressure" and "Nakdong River," and Ch'oe's "Escape" and "Crimson Flame." However, Min laments Cho's departure overseas (likely exile to the USSR/Manchuria) and Ch'oe's eventual perceived compromise with "journalism" and collaborationist newspapers like the *Maeil Sinbo*, which caused disillusionment among readers like himself. The article highlights the ideological ferment, literary debates (e.g., KAPF-related discussions, criticism between writers), and the immense personal and political pressures faced by Korean intellectuals and artists under Japanese colonial rule. For historians, it offers a contemporary perspective on the trajectory of key literary figures, the reception of their works, the socio-political context influencing literary production (poverty, ideological struggle, censorship implied by 'XX'), and the difficult choices writers faced between artistic/political integrity and survival.

**Named Entities**

巴人	    파인	P'ain
맛당히	마땅히	Rightly, properly (older spelling)
직히여	지키어	Keeping, upholding (older spelling)
主張	    주장	Assertion, principle, stance
바리고	버리고	Abandoning, throwing away (older spelling)
쩌나리씀	저널리즘	Journalism (loanword, older transliteration)
捕虜	    포로	Captive, prisoner (of war)
絶望	    절망	Despair, hopelessness
웨	    왜	Why (older spelling)
文藝家	문예가	Man of letters, literary person
文化運動者	문화운동자	Cultural movement activist/participant
못하엿든고	못하였던고	Could not do? (older interrogative ending)


---------------------------


잡지명	삼천리 제7권 제1호
발행일	1935년 01월 01일
기사제목	그리운 作家, 抱石과 曙海
필자	閔丙徽
기사형태	회고·수기

그리운 作家, 抱石과 曙海
						閔丙徽
1. 上京時 巴人 兄의 付托을 받은 지가 벌서 오랫다. 下開하여서도 付托주신 대로 몃 번인가 抱石 趙明熙씨와 曙海 崔鶴松씨에 대하야 이약이하려고 原稿紙를 대해 밫스나 空然한 雜念이 그겄을 잘 쓰지 몯하게 해서 인제야 겨우 붓을 들어 지금은 朝鮮文壇에서 발자취를 감추신 두 분을 생각하면서 두 분의 작품을 읽든 녯 시절를 回顧해 보려는 겄이다.
이 두분 한 때에 文名을 빛내든 朝鮮이 가진 健全한 作家이엿는데 抱石씨는 임이 朝鮮을 떠나 海外로 가 바리시고 曙海씨 地下에서 고요히 잠자고 게시니 이러버린 두 作家에 대한 思慕의 情이 새롭게 가삼을 슷친다.
2. 찬바람 슷치는 C村 趙兄 抱石이 아님의 방에 안저서 「봄잔디밧 우에서」란 詩集을 읽으면서 「센치멘탈」에 울든 겄이 지금으로붙어 9년 전의 겨을리요 이겄이 抱石 趙明熙를 내알게 된 첫 因緣이다.
당시 氏는 蘆月이란 南國 情緖가 多分히 흐르는 文號를 가지고서 「센치멘탈」한 詩集을 出版하였으며 뒤니어 「산송장」 톨스토이 作 「그 젼날 밤」 (트르케녚 作 등)을 飜譯出版한 젊은 文人으로서 文壇의 한 모텡의 조고마한 存在엿다.
氏가 東京서 오면서 土月會에 加擔한 후에 「金英一의 死」란 創作戱曲을 出版하면서 이 脚本이 각 團體에서 上演되어 脚光을 빛내게 되면서 氏의 存在는 빛나기 시작했다.
이 作品 內容은 記憶에 잘 남어 잇지 안어 이곧에서 이약이하지 몯하거니와 엇젯든 당시 가난한 留學生의 悲慘한 生活의 一面을 보히여 주었으며 思想的 苦憫에 우는 「인테리」의 心境을 잘 표현햇다.
그때의 作家들의 作品이란 小說이고 戱曲이고 間에-사랑 술-게집-눈물-그겄의 綜合的 羅列이였음에 反하야 이 作品은 이 모-든-「데카단」한 形式에서 解脫한 健全한 作品이엿음에 一般의 歡心을 사게 되엿고 中篇作品에 여자라고는 오-즉 카페 女給 하나만 나오게 한 게 한 特色이엿다.＜157＞
3. 蘆月이란 일홈으로 「센치멘탈」한 詩를 쓰든 趙明熙씨 그 文號로 抱石이라고 꽃이면서 1925년 3월호 「開闢」에 「땅 속으로」라는 短篇을 發表하자! 氏의 思想은 차차로 굳어젓다.
당시 氏의 作品이 短篇으로서 처음 나오자 朝鮮文壇 合評會에서는 이겄을 얻어하게 評햇든고?
「想涉-아마 이것이 이 사람의 處女作이지? 나는 이 때까지 그 사람의 思想 如何를 몰랏다가 이것을 땅속으로 보고서 대강 짐작햇어요. 그런데 대체로 보아서 그리 失敗가 업는 作品인 줄로 믿음니다. 內容에 힘이 있어요. 所謂 푸로 階級의 生活의 一面을 어느 정도까지 有力하게 그럿습듸다. (下略)
「푸로레타리아」 作品이라면 無條件하고 「데마」하고 中傷하든 이 合評會에서 이 만큼 好評이 나오게 된 겄을 보아서 處女作이라도 그 作品이 健全히 써진 까닭이다. 氏가 一躍-短篇作家로 轉向한 이후-때때로 여러 篇의 作品을 세상에 내노앗다.
그 중에도 유명한 것은 「새거지」 「低氣壓」 「落東江」 등이니 「低氣壓」이나 「落東江」은 朝鮮文壇에 있어 처음 어더 읽어스리라고 할 만한 아름다운 作品이엿다. 컴컴한 書齊에 안저서 外界의 바람 소래를 들으면서 「低氣壓」을 읽든 文學靑年時代가 지금도 머리ㅅ속에 어렴푸시 追憶을 이르킨다.
「인태리」의 生活苦 月給이라고 몃 달만에 몃 푼 바더들고 술을 마시러가는 主人公의 쓸쓸한 그림자. 밤샛것 술을 마시고 소고기 한 근과 왜콩을 사들고 들어가는 그 모양. 그것을 보고 반기는 어린애! 술 마신 자기를 뉘우치는 쓰린 苦憫 「네기 이 朝鮮 땅-젊을 놈의 썩는 속은 누가 알가?... ...저기 가는 저 소나 알가...
주인공의 獨白-不過 6, 7頁에 지나지 못하는 作品이지만 과연 簡單하면서도 確實하고 仰象이 굳게 되엿스며 朝鮮의 無氣力한 知識階級의 一小 典型을 잘 나타내 노앗다.
이것은 當代의 「인테리」들의 가삼 속을 몹시도 찌른 作品이다! 그리해서 내 머릿속에도 아즉끗 小說 안에 전개된 그 事件이 어렴푸시 보이고 잇는 것이다.
4. 其后에 氏의 손에서 나온 「落東江」은 한때 文壇에 커다란 「쎈세이숀」을 이르킨 作品이엿다.
落東江 기슭에서 이러나는 XX的인 鬪爭, 거기에서 이르난 XX의 犧牲, 犧牲 중에 얼크러지는 同志의 結合!
氏는 威溺에 찬 文章으로 이 作品을 썻다. XX에서 出X하는 同志를 마저 落東江을 건너면서
落東江! 落東江! 천년이 간들 만년이 간들 너 이즐쏘냐!
라고 부르는 노래! 愛人을 離別하고 멀리 다른 일터를 차저가는 세상에 不運을 안고 나온 百丁의 딸! 「로쟈!」
이 作品을 읽고서 울지 안은 讀者 그 몃 사람이엿든고? 그러나 이 作品을 金基鎭씨가 第2期 作品이란 過大評價를 나린 까닭으로 해서 趙重滾씨에게 反駁을 받엇다.
엇젯든-當時의 作品 行動도 行動이엿거니와 同志들의 相互批判도 批判다웟다.
落東江이 出版을 또한 보게 되여 氏의 出版紀念을 하든 생각도＜158＞ 어렴푸시 回憶되거니와 趙重滾씨-抱石씨와 같이 文壇에서 자취를 감추엇스니 人事의 變遷이 새롭게 늣기여진다.
其后에 氏는 「어머니와 아들」이란 굵은 線이 그어려 잇는 XX的인 作品을 남기여 노코 그만 소리 없이 서울의 거리에서 그 큰 몸을 감추워 바리엿다.
5. 내가 氏를 처음 맛나 뵈운 것은 1928년 여름이엿다! 朝鮮之光社에서 李箕永씨와 같이 안저서 出版物 「落東江」 注文을 기다리고 잇는 氏를 처음 뵈을 때 점잔은 분이란 생각이 있었을 뿐이요. 作家라니 보다 詩人「타입」이라고 宋影 군에게 이약이햇든 것을 지금도 記憶한다.
그런데 氏에게는 여러 가지 자미 잇는 「예비소트」가 많이 잇다.
沈黙을 사랑하는 氏 熱이 많으시다. 읽즉이 學生 當時에 고향에서 老論少論을 痛罵하는 演說을 하여서 그의 三寸되는 분이 儒林(에 그분도 儒林에 關係햇섯다 한다.) 잡혀가서 큰 욕을 본 일이 있었다 하며 한 때는 樂園洞서 인가 「팟죽」장사도 하엿다.
약주가 얼근히 취하신 氏 內衣 샤쓰만 입으신 채 모자도 쓰지 안코 한 손에는 「빈대떡」을 사들고 鍾路로-당당이 잡수시면서 오시다가 지나치게 紳士然하고 다니는 이 있으면 그의 입에다 빈대떡을 집어 너으면서- 「신사는 빈대떡 맛을 모르느냐」하고 快笑 이러한 「유모라쓰」한 작란도 잘 치신다. 그러나 지금에 氏는 北國의 눈 날이는 곳에서 어린애들과 고요한 생활을 하시고 계시다니 인제는-다시금 作品을 쓰시지 안으시려는지-氏가 그리우며 氏의 새로운 作品이 또다시 읽고 십다.
前日-上京햇슬 때 茶房 「비나쓰」에서 露雀을 뵈올 때 문득 생각햇다. 붓을 들고 보니 文壇에서 자취를 감춘 분이 그 얼마나 많은가?............

1. 「故鄕」 찬바람 슷치는 가을 朝鮮文壇을 펴들고 入選小說이란 이 作品을 읽으면서 고개를 넘어오든 생각이 난다.
그리고 選後感이란 6號 活字로 春園이 쓴 評文에 이 作者가 后日에 소래칠 날 있을 것을 밋고 있다고 한 것을 읽고 다시금 作者의 일홈을 보앗다. 「崔鶴松」씨다. 이것이 氏가 처음으로 投稿한 것이엿다.
氏가! 이 作品을 내논 뒤 一躍 上京햇다는 소식이 들니면서 당시 李光洙씨 主宰 方仁根씨 經營이든 朝鮮文壇社에 入社햇단 報導가 나면서 「十三圓」이란 短篇을 發表해서 또한 好評을 밧게 되엿으며 文壇的으로 그 存在가 確然히 서잇게 되엿다.
이때붙어 18의 文學少年인 나, 이 新進作家에게 커다란 期待를 가지고서 氏의 作品을 차저 읽음을 게을니 하지 안엇다.
氏는 「暴君」(開闢) 「큰물 진 뒤」(開闢) 등의 作을 게속 發表하게 되여 朝鮮이 가진 근전한 作家란 好評이 자자하게 되엿든 것이다.
이겄이 내가 曙海 崔鶴松씨를 作家로써 崇拜하든 때이다.
2. 장마비가 나리는 어느 첫 여름이엿든가십다. 지금은 죽어간 나와 文學을 같이 硏究하길 約束하든 朴元鎬 군과 고개를 마주대고 月刊 雜誌 文藝欄을 모조리 듸저 읽고 있을 때-朴군이＜159＞ 문득 이겄을 읽어 보게 하고 팔소매로 눈물을 씿으며 朝鮮文壇을 펴서 나에게 주는 것을 받어 읽엇다.
그것이 「脫出記」다.
「나」라는 「히로인」이 편지체로 쓴 이 作品을 읽어나려 가면서 나는 얼마나 울엇든가.
살 수가 업서-男負女載하고 떠나는 「나」 오랑캐 고개를 넘어 스면서 이 곧은 아직은 칩고나」 하고 눈물 먹음는 「어머니」 「생선」을 팔고 구들을 곤치여 준 밋천으로 「콩」을 사서 집안 식구가 모히여 두부를 만드는 모양, 배가 곱허서 말은 굴껍흘 씹고 안젓다가 남편이 들어옴을 보고 아궁이 잿 속에 무더 바리는 안해-안해을 원망하고 (집안은 다 굼는데 혼자 무엇을 먹는다고) 재 속을 뒤저서 귤껍흘을 발견하고 이를 악물고 우는 남편 이런 망할 가운데서 오히려 해탈해 가지고 큰 일을 위하야 터로 나아가는 「다」............
달큼한 戀愛事件이 아니면 無條件한 反抗으로 써저가고 잇는 「뿌르」小說이고 「푸로」小說이고 만히 읽어 오든 나는 이 作品을 읽고서 感激에 울엇다.-그리고 病床에 누어 잇는 누의 동생에게 읽히여 들녀주엇고 한 마님에게 또한 들녀들엿다.-다른 동무들에게 읽기를 권햇고 내 스사로 冊을 사서 아는 여성에게 보내기도 햇다.
이 때에 있어서 얼마나 曙海 崔鶴松씨는 나의 친한 作家였엇는지............
그 뒤에 氏는 如前히 「朴乭의 죽엄」 「飢饉과 殺육」을 썻다.
그런 作品을 쓰는 대로 나는 모다 읽었으며 氏의 創作集 「血痕」이 나오자 반가히 그를 사서 여러 동무에게 나누어까지 주엇다. 얼마나 熱情的인 文學少年이엿든고?
3. 그러나 차차로 氏가 朝鮮文壇社에 모히는 「뿌르쪼아」 作家들과 사귀여 지내면서 作品水準이 抵下하기 시작하엿다.
그리해서 筆者는 中外日報에다 「曙海에게 進言」이란 조고마한 評文까지를 發表하엿든 바 다시금 朝鮮文壇이 休刊되면서 朝鮮之光에 「안해의 자는 얼골」을 쓰고 「底流」를 쓰게 되엿스며 좀더 再出發의 色彩가 보이게 되엿다. 그리해서 一時的인 失望은 다시금 氏에게 더 커다란 期待를 가저다 주엇다.
그리자 다시 朝鮮文壇의 經營權이 他人에게로 넘어 가면서 氏는 傑作 「紅熖」을 發表하여 文壇에 一大 「센세이숀」을 이르키였으며 氏의 存在는 더욱 빗나기 시작하엿다!
4.. 그러나 氏의 강하지 못한 意志는 생활의 괴로움이 부대칠 때마다 움지기기 시작하엿다. 그럽으로 해서 자기가 맛당히 직히여 가지 아느면 안이 될 主張을 바리고 「쩌나리씀」의 捕虜가 되여 一般에게 絶望을 가저다 주고 말엇다.
中外日報에서 每日申報로 가면서 氏는 確實한 XX的인 行動을 하는데 주저치 안엇다.
그리해서 脫 記를 쓰고 「紅熖」을 쓰든 氏게 대한 期待는? 오히려 讀者들의 絶望을 크게 주엇다.
과연 氏는 生活만을 너무 지나치게 알엇다. 웨 좀더 文藝家로서의 生活! 文化運動者로서의 行動을 해나가지 못하엿든고.＜160＞
＜157-160＞
