잡지명	동광 제32호
발행일	1932년 04월 01일
기사제목	愛蘭自由國 新任首相 데·발레라氏와 愛蘭政界의 變動 (The New Prime Minister of the Irish Free State, Mr. de Valera, and Changes in Irish Politics)
필자	白樂濬
기사형태	소식 (News Report)

The New Prime Minister of the Irish Free State, Mr. de Valera, and Changes in Irish Politics
						By Paek Nakchun
Mr. de Valera, the New Prime Minister of the Irish Free State

Following a Dublin telegram on March 9th reporting that the results of the recent general election in the Irish Free State led to the appointment of Mr. de Valera as Prime Minister, the writer received a phone call from the editorial department of the "Donggwang Company" (東光社) requesting an introduction of the new Irish Prime Minister for the next month's issue of "Donggwang." Given the added urging that the manuscript deadline was the 10th, I have no choice but to briefly introduce Mr. de Valera in a newspaper style.

Éamon de Valera was born on October 10, 1884, making him still a man in his prime, not yet 50. Regarding his birthplace, some say New York, while others say Charleville, County Cork, Ireland. However, I tend to accept the former theory. The reason is that de Valera moved to his mother's hometown, Charleville, in his childhood and grew up there, which I believe led to the latter theory arising. His name is not an Irish name. His father was Spanish, and his mother was a native Irish person who had emigrated to the United States; after Éamon was born, she moved back to Ireland. Thus, de Valera grew up in Ireland from childhood and was educated there, studying at Blackrock College and the Royal University of Dublin.

Looking back at the Irish political situation when de Valera finished his studies and entered society, the Irish people's racial, economic, political, and religious struggle against Britain was entering a new phase. After the Irish Parliament was abolished in 1800 and merged with the British Parliament, the Irish movement reached a stage with Daniel O'Connell's success in the movement for Catholic Emancipation (allowing Catholics to be elected as Irish representatives to the British Parliament) (1829) and the movement to repeal the Act of Union. Subsequently, the Young Ireland Party's activities raised the anti-British banner several times, but political gains were not achieved, and only the disestablishment of the Church of Ireland closed another chapter. From 1874 until before the Great War, Parnell and Redmond successively advocated for achieving self-government and land law reform, obtaining some improvements in the land system and local administration, but the Home Rule movement did not achieve its goal. However, the British Liberal Party recognized the importance of the Irish question, and Gladstone's cabinet submitted an Irish Home Rule Bill to Parliament. But the bill was defeated in the House of Commons in 1886 and in the House of Lords in 1893. Thereafter, under Britain's oppressive policy<14>, the Irish movement shifted direction towards culture. Douglas Hyde and others promoted the revival movement of Ireland's native culture, achieving remarkable progress in language, literature, and art, producing writers like Yeats. Plunkett and others started the cooperative movement, fostering the economic independence of the people.

At this time, the Irish political question underwent a new transformation. Although initially emerging with a cultural hue, a new political association called the Sinn Féin Party, possessing increasingly radical political ideas, came into being. This Sinn Féin Party was organized under the leadership of Arthur Griffith. Its basic theory was that appealing to the British Parliament for the resolution of the Irish political problem was a fundamental error; therefore, the Irish political problem should be solved by the Irish people themselves. Its operational plan was a movement adopting a strategy of non-cooperation with the British government.

In 1906, a Liberal Party cabinet was formed in Britain, and although there was some hesitation about reviving the Irish question, an Irish Home Rule Bill was eventually introduced in 1912 and passed, scheduled for implementation in 1914. However, due to resistance to the Irish Home Rule Bill by the people of Ulster (British Protestants residing in Northern Ireland who absolutely opposed separation from Great Britain) and the outbreak of the World War, the implementation of the Home Rule Bill was postponed indefinitely.

Mr. Cosgrave, Former Prime Minister of the Irish Free State

De Valera, like Griffith, was a member of the Sinn Féin Party with radical political views, and from 1913, he devoted himself to the Irish Volunteers. There is a saying among the Irish, "England's difficulty is Ireland's opportunity." Taking advantage of the opportunity when Britain temporarily abandoned the Irish question due to the World War, radical Sinn Féin members brushed aside the Home Rule movement and, using the occasion of Easter in the spring of 1916, staged an [uprising] in Dublin, proclaiming Ireland's absolute [independence]. At this time, de Valera was in command of the Volunteers. However, they suffered a crushing defeat under the pressure of British machine guns, and de Valera was arrested and sentenced to death. But Britain, intending to use a policy of leniency, granted a special amnesty, commuting de Valera's sentence to life imprisonment. Later, on June 15, 1917, he received a special pardon and was released from prison. Even after his release, de Valera did not change his political views, organizing many Sinn Féin branches, expanding the scope of its activities, and continuing the Irish independence movement.

At this time, de Valera was elected as a representative for Ireland, gaining the right to attend the British Parliament. However, de Valera argued that the British Parliament had no legislative power to govern Ireland. He gathered the elected Irish MPs, organized an Irish Parliament (Dáil Éireann), and convened it in Dublin, where de Valera was elected as the President of the Dáil, this newly organized Irish Parliament. Seeing the Irish question take such a sharp turn, British statesmen gathered so-called Irish leaders to try to resolve the Irish issue, but due to Sinn Féin's thoroughly non-compromising stance and opposition from the Ulster people, they ultimately failed to achieve results. However, despite warnings from Sinn Féin, Great Britain, seeking to establish imperial authority and also gauge the direction of the Irish people, issued a conscription order in Ireland in April 1918. Sinn Féin rebelled against this bold British policy. At that time (October 1917), Sinn Féin's strength included 12,000 party branches and 250,000 members, making it a major force in Ireland. This Sinn Féin party had already declared the establishment of the Irish Republic<15> at its general meeting in October 1917, enacted a constitution, and elected de Valera as President. However, de Valera was arrested again in May 1918 on suspicion of planning a rebellion. But on February 3, 1919, he escaped from Lincoln Prison and fled to the United States. While in exile in the United States, under the title of President of the Irish Republic, he toured various parts of the US, rallying Irish-Americans and other sympathizers, organizing the American Association for the Recognition of the Irish Republic, and issuing Irish Republic bonds, raising a large sum of money for the independence movement.

During de Valera's second imprisonment, a general election was held in Ireland in December 1918. The result was that Sinn Féin members won a large majority of 73 seats. Sinn Féin members, claiming this election result clearly showed Ireland's will for independence, did not go to London but organized the Irish Parliament (Dáil Éireann) and formally declared Irish independence in January 1919, sending representatives to the Paris Peace Conference. However, they were rejected by the Peace Conference and failed.

As the Irish situation thus deteriorated, clashes between government troops and Sinn Féin continued. At this time, Britain proposed a stopgap measure for the Irish problem: establishing separate parliaments in Ulster and Southern Ireland. However, because Sinn Féin absolutely opposed the bill, the plan could not be implemented, and the calamities of war continued between government troops and Sinn Féin independence party members. Facing such difficulties in governing Ireland, Britain, through the mediation of General Smuts, Prime Minister of the Union of South Africa, decided to negotiate peace with the Sinn Féin members, whom it had hitherto regarded as rebels, and a so-called "truce" was implemented between Britain and Ireland. De Valera returned from the United States to Ireland in 1921 and appointed plenipotentiary ambassadors to negotiate peace with Britain, aiming to settle the pending issues between the two nations. However, the content of this peace treaty was a proposal recognizing Southern Ireland as a Free State. De Valera opposed the Free State proposal, insisting absolutely on the establishment of a unified, independent Irish state, leading to a split with his former comrades. When the Free State proposal passed the Irish Parliament, de Valera denounced the lack of thoroughness of the Free State faction, particularly attacking the clause requiring Irish MPs to take an oath of allegiance to the British monarch. He resigned his position as President and resolved to fight against the Free State government with his remaining comrades. De Valera, who had fought against Britain, now found himself fighting against the Irish Free State. The pro-Treaty faction argued that although it did not achieve ideal desires, it was the best possible solution given the circumstances at the time. However, de Valera launched an active movement, gathered the remaining comrades, organized an independent government, and opposed the Free State. But being outnumbered, he was imprisoned by the Free State authorities in August 1923, experiencing prison life once again. Then, released again in July 1924, he advocated for the withdrawal of the anti-Treaty TDs from the Free State Parliament, but as opinions were not unified, in 1927, de Valera, along with 44 comrades, organized and led a political party called "Fianna Fáil." De Valera himself eventually entered the Irish Free State Parliament. Since de Valera had attacked the oath of allegiance to the British monarch, when this compromise was reached, he took the oath under the statement that this oath was merely an empty political formality, entered the Free State Parliament, and had been building his political base. Now, his Republican Party (Fianna Fáil) has grown in strength to hold a majority within the Irish Free State, and its leader, de Valera, has been elected Prime Minister. It is unknown whether de Valera will advocate for complete separation from Great Britain. The writer has not seen any announcement of his political views. However, one cannot help but speculate that a fundamental change will occur in the not-too-distant future. De Valera has reached this day through a rugged and bleak life full of hardships. In excerpting his background and the facts of Irish history now, it is regrettable not to be able to evaluate de Valera or add interpretation to the historical facts.<16>

**Summary**

This 1932 article by Paek Nakchun introduces Éamon de Valera upon his election as Prime Minister of the Irish Free State. It details his mixed Spanish-Irish heritage, education, and early involvement with radical Irish nationalism (Sinn Féin, Irish Volunteers). The piece chronicles his role in the 1916 Easter Rising, subsequent imprisonment, escape, fundraising in the US as President of the self-declared Irish Republic, and opposition to the 1921 Anglo-Irish Treaty which created the Free State. It recounts his leadership of the anti-Treaty side in the Irish Civil War, further imprisonment, and eventual political maneuvering, including founding Fianna Fáil and entering the Dáil Éireann (parliament) by taking the controversial oath of allegiance as a mere formality. The article concludes by speculating on whether de Valera will now pursue full separation from Britain. From the perspective of Korean colonial history, this article is interesting as it reflects a Korean intellectual's keen interest in Ireland's struggle for independence from the British Empire, a situation mirroring Korea's own under Japanese rule. The focus on a charismatic nationalist leader like de Valera, his radicalism, imprisonment, and eventual rise to power likely resonated with Koreans seeking their own liberation. Historians might find the detailed recounting of Irish political factions and events, and the implicit parallels drawn to anti-colonial struggles, indicative of how international events were viewed and interpreted in colonized Korea.

**Named Entities**

愛蘭自由國	애란자유국	Irish Free State
叛하다	반하다	To revolt, rebel
當時	당시	At that time
勢力	세력	Power, influence, force
黨支部	당지부	Party branch
黨員	당원	Party member
達하다	달하다	To reach, attain
一大	일대	Great, major
勢力團體	세력 단체	Influential group/organization
일즉이	일찍이	Early on, already
總會	총회	General meeting
共和國	공화국	Republic
建設	건설	Establishment, building
宣言하다	선언하다	To declare
憲法	헌법	Constitution
制定하다	제정하다	To enact, establish
大統領	대통령	President
擇하다	택하다	To choose, select
嫌疑	혐의	Suspicion
監禁	감금	Imprisonment
當하다	당하다	To suffer, undergo
脫出하다	탈출하다	To escape
逃亡하다	도망하다	To flee, escape
亡命하다	망명하다	To seek exile
名義	명의	Name, title
各地	각지	Various places
游說하다	유세하다	To go on a speaking/canvassing tour
同情者	동정자	Sympathizer
糾合하다	규합하다	To rally, gather
後援會	후원회	Support association
公債	공채	Public bond, government bond
發行하다	발행하다	To issue
資金	자금	Funds, capital
巨額	거액	Large sum of money
鳩聚하다	구취하다	To collect, raise (funds - literary)
總選擧	총선거	General election
結果	결과	Result
多數	다수	Majority
占하다	점하다	To occupy, hold
意思	의사	Intention, will
如實히	여실히	Truly, factually, as it is
表示하다	표시하다	To express, indicate
英京	영경	British capital (London)
赴會하다	부회하다	To go attend a meeting
正式	정식	Formal, official
平和會議	평화회의	Peace conference
代表	대표	Representative
派送하다	파송하다	To dispatch, send
拒絶	거절	Rejection
失敗하다	실패하다	To fail
惡化하다	악화하다	To worsen, deteriorate
官軍	관군	Government troops
干戈	간과	Arms, weapons; warfare
相交하다	상교하다	To exchange (fire), clash
繼續되다	계속되다	To be continued
彌縫策	미봉책	Stopgap measure, temporary fix
南部	남부	Southern part
獨立한	독립한	Independent, separate
設置하다	설치하다	To establish, install
該案	해안	The said plan/bill
絶對反對	절대 반대	Absolute opposition
實行하다	실행하다	To implement, execute
兵禍	병화	Calamities of war
統治	통치	Rule, governance
難局	난국	Difficult situation, crisis
總理	총리	Prime Minister
仲裁	중재	Mediation, arbitration
叛逆	반역	Rebellion, treason
看做하다	간주하다	To regard as, consider as
講和하다	강화하다	To make peace, hold peace talks
休戰	휴전	Truce, armistice
歸하다	귀하다	To return
全權大使	전권대사	Plenipotentiary ambassador
任命하다	임명하다	To appoint
談判하다	담판하다	To negotiate
懸案	현안	Pending issue
歸結하다	귀결하다	To conclude, result in
內容	내용	Content(s)
認許하다	인허하다	To recognize, permit, approve
提案	제안	Proposal, suggestion
反對하다	반대하다	To oppose
絶對로	절대로	Absolutely
統一的	통일적	Unified
昔日	석일	Former days, past
同志	동지	Comrade
分立하다	분립하다	To split, separate
當着하다	당착하다	To face, encounter
通過하다	통과하다	To pass (through parliament)
不徹底함	불철저함	Lack of thoroughness, inconsistency
罵倒하다	매도하다	To condemn, denounce
皇帝	황제	Emperor
盡忠	진충	Loyalty, allegiance
誓約	서약	Oath, pledge
攻擊하다	공격하다	To attack, criticize
任	임	Post, position, duty
辭하다	사하다	To resign
殘餘	잔여	Remaining
糾合하다	규합하다	To rally, gather together
對戰하다	대전하다	To fight against
싸호든	싸우던	Who fought (older form of 싸우던)
싸호게 되엿다	싸우게 되었다	Came to fight (older form)
贊成派	찬성파	Pro- (supporting) faction
비록	비록	Although, even though
理想的	이상적	Ideal
慾望	욕망	Desire, ambition
達하다	달하다	To reach, achieve
情勢	정세	Situation, circumstances
最善	최선	The very best
解決策	해결책	Solution
積極的	적극적	Active, positive
開始하다	개시하다	To begin, start
모와	모아	Gathering (older form of 모아)
對抗하다	대항하다	To oppose, resist
衆寡不適	중과부적	Outnumbered, unable to resist due to disparity in numbers
官憲	관헌	Authorities
監獄	감옥	Prison
經驗하다	경험하다	To experience
또 번	또 한 번	Once again
그리다가	그러다가	Then, after doing so
脫退	탈퇴	Withdrawal, secession
意見	의견	Opinion
統一되다	통일되다	To be unified
同志	동지	Comrade
政黨	정당	Political party
引率하다	인솔하다	To lead, command
자신	자신	Oneself
드러가버리다	들어가버리다	To enter (and stay) (older spelling)
말앗든	말았던	Which had ended up (doing something) (older form)
터임으로	터이므로	Because it was the situation that... (older form of 터이므로)
妥協	타협	Compromise
成立되다	성립되다	To be formed, established
空虛한	공허한	Empty, hollow, vain
法式	법식	Formality, procedure
不過하다	불과하다	To be merely, only
聲明	성명	Statement, declaration
宣誓하다	선서하다	To take an oath
基礎를 쌓다	기초를 쌓다	To build a foundation
세력이 자라다	세력이 자라다	Power/influence grows
首領	수령	Leader
被選되다	피선되다	To be elected
아지 못커니와	알지 못하거니와	Although I do not know (older/dialectal form)
完全한	완전한	Complete, perfect
分離	분리	Separation
發布	발포	Announcement, promulgation
推測	추측	Guess, speculation
崎嶇慘澹	기구참담	Rugged and bleak, full of hardships (literary expression)
一生	일생	Lifetime
通하다	통하다	Through
今日	금일	Today (formal)
至하다	지하다	To reach
來歷	내력	Background, history
事實	사실	Fact
抄錄하다	초록하다	To extract, make an excerpt
評하다	평하다	To evaluate, comment on
歷史的	역사적	Historical
解釋	해석	Interpretation
加하다	가하다	To add
遺憾이다	유감이다	It is regrettable


---------------------------


잡지명	동광 제32호
발행일	1932년 04월 01일
기사제목	愛蘭自由國 新任首相 데·발레라氏와 愛蘭政界의 變動
필자	白樂濬
기사형태	소식

愛蘭自由國 新任首相 데·발레라氏와 愛蘭政界의 變動
						白樂濬
愛蘭自由國 新首相 데·발레라氏

去 3月 9日 떠불린電報에 今番 愛蘭自由國 總選擧의 결과는 데·발레라氏를 首相으로 推戴케 되엇다는 報導가 잇자 筆者는 「東光社」編輯部로부터 愛蘭신임수상을 「東光」 來月號에 소개하라는 전화를 받게 되엇다. 그런데 그 原稿期限이 10日이라는 督促의 付言까지 받고나니 不可不 新聞事式으로 데·발레라씨를 簡略히 소개하여 보記려 한다.

에몬 데·발레라는 1884年 10月 10日에 출생하엿으니 아직도 50未滿의 壯年이다. 그 出生地에 관하야는 뉴욕이라고도 하고 혹은 愛蘭 콕郡 찰레빌이라고도 한다. 그러나 나는 前說을 是認하고 싶다. 그 이유는 데발레라가 幼時에 그 母親의 고향인 찰레빌로 移居하야 長成하엿음으로 後說이 생긴 줄로 알기 때문이다. 그 이름은 愛蘭人名이 아니다. 그 父親은 西班牙人이요, 그 母親은 愛蘭 本土人으로 米國에 移住하다가 에몬이 난 후 다시 愛蘭으로 搬去하게 되엇다. 그처름 데·발레라는 幼時부터 愛蘭에서 長成하고 또한 거기서 교육을 받을 새 블랙롹大學과 떠블린王立大學에서 修業하엿다.
데·발레라가 修養期를 마추고 사회에 出世할 當時의 愛蘭政局을 溯究하건대 愛蘭人의 對英 人種的, 經濟的, 政治的, 宗敎的 鬪爭은 바야흐로 新局面을 展開하게 되엇다. 1800年에 愛蘭議會가 廢止되고 英本國議會로 더브러 合한 다음에는 愛蘭運動은 다니엘·오칸넬의 天主敎徒로서 英本國會에 참석하는 愛蘭代議士被選運動의 成就(1829)와 英愛合邦條例의 廢止運動으로 一段落을 作하엿다. 厥後 靑年愛蘭黨의 활동으로 反英旗幟를 여러번 들엇지마는 政治的 收獲은 얻지못하엿고 다만 國立敎會의 廢止로 다른 一幕을 닫게 되엇다. 1874年으로 大戰以前까지는 파-넬과 렛몬 등이 相繼하야 자치의 獲得과 토지법개량을 提唱하야 土地制度와 地方制度에 如干한 改善을 得하엿지마는 自治運動은 其効를 未奏하엿다. 그러나 英本國 進步黨에서는 愛蘭問題의 重要性을 깨닷고 글랫스톤內閣에서 愛蘭自治法案을 國會에 제출하엿섯다. 그러나 1886年에는 該案이 下議院에서, 1893年에는 上議院에서 패하게 되엇다. 厥後 英國의 威壓政策＜14＞下에 愛蘭運動은 文化方面으로 방향을 전환하야 떠글러쓰·하이드 등은 愛蘭의 固有文化復興運動을 促進시켜 言語, 文學, 藝術方面에 昭著한 進步를 얻어 예이즈와 같은 文人도 産出하엿고 풀런켓 등은 協同組合運動을 이르켜 人民의 經濟的 獨立을 助長시켯다.
이 때에 愛蘭政治問題는 새로운 變遷을 내이게 되엇다. 처음에는 비록 文化運動의 색채를 가지고 出世하엿지만 점차 急進的 政治思想을 가진 신펜黨이란 새로운 政治的 結社가 생기엇으니 이 신펜黨은 아더·그리피드의 主動으로 組織된 團體로서 愛蘭의 自治運動은 基礎理論으로 보아 愛蘭政治問題의 해결을 英國國會에 呼訴함이 根本的 錯誤인즉 愛蘭政治問題는 愛蘭人이 스스로 해결할 것이란 것을 主唱하고 其作戰計劃으로 英政府와 非協同의 策略을 취하게 된 운동이엇다.
1906年에 英國에서는 進步黨內閣이 成立되어 愛蘭問題의 復活을 躊躇한 바도 없지 아니하엿지마는 1912年에 愛蘭自治案이 畢竟 上程되어 통과되엇으므로 1914年에는 該案을 執行할 預定이엇다. 그러나 얼스터(愛蘭北方에 移居하는 英人 新敎徒들로서 英本國과 分離를 絶對 반대하는 地方)人의 愛蘭自治案 反抗과 및 世界大戰이 發端으로 말미암아 그 自治法案 實施를 無期延期케 되엇든 것이다.
愛蘭自由國 舊首相 커스그레브氏

데·발레라는 그리피드와 같이 신펜黨員으로 急進主義의 政見을 가지고서 1913年부터 愛蘭 義勇軍에 投身하엿다. 愛蘭人 중에는 「英國의 難關은 愛蘭人의 기회라」는 俗談도 잇지마는 英國이 世界大戰으로 인하야 愛蘭問題를 一時的으로 放棄한 이 기회를 이용하야 急進主義의 신펜黨員들은 自治運動을 一蹴하고 1916年 春에 復活祭日을 富하야 때불린에서 XX을 이르켜 愛蘭의 絶對X立을 高調하게 되엇다. 이 때에 데·발레라는 義勇軍指揮에 當任하엿섯다. 그러나 英軍의 機關銃의 威壓下에 一敗塗地하여 버렷고 데·발레라는 遠捕되어 死刑宣告를 받앗섯다. 그러나 寬容策을 쓰려는 英國은 大赦의 特典을 내리게 되어 데·발레라는 終身役으로 減刑을 받앗고 그 후 다시 1917年 6月 15日에 特赦를 蒙하야 出獄케 되엇섯다. 데·발레라는 出獄한 다음에도 그 政見을 변함이 없어 신펜黨을 많이 組織하고 그 사업의 범위를 넓히어 愛蘭獨立運動을 계속하고 잇섯다.
이 때에 데발레라는 愛蘭選出代議士로 被選되어 英本國議會에 참석할 권리를 가지엇지마는 데·발레라는 英國議會에서 愛蘭을 統治하는 法案制定權이 없음을 주장하고 愛蘭選出議員들을 합하야 愛蘭議會를 組織하야 떠불린에서 會集하엿고 데·발레리는 「데일」 곧 이 新組織한 愛蘭議會長으로 被選되엇다. 愛蘭問題가 이처름 急轉함을 본 英國爲政家들은 소위 愛蘭有志를 招集하야 愛蘭問題해결을 圖하엿지마는 신펜黨의 徹頭徹尾한 非妥協主義와 얼스터人의 반대로 畢竟 효과를 얻지 못하엿다. 그러나 英本國은 신펜黨의 警告가 잇음도 불구하고 帝國의 威勢를 樹立하며 愛蘭人의 動向도 보기 위하야 1918年 4月에 愛蘭에 徵兵令을 下하엿다. 신펜黨은 이 大膽한 英國의 政策에 叛하게 되엿섯다. 그런데 當時(1917年 10月) 신펜黨의 세력을 보면 黨支部가 12,000이요 黨員이 25萬에 達하엿으니 愛蘭의 一大 勢力團體이엇다. 이 신펜黨은 일즉이 1917年 10月 總會에서 愛蘭共和國＜15＞建設을 선언하엿고 憲法을 制定하엿으며 데·발레라를 大統領으로 擇하엿든 것이다. 그런데 데·발레라는 叛亂을 계획한다는 嫌疑를 받아 1918年 5月에 다시 監禁을 당하엿다. 그러나 1919年 2月 3日에 링큰監獄에서 탈출하야 米國으로 逃亡하엿섯다. 米國에 亡命하여 잇는 동안에 愛蘭共和國大統領의 名義를 가지고 米國 各地로 游說하며 在米 愛蘭人과 기타 同情者들을 糾合하야 愛蘭獨立後援會를 組織하며 愛蘭共和國公債를 발행하야 獨立運動資金으로 巨額의 金錢을 鳩聚하엿섯다.
데·발레라가 第2次在獄 當時이든 1918年 12月에 愛蘭에 總選擧가 잇섯다. 그런데 그 결과는 신펜黨員이 73人이라는 多數를 占하게 되엇다. 신펜黨員은 이 選擧의 결과가 愛蘭 獨立意思를 如實히 표시한 것이라 하야 英京에 赴會치 아니하고 愛蘭國會를 組織하고 1919年 1月에 愛蘭獨立을 正式 宣言하고 巴里平和會議에 愛蘭代表를 派送하엿섯다. 그러나 平和會議의 拒絶을 당하야 그만 실패하고 말앗든 것이다.
愛蘭問題가 이러케 惡化하야 官軍으로 干戈의 相交가 계속케 되엇다. 이 때에 英國은 愛蘭問題의 彌縫策으로 얼스터와 愛蘭南部에 獨立한 議會를 각각 設置할 것을 제출하엿지마는 신펜黨이 該案을 絶對반대함으로 말미암아 其策을 실행치 못하고 官軍과 신펜獨立黨員間에 兵禍가 계속하엿다. 英國은 이 같이 愛蘭統治의 難局을 당하야 南非洲聯邦總理 스멋츠將軍의 仲裁로 지금까지 叛逆으로 看做하든 신펜黨員으로 講和하기를 정하고 愛蘭間에 소위 「休戰」이 실행되엇다. 데·발레라는 1921年에 米國에서 愛蘭에 歸하야 英國으로 平和를 談判할 全權大使를 任命하야 兩民族間 懸案을 歸結케 하엿다. 그런데 이 平和條約의 내용은 南愛蘭을 自由國으로 認許할 提案이엇다. 데발레라는 自由國建設案을 반대하고 절대로 愛蘭의 統一的 獨立國家建設을 주장하야 昔日의 同志들로 分立할 경우를 當着하게 되엇다. 이 自由國建設案이 愛蘭議會를 통과하니 데 .바레라는 自由國派의 不徹底함을 罵倒하고 특히 愛蘭代議士들로서 英皇帝에게 盡忠誓約案을 攻擊하고 大統領의 任을 辭하고 殘餘同志를 糾合하야 自由國收府로 對戰하기로 決意하엿다. 英國으로 싸호든 데·발레라는 이제 愛蘭自由國으로 싸호게 되엿다. 自由國建設案 贊成派는 비록 理想的 慾望은 達하지 못한다 할지라도 이것이 當時 情勢로 보아 最善의 解決策임을 주장하엿다. 그러나 데·발레라는 積極的 運動을 開始하야 殘餘同志를 모와 獨立政府를 組織하고 自由國을 對抗하엿다. 그러나 衆寡不適하야 1923年 8月에 自由國 官憲에게 監獄되어 데·발레라는 監獄生活을 또 번한 經驗하게 되엇다. 그리다가 1924年 7月에 다시 出獄하야 獨立黨議呀¡들은 自由國議會에서 脫退핊� 것을 주장하여 보앗지마는 의견이 統一되지 못함으로 1927年에 데·발레라는 同志 44명을 합하야 「피아나·페일」이란 政黨을 組織하야 引率하고 데·발레라 자신도 愛蘭自由國 議會로 드러가버리고 말앗든 것이다. 그런데 데·발레라는 英皇帝에게 盡忠의 宣誓를 攻擊하든 터임으로 이번 妥協이 성립될 때에 이 誓約은 一種 空虛한 政治的 法式에 불과한다는 聲明下에 宣誓하고 自由國議會에 드러가서 政治的 基礎를 쌓아오든 바 이제 그 共和黨이 세력이 자라서 愛蘭自由國內에 多數를 占하게 되엿고 그 首領인 데·발레라는 首相으로 被選케 된 것이다. 아지 못커니와 데·발레라는 英本國으로 완전한 分離를 主唱하게 될 것인가? 筆者는 氏의 政見의 發布를 보지 못하엿다. 그러나 不遠한 將來에 根本的 變動이 잇으리라고 推測 안 됨도 아니다. 데·발레라는 崎嶇慘澹한 一生을 통하야 今日에 至하엿다. 이제 그 來歷과 愛蘭歷史의 사실을 抄錄함에 데·발레라를 評하고 歷史的 事實에 解釋을 加치 못 함은 遺憾이다.＜16＞
＜14-16＞
