Magazine Title: 동광 제32호
Publication Date: 1932년 04월 01일
Article Title: 黙想錄 (Musing Record)
Author: 春園 (Ch'unwŏn)
Article Type: 문예기타 (Miscellaneous Literary Piece)

Musing Record
						Ch'unwŏn

My View of Life as a Korean

1
Recently, I have received several dozen letters from unknown brethren asking questions like:
1. What kind of view of life should Koreans have?
2. What should Korean youth do for Korea?
Every time I receive such letters, I feel deep emotion and a heavy sense of responsibility. My inability to reply immediately is partly due to the busyness of my profession, but also because I realized I could not possibly answer with a simple letter. I must first ask for the understanding of these unknown brethren.

2
This question is indeed a grave and urgent one. However, I cannot help but lament my lack of qualification to answer it. Yet, I cannot remain silent in the face of the sincere questions from these unknown brethren.
Therefore, I have no choice but to lay bare the view of life I hold as a Korean, letting it serve as my reply to these precious questions.

3
Firstly, regarding the explanation of social phenomena, I am a mind-matter dualist (物心二元論者). This is not speaking of the substance in a metaphysical sense. Rather, it is my own principle for explaining social phenomena in a common-sense way. I believe that not only the cultural actions of humankind but even economic actions are by no means determined solely by geographical conditions such as climate and topography, physiological conditions like hunger and sexual desire, or sociological conditions like institutions. They are also determined by individual will—a moral will that goes beyond instinctive impulses. For example, Marx writing *Das Kapital* certainly did not stem from his own hunger or sexual desire, nor do I think it was solely dictated by the social environment of Germany at the time. We believe that important factors that led Marx to write *Das Kapital* include his unique sense of justice, sense of truth, diligence, and genius.
I believe the same applies to Śākyamuni, Jesus, Sun Wen, Gandhi, and Mussolini. That is, social phenomena (setting aside physical phenomena) arise when objective conditions,<72> i.e., material conditions, and subjective conditions, i.e., psychological conditions, coincide. Especially for cultural and high-level phenomena, beyond the instinctive and elementary, I believe the role of mental conditions is significant.
Going a step further, into the question of what the ultimate substance is—matter or mind—this has been debated by philosophers since Thales (타래스). However, it is ultimately idle talk among philosophers, almost the same kind of argument as whether the chicken or the egg (닭알) came first. Not only is it beyond the reach of a low-level common-sense person like myself, but I also believe it is not a particularly necessary topic for practical movements.

4
In the sense mentioned in the preceding section, I am a mind-matter dualist, and therefore, I think about the Korean problem based on this principle. I don't think it's necessary to borrow the pragmatism (프랙매티즘) of Mill or James to explain my stance. (Hereafter, 71 lines omitted - original text)

Slogan for the Korean People

O Teacher Yi Kwang-su.
Since this is the time, we need to put up a slogan and do XX. What should be the slogan for the Korean people? (Sŏnch'ŏn Suba)

O To Sŏnch'ŏn Suba-saeng,
I dare not presume to state the slogan for the Korean people. However, my personal motto for life is as follows:
1. Let's think for Korea at least once a day.
2. For Korea, whenever meeting someone, let's say at least one word about Korea.
3. Let's seek out and associate with those who have the spirit to love Korea and devote all or part of their time and property for Korea.
4. Let my words, writings, or actions always take Korea as their subject.
5. Among compatriots, let's practice non-resistance (in personal attacks, factional strife, etc.).
The above five articles are what I usually practice, but if a slogan were to be put forth for all of Korea, perhaps it would be these two:
"Do your own work yourself."
"The object of our recognition is the Korean people."
In other words (換言하면), know the mindset of relying on others, the mindset of begging, the mindset of requesting (as individuals or as a people) as you would the enemy who killed your father. Discard the ideology of worshipping foreign powers and immature cosmopolitanism, and based on the reality of the ethnic collective, forge your own destiny with your own strength (自力). (Yi Kwang-su)

The View of Life Koreans Should Have

O Teacher Yi Kwang-su.
Teacher, are you well?
If you could publish, even in outline form, in "Tonggwang," what view of life the Korean people should have now, I would be grateful. (Ham Sŏng-t'aek)

O To Mr. Ham Sŏng-t'aek,
I don't think there should be a special view of life specifically for the Korean people. Even as individuals, doesn't each person have their own view of life? If framed as "a view of life as a member of the Korean people," it would have a special meaning.
The view of life as a member of the Korean people could be stated as:
"The right path in life is to sacrifice one's own interests, hardships, and pleasures with a spirit of self-reliance and self-support for the freedom and happiness of future generations (後孫)."
That might be it. (Yi Kwang-su)<73>

**Summary**

Yi Kwang-su (writing under the pen name Ch'unwŏn) addresses questions from readers about the appropriate "view of life" (人生觀) for Koreans and what actions they should take. He defines his own stance as a "mind-matter dualist," arguing that both material conditions and individual moral will shape social phenomena. Responding to specific questions, he offers his personal mottos focused on constant thought and action for Korea, associating with like-minded individuals, and practicing non-resistance among compatriots. For a national slogan, he suggests self-reliance ("Do your own work yourself") and focusing consciousness on the Korean nation itself, rejecting dependency and foreign adoration. He concludes that the core "view of life" for a Korean should be sacrificing personal concerns with a spirit of self-reliance for the freedom and happiness of future generations.

Historically, this article is significant as it reflects the internal discourse among Korean intellectuals during the Japanese colonial period regarding national identity, agency, and the path forward. Yi Kwang-su's emphasis on "mind-matter dualism" subtly counters purely materialistic or deterministic views (perhaps implicitly Marxism, though he mentions Marx) by stressing the role of individual will and morality. His call for self-reliance (自力), national consciousness, and sacrifice for future generations encapsulate key themes of nationalist thought under oppression, albeit framed carefully to navigate censorship. His advocacy for "non-resistance" among Koreans hints at the debilitating internal factionalism that plagued nationalist movements. Historians might find the blend of philosophical justification (dualism, pragmatism mention) with practical, nation-focused maxims particularly revealing of Yi's attempts to construct a viable ideology for Koreans under severe political constraints.

**Named Entities**

Original Form	Hangul	English Translation or Romanization
釋迦도 그러하고 예수도 그러하다. 孫文, 간디, 무소리니도 다 그러하다고 믿는다. 즉 客觀的 條件＜72＞ 즉 物的 條件과 主觀的 條件 즉 心理條件과가 合致하야 社會現象(物理 物象은 말고)이 발생하는 것이요 특히 本能的이요 初步的인 것 말고 文化的인 것 高級的인 現象일사록 心的 條件의 任務가 많다고 믿는다.
다시 한 걸음 더 들어가서 究極의 本體가 무엇이냐, 物이냐 心이냐 하는 문제에 들어가서는 타래스 以來로 哲學者들이 문제 삼는 바어니와 그것은 결국 哲學者들의 閑話題다. 닭이 먼저냐 닭알이 먼저냐 하는 것과 거진 같은 論爭이다. 나와 같은 低級한 常識人으로는 企及할 바가 아닐 뿐더러 實際運動에 잇어서 그리 필요한 題目도 아니라고 믿는다.

4
前項에 말한 限에서 나는 物心二元論者이기 때문에 朝鮮問題를 생각할 때에도 이 原理에서 한다. 구태어 밀, 제임즈 등의 프랙매티즘을 빌어서 내 態度를 설명할 필요도 없다고 생각한다. (以下 71行 略-원문)

朝鮮民族의 標語
O 李光洙 선생님.
이때인 만츰 標語를 부치고 XX하여야 되겟으니 朝鮮民族의 標語는 무엇일까요?(宣川 水波)

O 宣川 水波生께
감히 朝鮮民族의 標語를 말슴할 수는 없습니다. 마는 나 자신의 생활의 座右銘은 이러합니다.-
1. 朝鮮을 위하야 적어도 1日 1回 以上 생각하자.
2. 朝鮮을 위하야 사람을 맞나는 대로 다만 한 마디라도 朝鮮에 관한 말을 하자.
3. 朝鮮을 사랑하고 朝鮮을 위하야 시간과 재산의 전부 혹은 일부를 바칠 精神이 잇는 이를 찾아 사고이자.
4. 내 말이나 글이나 행동이 반드시 朝鮮을 題目으로 하자.
5. 同胞間에서는 無抵抗하자. (個人攻擊, 派爭 등에서)
以上 5個條는 平素에 내가 실행하는 바입니다마는 全朝鮮的으로 만일 標語를 내어 세운다 하면
「제 일은 제가 해라.」
「우리의 認識의 對象은 朝鮮民族이다」하는 두 가지가 될까 합니다. 換言하면 남에게 依賴하는 맘, 哀乞하는 맘, 求請하는 맘(個人으로나 民族으로나)을 殺父之讎로 알고, 拜外思想, 섯브른 世界主義 등을 버리고 民族集團이라는 현실에 立脚해서 自力으로 자기의 運命을 開拓하라는 것일까 합니다. (李光洙)

朝鮮民族이 가질 人生觀
O 李光洙 선생님.
선생님 평안하시옵니까.
앞으로는 現下 朝鮮民族이 가질 人生觀이 무엇인지 槪括的으로라도 「東光」에 실려 주시오면 고맙겟습니다. (咸成宅)

O 咸成宅씨께
朝鮮民族이 가질 人生觀이라고 특별한 것이 잇을 것이 아닌가 합니다. 개인으로도 저마다 개인의 人生觀이 잇을 것이 아닙니까. 「朝鮮民族으로서의 人生觀」이라 하면 특별한 의미가 잇을 것입니다.
朝鮮民族으로서의 人生觀은
「人生의 正道는 後孫의 自由와 幸福을 위하야 自立自活의 精神으로 자신의 利害苦樂을 犧牲하는 것이다.」
할 수 잇을 것입니다. (李光洙)＜73＞
＜72-73＞
