**Header Section**
Magazine Title: 三千리 제4권 제4호
Publication Date: 1932년 04월 01일
Article Title: 秦始皇과 孟姜娘, 슬푼 傳說의 한폭이 (Qin Shi Huang and Lady Meng Jiang, A Scene from a Sad Legend)
Article Type: 문예기타 (Literature/Etc.)

**Body Text Translation**
Qin Shi Huang and Lady Meng Jiang, A Scene from a Sad Legend

Shanhai Pass (山海關)—In a Chinese street, there were two affluent families, the Meng family (孟家) and the Jiang family (姜家).
Both families—though they had money—lacked children, so they desperately tried various ways to have a child.
Incidentally, it should be mentioned that between the walls of these two houses, there was a pot whose owner had been unknown since ancient times. One day, they discovered a lovely baby abandoned inside that pot. The two families declared, "This child is truly a gift from God." They fought over ownership but ultimately could not reach a conclusion. In the end, by order of a judge, it was decided that the child would be raised equally by both houses.
Being the child of both the Meng and Jiang houses, her name was given as "Meng Jiang Nü (孟姜女)," and she was raised as a child unparalleled in the world.
As she grew older, Meng Jiang Nü became exceedingly beautiful, enough to be called the treasure of Shanhai Pass (山海關). Officials boasting of their power tried more than once or twice to get their hands on Meng Jiang Nü, but she always just smiled and did not reply. However, in the spring of her 15th year, she exchanged affections with a young man known as a handsome figure on the streets of Shanhai Pass. The Meng and Jiang families were greatly delighted, held a feast, and had her enter married life with the handsome man.

The spring when willow flowers bloomed passed, and the summer season of lush greenery arrived. Meng Jiang Nü, together with her husband, spent free days to their hearts' content by the rippling blue sea of Shanhai Pass. Before long, the cold winter returned, and white snow-flowers bloomed on the sparse branches where tree leaves had withered and fallen. Thus, Meng Jiang Nü's first year of newlywed life passed like a dream.

And spring came calling once again.
At that time, Emperor Shi Huang (始皇帝) of Qin (秦) issued an order to build the Great Wall, heading from the coast of Shanhai Pass towards Jiao Mountain (角山). Anyone bearing the name of "man" had to go to the worksite for the wall's construction. Thus, in Shanhai Pass, the traces of men dwindled day by day; it was a fact that Meng Jiang Nü's husband would have to go out to the construction site of the Great Wall. However, Meng Jiang Nü did not want to send her beloved husband to the worksite where harsh labor was enforced, and morning and evening she pleaded for him not to go. But Emperor Shi Huang's command relentlessly did not leave Meng Jiang Nü's husband alone; he had no choice but to go build the Great Wall. Left alone and lonely, Meng Jiang Nü climbed onto the roof every day, gazing at the high wall of the fortress that stretched longer day by day, waiting for her beloved husband.

One year, two years, three years, after some time, four years—thus the time flowed. Spring flowers withered, and again the snowy winter passed, and on the streets, bright red lanterns were lit, welcoming the fifth year.<118> Meng Jiang Nü, thinking of her beloved husband, had been living day and night like a sick person. One day, Meng Jiang Nü went to a nearby mountainside close to her husband's worksite and sang a song like the one below:
"In front of other houses, lanterns celebrating the New Year holiday are brightly lit."
"The red lantern we lit together five years ago, I lit again this New Year and tried to smile, but your form cannot be seen. My longed-for beloved, where are you now? Even just a little bit is fine. Can you not stand atop the Great Wall and show me your cheerful form?"

However, whether they heard Meng Jiang Nü's song or not, the laborers building the wall were just busily carrying stones. What could be seen here and there were only the corpses of laborers who had died and collapsed.
Meng Jiang Nü recalled an old story:
"If one applies one's own blood to a corpse, and if that corpse is the husband's, it will surely come back to life."
Meng Jiang Nü picked up a stone and struck her hand to draw blood. With the dripping blood drops, she went around dabbing thousands of corpses, but everything ended up being in vain.
Terribly exhausted, she eventually called her husband's name and collapsed.

When she regained consciousness, she realized she was lying on a bed adorned with silver and gold.
Many maids were watching over her nearby. She couldn't comprehend that dreamlike world, but after a while, one maid informed her that she had been brought into the palace of Emperor Shi Huang (秦나라 始皇帝) of Qin.
She had been found collapsed amongst the corpses by a patrolling guard and brought all the way to the Emperor's palace.
Several days later, when she had once again transformed into the beautiful Meng Jiang Nü, she was summoned to Emperor Shi Huang's banquet.
At that time, Emperor Shi Huang also urged Meng Jiang Nü to become his concubine.
Meng Jiang Nü felt an endless hatred for Emperor Shi Huang, who had snatched away her most beloved husband, and the thought of revenge arose like fire.
"Emperor Shi Huang—I will become your concubine. However, I have one wish: allow me to wear mourning clothes for my dead husband for just 100 days (百日)," she said.
Emperor Shi Huang, according to Meng Jiang Nü's words, proclaimed 100 days of mourning (喪) throughout the entire land of China (中國全土).
The time was exactly the spring when willow leaves decorated the streets in green—the fifth year since their marriage.
On the day the hundred days of mourning ended, Meng Jiang Nü slipped out of the palace, saying she was going to bid a final farewell to her beloved husband sleeping unaware beneath the stones of the Shanhai Pass Great Wall (長城). So she climbed the high peak of Jiao Mountain (角山), offered a final prayer towards the Great Wall (長城), and threw herself into the deep sea where blue waves surged.
Emperor Shi Huang, to commemorate Meng Jiang Nü's firm chastity (貞節), again ordered 100 days of mourning (喪).
On the coast of Shanhai Pass where Meng Jiang Nü threw herself—two rocks appeared, their origin unknown.
Thus, these two rocks sometimes separate and sometimes touch amidst the fiercely crashing waves. When the two rocks touch together, they submerge under the water, and when they are separated, they appear above the water. Seen from atop the Great Wall, appearing large and then seeming to shrink away, it is said to be a symbol (象徵) of the passion sent to the spirit of the husband Meng Jiang Nü loved most dearly until her death. —(End)—<119>
<118-119>

**Summary**

This article recounts the Chinese legend of Meng Jiang Nü. Born miraculously to two childless families in Shanhai Pass, she marries a handsome man who is soon conscripted by Emperor Qin Shi Huang to build the Great Wall. After five years without news, she goes to the wall, finds countless corpses, and tries vainly to identify her husband's body using her blood based on a legend. She collapses and is taken to the Emperor, who desires her. Feigning agreement, she requests a 100-day mourning period for her husband, which the Emperor grants nationwide. At the end of the period, she climbs Jiao Mountain, prays towards the Wall, and commits suicide by jumping into the sea. The Emperor orders another 100 days of mourning for her chastity. Two rocks appear at the site, symbolizing the couple. From the perspective of Korean colonial history, this retelling of a Chinese legend about suffering under a powerful emperor's massive construction project, forced labor, separation, and tragic death could have served as an indirect commentary on the hardships faced by Koreans under Japanese rule, particularly concerning forced mobilization and the powerlessness of individuals against the state. The emphasis on female virtue and ultimate defiance through death might also have resonated with contemporary sentiments.

**Named Entities**

秦始皇	진시황	Chinsihwang
그런데 한마듸 이야기 해둘 것은 이두집 울타리 사이에는 녯날부터 어느 집 소유인지를 몰으는 항아리가 잇섯는데 어떤날 그 항아리 속에 어엽분 어린애기가 버리워 잇슴을 발견하고 두 집에서는 「이 아해는 참으로 神이 지시해준 것이다.」 서로 소유권을 가지고 싸왓스나 결국 결말을 짓지 못하고 나종에 재판장의 명령으로 똑가티 두 집에서 길르기로 되엿든 것이다.
孟과 姜 두 집의 자식임으로 성명을 「孟姜女」라 짓고 세상에 둘도 업는 어린애처럼 길럿섯다.
나희가 점점 들사록 孟姜女는 몹시 어엽버서 山海關의 보배라고 말 만햇다. 자기의 세력을 자랑하는 官吏들은 孟姜女를 손에 집어너을여고 한적도 한두번이 아니엿스나 그는 언제나 웃움을 우서보이면서 대답하지를 아넛섯다. 그러나 그가 15살 되는 봄에 山海關거리에서 미남자라고 일으는 한 청년과 연정을 밧구게 되자 孟, 姜 두 집에서는 크게 깃버하며 잔체를 베풀고 그 미남자와 동서생활을 하게 하엿다.
버들꼿치 피는 봄도 사라지고 록음이 성한 여름철이 왓섯다. 孟姜女는 남편과 한가지로 山海關의 물결치는 푸른바다에서 맘껏 힘껏 자유스러운 하로 하로를 보내엿다. 얼마 안되여서 추운 겨울이 돌아와 나무입사귀가 말러 떨어진 엉성한 가지우에 힌 눈꼿지 피게 되니 孟姜女의 신혼생활의 1년동안은 꿈가티 지나버리고 말엇더라.
그리고 또다시 봄이 차저왓다.
그때 진나라 始皇帝는 山海關의 해변으로부터 角山까지 향해서 말리장성을 싸흐라는 명령을 내리웟섯다. 남자라는 일음을 가진 者는 장성의 건설때문에 일터로 가지 아느면 안되게 되엿섯다. 이리하야 山海關에서는 남자의 자취가 하로잇틀 적어갈 뿐이엿스니 孟姜女의 남편되는 사람은 장성건설의 일터로 나아가야 될 것은 사실이겟다. 그러나 孟姜女는 자기의 사랑하는 남편을 모진 일을 시키는 일터에 보내기 십지 아너서 아츰 저녁으로 가지말기를 원하엿다마는 始皇帝의 명령은 악착하게도 孟姜女의 남편을 그냥 두지를 아넛스니 그는 장성 싸흐려 나아가지를 아느면 안되게 되엿섯다. 외롭게 혼자 남은 孟姜女는 매일 집웅에 올나서서 날마당 늘어저가는 장성의 놉흔 벽을 바라보면서 사랑하는 남편을 기다리고 이섯다.
1년 2년 3년 얼마지나서 4년―이럿케 세월은 흘너서 봄꼿치 지고 또다시 눈 나리는 겨울도 지나서 거리에는 5년재 되는 해를 맛는 붉은 등불이 밝히 켜젓다.＜118＞ 孟姜女는 사랑하는 남편의 생각에서 밤낫으로 병든사람 모양으로 지내왓섯다. 엇던날 孟姜女는 남편의 일터에서 갓가운 산비탈을 차저가서 아래와 갓흔 노래를 불넛섯다.
「다른 집 문전에 설명절을 즐기는 등불이 밝게 켜노아 젓슴니다.」
5년 전에 당신과 한가지로 켜노앗든 붉은 등을 올해의 이 설에도 켜놋코 우서보앗슴니다만은 당신의 자태는 보이지 안으니 사모되는 당신은 지금 어듸 가 게심닛가? 조곰이라도 조흠니다. 장성벽 우에 서서 쾌활하신 당신의 자태를 보혀주지 못하시겟슴닛가?」
그러나 孟姜女의 노래를 듯든지 마든지 성을 쌋고 잇는 부역들은 부즈런히 돌만 나르고 잇섯다. 여기저기에서 보이는 것은 부역들의 죽어넘어진 시체 뿐이엿다.
孟姜女는 녯날 이약이를 생각해내엿스니 그것은
「자긔의 피를 시체에 발나보아서 그 사체가 남편의 시체라면 반다시 다시 살어난다」는 것이엿다.
孟姜女는 돌을 들고 자긔 손을 뚜뚜려서 피를 내엿다. 흐르는 피방울노 몃천명되는 사체에 도라단이면서 찍어보앗다만은 모-든 것은 허사가 되고 말엇슬 뿐이다.
몹시 피곤해진 그는 나종에 남편의 일홈을 부르다가 쓰러지고 말엇다.
그가 정신을 차렷슬 때는 은금으로 꿈어노흔 침대에 누어잇슴을 알엇다.
만흔 하녀들이 그의 겻헤서 직히고 잇섯다. 그는 꿈갓흔 그 세게를 알녀야 알 수 업게 되엿섯스나 얼마 잇다가 한사람의 하녀가 秦나라 始皇帝의 궁전에 들여왓섯다는 것을 알게 하여 주엇다.
그는 시체들 사이에 석겨서 쓸어진 것을 순회하는 순사에게 발견되여서 시황제 궁전에까지 들여가게 되엿든 것이다.
그로붓터 수 일후 그가 다시 어엽분 孟姜女로 변해젓슬 적에 그는 始皇帝의 연회석에 불니워 나가게 되여섯다.
그때에 始皇帝도 孟姜女에게 첩이 되라고 권하엿다.
孟姜女는 가장 사랑하는 자긔의 남편을 앗서간 始皇帝가 끗업시 미워저서 복수할여는 생각이 불갓치 이러나섯다.
「始皇帝―나는 당신의 첩이 되겟슴니다. 그러나 한가지 願은 죽은 남편을 위해서 100일(百日)동안만 상복을 입혀달나고」 말하엿다.
始皇帝는 孟姜女의 말대로 中國全土에 100일간의 상(喪)을 광포하엿다.
때는 바로 그들이 결혼해서 5년재 되는 ―버들닙이 파-랏게 거리를 치장식히든 봄이엿다.
백날 몽상이 끗나는 날 孟姜女는 山海關 장성(長城) 돌밋헤서 아모것도 몰으고 잠자고 잇는 사랑하는 남편에게 최후의 리별을 告한다고 官뎐에서 빠저나왓다. 그래서 角山에 놉흔 봉에 올나가서 長城을 향하야 최후의 긔도를 올니고 그는 푸른물결이 늠실거리는 깁흔 바다에 몸을 던저바렷다.
始皇帝는 孟姜女의 굿은 貞節을 기억하기 위해서 또다시 100일간의 喪을 명녕하엿섯다.
孟姜女가 몸을 던지든 山海關의 해변―거기에는 언제 생긴지도 몰으는 바위가 둘이 낫타낫섯다.
이리하야 그 두 바위는 사나운 물결치는 파도에 엇던 때는 떠러저잇고 엇던 때는 붓터잇섯다. 두 바위가 한테 붓흘 때는 물 속에 잠겨지고 떠러저잇슬 때에는 물 우에 낫타난다. 만리장성 우에서 내려다 보면 크게 보이고 또 적게 살아지는 것은 孟姜女가 죽을때까지 가장 사랑하는 남편의 령에게 보내는 열정의 상증이라고 전하여젓다. ―(끗)―＜119＞
＜118-119＞
