잡지명	개벽 제4호
발행일	1920년 09월 25일
기사제목	秋窓隨筆 (Autumn Window Jottings)
필자	小波
기사형태	문예기타 (Miscellaneous Literary Piece)

秋窓隨筆
                        小波

Blocking the deep blue sky, clouds obscure the low-lying places.
As if a final farewell of summer, I gently placed my feet in the rustling grass, bathed in the coolly setting sun, and stood still. A gentle breeze, barely noticeable, creeps into my sleeves. — Autumn is already here! Birds, several of them, fly swiftly across the water-colored sky that evokes this feeling for no reason. Perhaps they are birds heading to the southern lands. About half a moon ago, seeing the thin, clear cosmos flowers blooming on the grassy slope mid-yard at Ihwa Haktang, I thought, "Autumn must be coming already," and now it truly feels like autumn has arrived. The sun is setting coolly now, and the gentle evening breeze envelops my body. — It is a desolate twilight—.

Somehow, for some reason, a sentimental feeling wells up deeply, wanting to whine like a child, wanting to cry, wanting to embrace someone. It is autumn after all! As I think this, it suddenly feels as if I am standing in a boundless, desolate field where a rough wind blows, and I seem to have completely entered the land of autumn thoughts.

The sun has already hidden, and a cool wind sweeps through the desolate, rough yard with a sound like autumn itself. Ah, autumn with its high sky and clear air! The welcome autumn, like a longed-for lover, has already come. <123>

It is a quiet day—.

Instead of cosmos, in my sarangchae yard, balsam flowers are blooming quite fittingly for autumn. Below the retaining wall in front of the study, white, red, purple—various colors mixed together are now in full bloom. And those flowers, blown by the wind, sway delicately, strongly evoking the feeling of autumn—. I wish someone would visit, I think, waiting intently in my heart, but no one comes all day long. I miss people, without knowing who. Thinking of missing someone makes me feel increasingly lonely and more filled with longing, until it becomes unbearable. Somehow, autumn seems like a season for missing people. Just as I was restlessly longing for someone, thinking someone might visit now, I hear the cool sound of a reed organ from somewhere. Oh, from the dormitory for female teachers in the back house, some woman... Listening closely, it is the tune "The Beauty of Nature" (天然の美). The sound of the reed organ, mixed with the gentle breeze, flows high and low! Like hearing music from a distant fairy world, its elegant and fresh resonance! Listening quietly, an unbearably lonely feeling overflows my entire body, and as if searching for someone, as if seeking anyone to embrace tightly in my arms, I stepped out of the house gate.

Weeping in solitude and longing for people, I, for some reason, have wandered again into the pine forest of Ch'wiunjŏng, devoid of people. The sound of the passing electric tram, whizzing by; the bustling sounds of the street; the clanging sound of carts; none of these noises reach here, only the mournful chirping of crickets sounds quietly. Alone, I just blankly wander alone through the grassy thickets of this pine forest, where the lovely, welcome light of early autumn's sorrow flutters.

The boundless desolation and sorrow of autumn, along with the deep mystery of autumn, seem to seep into my very bones.

In the silent, deep pine forest of Ch'wiunjŏng, night has already come, and the layers of darkness gradually thicken. The sound of insects chirping in the grass becomes clearer, and the sky seems to grow clearer and bluer. Perhaps feeling the chill of the wind already, over there in the occupied <124> room, the paper sliding door is shut tight—the hazy lamplight shining on that door makes one feel the autumn profoundly, appearing deeply affectionate, and the stars twinkling high in the blue sky above the pine treetops look as lovely as the eyes of a young maiden full of longing. Ah, autumn, new autumn! This is the time for poets to weep, philosophers to think, religious figures to awaken, patriots to express their righteous indignation, and for all people to wash away the muddy passions of the small self and receive the baptism of Great Nature. Thinking such thoughts in such a place, one realizes that sentimental autumn holds not only sorrow and desolation but also great comfort and great lessons.

Indeed. Autumn holds great comfort and great lessons. Indeed, it is the time to read, to weep, to awaken, to realize.

Look. How much of the spirit of transcendence is in the autumn sky rising high above the treetops, and how deep in solemnity and hidden wisdom is the autumn pond (潭) where not a speck of dust from stray thoughts settles... Wearing stars as eyes of insight and clouds as a scholar's kerchief cap (葛巾), with the hem of red knotweed and white water-pepper robes light, sometimes playing golden sounds among the trees, sometimes galloping alone through the bright, clear field where the vast spirit (灝氣) flows—truly, the form of autumn is the noble form of a philosopher or Taoist master. Autumn is truly a philosopher. A patriot. Pure and white. Compared to the lushness of spring grass (蘼蕪) and the dense green of summer trees (鬱蒼), isn't its elegant form (楚楚) like that of a noble patriot, or rather, a Taoist master? The sky is high and the air is clear (天高氣淸), the mountains bright and waters beautiful (山明水麗), without a speck of falsehood or a trace of empty adornment; all existence, reaching autumn, can be said to unfold a world of ideas. Look how it sheds the clothes of all forms, all symbols of spring grass and summer trees, revealing the ideas themselves stark naked (赤祼祼). Nature, upon reaching autumn, returns again to thought, and thus all existence transforms into ideas and flows into autumn, shedding the shells of spring haze and summer shade, becoming bright and clear without the slightest obstruction, blockage, or dust, transparent through and through. Look up at the consciousness of the great void of this philosopher autumn. Is there anywhere a stain of a single deluded thought? If there were, it would only be a fragment or two of broken cloud on the distant horizon, a relic of the sinful karma of spring and summer illusions. And even that, before long, wandering alone and low, will disappear by itself.

Just as all phenomena of nature enter the autumn season and return directly from the forms of spring grass and summer trees to the world of ideas, we too, entering the autumn season, wish to cast off all empty adornment and form and return to the voice of our true self (眞我). The true self of nature and the true self of ourselves meet like old acquaintances in autumn, wishing to shake hands. Looking up at the blue sky, the brilliant stars and constellations (燦然한 星斗) seem within reach, and immersing oneself in water, it is transparently clear to the bottom, reflecting every hair and whisker distinctly (鬚眉가 一一히 明然해서), making one wonder <125> whether I am autumn or autumn is me. This autumn, autumn! Isn't this the very time when we cast off the ten, twenty layers of the false self (虛僞의 假我) and, with the true heart (眞心) of a gushing clear spring (淸泉), yearn for the object of sympathetic response (感應)? Truly, autumn is the season of shedding the self (脫我), and simultaneously, the time of awakening the self (覺我).

10:20 at night... Drawing the lamp close, I was reading the late Tokpo's (故獨步) *Sickbed Record* (病床錄) when I suddenly thought of S.'s matter and sat blankly for quite a while. — Tokpo, who used to say "Your tears flow from my eyes, and my tears flow from yours..." who even said to each other, "Without you, there is only the word 'death' for me," was abandoned by his lover, weakened by cruel heartbreak (慘酷한 失戀), lying in his sickbed awaiting the final day of his fate (運命)! Tokpo the literary giant (文豪), Tokpo the poet—when he held his lover's wrist, his young red heart overflowing with emotion, whispering the joy of dreamlike love, could he ever have imagined the days of heartbreak groaning (呻昤) in a sickbed? In this short life, like that of a mayfly (蜉蝣), how can human feelings be so fickle (無常)? I do not lament him, a great star of the literary world (文界), a young man with a bright future, dying weeping over lost love, but rather I lament the heartless, fickle human life itself. Thus, I wonder why, after the phrase Tokpo spoke, "Wherever there is a field (밧), there must be people living, and wherever people live, there must be love," there isn't this phrase: "Wherever there is love (戀愛가 잇난 꼿에), heartbreak (失戀) surely resides together (밧듯이 同居한다)." Ah, although I am not newly feeling the fickleness of human feeling now, thinking about whether the lament of heartbreak (失戀의 哀歌) might someday emerge from the same lips that sing of S.'s love, thought follows thought, wandering from Chŏngdong to America (米國), connecting fantasy to fantasy. Suddenly, the distant cry of wild geese (기럭이 소리) seems to say, "Look at me," so I open the window and look at the star-twinkling blue sky, thinking, "Is it this way?" but they are not there. Thinking, "Is it that way?" I look, but the wild geese are not there either. Closing the door again and reopening the book I was reading, the cry of the wild geese sounds even higher. If I listen thinking it's the geese, it sounds like geese; if I listen thinking it's the sound of autumn, it also sounds like the sound of autumn. This too is one of the flavors (滋味) of autumn, encountered while reading alone late into the deepening night.

What time could it be... Waking from sleep, eyes open, lying still, listening to the chirping of crickets that sounds like shaking silver bells by my pillow, I have no hope, no despair, no fear, no joy—all worldly thoughts vanish completely, and only autumn fills my heart. Ah, autumn, when one longs for people. In the middle of the night (夜半) when all creation sleeps, the sound of autumn blowing outside the window sounds mournful (悽然), and restless insects wake me, who was sleeping, to weep again....

— Sixth-One [Yugil], Early Autumn, on a day the east wind blows fiercely, from the house in Chaetkol— <126>

**Summary**

This essay, "Autumn Window Jottings," by Sop'a, is a lyrical and sentimental reflection on the arrival of autumn. The author describes the changing scenery, the coolness in the air, and the blooming autumn flowers, which evoke feelings of loneliness, longing for human connection, and a deep sense of melancholy. Wandering through a quiet pine forest and listening to music reinforces these emotions. The author then shifts to a philosophical contemplation of autumn as a season representing purity, wisdom, transcendence, and the shedding of superficialities to return to the 'true self,' drawing parallels between nature's cycle and human introspection. The essay concludes with late-night thoughts sparked by reading about the heartbreak of a writer named Tokpo, meditating on the transience of love and life, underscored by the lonely cries of wild geese and crickets in the autumn night. For historians, the piece offers insight into the sentimental and philosophical mood prevalent among some Korean intellectuals during the colonial period, showcasing a blend of traditional East Asian aesthetics (connection to nature, seasons, philosophical contemplation) with modern sensibilities (individual loneliness, romantic sentimentality, references to potentially contemporary figures like Tokpo). The deep sense of melancholy and yearning, alongside the focus on inner reflection and the 'true self,' might reflect the constrained socio-political atmosphere of the time.

**Named Entities**

梨花學堂	이화학당	Ihwa Haktang
東風	동풍	East wind
시게	세게	Strongly, fiercely (older spelling)
재ㅅ골집	잿골집	House in Chaetkol (ash valley) (older spelling using ㅅ)
-e 

---------------------------


잡지명	개벽 제4호
발행일	1920년 09월 25일
기사제목	秋窓隨筆
필자	小波
기사형태	문예기타

秋窓隨筆
                        小波
새파란 空中을 가로막고 구름은 야트막한 곳을 흐리고 잇다.
마즈막 녀름의 告別가티 서늘하게 넘어가는 落日에 비취면서 하늘하늘하는 풀습에 발을 됫고 가만이 섯섯다. 불어오는 줄도 모르게 산들산들하는 바람이 옷소매로 긔여든다. ― 벌서 가을이다! 까닭업시 이런 느낌을 품게 하는 물빗가흔 空中을 적은 새가 여럿 재 날나간다. 南國으로 가는 새인지 한보름 前에 梨花學堂  마당 中턱 잔뒤에 엷고 맑은 코쓰머쓰 꼿이 피인 것을 보고 「벌서 가을이 오는가 보다」 하얏더니 只今은 벌서 가을이 온 것 갓다. 해는 서늘하게 只今 저믈고 산들산들하는 저녁 바람은 내 몸을 에워싼다. ― 寂寂한 黃昏이다―.
엇젼지 모르게 왜 그런지 어리광을 부리고 십고 울고 십고 껴안고 십은 센치멘달인 感이 그윽히 일어난다. 역시 가을이로고나! 생각하매 별안간에 거치른 바람 부는 끗도 업는 曠野에 와서 섯는 것 가타야 아조 가을의 感想나라에 든 것 갓다.
벌서 해는 숨고 寂寂한 거치른 마당을 서늘한 바람이 가을가튼 소리를 치며 지나간다. 아아 한울 놉고 긔운 맑은 가을! 그립던 情人과 가티 반가운 가을은 이미 온 것이다.＜123＞
조용한 날이다 ―.
코쓰머쓰 대신에 내 舍廊뜰에는 과-꼿이 저윽이 가을답게 피어잇다. 書室 압들 築臺 밋헤 白, 紅, 紫 이것저것 석겨서 只今 만양 피엇다. 그리고 그 꼿이 바람에 불려서 가늘게 흔들거리고 잇서 가을다운 느낌을 强하게 일이킨다―. 누구나 놀라왓으면 조켓다 하고 心中에 퍽 기다려지나 왼 終日 아모도 오지 안는다. 누군지도 모르게 사람이 그리웁다. 그립다고 생각하면 漸漸 더 쓸쓸하고 더 그리워서 견대지 못하겟다. 엇젼지 가을은 사람 그리운 時節갓다. 只今 쯤 누가 놀라오럿다 하고 허청대고 사람을 그리우는데 어대서인지 서늘한 風琴 소리가 들려온다. 오오 뒷십 女敎員 寄宿舍에서 어느 女子가... 仔細히 드르닛가 『天然의 美』曲이다. 산들산들하는 바람결에 석겨서 놉게 낫게 흘러오는 風琴소리! 멀리 仙界의 音樂을 듯는 것가티 幽雅하고 淸新한 그 울림! 조용이 듯고 잇스매 견딜 수 업시 쓸쓸스런 느낌이 全身에 넘쳐서 누구를 차질 듯이 아모나 가슴에 폭-껴안을 사람을 求할 듯이 집 門을 나섯다.
孤寂에 울며 사람을 그리우는 나는 무슨 일인지 또 사람 업는 翠雲亭松林으로 헤매여 왓다. 잉-하고 지나가는 電車의 소리, 와글와글하는 거리의 소리, 따르릉 따르릉하는 수레소리, 그 시끄러운 것이 하나도 돌리지 아니하고 오즉 조용한 속에 蟋蟀의 우는 소리가 哀然히 날 뿐이다. 홀로 나는 다만 홀로 멀거-니 貴여운 반가운 初秋의 哀愁의 빗이 나비끼는 이 松林 사이의 풀숩을 거니린다.
限업는 가을의 寂漠과 悲哀 그것과 한께 속깁흔 가을의 神秘가 움죽움죽 속뼈까지 숨여드는 것 갓다.
소리도 업는 翠雲亭의 그윽한 松林에 벌서 밤은 와서 어두운 겹이 차츰차츰 두꺼워간다. 풀숩헤 버레 우는 소리가 더욱 맑아지고 한울은 漸漸 맑게 푸르러 가는 것 갓다. 벌서 바람을 차다함인지 저-쪽 사람든＜124＞ 房에 미다지를 꼭-다닷는대 그 미다지에 북으레-하게 燈불 비치는 것이 자못 가을을 느끼게 하고 그윽히 多情하야 보이며 소나무 끗 위로 놉직한 蒼天에 반작이는 별은 憧憬에 充滿한 어린 處女의 눈동자 가티 어엽버 보인다. 아아 가을 새가을! 이 詩人의 울 때며 哲學者의 생각할 때며 宗敎家의 깨다를 때며 志士의 義憤을 펼칠 때며 모든 사람이 小我의 濁情을 씻고 大自然의 洗禮를 受할 때이다. 이런 곳에서 이런 생각을 하면 感傷的인 가을에는 悲哀뿐만 아니고 寂寞뿐만 아니라 大한 慰安과 大한 敎訓이 잇슴을 알게 된다.
果然이다. 가을에는 大한 慰安과 大한 敎訓이 잇다. 果然 讀할 때며 泣할 때며 覺할 때며 悟할 때이다.
보라. 나무 끗 위로 머ᅟᅵᆯ니 놉하가는 가을 한울 얼마나 超脫의 氣象이 만흐며 一念의 퇴끌을 멈쳐지지 안는 가을의 못(潭) 얼마나 沈重하고 智慧를 藏함이 깁흔가... 별을 洞觀의 눈으로 뜨고 구름을 葛巾의 帽로 쓰고 紅蓼白蘋의 옷자락 가볍게 或은 樹間에 金聲을 弄하며 或은 홀로 灝氣 흐르는 空明의 野를 단기니 참으로 가을의 姿態는 哲人道士의 高尙한 姿態이다. 가을은 實로 哲人이다. 志士이다. 潔白하다. 春草의 蘼蕪 夏木의 鬱蒼 그에 比하야 楚楚한 그 姿態가 高潔한 志士, 아니 道士 갓지 아니하냐. 天高氣淸히고 山明水麗하야 一點의 假象과 一毫의 虛飾이 업서 萬有는 가을에 이로러 一箇의 觀念世界를 披展한다 할 수 잇스니 春草 夏木의 모든 形式 모든 記號의 옷을 벗어버리고 觀念 그대로를 赤祼祼히 露出 하는 것을 보아라. 自然은 가을에 이르러 다시 思想에 돌아가는 것이며 그리하야 萬有는 觀念으로 化하야 가을로 흐르나니 春霞夏陰의 껍질을 벗어 버리고 些少의 窒礙도 업고 抑塞도 업고 塵埃도 업시 玲瓏하야 透徹치 아니한 구석이 업는 바이다. 이러한 哲人 가을의 太虛의 意識을 우러러 보라. 어느 곳에나 一點 妄念의 汚點이 잇는가. 萬一 잇다하면 저-먼 地平線上에 春夏假象의 罪業의 遺物인 斷雲의 一片 二片 뿐일 것이요. 그나마도 얼마 못되어 孤行低迷하다가 스스로 사라지고 말 것이다.
이와 가티 自然의 萬象이 秋節에 入하야 春草夏木의 形式으로부터 바로 觀念世界로 돌아오는 것과 가티 우리도 亦 秋節에 入하야 一切의 虛飾과 形式을 벗어나셔 眞我 本然의 聲에 歸코저 하나니 自然의 眞我와 吾人의 眞我와는 가을을 當하야 舊面과 가티 서로 맛나서 서로 握手코저 하는 것이라. 蒼空을 쳐다보면 燦然한 星斗가 손으로 만질 것 갓고 물에 잠기면 透明下徹하야 鬚眉가 一一히 明然해서 其間에＜125＞ 내가 가을인가 가을이 나인가 헤매이게 까지 된다. 이-가을 가을! 吾人이 열겹 스므겹의 虛僞의 假我를 버리고 솟아오르는 淸泉의 眞心으로 感應의 對象에 憧憬함도 다만 이 때가 아니냐? 實로 가을은 脫我의 季요. 同時에 覺我의 時이다.
밤 10時 20分... 燈불을 갓갑게 달고 故獨步의 病床錄을 읽다가 언듯 S의 일을 생각하고 한참동안이나 멀거-니 안젓섯다. ― 그대의 눈물이 내 눈에서 흐르고 나의 눈물이 그대의 눈에서 흘른다고 까지하던... 彼此에 서로 『나에게 당신이 업스면 死字가 잇슬뿐』이라고까지 하던 愛人에게 버림을 밧고 慘酷한 失戀에 몸 衰쳐 病床에 누어서 運命의 마즈막 날을 기다리던 獨步! 文豪인 獨步 詩人인 獨步 그가 愛人의 손목을 잡고 젊은 붉은 가슴을 넘쳐 흐르는 情緖에 뛰노이며 꿈속나라 가튼 戀愛의 樂을 속살거릴 때에 엇지나 病床에 呻昤할 失戀의 日을 생각하얏스랴. 蜉蝣의 一生이라는 짤막한 一生에 人情의 無常함이 엇지 이러틋 甚할가? 나는 文界의 巨星으로 압길 만흔 젊은 몸이 失戀에 울다가 죽은 그를 아낌이 아니라 無情無常한 人生 그것을 아차로워 하는 것이다. 그리하야 獨步가 말한 「밧잇는 곳에 반듯이 사람이 살고 사람이 사는 곳에 반듯이 戀愛가 잇다」고 한 그 句節 끗에 왜 이런 句節이 업는가 한다. 「戀愛가 잇난 꼿에 밧듯이 失戀 同居한다」고. 아아 人情의 無常함을 只今 새로 느끼는 배 아니지만은 S의 愛를 노래하는 그 입으로서 어느 때일지 失戀의 哀歌가 나오지 아니할가 생각은 생각의 뒤를 이어 貞洞으로 米國으로 空想에서 空想에 끗을 이어 헤매이는데 언듯 멀니들니는 기럭이 소리 「날 좀 보소」하는 것 가타야 窓門을 열고 별 반작이는 蒼空을 이쪽인가 하고 보닛가 그쪽에도 업고 저쪽인가 하고 보닛가 그쪽에도 기럭이는 아니 보인다. 다시 門을 닷고 읽든 冊을 다시 펴닛가 기럭이 소리 더 한層 놉게 들린다. 기럭이 소린가 하고 드르면 기럭이 소리요. 가을 소리인가 하고 드르면 亦是 가을 소리로 들린다. 깁허가는 밤에 홀로 讀書하는 사이에 이러한 것도 가을 滋味의 하나이다.
몃 時나 되엇는지... 잠이 깨고 눈이 띄여 누은 채로 누어서 머리맛에서 銀방울을 흔드는 소리 가튼 蟋蟀의 우는 소리를 드르면 아모 希望도 업고 失望도 업고 恐怖도 업고 喜樂도 업서 世上 마음이 全혀 업서지고 가을만 가슴에 가득이 찬다. 아아 사람 그리운 가을 萬有가 잠든 夜半에 窓 밧게는 불어가는 가을 소리가 悽然이 들리는데 부질업는 버레가 잠자든 나를 또 울리는고나....
― 六一 初秋 東風시게 부는 날 재ㅅ골집에서―＜126＞
＜123-126＞
