Magazine Title: 개벽 제4호
Publication Date: 1920년 09월 25일
Article Title: 支頤錄 (Jiyeorok - Records While Resting Chin on Hand; Musings)
Author: 梁白華
Article Type: 문예기타 (Literary Miscellaneous)

支頤錄
                        梁白華

The Past is hard to chase, and the Future cannot be reached. Today alone is our day; let us run East and West. Nurture feeling and cultivate knowledge, strive for what I wish to do, only then does Life manifest.

In the infinity of the Past, this day does not exist; in the infinity of the Future, this day does not exist; Today is truly our Life. Let us live and strive Today.

Night has come. The night that causes the chattering human voices and the rumbling sounds of carts, the buyers and sellers, the laughers and weepers, all moving things and all things with sound, to enter into the silent Heaven and Earth, has come.

When leaving the gate of my house this morning, whose spirit was not ten thousand *jang* high, whose bearing was not such that they wished to stretch out their arms (臂) and touch (摩) the Milky Way (雲漢)? Yet now, at midnight, who can say how many there are whose brows (眉宇) are visited by clouds of sorrow (愁雲), whose eye sockets (眠眶) overflow (滂沱) with hot tears (熱淚), who hang their heads and are not dismayed (悵然)?

Failure is always present; Success cannot be guaranteed. Speaking thus, this is Life.

However, just as Today's success is not necessarily the final success, how could Today's failure be a permanent failure?

"Illness is a burden (累) to the flesh, but it cannot sufficiently burden the Will; Disability is a curse (呪) upon the four limbs (四肢), but it cannot move the Will."

Sleep well. Sleep well. So that you may speak of Today as Yesterday, so that you may live in the new Light.

Tomorrow is our Hope; Tomorrow is our Pure Land (淨土). The sound of "Tomorrow" echoing in the breast (胸裏) is truly the Gospel (福音) guiding us with infinite Life.

"Life is Reality (實在). Life is Reality." This is not some cognitive assertion (認識上의 斷定); it is merely our Belief (信念), a Belief established on the foundation (根柢) of Will (意欲).

Life is ceaseless Advancement (不斷의 向上); it is constant Longing (常住의 憧憬). Life is the Struggle (爭鬪) to cast off (脫却) the present Self; it is the Effort (努力) to realize (實現) the ideal Self. Only thus does Life begin to manifest.<113> Outside of Belief, there is no Reality; outside of Will, there is no Belief. If there is no hope in the heart to live, and no will in the mind to move, then this Life is an illusion (夢幻).

The World is Reality. It is the realm (境裡) where Will finds satisfaction (滿足). If the world of cognition (認識의 世界) is called the manifestation (軆現) of principle (理), then calling the world of activity (活動의 世界) functional power (働能) cannot be said to be wrong.

"Looking up (仰) at the outside (外), there is the Heaven (天) of brilliant (燦然) stars (星辰); reflecting (省) on the inside (內), there is the Law (法) of solemn (嚴肅) morality (道德)."

In the boundless (無邊) space (宇) and infinite (無限) time (宙), "I" am truly a single grain of millet (一粟) in the vast blue sea (蒼海). Prostration (慴伏) and awe (畏敬) are originally natural, yet "I" participate (參) in Heaven and Earth and assist (賛) the transformation and nurturing (化育) of all things (萬物); thus, I am the master (主) of this Heaven and Earth.

Ultimately, the Universe (宇宙) is I, and I am the Universe.

Those who entrust (托) their bodies (身) to the ship (船) of the Great Vow (弘誓) and seek to navigate (航) the sea (海) of life and death (生死) are said to rely on Other-Power (他力); Other-Power is an expedient means (方便) for teaching and salvation (敎濟).

Those who, through meditation (冥想) and deep thought (沈思), sweep away (掃攘) their own ignorance (無明), and through diligent effort (黽勉力行), seek to extinguish (斷滅) their own afflictions (煩惱), are said to rely on Self-Power (自力); Self-Power is an expedient means for liberation (解脫).

Rely on Other-Power as you wish. Believe in Self-Power as you wish. Ultimately, what is seen is merely the moon on the same High Peak (高峰).

Do not say that a person's life has contradictions (矛盾) between its beginning and end. Contradiction is truly the real face (面目) of this Life; it is not some individual's contradiction. A person whose life appears to have contradictions between beginning and end thereby (所以) shows that they are not empty (虛).

Do not say that a person's life lacks side-to-side unity (左右統一). Scatteredness (散漫) is truly the real state (實相) of this World; it is not some individual's scatteredness. A person whose life appears to lack side-to-side unity thereby (所以) reveals that they are not partial (偏).

To attempt to achieve a small harmony (調和) and unity (統一) with small wisdom (智慧) and small deliberation (思慮) is like one who would apply an axe and chisel (斧鑿) with clumsy (拙惡) skill (技藝) to the great beauty (大美) of Nature (自然). Their foolishness (愚痴) is rather (돌우여) pitiable (가엽도다). We do not desire this. Where one laments contradiction with small wisdom and is alarmed by scatteredness with small deliberation, there truly lies the "hidden true harmony" (숨은 참의 調和). Ah, the Spirit (神) who is omnipresent (遍在) in the ten directions (10方) and contemplates (照鑑) myriad kalpas (萬刦) alone knows this; small people cannot participate (參與) in this.

Contradiction and scatteredness are ultimately cognitive concepts (認識上의 槪念); in the realm (境) of Will (意欲), there is no contradiction, and within (裡) Belief (信念), there is no scatteredness. Let those who argue (論) about contradiction, argue. Let those who critique (評) scatteredness, critique. Where Will arises and Belief moves, advancing without cease (進而不息) and finding a way through even when cornered (窮而又通)—this is Life and the World. Ah, this is the truly living (實生) Life and World. <114>

**Summary**

This essay by Yang Baekhwa is a philosophical reflection on the nature of life, reality, and the human spirit. It emphasizes seizing the present ("Today") as the only tangible moment for action and self-cultivation, urging readers to strive despite inevitable failures. Life is presented not merely as existence but as a reality shaped by individual will (意欲) and belief (信念), a continuous struggle for self-improvement towards an ideal self. The author contrasts relying on external forces ("Other-Power") with internal strength ("Self-Power") as paths to enlightenment, ultimately suggesting both lead to the same understanding. The piece concludes by embracing life's inherent contradictions and lack of perfect unity, arguing these are not flaws but the true face of existence, perceivable beyond limited human intellect, known only to a higher 'Spirit' (神), and navigated through unwavering will and belief.

From a historical perspective, published in 1920 during the early Japanese colonial period in Korea, the essay's strong emphasis on inner will, hope for the future ("Tomorrow"), self-reliance ("Self-Power"), and finding meaning amidst struggle and apparent chaos ("Contradiction," "Scatteredness") could be interpreted as a subtle form of encouragement and spiritual resistance for Koreans facing national hardship. Its focus on individual agency and the power of belief to shape reality ("Life is Reality... merely our Belief") offered a philosophical framework for perseverance when external circumstances were oppressive. Historians might find it interesting as an example of intellectual and spiritual discourse seeking to bolster morale and define Korean identity and purpose during a challenging era.

**Named Entities**

梁白華	양백화	Yang Paekhwa
놀라는	놀라는	Being surprised/alarmed
숨은 참의 調和	숨은 참의 조화	Hidden true harmony
10方	시방	Ten directions (Buddhist cosmology, everywhere)
遍在하시며	편재하시며	Being omnipresent (遍在하다 + honorific 시)
萬刦	만겁	Myriad kalpas (Buddhist term, an immense span of time)
照鑑하시는	조감하시는	Contemplating, clearly seeing (照鑑하다 + honorific 시는)
神	신	God, Spirit, Deity
홀로	홀로	Alone
參與치	참여치	Participate (參與하다 + -지 ending, often negative contraction)
槪念	개념	Concept, notion
境에	경에	In the realm/state of
裡에	리에	Within, inside (Literary)
論하는 者	논하는 자	One who argues/discusses
評하는 자	평하는 자	One who critiques/evaluates
進而不息하고	진이불식하고	Advancing without cease (Classical Chinese phrase)
窮而又通하는	궁이우통하는	Finding a way through even when cornered/exhausted (Classical Chinese phrase structure)
實生	실생	Truly living, real life
-e 

---------------------------


잡지명	개벽 제4호
발행일	1920년 09월 25일
기사제목	支頤錄
필자	梁白華
기사형태	문예기타

支頤錄
                        梁白華
過去는 쫏기 어렵고 未來는 미치지 못하겟도다. 오날 하로가 우리의 날이니 東으로 달리고 西으로 갈지어다. 情을 기르고 知를 갈아 나의 하고자 하는 바를 힘써야 人生은 나타나느니라.
過去의 無限에 이 날이 업고 未來의 無限에 이 날이 업나니 오날이 참으로 우리의 生命이라. 오날에 살며 努力할지어다.
밤은 왓도다. 喋喋한 人語와 轔轔한 車聲이며 買者 賣者, 笑者 泣者며 一切의 움지기는 者와 一切의 소릿잇는 者로 하야금 靜寂한 天地로 들어가게 하는 밤은 왓도다.
오날 아츰 우리집 門을 나올 때에 그 意氣는 萬丈이라 곳 臂를 伸하야 雲漢을 摩코자하는 槪가 누가 업섯스랴. 그러나 이제 夜半에 愁雲이 眉宇에 往來하며 熱淚가 眠眶에 滂沱하야 머리를 굽흐리고 悵然치 안이할 者ㅣ 아지못게라 그몃몃친고?
失敗는 늘- 잇는 것이오. 成功은 期必할수 업는 것이니 말하면 이것이 人生이니라.
그러나 오날의 成功이 반듯이 最後의 成功이 안이어니 오날의 失敗가 엇지 永久의 失敗랴.
『病은 肉의 累로대 意志를 足히 累치 못하며 不具는 四肢의 呪로대 意志를 動케는 못하나니라.』
잘찌어다. 잘찌어다. 오날을 昨日로 말할 양으로 새 光明에 살 양으로.
明日은 우리의 希望이오. 明日은 우리의 淨土니 胸裏에 울리는 『明日』이라는 소리는 實로 無限한 生命으로 우리를 引導하는 福音이로다.
『人生은 實在니라. 人生은 實在니라. 』함은 이것이 무슨 認識上의 斷定이 안이오. 다만 우리의 信念이니 意欲의 根柢에 세운 信念이니라.
人生이란 不斷의 向上이오. 常住의 憧憬이니라. 人生이란 現在 我를 脫却코자 하는 爭鬪요. 理想 我를 實現코자 하는 努力이니라. 이래야 비롯오 人生은 나타나나니＜113＞ 信念의 外에 實在가 업스며 意欲의 外에 信念이 업나니 胸中에 살랴고 하는 希望이 업고 마음에 움지기고자 하는 意志가 업슬진대 이 人生은 夢幻이니라.
世界는 實在니라. 意欲을 滿足하는 境裡니라. 만일 認識의 世界를 理의 軆現이라 하면 活動의 世界를 働能이라 함도 不可라 할 것이 업도다.
『外를 仰하건대 燦然한 星辰의 天이오. 內를 省하건대 嚴肅한 道德의 法이로다.』
無邊의 宇와 無限의 宙에 『나』는 實로 眇乎한 蒼海의 一粟이로다. 慴伏 畏敬이 원래 自然이로대 『나』는 天地에 參하야 萬物의 化育을 賛하나니 나는 이 天地의 主인저.
畢竟 宇宙 卽 我요, 我 卽 宇宙이고녀.
身을 弘誓의 船에 托하야 生死의 海를 航코자하는 者를 이르되 이를 他力이라 하나니 他力은 敎濟의 方便이니라.
冥想 沈思하야 제 스스로 無明을 掃攘하며 黽勉力行하야 제 스스로 煩惱를 斷滅코자 하는 者를 이르되 이를 自力이라 하나니 自力은 解脫의 方便이니라.
나의 마음대로 他力을 賴하라. 自力을 信하라. 畢竟 보기는 다 가튼 高峰의 달뿐이니라.
사람의 一生이 前後 矛盾이 잇다고 말을 말지어다. 矛盾은 實로 이 人生의 面目이니 무슨 個人의 矛盾됨이 아니니라. 一生의 前後 矛盾이 잇는 듯이 뵈이는 사람은 이곳 그 사람이 虛안임을 뵈이는 所以니라.
사람의 一生이 左右統一이 업다고 말을 말지어다. 散漫은 實로 이 世間의 實相이니 무슨 個人의 散漫함이 아니니라. 一生의 左右統一이 업는 듯이 뵈이는 사람은 이곳 그 사람이 偏안임을 나타내는 所以니라.
조고마한 智慧와 조고마한 思慮로써 조고마한 調和 統一을 하고저 함은 拙惡한 技藝로써 自然의 大美에 斧鑿을 加하랴는 者라. 그 愚痴가 돌우여 가엽도다. 우리는 이를 願하지 아니하노라. 조고마한 智慧로 矛盾이라 歎하며 조고마한 思慮으로 散漫이라 놀라는 곳에 實은 『숨은 참의 調和』가 잇나니라. 아- 10方에 遍在하시며 萬刦을 照鑑하시는 神이 홀로 이를 아시나니 조고마한 사람은 이에 參與치 못하나니라.
矛盾이라하며 散漫이라함이 畢竟은 認識上의 槪念이니 意欲의 境에 矛盾이 업고 信念의 裡에 散漫이 업나니라. 矛盾이라고 論하는 者로 하야금 論케 하라. 散漫이라고 評하는 자로 하야금 評케 하라. 意欲이 發하는 곳과 信念이 動하는 곳에 進而不息하고 窮而又通하는 것이 이 人生이오 世間이니라. 아- 이것이 實生의 人生이오 世間이로다.＜114＞
＜113-114＞
