**Header Section:**
Magazine Title: 삼천리 제6호
Publication Date: 1930년 05월 01일 (May 1, 1930)
Article Title: 伊太利, 殉敎者 百年紀念大祭禮盛觀, 基督舊敎의 盛大한 紀念祭 光景 (Italy, Grand Spectacle of the Centenary Memorial Grand Rite for Martyrs, Scene of the Grand Memorial Festival of Christian Old Teaching [Catholicism])
Author: 鄭錫泰 (Chŏng Sŏk-t'ae)
Article Type: 기행문 (Travelogue)

**Body Text Translation:**
Italy, Grand Spectacle of the Centenary Memorial Grand Rite for Martyrs, Scene of the Grand Memorial Festival of Christian Old Teaching [Catholicism]
						Chŏng Sŏk-t'ae

The Tragic Traces of Missionary Work
It was the spring of 1925. To see the scenery of Southern Europe facing the Mediterranean Sea, I arrived in Rome, Italy, from Paris. Since my youth, I knew it as a country shaped like a boot, a place renowned for its beautiful scenery that produced Napoleon, that man of the hour, and as the birthplace of the Renaissance, serving as the cradle of human culture. Having longed for Italy for a long time, I cannot describe how joyfully I planned and executed this trip. Since there is no need to write a travelogue of Southern Europe here, I will only record the scene of the centenary memorial rite for the Catholic martyrs in question.

As anyone would know, Rome is the place where the head of Christian Old Teaching [Catholicism], the Pope of Rome, resides. Under the Pope's governance, missionaries of the Old Teaching [Catholicism] have gone to every country and region in the world—Europe, America, Japan, Chosŏn, China, etc.—leading Catholics worldwide. Now, the Pope of Rome decided to hold an exhibition gathering missionary situations from various countries in the East and West, while also conducting a centenary memorial rite for the tens of thousands of martyrs who died pitifully while proselytizing. Thus, Rome, already bustling with tourists arriving from all directions in spring, drawn by its scenery, was packed tightly with sightseers from various places. I was among them. Not knowing Italian language and script, I managed to get by asking for food and water using only English and German. Had I known Italian, the description of the rite below would have been more detailed, but I am ashamed that it became somewhat of a cursory glance (주마간산격이) as I couldn't properly understand explanations from people nearby at the time.

The Chosŏn Hall in Rome
The exhibition was held in the famous St. Peter's Basilica (페-돌 사원) in the center of Rome city and the large square in front of it.
Inside the exhibition venue, there were separate halls for various countries. Related to the East were the China Hall, Japan Hall, Malay Peninsula Hall, Philippines Hall, India Hall, and also a Chosŏn Hall (朝鮮館). Not knowing Italian, I couldn't clearly discern whether the pronunciation was "Chosŏn Hall" or "Korean Hall," but anyway, upon entering, there was a map of Chosŏn, large photos of P'yŏngyang and Kyŏngsŏng cityscapes hung up, and also a small model of the spire-topped Catholic church <15> in Myŏngdong, Seoul. And beside it, to show Korean customs and habits, a life-sized figure (等身大形) of a handsome Korean man with a beard, walking with a swagger (팔자거름), was displayed. Also, various items of daily life such as wide-brimmed hats (방갓), jackets (저고리), skirts (치마), jade topknots (玉冠子), traditional overcoats (도포), spectacles (돗보기), eyeglass cases, hourglass drums (장고), kayagŭm, flutes (피리), wooden shoes, straw shoes (집신), tobacco pipes (담뱃대), etc., were neatly arranged, which was quite surprising. Furthermore, photos of dozens of martyrs like Father Nam (南神父) and Father Pak (朴神父), whom I had read about in historical records (史記), who were massacred by the hands of the Taewŏn'gun on the banks of the Taedong River in P'yŏngyang and in Myŏngdong, Seoul, were hung without a single one missing. And a most noteworthy fact was the display of blank documents recorded as bearing the personal signature (親筆) of the Great Emperor (太皇帝), that is, Emperor Kwangmu (光武皇帝), perhaps indicating some treaty of amity or tacit approval (內諾) for missionary freedom with Rome. Through this, they were showing how they had endeavored to spread the faith even in faraway Chosŏn, thousands of leagues away. Even for me, a non-believer (非敎人), seeing the achievements of those martyrs brought tears to my eyes; how much more deeply moved must fellow Catholics have felt sitting there.
I also toured the Japan Hall and China Hall, but they mostly showed the history of missionary work, much like the Chosŏn Hall. Thinking about it, perhaps the missionary work in uncivilized regions like the Malay Peninsula also hides a history of considerable cruelty (慘虐), but the propagation in Chosŏn during the Taewŏn'gun's regency must also be seen, from their perspective, as a history of significant tragedy and cruelty. When we open modern history books, we cannot help but tremble at the extreme actions of the regent at the time, hearing that the number of martyred Koreans and foreigners across the Eight Provinces numbered over 200,000. <16> Now, looking at the fragments of old history in this exhibition hall, one gets the impression that there might have been far more people killed than that.

The Throng of White-Clad Nuns (修女群)
Deeply moved in the Chosŏn Hall, I came out of the exhibition grounds. From afar, the sound of drums beating ‘dung-dung’ and the footsteps of many people could be heard, so I joined the crowd and headed towards the square in front of St. Peter's Basilica (페-돌 대사원). After a short while, hundreds of believers holding long spears covered in white silver paper could be seen marching solemnly in eight columns. This seemed to be the procession for the centenary martyrs' rite.
The believers all had their heads wrapped in something like snow-white towels and wore black long robes (黑衣長衫) reaching their ankles, with rosaries (念珠) and crucifixes on their chests. This was something I had occasionally seen back in my home country at the French church or the church in Ahyŏn-ri, so it wasn't particularly novel, but seeing them carrying long spears covered in silver paper pressed upon me with a kind of strange feeling. As the head of the procession walked solemnly, step by step, the crowd of hundreds of thousands forming human walls on both sides, mostly appearing to be believers, mostly bowed their heads, murmuring "Magdalene Maria," "Magdalene Maria." Other people too stood rigidly upright (直立不動) without a word or cough, respectfully receiving the procession.
Behind them followed a group of virgins (童貞女), as seen in various countries, followed by believers, and also a band playing a lament. The procession seemed to stretch for perhaps four or five miles. Finally, they gathered in front of St. Peter's Basilica, prayed silently, and dispersed.
On this day, all the cathedrals throughout Rome were flooded with worshippers (參詣者), and steam whistles and bells rang 'dung-dung' ceaselessly all day long.
By the way, word spread that the Pope of Rome also participated in this procession, but it's regrettable, if regrettable it is, that I ultimately failed to spot who he was. Anyway, this spectacle was a gift from my trip to Italy. <17>

**Summary**

The author, Chŏng Sŏk-t'ae, recounts his visit to Rome in 1925 during the centenary commemoration of Catholic martyrs. He describes visiting an exhibition associated with the event, focusing particularly on the "Chosŏn Hall." This hall displayed maps, photos of Korean cities, a model of the Myŏngdong Cathedral, traditional Korean items, portraits of martyrs killed during the Taewŏn'gun's persecutions, and documents purportedly signed by Emperor Kwangmu. The author reflects on the immense sacrifices of the martyrs and the brutality of the persecutions in Korea. He then details the solemn procession held near St. Peter's Basilica, involving thousands of clergy and believers, noting the impressive scale and the somber atmosphere. From a colonial history perspective, the article is interesting for its description of how Korea (Chosŏn) was represented internationally through a Catholic lens in 1925, focusing on martyrdom and cultural artifacts. It also reveals a Korean intellectual's perspective on the Taewŏn'gun era's anti-Catholic violence, acknowledging its brutality while observing its commemoration by the Church in Rome.

**Named Entities**

伊太利	이태리	It'aeri (Italy)
훨신	훨씬	Much more; far (older spelling)
피살자	피살자	Person killed; murder victim
잇섯든	있었던	That existed; that were (older spelling)
감개	감개	Deep emotion; strong feeling
갓게	갖게	To have; possess (older spelling)
깁허	깊어	Deeply (older spelling)
박그로	밖으로	Outside (older spelling)
울니며	울리며	Ringing; sounding (older spelling)
발자최	발자취	Footsteps; footprints (older spelling)
들니기에	들리기에	Because it was heard (older spelling)
내다렷다	내달렸다/내려갔다	Ran down; hurried down (older spelling)
조곰	조금	A little; shortly (older spelling)
잇다기	있다가	After a while (older spelling)
힌	흰	White (older spelling)
銀紙	은지	Silver paper
바른	바른	Covered; applied
길다란	길따란	Long (emphatic form)
창	창	Spear
쥔	쥔	Holding (older spelling/form of 쥔)
교도	교도	Believer; follower
八縱行列	팔종행렬	Eight columns/files (procession formation)
肅肅然	숙숙연	Solemnly; gravely
행진하는	행진하는	Marching; proceeding
순교자	순교자	Martyr
행렬	행렬	Procession; parade
雪白	설백	Snow white
수건가튼	수건 같은	Like a towel (older spelling)
둘느고	두르고	Wrapped around (older spelling)
발충에까지	발치에까지	Down to the ankles/feet (older spelling)
긋기는	끌리는/닿는	Dragging; reaching (older spelling for 끌리는)
黑衣長衫	흑의장삼	Black long robe
가슴에는	가슴에는	On the chest
念珠	염주	Rosary beads
十字架像	십자가상	Crucifix; image of the cross
고국	고국	Home country
아현리	아현리	Ahyŏn-ri (place name)
각금	가끔	Sometimes; occasionally (older spelling)
신통할	신통할	Novel; remarkable; amazing
부튼	붙은	Attached; covered (older spelling)
멘데는	멘 데는	In the aspect of carrying (on the shoulder) (older spelling)
一種	일종	A kind of; a sort of
異樣한	이양한	Strange; peculiar
기분	기분	Feeling; mood
눌니움	눌림	Pressure; being pressed down (older spelling)
깨달엇다	깨달았다	Realized; became aware (older spelling)
선두	선두	Head; front (of a line/procession)
거름	걸음	Step (older spelling)
엄숙하게	엄숙하게	Solemnly; gravely
장엄하게	장엄하게	Magnificently; grandly
거러오자	걸어오자	As they walked (towards the speaker) (older spelling)
좌우에	좌우에	On the left and right
인산인해	인산인해	Vast crowd (lit. 'mountain of people, sea of people')
이루엇든	이루었던	That formed; that made up (older spelling)
군중	군중	Crowd; multitude
모양으로	모양으로	Appearing to be; looking like
숙이며	숙이며	Bowing (head)
입으로	입으로	With the mouth; vocally
念하고	염하고	Chanting; reciting
기츰	기침	Cough (older spelling)
마듸	마디	Word; utterance (older spelling)
直立不動	직립부동	Standing rigidly upright; motionless
敬肅하게	경숙하게	Respectfully; reverently
맛고	맞고	Meeting; receiving (older spelling)
童貞女	동정녀	Virgin
一群	일군	A group; a party
악대	악대	Band (musical)
섯섯다	섰었다	Stood (older spelling)
마즈막에	마지막에	Finally; in the end (older spelling)
모히어	모이어	Gathering (older spelling)
黙禱하고	묵도하고	Praying silently
갈나지더라	갈라지더라	Dispersed; parted ways (older spelling)
全	전	Entire; whole
사원	사원	Temple; church; cathedral
參詣者	참예자	Worshipper; visitor (to a sacred place)
殺到하고	쇄도하고	Flooding in; rushing in
汽笛	기적	Steam whistle
鍾	종	Bell
종일	종일	All day long
쉴 사이 업시	쉴 사이 없이	Without rest; ceaselessly (older spelling)
울니엇다	울리었다	Rang; sounded (older spelling)
들니엇스나	들리었으나	Although it was heard (older spelling)
끗내	끝내	Finally; in the end (older spelling)
발견치	발견치	To discover; spot (used for 발견하지)
섭섭하면다	섭섭하다면야	If it is regrettable (colloquial/older ending)
엇재뜬	어쨌든	Anyway; in any case (older spelling)
선물	선물	Gift; present


---------------------------


잡지명	삼천리 제6호
발행일	1930년 05월 01일
기사제목	伊太利, 殉敎者 百年紀念大祭禮盛觀, 基督舊敎의 盛大한 紀念祭 光景
필자	鄭錫泰
기사형태	기행문

伊太利, 殉敎者 百年紀念大祭禮盛觀, 基督舊敎의 盛大한 紀念祭 光景
						鄭錫泰
布敎의 慘跡
1925년의 봄이엇다. 地中海에 面한 南歐羅巴의 풍광을 보기 위하야 나는 巴里로부터 伊太利의 羅馬에 이르럿다. 일즉 장화가튼 나라요 또 일대의 풍운아이든 奈巴倫을 産出한 風光明媚한 곳인 줄 소년 때부터 알어 온 곳이며 「루넷산쓰」 즉 문예부흥의 발상지로 인류문화의 모태 노릇을 한 곳이 되어 伊太利를 동경한지는 오래엇슴으로 나는 이번 여행을 엇더케나 깃부게 계획하고 또 실행하엿는지 모른다. 여기에는 南歐羅巴의 기행을 쓸 필요가 업겟슴으로 문제의 加트릭 교도 순교자 100년 기념祭禮의 광경만을 적기로 하겟다.
누구나 알 터이지만은 羅馬라 하면 基督舊敎主인 羅馬法王이 잇는 곳이라. 法王의 치하에 歐羅巴와 亞米利加와 日本 朝鮮 中國 등 세계의 엇던 나라 잇든 지방에든지 舊敎의 선교사가 가 잇서 전세계 카트릭 교도를 통솔하고 잇다. 그런데 금번에 羅馬法王은 동서양 각국의 布敎狀況을 일제히 모아서 박람회를 개최하는 한편 포교를 하다가 애처럽게 죽은 수만을 헤는 그 순교자의 100년 기념제례까지 하기로 되엿다 하야 그러치 아녀도 봄이면 그 풍광에 취하야 사방에서 유람객이 踏至하는 羅馬에는 각처의 구경꾼으로 빡빡히 드러 섯섯다. 이 속에 나도 끼엇다. 伊太利말과 글을 몰라서 겨우 영어와 독일어만 가지고 밥 달나 물 달나를 통하여 가면서 다녓슴으로 伊太利 말을 알앗든들 아래에 기록하는 그 제례의 광경도 소상하엿스련만 그때 미처 겻헤 사람더러도 설명을 잘 어더 듯지 못한 관계로 다소 주마간산격이 된 것을 붓그러워 한다.

羅馬의 朝鮮館
박람회는 羅馬시가의 중앙에 잇는 유명한 「페-돌」사원과 그 압 대광장에서 개최되엇다.
그런데 그 곳 회장 안에는 여러 나라의 회관이 따로 따로 떠러저 잇는데 동양에 관계한 것으로는 中國館, 日本館, 馬來半島館, 比律賓館, 印度館과 또 朝鮮館이 잇섯다. 伊太利 말을 모르는 관계로 그 발음이 「朝鮮館」으로 되엇는지 또는 「코리안館」으로 되엇는지는 잘 분간할 수 업스나 엇재뜬 그 내부에 드러가 보니 조선의 지도를 비롯하야 平壤과 京城의 큰 시가 사진이 걸니어 잇고 그러고 또 서울 明洞에 잇는 뽀족탑의 천주교당이＜15＞ 조고마케 모형이 되어 노여 잇섯다. 그러고 그 좌우 엽해는 조선의 풍속, 습관을 알려주기 위하야 수염 나고 팔자거름 것는 풍채 조흔 조선사람이 等身大形이 되어 진열되어 잇고 또 방갓 저고리 치마 玉冠子 도포 돗보기 안경집 장고 가야금 피리 나무신 집신 담뱃대 등 일상생활상의 모든 기구가 정연하게 노여 잇는데는 놀라지 안을 수 업다. 그리고 일즉 史記에서 보든 南神父 朴神父 등 大院君의 손에 일즉 平壤 大同江岸과 서울 明洞에서 학살를 당하든 그 순교자의 사진들이 하나 빼 노흔 것 업시 수십 장이 걸니어 잇고 또 가장 주목을 끄으는 사실로는 羅馬와 무슨 수호조약이나 선교자유의 內諾을 주엇슴인지 太皇帝 즉 光武皇帝 親筆이라 기록한 백지 문서들이 진열되여 잇는 점이다. 이것을 통하야 수만리 遠地의 조선에조차 이러틋 포교에 진력하엿느라 하는 것을 표시함이니 非敎人인 내가 보기에도 그 순교자들의 공적에 눈물이 겨웁거든 하물며 가튼 카트릭 교도로 안저서야 얼마나 감개무량할 것인고.
이밧게 日本館이나 中國館들도 一巡하엿스나 모다 朝鮮館가치 포교의 역사를 보여주는 것이 대부분이엇다. 아마 생각건대 馬來半島가튼 미개지방의 포교에도 무척 慘虐한 역사가 숨기어 잇슬는지 모르지만 大院君 執政 당시의 조선의 포교도 그네 자신으로 볼 때 상당한 참학의 역사라 아니할 수 업슬 것이다. 우리들도 근대사를 펼처어 볼 때에 당시 집정자의 극단에 미친 행동에 전율을 금치 못할만하야 내외국인의 순교자가 八道에 20餘萬을 헤엇다 하는 소리를 듯거니와＜16＞ 이제 이 박람회장의 古史의 파편을 들추어 볼 때 훨신 그 이상의 피살자가 잇섯든 듯한 감개를 갓게 한다.

白衣의 修女群
朝鮮館에서 자못 감개가 깁허 회장 박그로 나오니 멀니서 북소리 둥둥 울니며 만흔 사람의 발자최 소리가 들니기에 나도 여러 사람 틈에 끼어 「페-돌」대사원 압 광장으로 내다렷다. 조곰 잇다기 힌 銀紙를 바른 길다란 창을 쥔 數百의 교도가 八縱行列이 되어 肅肅然 행진하는 것이 보엿다. 이것이 순교자 100년 제례의 행렬인 듯.
