**Header Section**
Magazine Title: 동광 제25호
Publication Date: 1931년 09월 04일 (September 4, 1931)
Article Title: 唯美主義의 怪思想家 張競生博士, 現代中國思想家列傳 (Dr. Zhang Jingsheng, the Eccentric Thinker of Aestheticism; Biographies of Modern Chinese Thinkers)
Author: 南京 申彦俊 (Sin Yŏn-jun from Nanjing)
Article Type: 논설 (Editorial/Essay)

**Body Text Translation**
Dr. Zhang Jingsheng, the Eccentric Thinker of Aestheticism; Biographies of Modern Chinese Thinkers
						Sin Yŏn-jun from Nanjing

The Doctor, the son of a wealthy merchant in Chaozhou, Fujian Province (福建省 潮州), studied physiology and biology in England early on, earning a doctorate in philosophy. He is a young thinker, currently 37 years old. Fujian, the southern border of Yangzhou in Yu Gong (禹貢), faces the Taiwan Strait (臺灣海峽) to the southeast. Its inhabitants, along with the people of Guangdong (廣東), have long excelled in seafaring and are rich in the spirit of adventure and enterprise. Unlike northern people, they have few heroes who attempted daring feats like staking everything on a single throw, but inheriting the scholarly atmosphere of the Jiangnan (江南) region, they have produced scholars and writers. In modern times, there were great scholars like Yan Fu (嚴復) and Gu Hongming (辜鴻銘). More recently, figures like Lin Changmin (林長民), a patriotic activist at the forefront of the May Fourth Movement, and Lin Wanli (林萬里), a first-rate polemicist in modern Chinese literary circles known for his unyielding spirit (威步不屈), who criticized Zhang Zuolin (張作霖), the head of the Fengtian warlords, with his pen and was eventually executed by the warlords – all are great scholars and writers who illuminated the history of the new China.

Eccentric Philosopher, Mad Thinker
Dr. Zhang's thought is unconventional and novel. Praising him, one might call him a thinker ahead of his time and society; viewing him through conservative eyes, he might be called an "Eccentric Philosopher," a "Man of Mystery," or even a "Mad Thinker." One of the doctor's famous works, "Sex Histories" (性史), shocked the era with its bold writing style, avant-garde ideas, and unconventional subject matter, captivating the academic world and indeed all of Chinese society. "Modern" avant-garde young men and women read "Sex Histories" as a new bible for sexual life, while conservatives condemned it as "obscene literature" (淫書), and government offices nationwide banned it more strictly than Marxist books. However, when a dormitory supervisor at a girls' middle school in a certain region of Zhejiang Province (浙江省) conducted a large-scale search, it was discovered that every female student had hidden a copy of "Sex Histories" under her pillow. The most widespread reading material among general young male and female students ranks "Sex Histories" first, above the "Three Principles of the People" (三民主義) or "Marxism" (맑스주의). Thus, the doctor's ideas received enthusiastic welcome from avant-garde men and women seeking liberation from tradition. However, under the traditional morals and laws of current society, his thought became forbidden under the name of dangerous thought. The doctor lives in seclusion in Shanghai (上海), dedicating himself to writing. Last spring, while the doctor was traveling in Xihu (西湖), Hangzhou (杭州), he was suddenly arrested by the Kuomintang Party Headquarters and the Provincial Government and detained for several tens of days under the peculiar charge of "preventing disturbance of public morals," eventually being expelled to Shanghai. In Shanghai, the bookstore that exclusively sold the doctor's works was shut down, and "Sex Histories" was confiscated. In current society, the doctor's theories are "heretical doctrines" (邪說).
"What is most admirable when reading Mr. Zhang's works is his boldness. It is truly exhilarating how he loudly denounces this pathological, moralistic society by promoting an aesthetic way of life."
The above is a commentary on the doctor's works by Mr. Zhou Zuoren (周作人), a great literary figure in present-day China. As the doctor possesses an academic spirit bold beyond the dreams of cowardly secular scholars, his thoughts and theories have many unique aspects that transcend time and society.

Discarding the Middle Way, Advocating Extremes
"Human nature is fundamentally extreme. Manifesting extreme nature is precisely the true character of a hero, the heart of a great man, a great personality."
Thus, the doctor advocated extremism, rejecting the "Way of the Middle" (中庸之道), a norm of traditional Chinese thought. And he explained the theory of "extreme emotion," "extreme wisdom," and "extreme volition,"<42> urging the abandonment of passive Indian-style and Chinese-style thought and advocating for an "extremely realistic new spiritual life."
The doctor's published works include "Aesthetic Life View" (美的 人生觀), "Sex Histories" (性史), "Art and Life" (藝術與人生), "Method for Aesthetic Social Organization" (美的 社會組織法), "Steps for Aesthetic Realization in Social Evolution" (사회 진화상 美的 實現의 步驟), "Theory of Action" (행위론) (ethics), "Traditional Philosophy based on the Theory of Action" (행위론적 전통철학), etc., and works on "Theory of Action and Customs" (行爲論與風俗學) and other writings on physiology and biology are also soon to be published; the doctor's works are truly numerous enough to be called "enough to make oxen sweat and fill the house" (汗牛充棟). In particular, the doctor's writing style is praised by the public as beautiful prose, almost poetic.
"What is a life view? I want to call it aesthetic. The aesthetic life view surpasses all other life views because it allows one to attain subtle effects above the ugly material life and gain a resolute and lively mind within a weak spirit. The aesthetic life view is not a narrowly scientific life view, nor is it the life view of Confucianism, Buddhism, or Daoism, nor the life view of the mystical intuitionist school. It is solely a life view formed by the combination of science and philosophy. That is, it is a creative life view with a kind of regulation and purpose required by life."
The above is a passage from "Aesthetic Life View," where the doctor's aestheticist thought is clearly revealed.
Before discussing the doctor's thought, one must first pay attention to his "method of thought." The doctor stated:
"What I advocate is neither a purely scientific method nor a purely philosophical method. It is an artistic method formed by combining the two methods of science and philosophy. Anyone who does not appreciate my works using the artistic method is likely to misunderstand my works as unscientific or unphilosophical."
Thus, the doctor also directly called the "artistic method" the "Aesthetic Thought Method" (美的 思想法). He said that the "Aesthetic Thought Method" allows one to obtain the maximum amount of thought with the minimum mental effort, and also enables one to achieve consistent efficacy and diverse applications from numerous thoughts.

Aesthetic Thought Method
"The value of the scientific method lies in controlling complex phenomena through systematic thinking to find the fixed rules of their mutual relationships, but since one cannot experience and verify the infinitely numerous things in the world case by case, one cannot help but rely on the philosophical method. The value of the philosophical method lies in enabling systematic action with the materials obtained through the scientific method, but its drawback is fabrication out of thin air (憑空揑造). The artistic method is based on the scientific method and aims for the philosophical method, harmonizing these two methods."
The artistic method itself consists of four elements: Emotion (情感), Organization (조직), Creation (창조), and Expression (표현). Its functions are:
1. Harmonizing intellect and will through the expression of emotion.
2. Coordinating induction and deduction through organizational action.
3. Controlling experience and imagination through the subtlety of creation.
4. Penetrating the fragmented and the whole through expressive power.
(For details, see "Aesthetic Life View" p. 21)
"Aesthetic Life View" is based on the "Aesthetic World View" (美的 宇宙觀), and the doctor named time "Aesthetic Flow" (美流), space "Aesthetic Interval" (美間), and material force "Aesthetic Power" (美力). The gist of his theory is as follows:
The capacity of life originating from two cells is initially small, but by assimilating the "material force" (物力) of the environment, it accumulates capacity and forms life's "Stored Power" (儲力). Simultaneously, the capacity developing and expanding outwards is "Manifest Power" (現力). The sum of "Stored Power" and "Manifest Power" is equal to the total sum of material force absorbed by life. When "Stored Power" transforms into "Manifest Power," it differs for each individual depending on their psychological and physiological management. Some people's "Stored Power" is merely consumed as fuel for body temperature (those who sit and eat idly all day), while others' "Stored Power" is consumed by sexual desire (prostitutes, patrons of brothels, etc.). The "Stored Power" of laborers, scientists, and artists is used relatively well. Since ancient times, the people who best manage "Stored Power" are organizers and creators. The difference between great people and ordinary people is ultimately "the difference in managing Stored Power." Then,
(1) How can the best life "Stored Power" be cultivated, become the most effective "Manifest Power," and how can that "Manifest Power" achieve the greatest effect with the least force? (2) How can the environment faithfully supply "Manifest Power" and provide the most orderly opportunities and abundant materials?
(1) is a matter of the "creative method."
(2) is a matter of the "organizational method." Both creation and organization must be based on the Aesthetic Life View<43> to achieve perfect results. The Aesthetic Life View is not a vague concept but has a real system. That system is:
Beauty is not a luxury item, but the most economical thing. Beauty takes as its principle "obtaining the maximum efficacy with the minimum force." Beauty is the unity of spirit and flesh (靈肉一致). The beautification process materializes the spirit and spiritualizes the flesh.
Aesthetic food, clothing, and shelter – its main outline is enabling the absorption of life's "Stored Power" and its development to achieve maximum efficacy with minimum force, and its detailed items are based on the principles of: 1. Most Economical. 2. Most Hygienic. 3. Most Suitable. 4. Most Aesthetically Pleasing.

Aesthetic Eating Method, Aesthetic Occupation
Regarding food, the doctor advocated the "Aesthetic Eating Method" (美的 食法), specifically the "Flesh Eating Method" (肉食法 - *Note: this seems contextually misinterpreted or poorly named in the original text, likely referring to a method emphasizing essence/spirit over bulk, not necessarily meat-eating*). The "Flesh Eating Method" aims to: 1. Make food generate the highest degree of heat energy within the body. 2. Make one consume food not out of hunger but with interest. 3. Enable the body's heat energy to exert the highest degree of mental function. Its methods include "flavor inhalation" (吸味) for absorbing taste and "fragrance inhalation" (吸氣) for absorbing scent. Although it seems to have a mystical color, the doctor himself repeatedly demonstrated through experience that by means of the "Internal Eating Method" (內食法), he could exert maximum capacity with a small amount. Also, for dwelling, he advocated the "External Dwelling Method" (外居法), namely, naked walks in the suburbs and naked life indoors.
Aesthetic physical education – advocating new theories of "New Eugenics" (新優種學) and "New Prenatal Education" (新胎敎), emphasizing extreme pleasure in the pregnant woman's life, cultivating aesthetic sense in children, the habit of naked living, and various unconventional physical exercises such as "meditation method" (명상법), "quiet sitting method" (정좌법), "internal energy exercise method" (內氣운동법), and "laughter" (笑).
Aesthetic occupation – advocating the scientification and artisticization of occupation.
Aesthetic science – promoting the artisticization of science.
Aesthetic art – advocating the practicalization of art into "life art" (인생예술) instead of letting it degenerate into a luxury item for the enjoyment of the leisure class.
Aesthetic sex education (美的 性育) – explaining the necessity of popularizing sex education for children.
Aesthetic recreation – advocating the transformation of work into recreation and indeed the transformation of all life into recreation. Through the inward psychological expansion of mental power, "Internal Interest Life" (內興生活) arises (extreme emotion, wisdom, volition). Through the outward expansion of mental power into the universe, "External Interest Life" (外趣生活) arises (Aesthetic Flow, Aesthetic Interval, Aesthetic Power).
Extreme Emotion – Being unable to carry out slaughter even with hatred, or unable to love sacrificially even with affection, is a phenomenon appearing in a half-dead human, a half-dead society where emotion is weak, lacking true love or true hatred, full of falsehood, temporizing, and triviality. Without the courage for renewing adventure, there can be no creation or discovery; without the expression of extreme emotion like the sorrowful and unrestrained lament of righteous knights-errant, there can be no great undertaking in the world; without self-love like "I alone am the honored one" (유아독존), there can be no philanthropy that forgives the world and saves humanity, he said.
Extreme Wisdom – He stated that the astounding great discoveries of past scientists were achieved through "sudden enlightenment" (領悟), "sudden awakening" (頓悟), "sudden wit" (頓智), which are functions of extreme wisdom, leading to "sudden clear understanding in one morning" (一朝豁然慣通).
Extreme Volition – He said that extreme volition realizes the unity of knowledge and action, overcomes all difficulties with indomitable spirit (百折不屈), and can push through to the final goal. The doctor, who views all phenomena in the entire universe as "Beauty," named space, time, and material force "Aesthetic Interval" (美間), "Aesthetic Flow" (美流), and "Aesthetic Power" (美力). Summarizing the main idea:
"Aesthetic Interval" (美間) – Space is like a single painting, a theater, music. It has sound, light, and is active. It is also like an infinitely tall, low, wide, narrow tower.
"Aesthetic Flow" (美流) – Time includes spatial time (24 hours daily) and psychological time (Bergson called it Life Flow, *Élan Vital*). "Aesthetic Flow" is a phenomenon where mental power develops outwards through psychological processes.
"Aesthetic Power" (美力) – The world is made of material force (物力). Only when that material force is transformed into Aesthetic Power can it be utilized and developed to become humanity's infinite treasure trove.<44>

**Summary**

This 1931 article from the Korean magazine *Donggwang* introduces the controversial Chinese intellectual Zhang Jingsheng (張競生), labeling him an "eccentric thinker of aestheticism." It outlines his background, his education in Europe, and his radical ideas that challenged traditional Chinese norms, particularly his book "Sex Histories" (性史), which gained immense popularity among youth despite being banned as obscene. The article details Zhang's core philosophy, the "Aesthetic Life View" (美的 人生觀), which seeks to unify science and philosophy through an "artistic method" or "Aesthetic Thought Method." This involves applying principles of beauty (defined as maximum efficacy with minimum effort) to all aspects of life, including diet ("Aesthetic Eating Method"), dwelling ("External Dwelling Method" involving nudity), eugenics, occupation, science, art, sex education, and recreation. Zhang advocated "extremism" in emotion, wisdom, and volition, rejecting the traditional Chinese "Way of the Middle," and re-conceptualized the universe in aesthetic terms (Aesthetic Interval, Flow, Power).

From the perspective of Korean colonial history, this article is interesting as it shows Korean intellectuals engaging with contemporary, radical Chinese thought during a period of Japanese rule. The focus on Zhang Jingsheng, particularly his ideas on sexual liberation ("Sex Histories") and challenging traditional Confucian morality (rejecting the "Middle Way"), reflects a broader East Asian discourse on modernity, tradition, and Western influence, topics highly relevant in colonized Korea where similar debates were occurring. The author's position in Nanjing and the respectful yet descriptive tone towards Zhang (despite acknowledging the controversy) suggests an interest among some Koreans in exploring alternative paths to modernity, even potentially controversial ones emerging from neighboring China, possibly as a counterpoint to Japanese-imposed models.

**Named Entities**

福建省 潮州	복건성 조주	Fujian Province, Chaozhou
일조활연관통(一朝豁然慣通)	일조활연관통	Sudden clear understanding in one morning (idiom)
지행합일(知行合一)	지행합일	Unity of knowledge and action
백절불굴(百折不屈)	백절불굴	Indomitable spirit (never bending despite hundred setbacks)
만난(萬難)	만난	All difficulties
배제하고	배제하고	Excluding, eliminating
최후	최후	Final, last
관철할	관철할	To push through, accomplish
현상	현상	Phenomenon
미간(美間)	미간	Aesthetic Interval (Space)
미류(美流)	미류	Aesthetic Flow (Time)
미력(美力)	미력	Aesthetic Power (Material Force)
대의(大意)	대의	General meaning, gist
일폭	일폭	One scroll/width (of painting)
극장	극장	Theater
광(廣)	광	Wide
협(狹)	협	Narrow
탑형(塔形)	탑형	Tower shape
공간적	공간적	Spatial
심리적	심리적	Psychological
생명류(生命流)	생명류	Life Flow (Bergson's Élan Vital)
지칭)	지칭)	Called, referred to)
경과하야	경과하여	Passing through (older grammatical form)
외부로	외부로	Outwards
물력(物力)	물력	Material force
변성하여야	변성하여야	Must be transformed into
비로소	비로소	For the first time, only then
이용하고	이용하고	Utilizing
무궁한	무궁한	Infinite, inexhaustible
보장(寶藏)	보장	Treasure trove


---------------------------


잡지명	동광 제25호
발행일	1931년 09월 04일
기사제목	唯美主義의 怪思想家 張競生博士, 現代中國思想家列傳
필자	南京 申彦俊
기사형태	논설

唯美主義의 怪思想家 張競生博士, 現代中國思想家列傳
						南京 申彦俊
박사는 福建省 潮州의 富商의 子로 일즉 영국에 유학하야 생리학 及 생물학을 전공하야 철학박사의 학위를 얻은 당년 37세의 소장사상가다. 福建은 禹貢의 揚州 南境으로 東南으로 臺灣海峽에 臨하야 그 주민은 古來 廣東人과 共히 항해에 長하고 모험 진취의 기상에 富하다. 북방인과 다르어 乾坤一擲의 壯擧를 試한 영웅호걸은 적으나 江南 일대의 好學의 風을 承하야 학자 문인이 배출하야 왓다. 근대에 이르어 嚴復 辜鴻銘 같은 碩學巨儒가 잇엇고 최근으로 말하면 5.4운동의 선봉인 憂國의 志士 林長民과 근대 중국 操觚界에 잇어 일류의 정론가로 威步不屈의 강직한 정신을 가지고 奉天 군벌의 거두 張作霖을 筆誅하다가 결국 군벌에 手에서 사형을 당한 林萬里 같은 이가 모다 신흥 중국의 역사를 빛내인 대학자 대문인이다.

怪哲人·狂思想家
張박사의 사상은 奇拔新穎하다. 찬양하야 말하면 시대와 사회보다 앞선 사상가라 할 것이고 보수자의 眼光으로 본다 하면 「怪哲人」「神秘의 人」내지 「狂的 思想家」라고까지 지칭하게 된다. 박사의 명저의 하나인 「性史」는 그 대담한 필법, 그 첨단적 사상, 그 기발한 著材로써 일세를 경악하고 학술계 내지 전 중국 사회를 풍미하얏다. 「모던」 첨단의 신청년 남녀는 「性史」를 새롭은 성생활의 寶典으로 읽고 보수자들은 「淫書」라고 악평하야 전국 관청은 「性史」라면 「맑스」주의의 서적 이상으로 엄금한다. 그러나 浙江省 어떤 지방에 잇는 여중학교에서 기숙사 사감이 기숙사 대수색을 행한 결과 여학생마다 침상 속에는 「性史」 한 권식을 暗藏한 것을 발견하얏다. 일반 청년 남녀 학생에 가장 보급된 讀物은 「三民主義」나 「맑스주의」보다도 「性史」가 제1위다. 이려케 박사의 사상은 전통에서 해방을 욕구하는 첨단 남녀에게 열광적 환영을 받앗다. 그러나 현 사회의 전통도덕법률 아래서 그 사상은 위험사상이란 이름으로 禁物이 되엇다. 박사는 上海에 潛居하야 저작생활로 일관하고 잇다. 去年春 박사가 杭州 西湖에 遊歷하다가 國民黨部와 省정부에서 돌연 체포하야 수십일 동안이나 「풍기문란방지」란 기발한 죄명으로 구금하야 두엇다가 결국은 上海로 逐出까지 당하얏다. 上海에서는 박사의 저작을 전매하든 서점이 封閉를 당하고 「性史」는 몰수되엇다. 현사회에 잇서 박사의 학설은 「邪說」이다.
「張선생의 저작을 보고 가장 佩服되는 것은 그의 대담한 것이다. 이 병태적인 道學 사회에 잇어 美的 의식주를 고조하야 大聲으로 질타한 것은 참으로 통쾌하다」
이상은 현 중국의 대문호 周作人 선생의 박사의 저작에 대한 논평이다. 박사는 怯懦한 세속 학자로서는 몽상도 못할만치 대담한 학구적 정신을 가지고 잇는 만큼 그 사상 학설은 초시대, 초사회적인 독특한 점이 많다.

中庸을 破棄 極端을 主唱
「인간의 본성은 극단적이다. 극단적인 본성을 발휘하는 것이 곳 영웅의 본색이요 호걸의 心肝이요 위대한 인격이다」
라고 박사는 극단주의를 고조하야 중국 전통 사상의 일규범인 「中庸之道」를 일축하얏다. 그리고 「극단적 정감」 「극단적 지혜」 「극단적 志願」의＜42＞ 이론을 說하야 소극적인 인도식 중국식 사상을 버리고 「극단적 현실적인 새롭은 정신생활」을 주장하얏다.
박사의 저서는 「美的 人生觀」 「性史」 「藝術與人生」 「美的 社會組織法」 「사회 진화상 美的 實現의 步驟」 「행위론」(윤리학) 「행위론적 전통철학」 등이 이미 출판되엇고 「行爲論與風俗學」 기타 生理 及 생물학에 관한 저작도 근근 출판될 터인 바 박사의 저작은 실로 汗牛充棟이라 칭할 만큼 다수다. 특히 박사의 문장은 詩的이라 할 만큼 美文으로 일반에게 칭송이 잇다.
「인생관이란 무엇인가? 나는 美的이라고 하고 싶다. 美的 인생관이 모든 인생관보다 超出하는 것은 추악한 물질 생활 우에서 미묘한 작용을 얻게 되고 疲弱한 정신 가온대서 剛毅活潑한 心思를 얻게 되는 까닭이다. 美的 인생관은 狹義의 과학적 인생관도 아니요 孔家 佛家 道家說의 인생관도 아니요 신비할 直覺派의 인생관도 아니다. 오직 과학과 철학의 조합으로 된 인생관이다. 즉 생명이 수요하는 일종의 規出잇고 목적이 잇는 창조적 인생관이다」
이상은 「美的 人生觀」의 一段으로 박사의 유미주의 사상이 여실히 발로된 것이다.
박사의 사상을 논하기 전에 爲先 그 「사상의 방법」을 주의하야 된다. 박사는
「내가 제창하는 것은 순수한 과학방법도 아니요 또 순수한 철학방법도 아니다. 과학과 철학 두 방법을 조합하야 된 예술 방법이다. 만일 예술 방법으로써 나의 저작을 감상하지 아니하는 이는 나의 저작을 비과학적 혹은 비철학적이라고 오해하기 쉽다」
라고 그의 학문 방법이 독특한 것을 말하얏다. 그리하야 박사는 「예술방법」을 「美的 思想法」이라고도 直稱하얏다. 「美的 思想法」은 최소한 腦力으로써 最多한 사상을 얻게 하고 또 허다한 사상에서 일관한 功効와 萬殊의 응용을 할 수 잇게 한다고 하얏다.

美的 思想 方法
『과학적 방법은 그 가치가 有條理한 사색으로써 복잡한 현상을 統御하야 그 호상간 관계의 定則을 얻는 데 잇으나 세간의 無窮多한 사물을 사사건건히 경험하고 실증할 수 없음으로 철학방법을 의뢰치 아니할 수 없다. 철학방법의 가치는 과학방법으로 얻은 재료로서 계통적 작용이 잇게 함에 잇으나 그러나 憑空揑造하는 것이 그 결점이다. 예술방법은 과학방법을 기초로 하고 철학방법을 목표로 하야 그 두 가지 방법을 조화한다」
예술방법의 本身은 情感, 조직, 창조, 표현 네 가지인데 그 효능은
1. 감정의 發洩로써 이지와 의지 조화
2. 조직적 작용으로 귀납과 연역을 協合
3. 창조의 妙諦로 경험과 描想을 통제
4. 표현력으로써 零碎와 整個를 관통
(詳細는 「美的 人生觀」21頁 참조)
「美的 人生觀」은 「美的 宇宙觀」을 기초로 한 바 박사는 시간을 「美流」 공간을 「美間」 物力을 「美力」이라고 명명하얏다. 이제 그 이론의 골자를 述하면
兩個세포에서 발원한 생명의 능력은 본래 적으나 환경의 「物力」을 同化하야 능력을 積蓄하야 생명의 「儲力」을 成한다. 동시에 능력이 外로 향하야 발전 확장하는 것이 「現力」이다. 「儲力」과 「現力」의 總和는 생명이 흡수한 物力의 總和와 상등하다. 「儲力」이 「現力」으로 변할 시에는 各人의 심리 及 생리상 운용 여하에 따라 각기 不同하다. 어떤 사들의 「儲力」은 체온의 연료로나 소비되고 (종일토록 坐食 無事하는 자) 또 어떤 사람의 「儲力」은 성욕으로나 소비된다.(기생, 화류객 등) 노동자 과학가 예술가들의 「儲力」이 비교적 善用된다. 古來로 「儲力」을 가장 잘 운용하는 사람은 곳 조직자와 창조자다. 偉人과 凡人의 차이는 결국 「儲力 운용의 차이다」 그러면
(1) 여하히 해야 最好한 생명 「儲力」을 양성하고 최대 효용 잇는 「現力」이 되고 또 그 「現力」으로써 최소의 力으로 최대의 効를 얻게 할까. (2) 여하히 해야 환경으로 하여금 「現力」을 충실히 공급하고 가장 순리한 기회와 가장 풍부한 재료를 얻게 할까.
(1)은 「창조적 방법」문제요.
(2)는 「조직적 방법」문제다. 창조와 조직은 모다 美的 人生觀을＜43＞ 근거하여야 完善한 결과를 얻게 된다. 美的 人生觀은 空泛한 한 개념이 아니고 실재적 계통을 有하얏다. 그 계통은
美는 사치품이 아니고 最經濟物이다. 美는 「최소의 力으로 최대의 功効획득」으로써 강령을 삼엇다. 美는 靈肉一致다. 美化작용은 정신을 물질화하고 肉을 靈化한다.
美的 의식주-생명의 「儲力」흡수와 그 발전상 최소의 力으로 최대의 功効를 얻게 함이 그 大綱이 되고 그 細目은 1. 最經濟. 2. 最衛生 3. 最合用. 4. 最美趣를 원칙으로 할 바다.

美的 음식법·美的 직업
음식에 관하야 박사는 「美的 食法」 즉 「肉食法」을 제창하얏다. 「肉食法」은 1. 食物이 체내에서 최고도의 熱力을 發케 하는 것.
2. 食物을 口腹의 飢餓로 섭취치 말고 흥미로 섭취케 하는 것.
3. 체내의 熱力으로 하야금 정신상 최고도의 작용을 발하게 하는 것 등으로 그 방법은 食味를 흡입하는 「吸味」 향기를 흡입하는 吸氣 2법이 有한데 신비적 색채가 잇는 듯하나 박사 자신은 「內食法」에 의하야 소량으로써 최대의 능력을 발휘한다고 체험으로 屢屢 증명하얏다. 또 거주로는 「外居法」 즉 郊外 나체산보와 실내 나체생활을 제창하얏다.
美的 체육-「新優種學」「新胎敎」의 신학설을 주장한 바 孕婦의 생활상 극단쾌락을 注重하고 아동으로 하야금 심미성을 양성케 하고 나체생활의 습관과 「명상법」 「정좌법」 「內氣운동법」 「笑」 등 여려 가지의 기발한 체육을 주장하얏다.
美的 직업-직업의 과학화 예술화를 주장하고
美的 과학-과학의 예술화를 고조하고
美的 예술-예술의 직업화로써 예술을 유한계급의 향락용 사치품으로 타락케 하지 말고 실용인 「인생예술」을 제창하얏다.
美的 性育-아동의 성교육 보급의 필요을 說하고
美的 오락-工作의 오락화 내지 전 생활의 오락화를 제창하얏다. 정신력의 內로 심리상 확장에 의하야 「內興생활」이 잇게 되고(극단적 정감, 지혜, 志願) 정신력이 외로 우주간 확충에 의하야 「外趣생활」이 잇게 된다.(美流, 美間, 美力)
極端情感-恨이 有하야도 학살을 감행치 못하고 애정이 잇어도 희생적으로 사랑하지 못함은 감정이 박약하야 眞愛나 眞恨이 없고 허위, 苟且 不微衣한 半死의 인간, 半死의 사회에서 나타나는 현상이다. 쇄신적 모험의 용기가 없고는 창조나 발견이 잇을 수 없고 義士 협객의 悲歌淋漓한 극단적 감정의 발로가 없고는 천하에 위대한 사업이 잇을 수 없고 유아독존의 我愛가 없고는 赦天下濟人類의 박애가 잇을 수 없다고 하얏고.
극단적 지혜-고래 과학가의 驚人的 대발명이 극단적 지혜의 작용인 「領悟」, 「頓悟」,「頓智」로써 「一朝豁然慣通」한 것이라 하고,
극단적 志願-극단적 志願은 지행합일을 실현하고 百折不屈하야 萬難을 배제하고 최후의 목적을 관철할 수 잇다고 하얏다. 전 우주의 현상을 「美」로 보는 박사는 공간, 시간, 物力을 「美間」「美流」「美力」이라 명명하얏다. 그 大意를 述하면
「美間」-공간은 일폭의 그림, 한 극장 음악이다. 소래 잇고 빛도 잇고 활동적인 것이다. 또 무궁한 고, 저, 광, 협의 塔形같기도 하다.
「美流」-시간은 공간적 시간(每日夜24시)과 심리적 시간(벨그손 Bergson은 生命流 Flan Vita이라 지칭)이 잇다. 「美流」는 정신력이 심리작용을 경과하야 외부로 발전하는 일종 현상이다.
「美力」-세계는 物力으로 되엇다. 그 物力을 美力으로 變成하여야 비로소 그것을 이용하고 발전하야 인류의 무궁한 寶藏이 된다.＜44＞
＜42-44＞
