Magazine Title: 동광 제25호
Publication Date: 1931년 09월 04일
Article Title: 海外論壇 (Overseas Forum)
Article Type: 논설 (Editorial/Essay)

Who is the Luxurious Person
Editorial from America's *Nation* Magazine

The discovery was recently made that luxury is one of the causes of the depression.
Mr. Eugene Black, Governor of the Atlanta District of the U.S. Federal Reserve Bank, said this to investment bankers in New Orleans.
“We have become accustomed to the age of automobiles, refrigerators, and radios. We live in an atmosphere of luxury. Now, we cannot simply continue to live in that atmosphere while taking on debt. Let us abandon foolish thoughts. I cannot agree with those who say that America's current high standard of living must not be abandoned. As long as the heavy burden of debt hangs around our necks, we cannot expect permanent prosperity.”
Although Mr. Black did not specifically name anyone, it is needless to explain that his words referred to President Hoover's Cleveland speech. In President Hoover's speech, there is such a passage:
“I have seen in the newspapers that some have expressed the opinion that America’s standard of living must be lowered, but I am strongly opposed to that theory. The improvement of the standard of living is the philosophy of Americans today. If this philosophy were to waver even slightly, it would spread and result in driving most of our neighbors into the ditch of poverty.”
Let us first examine Hoover's words.
No one likes a reduction in their standard of living. However, when production becomes sluggish, people's incomes decrease due to lower wages and salaries, shortened working hours, or unemployment. Then, those who were barely making ends meet inevitably have no choice but to lower their standard of living. Thus, the supposedly sacred American standard of living declines. This is already in progress. No matter how much one protests verbally that the wavering of American philosophy drives people into the ditch of poverty, the fact that it is happening is an undeniable reality.
Then, let's look again at the content of Mr. Black's argument that living in an atmosphere of luxury is the cause of today's depression. Mr. Black's admonishing words that the debt situation is bad are indeed good lessons for the luxurious class. However, his remarks are still lacking. In fact, during the tremendous boom period that continued until 1929, people kept buying expensive goods that they could by no means afford with their monthly income, such as automobiles, refrigerators, and radios, on credit.
During this era, the so-called installment sales system flourished, further expanding individual credit, reaching billions of dollars, and people all lived on that credit. A prominent example is the automobile; manufacturers produced more cars than were actually needed and sought to sell them.
Therefore, to sell them to the general public, they taught the masses how to pawn their future income. The masses fell into this trap. Seeing this sales policy succeed, manufacturers recklessly built factories, causing their production capacity to exceed the actual demand of the entire United States by three-quarters. Who brought about this expansion of credit? Bankers and industrialists.<35>
The cause of this extremely dangerous excessive expansion of credit lies neither in luxury nor in the standard of living itself, which was artificially inflated due to the reckless creation of credit.
Where, then, does the cause lie? It lies in the inadequacy of the commercial transaction and credit systems behind the phenomenon, in other words, in the existence of an imperfect commercial transaction and credit system where profit cannot be generated unless the general public is made luxurious.
Even if the cause of today's hardship lies in luxury, it is meaningless to now advise the general public to stop being luxurious. Why? Because the only people who can afford a luxurious life today are probably Mr. Black's friends, the bankers and industrialists.
However, he did not direct this speech towards those bankers and industrialists, but in fact towards the likes of underwear sellers and the families of collar factory workers. But this type of people is already so impoverished that, even if not wandering the streets, they must sleep on bare floors without beds, so the sermon not to be luxurious is completely unnecessary. What we need to think about today, whether banker, industrialist, worker, or farmer, is the problem of how to realize a new, rational credit organization and method of controlling commercial transactions.<36>

The US-Japan War and China
From the Monthly Journal of Fengtian Feng Yong University
This seems to be a student's essay, and while somewhat immature, it appears to be a useful reference for studying Chinese sentiment.

Since the Pacific Conference of 1921, the great powers concluded disarmament treaties supposedly for the sake of perpetual world peace, but observing the current state of the great powers, far from reducing armaments, they are instead planning their expansion. Today, the world's great powers are Britain, America, Japan, France, and Russia, but among them, the countries with the closest relationship to our China are Japan and America.
Japan, since the Meiji Restoration, has devoted all its efforts to the development of national power and the buildup of military armaments. Because its territory is small and its resources are insufficient, while its population growth is enormous, it cannot avoid seeking territorial expansion to supply food. The closest continent to Japan is our Dongsanseong (Three Eastern Provinces). Japan first consumed Korea, then leased Lüshun (Port Arthur) and Dalian, and used railways like the South Manchuria and Anfeng lines to develop the rich resources of the Northeast. The iron ore of Benxihu and the coal of Fushun are among the world's best in quality and quantity. In this way, Japan has already achieved the invasion of Dongsanseong, but it is not satisfied with that. Japan further seeks to expand its command of the sea to the eastern shore of the Pacific Ocean and plans for the development of colonization projects.
America, since the 19th century, gradually revealed its prominence in wealth and military power, participated in the Great European War, achieved the final victory, and increased its national strength. America does not like other ethnic groups flourishing within its own country, so it excludes Japanese immigrants, but not only that; Japan's naval supremacy in the Pacific is even more disliked by America, so a future clash is inevitable. Therefore, at the last disarmament conference, America made harsh demands on Japan, worsening feelings between Japan and America.
If the two countries were to open hostilities today, the battlegrounds would likely be a naval battle at Honolulu and a land war zone in our Northeast region. If war breaks out, Japan will seek its supply of raw materials from China, specifically from the closest and most convenient Dongsanseong for transport. America will exert all its efforts to cut off China's support for Japan. At that time, if China lacks the military strength to maintain its national sovereignty and prevent invasion by both Japan and America, it will inevitably fall into the maelstrom of war. If it assists Japan and resists America, and America wins, China will become like Austria; even if America loses, China will gain nothing and only have its land ravaged by warhorses. If it sides with America, Japanese forces will overrun Dongsanseong before American troops arrive, and if America then loses, the disastrous situation cannot even be imagined. Therefore, China <36> must build up its military preparedness, strive to improve its international standing, and become a nation capable of gathering the full sympathy of the great powers when such an event occurs. Yet, what is China's current situation? Internal political chaos, rampant banditry, party strife, and political struggles intensify daily. Those who can save China are us, the youth. Rise up!<37>

Daily Life in New Russia
Professor Mount, Holyoke College, USA
(Excerpted here and there from Professor Mount's long essay.)

The state of Soviet Russia is gradually drifting away from external culture. The churches we used to see are broken, small farmers are disappearing, and small shops are closing their doors. Universities in Moscow and the provinces ignore European traditions, and artists and writers, irrespective of artistic conscience, promote social revolution through their works. Even the Soviet calendar has become a five-day system without Sundays.

What thoughts occupy Ivan, one of the workers leaving the factory late in the afternoon, as he stands waiting interminably for a crowded streetcar to go home? Is he worried about his child's illness? Or is he concerned about acquiring winter clothes? These are worries shared by workers all over the world. He might also be thinking about the fight with the housing committee or the fact that tonight, too, he'll have to wait in line for hours to buy alcohol.
A very small fraction of Moscow workers live in apartments built on the outskirts of the city. These are modern buildings with lighting fixtures and new arrangements for water and gas. In the courtyard, there are walking paths paved with pebbles, benches, flowers, and ponds. However, such housing is still scarce, and the majority of workers rent rooms in the bustling areas of the old city, in former merchants' large houses converted into apartments, or in buildings that were previously apartments. Of course, there are no flowers or ponds.

Rent is determined by the tenant's income and economic status, irrespective of the size of the dwelling. Overall, rent is very cheap, and among them, officials pay a nominal rent. It is rare for intellectual workers to pay even $15 a month, and ordinary workers usually pay between $2 and $5 a month.
In worker housing, if a family consists of six members, occupying three modest rooms is considered top-tier in today's crowded Moscow. Here, the room layout is good, and although it may seem cramped, as a material backdrop for daily life, it is not vastly different from tenements in Berlin, London, or New York. However, the suffering of those living in traditional housing is unspeakable. People live crammed together unbearably, and because there are no separate kitchens, they cook meals on kerosene stoves amidst constant arguments.
Soviet Russia intends to completely change this situation so that everyone eats at public cafeterias. This plan arises from the assumption that this will make food cheaper and that, in the future era when men and women work equally in factories or on farms, housewives will not have time for the domestic chore of cooking. In that era, all children will be raised in nurseries, and all meals will be prepared in central kitchens.
Looking at the cafeterias attached to factories in Moscow, one can see that the food is cheap and the quality is good. For just 25 cents, you get a bowl of delicious, thick soup and an even larger serving of a vegetable dish, and you can eat as much bread as you want. However, to get this meal, one must wait in line for a long time holding a knife, fork, and bowl, and is constantly pushed and rushed to eat quickly, making it thoroughly unsatisfactory as a substitute for a meal in a well-off working-class family's home.

Foreigners visiting Russia in 1930 noted that a striking difference between the Russian capital and Western European cities was the long lines in front of shops.<37> However, by autumn, thanks to the wheat harvest, workers with connections did not have to worry so much about food distribution. Nevertheless, food items still constitute the largest portion of the working-class household budget.
The Soviet government once tried to implement prohibition but stopped. As a result, the sale of vodka is currently a major source of state revenue. However, there is also an anti-vodka movement, and zealous Communist Party members continue to promote temperance. Workers often see colorful propaganda posters depicting the anti-alcohol movement. There are excellent pictures of a child with a worried face holding the hand of his father who is holding a glass, saying "Father, please don't drink," and pictures of an ideal worker smashing a liquor bottle with a sledgehammer labeled "Cultural Revolution."

In winter, workers and their families face the practical problem of heating. They do not spend money on clothes. This is partly because the clothes they want are not available in shops, and partly because in Soviet Russia, clothing does not indicate social status. Young women seem slightly more Europeanized, perhaps imitating French women seen in magazines, applying rouge and powder. But their clothes are cheap.
Church worship has disappeared. Churches exist, but the only people who come are gloomy old women. The general worker has no interest in religious ceremonies.
The center of the Bolshevik revolution, from any perspective, is the working class; the essence and center of interest in Soviet life is the factory. Work time is the most earnest and also emotional time. During the lunch break, there are meetings. These are noisy meetings reprimanding someone for carelessly discarding slag or for improperly cleaning machinery.
When the day's work ends, it becomes a school. Some learn the alphabet, while others learn foreign languages or technical skills. There are also separate meetings to study problems such as why raw materials are late arriving at the factory. This kind of life excites the workers' minds and gives them a sense of strength.
The calendar has changed, Saturdays and Sundays have disappeared, and a new five-color calendar with rotating holidays has emerged. Ivan is dissatisfied with this system. Why? Because the whole family cannot take a day off together. The husband is on the blue team, the wife is on the red team, and the eldest daughter is on the purple team. So, on holidays, Ivan feels a bit lonely.

Workers have no fear of unemployment. In Soviet Russia, any man or woman capable of handling machinery is sure to find work. Also, if one becomes unemployed, the unemployment relief fund provides assistance.<38>

**Summary**

This multi-part article from 1931 discusses global issues: the debate in the US about luxury, debt, and the Depression; the perceived inevitability of a US-Japan war and its implications for China; and observations on daily life in Soviet Russia. It reflects contemporary anxieties about economic instability, geopolitical tensions in East Asia, and the realities of the Soviet social experiment, particularly focusing on the lives of ordinary workers. For historians, this piece is interesting as it reveals how Korean intellectuals under Japanese rule were consuming and interpreting international news. It shows awareness of major global economic debates (Hoover vs. Black on the Depression), strategic concerns in East Asia (US-Japan rivalry impacting China and potentially Korea), and fascination mixed with critique regarding the Soviet alternative, all filtered through sources like American magazines and Chinese university publications.

**Named Entities**

미국 네슌誌	미국 네슌지	American Nation Magazine
금일 양국이 戰端을 연다고 하면 會戰地는 호놀룰루의 해전과 我國 東北區의 육전지대가 될 것이다. 전쟁이 일어나면 일본은 그 원료의 공급을 중국에 구할 것이요 가장 가깝고 운송에 편한 東三省에 구할 것이다. 미국은 전력을 다해서 중국의 일본 후원을 차단할 것이다. 그때에 만일 중국이 국권을 유지하고 日米 양국의 침입을 방지할 만한 병력이 없으면 반드시 전란의 와중에 빠질 것이다. 만일 일본을 원조하야 미국에 반항하면 미국이 이길 때는 중국은 墺太利와 같이 될 것이요 미국이 지드라도 毫末도 얻음이 없이 국토를 兵馬에 유린할 뿐이다. 만일 미국에 가담햇다하면 미군이 오기 전에 일본군은 東三省을 유린할 것이요 그러고 미국이 진다하면 그 참상은 이루 想豫할 수도 없다. 그러므로 중국은＜36＞武備를 충실히 하고 국제적 지위의 향상을 圖하야 이런 사변이 발생될 때에 십분 열강의 동정을 집합할 만한 국가가 되지 않으면 안되겟다. 그러커늘 중국의 금일의 현상은 어떠한가. 내정문란, 도적횡행, 당쟁, 정쟁이 日益熾盛하다. 중국을 구하는 자는 우리 청년이다. 분기하라.＜37＞

新露西亞의 일상생활
미국 홀리욕대학 마운트교수
(마운트 교수의 긴 논문에서 여기저기 抄出한 것이다.)

소베트露西亞의 상태는 외부의 문화와는 점차 멀어진다. 우리가 늘 보든 교회당은 깨어지고 소농은 없어지고 소상점은 문을 닫는다. 모스코 및 지방의 각대학은 구주의 전통을 무시하고 미술가와 문학자는 예술적 양심과는 무관하게 그 작품으로 사회혁명을 宣揚한다. 소베트의 曆書까지도 日曜가 없는 5일제로 되엇다.

午后 늦게 공장에서 나오는 노동자의 일원으로 집으로 가기 위하야 만원전차를 실쯩나도록 기다려야 하는 이반君은 무슨 생각을 하고 섯는가. 자식의 병을 염려하고 잇는가. 혹은 冬服을 구처할 근심을 하고 잇는가. 이런 근심은 전세계의 노동자가 다 가지는 근심이다. 그는 혹은 住宅委員과 싸운 일이나 오늘밤도 술을 사려면 여러 시간을 列을 지어 기다리지 않으면 안되겟다는 생각을 하고 잇을지도 모른다.
모스코의 노동자의 극소수부분은 시외에 생긴 아파트에 산다. 이것은 현대적 건물이니 조명장치와 水道의 瓦斯의 배치도 신식이다. 뜰에는 자개돌을 깔은 散步道가 잇고 의자도 잇고 꽃이며 못이 잇다. 그로나 이런 주택은 아직 소수요 다수의 노동자는 舊市街의 繁華地에 昔日의 상인의 대주택을 아파트로 고친곳, 또는 전일 아파트이던 곳에 방을 빌어 산다. 물론 꽃도 없고 못도 없다.

집세는 借家人의 수입과 경제상 지위로서 정하고 집의 대소에는 관계가 없다. 통트러 집세는 매우 저렴하고 그 중에도 관리는 이름뿐의 집세를 낸다. 智能勞動者도 월 15불내는 사람은 드믈고 보통노동자도 월 2불 내지 5불내면 된다.
노동자 주택에 잇어서 가령 가족이 6인으로 되엇으면 質素한 방 3실을 점령하는 것이 혼잡한 금일의 모스코에서는 가장 優等이다. 여기서는 실의 배치도 잘되고 비록 좁은 듯 하야서도 일상생활의 물질적 배경으로서는 伯林이나 倫敦이나 뉴욕의 공동주택과 大差가 없다. 그러나 재래의 주택에 사는 사람의 고통이란 말할 수 없다. 견딜 수 없으리만치 사람이 뒤석겨 살게되고 부억도 따로이 없기 까닭에 不絶한 말다툼 속에서 석유 난로로 밥을 짓는다.
소베트露西亞는 이 상태를 一變하야 모든 사람이 공중 식당에서 식사를 하도록 하고저 한다. 이러케 해야만 먹는 물건이 값싸게 되고 또 장래에 남녀가 똑같이 공장이나 농장에서 일하는 시대가 되면 주부가 요리라는 가사를 돌아볼 틈이 없어지리라하는 가정 하에서 이런 계획이 생긴다. 그 시대에는 어린애는 다 양육원에서 길르고 식사는 다 중앙 요리소에서 지을 것이다.
모스코에 잇는 공장 부속의 식당을 보면 음식이 헐까요 품질도 좋다는 것을 알 수 잇다. 25仙만 내면 맛잇는 더욱 「수프」한 그릇과 그보다 더 많은 채소 요리 한 그릇을 주고 면보는 맘대로 먹을 수가 잇다. 그러나 이것을 얻어 먹으려면 나이프와 포크와 밥통을 들고 열을 지어 오래 기다려야 하며 또 不絶히 밀치엇다 어서 먹으라고 재촉을 받앗다하는 관계로 대우 좋은 노동계급의 가정에서의 식사대신으로는 도저히 만족할 수가 없다.

1930년에 露西亞를 방문한 외국인은 露西亞 서울이 西歐羅巴의 도시와 현저히 달른 것은 상점 앞에 길게 열을 지어 선 것이다.＜37＞ 그러나 가을까지에는 소맥의 수확으로 시굴 잇는 노동자는 그처럼 식량 분배에 근심을 아니해도 좋게 되엇다. 그러나 아직까지도 노동계급의 가계의 대부분을 점하는 것은 식료품이다.
소베트 정부는 금주법을 실행하려고 하다가 중지한 일이 잇다. 그 결과 현재로는 「워드카」의 판매가가 국고 수입의 주요 재원이 되엇다. 그러나 동시에 「웍드카」반대운동도 잇어 열렬한 공산당원은 금주선전을 게속하고 잇다. 노동자는 反酒運動의 그림을 그린 화려한 선전지를 가끔 본다. 근심스런 얼골 가진 어린이가 술잔 든 부친의 손을 잡고 「아부지 잡숫지 마시오」하는 훌륭한 그림도 잇고, 이상적 노동자가 「문화적 혁명」이란 철퇴로 술병을 깨트는 그림도 잇다.

겨울에는 노동자와 그 가족은 採暖의 현실 문제에 當頭한다. 그들은 의복에는 돈을 안드린다. 입고 싶은 옷이 상점에 없기도 하려니와 소베트露西亞에서는 의복의 如何가 사회적 지위를 표시하지 않는 까닭이다. 젊은 여자는 조곰 歐洲化햇는지 잡지에서 본 불란서 여자를 모방하여 연주도 찍고 분도 바른다. 그러나 그의 의복은 값싼 것들이다.
교회의 예배는 없어젓다. 교회가 잇기는 하나 거기 오는 사람은 음울한 노파 외에는 없다. 일반 노동자는 종교적 의식에 흥미를 안갖는다.
볼세빅 혁명의 중심은 어디로 보아도 노동계급으로 소베트국의 생활의 精華, 흥미의 중심은 공장이다. 일 할 때가 가장 열심이요 또 감격적이다. 晝食 시간에는 회합이 잇다. 석냥을 부주의하게 버렷다든가 기계 소제가 잘못되엇다고 책망하는 소란한 회합이다.
하로 일이 끝나면 학교가 된다. 가갸거겨를 배우는 사람도 잇고 외국어나 기술을 배우는 사람도 잇다. 또 웨 원료가 공장에 遲着하는가 등의 문제를 연구하기 위하야 따로따로 회합이 잇다. 이런 생활이 노동자의 마음을 놀뛰게 하고 그들에게 든든한 감상을 일으키게 한다.
달력이 변하야 土曜와 日曜는 없어지고 휴일이 순차로 돌아가는 오색의 新曆이 생겻다. 이반君은 이 제도에 불만족이다. 웨 그러냐 하면 가족이 다 한꺼번에 놀 수가 없는 까닭이다. 주인은 靑班이요, 주부는 紅班이요 장녀는 紫班이다. 그래서 휴일에는 이반은 좀 적적하다.

노동자에게는 실업의 걱정은 없다. 소베트로시아에서는 기구를 다룰 수 잇는 자면 어떤 남녀든지 할 일이 반드시 잇다. 또 만일 실업하는 경우에는 실업 구제기금이 도와주는 까닭이다.＜38＞
＜35-38＞
