잡지명	개벽 제14호
발행일	1921년 08월 01일
기사제목	먼저 당신 自身의 自我에 眞理가 잇슬지어다 (First, Let Truth Be in Your Own Self)
필자	에드와드, 카펜타, 妙香山人譯 (Edward Carpenter, Translated by Myohyang Sanin)
기사형태	논설 (Editorial/Treatise)

First, Let Truth Be in Your Own Self
						Edward Carpenter, Translated by Myohyang Sanin
As Mr. Carpenter's identity was previously introduced in the July issue of this magazine, and since the concluding chapter of his famous work "Angel's Wings" deeply resonates with our intentions, we have now translated its full text interpretively. Whether the translation is good or not, the responsibility naturally falls upon this reporter. If, by reading this, your lives become filled with even more vigor and strength, the reporter's wish will have been fulfilled.

Life is expression. At the same time, what we call life is a movement from the inside to the outside. That is, it is a kind of unfolding and development. Seeking status and freedom for one's own activities, for one's own tastes and feelings, or for one's own personality, and seeking harmonious expansion is the way of life (生). Being submerged in confinement on all sides, merely conforming to convention without exhibiting any new struggle, is the way of death (死).
What we must bear in mind is that true life cannot but be an expression of the self as it is. The closer one gets to expression, the more the value of life increases. There are those who spend their entire lives hiding their thoughts and feelings, constantly fearing discovery, like those who desert and flee from the enemy's camp. Or, living one's whole life oppressed by others, like a slave, is not living, but merely existing. <56>
Yet, the vast majority of us truly live such lives. That is, our surroundings are obscured by the trends of the times, customs, and traditions. Thus, whatever we do is customary and meaningless, unable to express anything beyond tradition, let alone express our true feelings as they are. We merely follow each other's mundane tracks, seeking lazy conformity, or else become slaves to sustenance, toiling all day long, thinking ourselves fortunate if we can have just an hour or two to ourselves. Such a life is not true life. It is like a single sheep continuing its day-to-day existence. It is valueless, devoid of vitality and hope.
However, seeking the satisfaction of pleasure by taking what one desires is by no means achieving the goal. Some say the art of life is to obtain as much pleasure as possible, but the majority of pleasures are not obtained by pursuing pleasure. Pleasure is obtained only when pleasure itself pursues us as we walk our own path. For instance, let's say there is a fortunate man from a wealthy family. If everything suits his taste and brings him satisfaction, nothing could seem better for him. But in reality, he feels a deathly suffering within that house, because there is some great defect somewhere in his life. That is, on the one hand, he does not live his own life, and on the other hand, the wealth supporting that magnificent building does not come from a source of harmony. If you listen closely, beneath the sound of their rustling silk clothes, or beneath the sound of pouring overflowing sweet wine, the cries of hungry brothers can be heard. Thus, beneath the beautiful adornments and the pleasure of food and drink, there is only disharmony and pain. The closer he gets to his true self, the more he will become conscious of that disharmony and pain.
Such a person has not yet understood the correct view. He is one who has forgotten that nine-tenths of life's pleasures come not from filling the belly with sweet wine and delighting the ears with pleasant sounds while lost in a dream, but from desperately expressing one's true self in daily life and work.
What we should value is not what enters through the mouth, but what goes out through the mouth. Such a person who pursues pleasure fails to consider that pleasure is secondary; that is, pleasure is a natural accompaniment to life, not life's primary purpose, and pursuing pleasure actually kills it. <57>
The primary purpose of life is expression. There is immense pleasure in painting pictures, composing songs, and undertaking all other new endeavors. Yet, amidst such labor, we do not think about how much pleasure we are gaining, but only whether we are achieving the correct expression. When our expression skillfully touches our inner heart, we feel supreme joy. Therefore, if pleasure is placed first, expression inevitably becomes poor. But if expression is made primary, pleasure will naturally become inexhaustible.
Life is expression. The more we think of life this way, the more we realize that satisfaction in our lives lies in self-expression, the expression of our deepest feelings. That is, for a wife or child, it is love within a harmonious family life; for those engaged in creation, it is the exertion of power and wisdom. Creating the self in the external world so that it resonates with our inner world is truly a great happiness and the fulfillment of life.
The materials for self-expression are all things; we can freely choose these materials, and none should be discarded. Actions, clothes, houses, occupations, conversations, knowledge, handicrafts, sounds, colors, objects, shapes, flowers, trees, stars, stones—all these become our representations and will be used in our various expressions.
We have now reached a great peak in human history; now, we humans live in an era where we truly understand life, an era where matter is utilized for the purpose of expression. Until now, it was not so. That is, what moved society until now was the struggle for existence, and the populace inevitably pursued utility. In other words, the populace became slaves to matter, striving anxiously like beggars to satisfy petty desires. But from now on, humanity will transcend matter and use matter solely for the purpose of its own existence. With the astonishing progress of mechanical power, the coming era of tomorrow will liberate humanity from its long earthly bonds and give people wings. People will flap those wings and seek true life.
That matter should naturally be used for expression is a general law of nature. Matter is thought yet unknown, and matter is mind in an opaque state. When we understand a thing, we recognize that there is life and vitality in it, but if we do not understand it, we call it crude matter. For example, if we look at a piece of rock, we might say we cannot recognize vitality there. But if we look at the petal of a flower, we might see a smile, and if we look into a person's eyes, we might see the movement of intellect <58> as if clothed in crystal. However, if we take the rock again and look at its intricate structure with a microscope, it can look like a flower or crystal, revealing limitless beautiful expressive power. To a young child first learning letters, the ink strokes and dots on paper might seem meaningless, but a literate adult sees not the strokes or dots but the meaning behind them—behind the letters. Similarly, when we humans come to understand matter as the representation of the soul, we will immediately realize the various things that matter expresses.
The struggle for existence swept through past society. Thus, the populace bustled about anxiously, but it was not creation—that is, creating a world around oneself corresponding to our inner world—but merely passively avoiding poverty and fleeing starvation, satisfying worthless beggar-like desires, or striving to please the masters who employed us. However, such labor expressed nothing, or if it did, it was only wrinkled, rusty, withered things. Now the time has come for us to rise up and dominate matter. Now we work not because we are afraid, driven by unavoidable compulsion, but moved by the gentle waves of love. That is, we work not enduring slavish coercion, but immersed in the interest of true life, desiring to create with our own hands. If this happens, ultimately the age of matter will pass, and human endeavors, human life itself, will become art, and that art will be the expression of the human self. Thus, everything that humans create, whether for themselves or for others, or the furnishing of a home, the layout of a garden, even special events applied to society, will touch the spirit of beauty only if it is extremely simple. Beauty is the free product emerging from human nature, human activity. That is, it is the expression of inner harmony that worships the true self. When inner harmony appears, it is beautiful like the tips of tree leaves or a bird's nest perched on the tip of a branch; there resides the beauty of joy bathed in the great friendship called nature, and the beauty of freedom. If people today live anxiously amidst greed, exhaustion, and depression of mind and body, without hope, interest, love, or expression, then a hideous curse will inevitably emerge from their actions and deeds. What is called modern art, amidst the ugly sea fog surrounding contemporary life, looks like a pleasure boat drifting aimlessly with countless cracks, desperately trying not to sink. Now, that art which was a kind of skill in the voyage of life <59> has utterly perished. Consequently, our daily lives have lost direction and dignity, and we barely maintain our breath only through falsehood and adherence to state religion. Therefore, today, in social life, whether walking down the street, speaking, or engaging in business, we do not seek to express ourselves.
Only when holding onto life correctly can a person manage to express their daily affairs; at this time, one realizes that the great joy of expression cannot but permeate the entire life. Thus, when all products escape from today's slave-like state and return to a natural state, they will become artistic; there will be no other way to make life artistic again.
"The Art of Life" means that life itself becomes art. That is, it refers to transcending the body and matter, using the body and matter for expression, and knowing that oneself is neither body nor matter.
Just as a painter must use their tools correctly without error, we too must use life, matter, and the body correctly. That is, we must use things, not be used by them, and there should certainly be no flattering, submitting to, or worshipping things. Excellence (卓拔) is a great watchword for the art of life; while there are words like honesty, courage, and patience, excellence encompasses all of them.
From this arises the practical value of ideas such as being simple and returning to nature. From these ideas of simplicity or returning to nature emerged prophets like John (요하네) and Rousseau (루-소), who foretold great revolutions.
They cried out, "Prepare for self-reverence, let the human heart express itself as it is!" Now indeed the earth has become soiled by various habits and useless rubbish; for the individual and for society, expression must be further expanded, and unnecessary obstacles must be cleared away.
Therefore, gentlemen, even when composing a single poem, do not use words or particles that are shallow, non-expressive, and unrelated to the whole. Try changing one word of a perfect poem, and you will see the meaning of the entire poem lost. Beethoven's (페토펜) composition method was truly lawless and convention-breaking; if a person wishes to express their life, they should not put scraps into the expression nor mix in other meaningless things. We have no intention of wearing others' clothes, being called by others' names, or imitating others' lives. However, the world constantly tries to throw these邪魔物 (hindrances/demonic things) onto an individual, <60> and if the individual does not obey, it fiercely attacks and adds insult. But the individual must resolutely cut the fetters that have tormented them since childhood. They must cut them off boldly.
One way to escape this vortex of attack and, making everything into representations, symbols, and materials for conversation, plan for unity with oneself and others, is the self-awareness of "excellence" (卓拔). A painter must not become a slave to their painting tools or to the rules of color. Becoming their slave is the work of conservatives (守舊派), as it leads to losing expression itself. Likewise, ordinary people should also not become slaves to a fixed motive, as there is a risk of becoming fanatics (偏狂者). To express oneself, a person must use all their motives.
"Express your self completely"... I know this is truly difficult. Why? Because attempting to fully express the entire self can lead one into a state of dilemma (進退維谷) (especially in today's society). But doing so is precisely what connects to death, love, or everything lying behind the life called eternity. Express your entire self? But since we do not know all the elements of our own nature, expressing ourselves haphazardly might turn life into an unspeakable menagerie (野獸園). And this society surrounding us will not permit such beasts to leap out of our cages (穽). However, we must express ourselves by some means. We must show ourselves to our friends, to our enemies, and to the world. <61> Doing so is truly human life, and we cannot be satisfied until that purpose is fulfilled.
Today, this society has no purpose whatsoever. On one hand, division and further small divisions prevail, and all our functions are weakened. Someone said that it is enough for a person to express just one thing, and other thoughts or whatever must be committed to eternal silence. But this is impossible. How can we paint a rainbow with three colors, discarding four?
Looking at it this way, we can see that it is not only this society that makes our expression incomplete and partial, but often our own incomplete nature dictates it. That is, some passions in our lives are strangely developed, while others remain withered and stagnant. Thus, the passions, emotions, or thoughts that emerge become war and mutual insult. So we are surrounded by sin, strife, and confusion. But in the midst of it all, there is one with orderly rhythm and brilliant gaze; that is the Self—the Soul (the essence of all nature) that we always serve (시기고). The Soul, like a goddess deeply confined in a nine-layered forest, earnestly desires to convey its plea to us humans.
To free that confined Soul—that is, to cultivate the wilderness of our lives and make flowers like roses bloom in that life—that is truly art, great art.
To express oneself—to give harmony to all the demands of one's nature and manifest them upon a single life—and thus to establish those demands in the practical world and strive for unity among people, is truly magnificent. Phidias (퓌-띄아쓰) spent five years of labor carving the god Zeus (제무쓰) in marble; carving such a great work of art that will not decay for millennia is more valuable than the entire lifespan of an individual.
The key to expressing the true Self is boldness (大胆). A certain philosopher said that a true artist is necessarily one who commits faults "to excess"; this means that a true artist possesses extreme strength of boldness and compassion. To be good, one cannot avoid revealing so-called evil motives; the reason it becomes evil is that the expression is not yet thorough. Therefore, if you gentlemen wish to be faithful in the aspect of goodness, you will naturally also express yourselves firmly in the aspect of evil. By the same token, if you gentlemen have the spirit of self-control (克己), sometimes you will <62> have occasion to rage as your heart desires; if you are self-centered (自我主義) towards me to some extent, then on the reverse side, you can also be filled with the spirit of compassion to some extent. Expression truly works this way. Even if an extreme person says extreme things, there is nothing lacking; lukewarm (실미직은한) compassion, saying this person is good and that person isn't bad either, is not worth mentioning. Strong light (光) is followed by deep shadow (陰影); flesh demands spirit, and spirit demands flesh; space appears only by drawing the horizon, and the horizon is merely one end of space. Eradication, abandonment, refusal are truly impossible. Therefore, the bold confession that seems rebellious at first glance, and the eternal patience that yearns for the revelation of the harmony submerged beneath it, is the only way to express the truth of the Self. The recognition of beauty lies in the joyful intuition of the soul that acknowledges the unity and affirmation of all things. One who constantly expands the area of expression in daily life, who seeks great harmony and gives harmony to disharmony—for example, one who knows how to bestow new colors upon all things, how to give new shapes or new attitudes to all things—is truly a great artist. Such a great artist, even when depicting a single guest room or a single street, reveals something previously rejected, thereby expressing the truly authentic and simple, or performs nakedly what our hearts secretly admire, or finds the language and actions of life we have long pleaded for, making the small petals of our soul laugh in the light and the great sky. The existence of such expression is the true victory of our great hope, and that victory touches the heart of any person profoundly.
Only when life becomes art will the greatest victory we anticipate be realized; that victory awaits each and every one of us from the world of art. The moment you gentlemen break free from the tyranny of motives and matter and seek to fully control those motives or matter, you will command all things. Reaching that point, success can be expected, and everything desired will come into being. Reaching that point, you gentlemen can escape from pain and cast pain behind you; reaching that point, you gentlemen can enter the world constructed by yourselves and build all aspects of life from within, from the unseen place; reaching that point, you gentlemen can stand upon your own creation like the greatest composer. Only doing so is life; apart from that, everything is illusion and confusion.
The instinct for unity lying at the bottom of every person's soul is even now naturally expressing itself under the noble banner of humanity (人道); despite the ugliness of the present, the dawn of expectation is not far off. First, let truth be in your (當身네) own self, and just as day follows night, you gentlemen will be able to connect with the self of every person, and then you will possess the wings of an angel (天使) that will carry you from one end of the sky (한울) to the other. <63>

**Summary**

This article, a translation of Edward Carpenter's work, argues that the true purpose of life is self-expression, moving from the inner self outward. It critiques conformity, materialism, and the pursuit of pleasure for its own sake, suggesting these lead to a deadened existence. True satisfaction comes from authentically expressing one's deepest self in all aspects of life—work, relationships, creation—thereby making life itself an art. The author advocates for transcending material constraints, using matter as a tool for expression, and embracing boldness, simplicity, and inner harmony. Achieving full self-expression, though difficult, connects one to a deeper reality and fosters unity with others, ultimately leading to liberation and fulfillment.

From a colonial history perspective, this article is interesting as it was published in *Gaebyeok*, a prominent intellectual magazine during a period of intense Japanese rule (1921). The strong emphasis on individual self-realization, inner truth ("眞理"), and authentic expression ("自我表現") could be interpreted as an indirect form of cultural resistance or a philosophical coping mechanism. By focusing on inner freedom and the "art of life" derived from personal authenticity rather than external societal structures or imposed values, it offered a path toward maintaining dignity and purpose under oppressive conditions where overt political expression was dangerous. The call to transcend material concerns and the "struggle for existence" might also resonate with intellectuals seeking meaning beyond the imposed colonial reality.

**Named Entities**

에드와드, 카펜타	에드워드 카펜터	Edward Carpenter
우리가 貴重하게 생각할 것은, 입을 지내여 들어오는 것이오 입을 通하야 나아가는 것이다. 快樂을 追求하는 그러한 사람은 快樂이 第 2義에 屬한 것임을 생각치 못하는 者, 即 快樂은 人生을 딸으는 自然的의 것이오 人生 그것의 原始的 目的이 아닌 것, 快樂을 追求함은 돌이어 죽이는 일이 됨을 이즌 사람이다.＜57＞
人生의 原始的 目的은 表現이다. 그림을 그리며 노래를 지으며 其他 모든 새로운 圖謀를 行하는 中에 浩大한 快樂이 잇는 것이다. 그런데 우리는 그 勞作中 스스로 어떠마한 快樂을 엇는 中인가를 생각하지 안코 다못 自己는 꼭 바른 表現을 하는가 못하는가를 생각하야 巧妙히 自己의 表現이 自己의 內心에 接觸될 때에 無上한 喜悅을 感하게 된다. 故로 만일 快樂을 第一義에 두면 必然코 表現은 惡하게 된다. 그러나 表現을 第一로 삼으면 快樂은 스스로 津津不盡하게 되리로다.
生命은 表現이다. 우리는 人生을 이러케 생각하면 생각할스록 우리의 生活上 滿足은 自己의 表現, 自己의 深酷한 느낌의 表現에 잇는 것을 알게 된다. 即 妻나 子에게나 調和잇는 家庭生活에 잇서서는 愛, 創作에 從事하는 者에 잇서서는 力과 智의 發揮 그것이다. 自我를 外界에 剏造하야 그가 우리 內部의 世界와 서로 呼應하게 되면 그야말로 함으로 偉大한 幸福이며 生命의 充實이다.
自我表現의 資料는 萬物이니 우리는 마음대로 이 材料를 選定할 수 잇스나 하나토 버릴 것은 업다. 動作, 衣服, 家屋, 職業, 談話, 知識, 手工, 音響, 色彩, 物品, 形, 花, 木, 星, 石-이러한 것은 모다 우리의 表象이 되어써 우리의 各樣表現에 씨워질 것이다.
우리는 이제야말로 人類의 歷史上 偉大한 絶頂에 오르게 되엇스며 이제야말로 우리 人類는 生命을 참으로 理解하는 時代, 物質을 表現의 用에 供하는 時代에 살게 되엇도다. 여태까지는 그러치를 못하얏다. 卽 여태까지 社會를 움즉여 온 것은 生存競爭이엇는 바 民衆은 할 수 업시 功利에 다라나고 말앗다. 다시 말하면 民衆은 物質의 奴隷가 되어 저 거지사람과 가티 些少한 欲望을 채우기 爲하야 苟苟營營하얏다. 그러나 이제부터 人類는 物質을 超越하야 物質을 오즉 自己存在의 目的뿐에 供用하게 된다. 機械力의 놀라운 進步와 가티 오고저 하는 明日의 時代는 오래동안인 地上의 束縛으로부터 人類를 解放하야 사람에게 날개를 줄 것이다. 사람들은 그 날개를 휘날리어써 참生活로 차자들 것이다.
物質은 當然히 表現의 用에 供하게 될 것은 自然界 一般의 法則이다. 物質은 아즉 알리워지지 아니한 思想이며 또 物質이라 함은 不透明한 狀態에 잇는 心意이다. 우리는 一物을 理解하면 거긔에는 生命과 活力이 잇는 것을 認하되 理解하지 못하면 곳 그것은 粗惡한 物質이라 한다. 試하야 一片의 岩石을 본다 하면 거긔에는 活力을 認할 수 업다 할지나 一朶의 花瓣을 보면 거긔에는 웃슴이 보일지며 사람의 눈을 보면 水晶의 옷을 입은 듯한 智力의＜58＞움즉임을 볼 것이라. 그러나 다시 岩石을 取하야 그 緻密한 構造를 顯微鏡으로 볼 것 가트면 꼿가티도 보이고 水晶가티도 보이며 限업시 아름다운 表現의 力이 보인다. 文字를 처음 배우는 어린 兒孩에게 잇서서는 紙上에 노힌 墨棒이나 點을 보고 아모 것도 아닌 意義업는 것이라고 생각할지나 글 아는 큰 사람이 보면 棒이나 點은 눈에 들어오지 아니하고 그 棒과 點-아니 그 文字의 등뒤에 잇는 意義를 볼지니 그와 가티 우리 사람이 靈魂의 表象되는 物質을 理解하게 되는 그때에는 우리는 그 物質이 表現하여 잇는 여러 가지를 곳 깨닷게 될 것이다.
生存競爭은 過去의 社會를 風靡하얏다. 그래서 民衆은 營營히 奔走하얏스나 그것은 創造함이 아니오 即 우리 內心의 世界에 應하는 世界를 自身의 外圍에 剙造함이 아니오 單히 消極的으로 貧窮을 避하고 飢饑를 逃하야 아모 것도 아닌 거지가튼 慾望을 채우며 또는 우리가 雇傭든 主人의 마음에 맛도록 努力한 것뿐이엇섯다. 그러나 이와 가튼 勞作은 아모 것도 表現치 못하얏스며 表現하얏다 하면 줄음 잡히고 녹슨 시들은 것뿐이엇다. 이제는 우리가 奪起하야 物質을 支配할 때가 오도다. 이제는 우리가 무서워서 即 아니할 수 업는 驅迫에 몰리어 일할 것이 아니오 사랑의 고흔 물결에 움직이어 일하게 되엇다. 卽 奴隷的 强迫에 못견디어 일하지 아니하고 自己의 손으로 剙造코저 하는 참生活의 興味에 잠기어 일하게 되엇다. 이러하면 畢竟 物質의 時代는 가고 사람의 事業, 사람 그것의 生活이 바로 藝術 그것이 될지니 그 藝術이야말로 사람 自己의 表現이다. 그래서 사람의 剙造하는 모든 것, 即 自己에게 對한 것이나 남에게 對한 것이나 또는 一家의 設備, 庭園의 設備, 社會에 應用하는 特別한 事件까지라도 오즉 至極單純한 것이면 美의 靈에 接觸하는 것이다. 美는 사람의 性質, 사람의 活動으로부터 나오는 自由의 産物이다. 即 眞個의 自我를 崇拜하는 內部 調和의 表現이다. 內部 調和가 나타나면 나무닙히 나들 끗이나 또는 저가지(枝)끗에 안즌 새둥지와 가티 아름다운 것이니 거긔에는 自然이라 하는 큰 友誼에 沐浴한 歡喜의 美가 잇스며 自由의 美가 잇다. 오늘과 가티 사람이 希望도 업고 興味도 업고 사랑도 表現도 업시 다못 心身의 貪慾과 疲弊와 鬱寂속에서 營營히 산다 하면 그 하는 일, 行하는 일에는 반듯이 醜惡한 呪詛가 떠 나올 것뿐이다. 現代生活을 에워싸고 잇는 醜惡한 海霧中에 잇는 所謂 現代藝術이란 것은 方向도 업시 뒤흔들리어 數업는 裂罅가 생긴 遊船貌樣으로 겨우 沈沒치 아니하고저 必死의 力을 들이는 樣이 보인다. 이제야말로 人生 航海上＜59＞一種 技術이 되던 그 藝術은 아조 滅亡하얏다. 딸아 우리의 日常生活은 方向을 일코 威嚴을 일코 우리는 오즉 虛僞와 國敎歸依에서 殘息을 僅保한다. 故로 오늘날 우리는 社會生活에 잇서 길을 걸을 때이나 말을 할 때나 事業에 從事할 때에나 自己를 表現코저 아니한다.
꼭바로 生命을 把持하는 때에 사람은 능히 自己의 日常의 事爲를 表現함으로 할 수가 잇나니 이때에 사람은 表現의 大歡喜를 全生命에 貫徹치 아니할 수 업다는 것을 깨달을지라. 그리하야 모든 製作品이 오늘 가튼 奴隷狀態로부터 벗어나 自然狀態에 돌아가게 되면 곳 藝術的으로 될지니 이 외에 또 다시 人生을 藝術化하는 途는 업슬 것이다.
「人生의 藝術」이라 함은 人生 그것이 藝術이 된다 함이다. 即 肉軆를 超越하고 物質을 超越하야 肉軆와 物質을 表現의 用에 供하고 自己는 肉軆도 아니오 物質도 아님을 아는 그것을 이름이다.
畵家가 畵具를 그릇하지안코 꼭 바로 쓰어야 됨과 가티 우리도 生命이나 物質이나 身軆를 바로 쓰지 아니치 못할 것이다. 即 物에 씨움이 되지 말고 物을 써야 할 것이며 物에 阿謟하거나 服從하거나 物을 崇拜하는 일이 잇서서는 勿論 안될 것이다. 卓拔이라 함은 生의 예술의 一大警語이니 正直, 勇氣, 忍耐하는 말도 잇스나 卓拔이라 함은 그런 것을 다 먹음은 말이다.
여긔에서 비롯오 單純하라. 自然에 돌아가라 함과 가튼 思想의 實際價値가 나타나나니 이 單純 또는 自然에 돌아가라 하는 思想中으로부터 豫言者 「요하네」나 「루-소」가튼 이가 나와 大革命을 豫言하얏다.
그들은 「自我崇嚴의 準備를 하라 또는 人心을 그대로 表現케 하라」고 絶呌하얏다. 이제야 말로 大地는 여러가지 習慣이나 쓸대업는 쓰레기에 더러힘이 되엇나니 個人을 爲하야서나 社會를 爲하야서나 表現을 一層 廓大히 하야써 不必要한 障害物은 掃除하지 아늘 수 업다.
딸아 諸君은 詩 하나를 지을지라도 그 淺薄하여 非表現的이오 全體와 關係가 업는 말이나 助辭를 쓰지 말을지니 完璧의 詩의 一言을 變更하야 보라. 그리하면 詩 全體 意義를 일케 될 것이니라. 페토펜의 作法은 實로 無法한 破格이엇나니 사람으로써 自己의 生命을 表現코저 하면 表現에 부스럭이를 너치 말며 其他 無意義한 것을 석지 말을지라. 우리는 남의 옷을 입을 생각은 업스며 남의 이름을 불리울 생각은 업스며 남의 生活을 흉내내이고저는 아니한다. 그러나 世間은 이러한 邪魔物을 不絶히 一個人의 身上에 던져 보고저 하며 그리다가 一個人＜60＞ 이에 그 服從치 아니하면 곳 무섭게 달려들어 侮辱을 그에 더한다. 그러나 個人은 斷然히 自己 兒童時부터 괴롬밧던 발옭무를 끈허 버리지 안흘 수 업다. 豪然히 이를 끈허 버리지 아니하면 안된다.
이러한 攻擊의 渦中을 벗어나 모든 것을 表象으로 하며 記號로 하며 談話의 材料로 하야 自己와 남과의 統一을 計하는 一途는 「卓拔」의 自覺이니 畵家는 繪具의 奴隷가 되거나 또는 色彩法의 奴隷가 되어서는 안된다. 그의 奴隷가 되는 것은 守舊派의 일이니 이는 스스로 表現을 일케 되는 故이다. 이와 가티 一般사람도 亦 一定한 動機에 奴隷가 되어서는 안되나니 이는 偏狂者가 될 憂慮가 잇는 故이다. 사람은 自己를 表現키 爲하야는 自己의 全動機를 쓰지 아니할 수 업는 것이다.
「당신의 自我를 남김업시 表現하여라」...이것은 實로 困難한 일인 줄을 나는 안다. 웨 그러냐하면 全自我를 發揮코저 하면 그만 進退維谷의 狀態에 빠질 수가 잇는 故(오늘 社會에 잇서서는)이다. 그러나 그리되는 것이야말로 死냐 愛냐 또는 永遠이라 하는 生命의 등뒤에 누어 잇는 모든 것에 接續하는 것이다. 당신의 全自我를 表現하라? 그러나 우리는 自己 性質의 全要素를 알지 못하는 故로 되는 대로의 表現을 行하면 人生은 그만 말할 수 업는 野獸園으로 化할지도 모른다. 그래서 우리를 에워싸고 잇는 이 社會는 그런 野獸가 우리(穽)로부터 뛰여나옴을 許치 아니할 것이다. 그러나 우리는 무슨 方法으로나 自己를 表現하지 안흘 수 업는 것이다. 우리들의 동무를 向하야 敵을 向하야 또는 世界를 向하야 自己를＜61＞보이지 안흘 수 업는 것이다. 그리하는 것이 정말로 사람의 生命이라 우리는 그 目的이 充實하기까지는 滿足할 수 업는 것이다.
오늘 이 社會에는 아모 目的도 업는 것이다. 우리의 한便에서는 分割 다시 적은 分割이 盛行하며 우리의 모든 機能은 軟化되고 마는도다. 어떤 사람은 사람은 무엇이나 하나를 表現하면 그만이라 其他 思想이나 무엇은 永遠의 沈默에 부텨두지 안흘 수 업다고 하얏다. 그러나 이것은 될 수 업는 말이라. 우리가 四色을 버리고 어떠케 三色으로써 무지개를 그릴 수 잇슬가.
그리고 보면 우리의 表現으로 하야금 完全하지 못한 半面的이 되게 하는 者는 이 社會뿐이 아니오 만히는 우리의 完全치 못한 性質이 그리시킴을 알 수 잇다. 卽 우리 生命中 어떤 熱情은 奇怪하게 發達되엇스나 어떤 熱情은 萎徹不振한 채로 잇나니 이리하야 나타나는 熱情이나 情緖나 思想은 戰爭이 되고 서로 사이의 侮辱이 되는 것이다. 그래서 우리는 罪惡과 爭鬪와 迷惑에 싸혀 잇도다. 그러나 그 한가운대는 律呂整然히 赫赫한 眼光을 가진 者가 잇나니 그는 即 自我라 하는 -우리가 늘 시기고 잇는 靈魂(全自然의 精)-그것이다. 靈魂은 九重森林 속에 깁히 가치운 女神 그와 가티 그 哀願을 우리 사람에게 傳하기를 懇願하며 잇도다.
그 가치운 靈魂을 自由스럽게 하는 것-即 우리 生命의 荒野를 開拓하야 그 生命에 薔薇와 가튼 꼿을 피게 하는 것은-그야말로 참藝術이며 큰 藝術이다.
自己를 表現하는 것-自己性質의 모든 要求에 調和를 주어 그것을 한 個의 生命 우에 나타내이는 것-그리하야 그 要求를 實際世界에 確立하야 사람 사람과의 統一을 計함과 가틈은 참으로 壯美한 일이다. 『퓌-띄아쓰』가 「제무쓰」의 神을 大理石으로 새기는데 5個年의 勞力을 費하엿거니와 이런 千古에 썩지 안흘 큰 藝術品을 새기는 일은 一個人의 全生涯보다도 價値가 잇는 것이다.
眞個의 自我를 表現하는 「열쇠」는 大膽이다. 어떤 哲人은 말하되 참 藝術家는 반드시 「度에 지나는」 잘못을 行하는 者이라 하얏나니 이 말은 참 藝術家는 大膽과 同情이 極度로 强하다 함을 意味한 것이라 善하고저 하면 所謂 惡의 動機를 나타내이지 안흘 수 업는 것이니 惡이 되는 所以는 表現이 아즉 철저하지 못한 까닭이라. 故로 諸君이 만일 善의 方面에 充實코저 하면 惡의 方面에도 스스로 또한 굿게 自己를 表現하게 되는 것이다. 同理로 諸君에게 克己의 精神이 잇스면 때로는 마음가는 대로 怒할 일이＜62＞잇슬지며 諸君이 나에게 대하야 어대까지 自我主義라 하면 그 反面으로는 또한 어대까지 同情의 精神에 充滿할 수가 잇는 것이니 表現은 實로 이러케 되는 것이다. 甚한 사람이 甚한 말을 하얏다 할지라도 아무 欠될 것이 업는 것이니 이 사람도 조타 저 사람도 낫브지는 안타함과 가튼 실미직은한 同情은 말할 價値가 업다. 强한 빗(光)에는 厚한 陰影이 따르며 肉은 靈을 要求하고 靈은 肉을 要求하며 空間을 地平線을 그리여써 비롯오 나타나는 것이오 地平線은 空間의 한 끗에 지나지 못하는 것이니 根絶, 放棄, 拒絶은 眞實로는 못하는 것이다. 故로 一見에 反抗的임과 가튼 大膽한 告白과 그 미테 잠겨 잇는 調和의 暴露를 思慕하는 永遠의 忍耐는 곳 自我의 眞實을 表現하는 唯一의 方途이다. 萬物의 統一과 肯定을 認定하는 靈魂의 깃거운 直覺中에 美의 認識이 잇는 것이다. 日常生活에 잇서 늘 表現의 面積을 넓히는 者, 大調和를 求하고저 하야 不調和에 調和를 주는 者-例하면 어떠케 하야써 萬物에 새로운 色彩를 베풀가를 알며 어떠케 하야써 萬物에 새로운 모양 或은 새로운 態度를 줄가 함을 알아 어든 者는 참으로 큰 藝術家이다. 이러한 큰 藝術家는 한 客室을 그릴지라도, 한 街道를 그릴지라도 從來에 排斥되던 무엇이던지를 나타내이며 그리하야 그 眞正 且 單純한 것을 表現하며 或은 우리의 마음으로 그윽히 嘆賞하는 것을 赤裸裸히 演奏하며 또 或은 우리가 오래동안 懇求하던 生命의 言語動作을 차자 내여써 우리 靈魂의 적은 花瓣으로 하야금 光과 大空의 중에서 웃음 웃게 할지니 이러한 表現이 잇슴이야말로 우리의 큰 希望이 참으로 勝利를 어든 것이며 그 勝利는 어떠한 사람의 마음엘지라도 切實히 느끼우는 것이다.
