Magazine Title: 개벽 제14호
Publication Date: 1921년 08월 01일
Article Title: 未知의 世界(對話) (World of the Unknown (Dialogue))
Author: 林蘆月 (Im No-wŏl)
Article Type: 세태비평 (Critique of the Times)

未知의 世界 (World of the Unknown)
林蘆月 (Im No-wŏl)

Part 1
Chanho: Hey, what are you thinking about so hard? Caught by the demon of lust again, I see.
Pyŏngsŏn: Ah—who is it that I love? Can love for a person be this passionate? Do I love all the heroines of novels? Ha—
Chanho: What kind of crazy talk is that? Stop drawing and confess quickly. Who is this person anyway? Right, it must be your landlord's daughter. Was her name Sŭngja?
Pyŏngsŏn: No. I've been deceiving you until now. My words about loving XX-ja, or that my mother wasn't my birth mother, or that I currently have tuberculosis—it was all lies. But I truly am an orphan without a mother, a patient with an incurable illness, and someone's lover, always living among sorrowful people moved by mournful tunes. Should I call this life a falsehood? No. For me, it's true life. I thus gather fantasy into reality and reality into fantasy. This is my art.
Chanho: You really are a liar.
Pyŏngsŏn: Do you consider fantasy a falsehood? No. There is nothing as creative and wondrous as fantasy. What else but the output of fantasy are the numerous artistic works that burn our passion, and what else but the fictional character 'Hamlet' drove modern life into extreme skepticism and sorrow? Hey, Chanho. This chaotic life is bound by blind fate, and our actions are inherently imperfect. How can you, amidst existence, which is the most abstract of all, reject fantasy and imagination and seek to discover something more enduring and more wondrous?... Do you really consider a life of fantasy false? No. Why is it that unrequited love and one-sided love stir our passions more intensely than actual love? Hey. Fantasy becomes reality for the artist. Your thinking of God<99> is a fantasy. That's why God truly became existent. Do you think of goodness and truth? This is also a fantasy. But don't goodness and truth now govern your actions? Likewise, what is all existence if not fantastical, psychological existence? Hey, Chanho. Do you wish to become a saint? Then, after calming your mind, immerse yourself in reading something like the story of Shakyamuni. Then, like Shakyamuni, how many compassionate tears you will shed to save humanity from birth, old age, sickness, and death. Do you also wish to become the protagonist of a tragedy? Then read "The Sorrows of Young Werther" or "The Tale of Ch'unhyang." You will surely devote your entire being to profound passion. Actions truly prevent us from becoming saints or lovers, but fantasy and imagination allow us to become saints and someone's lover. The actual protagonist of a tragedy enjoys nothing, but the spectator of a tragedy can enjoy everything. Therefore, it is said that our virtue lies entirely in fantasy and imagination. Only in fantasy and imagination can we beautify everything. If we lived in the era of Rome's "Nero," how much would we hate "Nero"? However, when criticizing "Nero" through imagination, we can sympathize even with such a tyrant. He set the entire city of Rome on fire to compose a poem about the conflagration. This can be called an innocent amusement born entirely from artistic impulse. However, when "Nero," from atop a high platform, heard the cries of the Roman citizens, saw the splendid art museums and public halls all burning, and the fierce fire rising like scarlet coral in various ways, destroying the entire city of Rome, "Nero" must surely have awakened in panic and repented. And the hot tears shed in anguish would have flowed ceaselessly, finally making him cry out "O God" and repent his sins. I believe the profound tears shed by "Nero" at this time were capable of cleanly washing away his sins. Right. The point where Jesus forgave the sins of all mankind lies here. That is, in imagining that the sinner's anguish is greater than their sin. Hey, Chanho. The entire concept of the artist must reside wholly in fantasy and imagination. Ah—fantasy is not as worthless as common people say.
Chanho: Your words are entirely specious paradoxes.
Pyŏngsŏn: True paradox is the truth of the superman.
Chanho: So, you're defending criminals who poison society? If there were just two sickly, deformed children like you in our Chosŏn, it would be ruined, ruined...
Pyŏngsŏn: But I love sickness. Because it stimulates our imagination.<100> But don't call me sickly. I love sickness, yes, but I am definitely not sickly myself. And earlier, you criticized me for defending criminals... Those called wicked by the people of the world were all people who were completely faithful to themselves.
Chanho: You truly are a heretic who disregards truth and morality.
Pyŏngsŏn: As long as the law of evolution exists in human society, truth and morality are constantly negated. If we seek truth, we should seek it in art. Art, being the most perfect among all existences, is not governed by the law of evolution. No matter how human society changes, the skeptical thought of "Hamlet" will remain eternally unchanged, and even if Jesus returns and builds paradise on earth, the pessimistic thought of "Schopenhauer" or "Dostoevsky" will remain unchanged.
Chanho: Then should we dedicate our entire existence to art?
Pyŏngsŏn: If you wish to be eternally intoxicated by beauty and sorrow, you must certainly do so. Only then can you forget the ugliness of space and the clichés of time, and enter a state of most harmonious ecstasy. What hesitation can there be about this wondrous demonic realm leading our souls to the ideal realm of perfection? Hey, Chanho. Do you still wish to compromise with reality? That is utter failure. No matter how much you wish to enjoy life, life gives us nothing but boredom, falsehood, and regret—no happiness whatsoever. Unless we treat life as raw material, change its form, and create it anew, we can never enjoy it. Only then can this whole world and humanity be aestheticized. Then, can we not perform wondrous miracles through wild dreams?
Chanho: Then you must certainly be against the socialization of art, I see.
Pyŏngsŏn: The phrase 'socialization of art' is utterly insulting to the artist. If an artist truly has a world of their own creation, there is absolutely no need to discuss such issues. Those who speak such words are pitiful common folk who have not yet created their own world to live in and are wandering lost in a fog.
Chanho: But doesn't art for art's sake poison life?<101>
Pyŏngsŏn: Hey, that's a misunderstanding. Why? Because any art is completely unrelated to action. Even if there were a connection, actions based on artistic impulse are decidedly dramatized, so even if one commits some evil, it's an entirely senseless (regarding the evil) act, and thus the sin cannot harm the person. Rather, art for art's sake elevates life. Why? Because life is generally awakened, becomes self-aware, and is reformed through fresh wonder...
Chanho: You're the first person I've met who's such a denier of morality and a praiser of evil.
Pyŏngsŏn: Hey, people like us, born in such a wondrous age, must enjoy everything as much as possible without hesitation. I maintain that we gain happiness by intoxicating our souls with strange life. I praise evil because there is beauty and wonder within evil itself. I praise illicit love and adultery because there is passion like fire in them.
Chanho: It sounds plausible, but your words are too unconventional for me to understand well.
Pyŏngsŏn: Who likes the conventional anyway? For me, the foul smell of common sense rationalism or the philosophy and ethics of Confucius and Mencius, which only approve of stern logic, are entirely useless. They all reject our development and bind our freedom. The greatest purpose of the artist must simply be the creation of mood and beauty, the revelation of wonder, the sublime, and the absolute. Hey, Chanho. Let us, without the slightest hesitation, not be crushed by the rigidity of morality or the violence of convention, but dedicate our entire existence to fresh artistic passion.
Chanho: Your words are a kind of magic.
Pyŏngsŏn: Hey, the time we encounter sublime sorrow is not during a realistic emergency, but when we cast ourselves into sublime dreams. Then, even hearing a dog bark on a desolate night sounds like a kind of mournful sorrow lamenting life, and seeing the shadows of falling leaves in late autumn makes one anticipate the destruction of the universe. Ah—Chanho!! When seeing a dark rock cave, we will want to possess the shame of our naked bodies; when seeing a small secret valley, the thought of crying refreshingly will arise; and when facing the dark night, the thought of using the stars and moon to go to the ends of the world will arise; and thus we will believe that the desolate fields and deserts will peacefully bury us. When we experience this great sorrow of the universe, we realize an infinite poetic nirvana.<102> Do you think such sublime sorrow harms us? No. We can be purified again through such sorrow. However, reality relentlessly pulls us out of such sublime sorrow and replaces it with despair and pain. Ah—we must turn towards art for everything. Art makes us infinitely happy. Art is the easiest of all existences to appreciate.

Part 2
Chanho: Let's stop talking about life. You said it's extremely difficult to enjoy life, so let's enjoy nature instead. Come—Pyŏngsŏn, come over here. Look. The mournful evening sun now lies on the horizon. Isn't this the time when the rice ears pray silently and golden waves drift everywhere? Hey, let's truly enjoy nature. Ah—what could be more beautiful than nature? Not only that. Nature truly possesses eternal youth, fresh joy, and perfect will. Hey, when I live a pastoral life, I always feel young again, as if returning to boyhood. Seeing this, nature always keeps us young. If we are to rescue modern literature from the urban disease of a decadent final age, we must certainly return to nature.
Pyŏngsŏn: The main reason modern literature is extremely afflicted with clichés and conventionality is, contrary to your words, precisely because it returned to nature. You say nature possesses eternal youth, but there is nothing more aged than nature... Today's stars are the stars of tens of thousands of years ago in antiquity, and today's pine and bamboo are the pine and bamboo of several thousand years. Ah—what is nature? Isn't the surface of the earth mostly decayed, teeming with numerous maggots? And the youth you speak of is often feeblemindedness. It's a corpse with no will, no unity, no vitality. You often go for walks near villages, but look closely at the people living in nature. First, their appearance is rough and ugly, and if you observe their inner lives, they probably live entirely monotonous, desolate lives without change. Their sole intellectual stimulation is limited to the toilet and the stream, and their religious feeling is confined to superstition and fear, oppressed by the blind tyranny of nature. Can literature written under such ugly and ignorant influences be an expression of fresh wonder, as you say?
In this sense, I declare the literature of naturalism a complete failure in its style.<103>
Chanho: But isn't nature the great mother who bore us? As far as I can think, the origin of art also seems to have come from the love of natural beauty.
Pyŏngsŏn: Thinking so is your fundamental misunderstanding. Why? Because, of course... when we see the Rose of Sharon (槿花) living with white butterflies as companions in the wide fields of the green kingdom, we feel boundless aesthetic emotion. But it's not because the Rose of Sharon is truly beautiful. It's only because this flower is an imagination of love, and because the poetry saint "Shelley" composed and recited poems about it. And also, when we see the Pasqueflower (白頭翁) blooming near a grave, the reason we feel sadness is not that this flower called Pasqueflower directly sheds tears towards us, but because the Tang dynasty poet Liu Hsi-i (劉希夷) spoke of sad circumstances regarding the Pasqueflower. Not only this, the reason we generally praise the lotus flower is because it is the ideal type (타이푸) of the Oriental Buddhist painter. Ah—Chanho, nature is not the great mother but the dream of styles created by poets. If, as you say, nature were the mother of life and art, Chanho, then the farming of those rustic peasants (野田 匹夫) would be artistic work, and consequently, they would be aesthetes, wouldn't they? But unfortunately, they are neither artists nor aesthetes. Even if a farmer owns many fields, he cannot be the owner of the beauty of the scenery. This is the point that distinguishes us, the educated people. They don't know to mourn the setting sun passing over the peak like a colorful dream, nor when, on a mid-autumn night, the Moon Princess (月姬), dressed in blue, rises into the infinite heavens—ah—when all the reality entangled in conflict falls soundly asleep in the blue light, and all creation is recreated in mystery, wonder, and sorrow, they are probably sleeping ignorantly. What is the nature they possess if not entirely dead nature? From this viewpoint, I assert that since art came into being, nature has imitated this art. Ah—it is as clear as day that nature is definitely not the great mother who bore art. And pure natural beauty certainly cannot exist. True beauty takes refuge from nature and finds eternal life in art.
Chanho: It sounds plausible. Then must I acknowledge that nature lacks beauty, will, and unity? Alright—let's say that's so, but nature must be the god of peace, right? There's no room for argument here, but I always find that friendships become much warmer with companions met on excursions to places like the countryside, compared to socializing in corners of the city. From this perspective, if we are to find eternal peace, we must inevitably return to nature.
Pyŏngsŏn: Hey Chanho. How can you make such superficial observations?<104> That's utterly childish talk. No, nature prefers war over peace. Why? Because isn't there the law of the struggle for existence? Didn't nature crudely produce life in excess, ultimately causing even the Great European War? Food multiplies arithmetically, and people multiply geometrically, therefore war breaks out, they say. If nature possessed a perfect will, it should have limited the number of people. But nature, being inherently feebleminded, probably lacks such knowledge. Wasn't it we, not nature, who advocated population control theory? Chanho, nature is truly cruel, merciless, and feebleminded. It crudely produces life in order to massacre numerous lives, and builds houses on sand in order to destroy them. When we think about how it treats us like puppets for its mischief, we should bravely raise the flag of rebellion against the demon called nature, but among us pitiful humans, we are too ignorant and lack courage, so we don't realize this. Moreover, the evil current situation where we serve nature like a benefactor and act as slaves is truly a great shame in human history. You spent some time in Tokyo too, didn't you? In places like the slums, due to overpopulation, malnutrition, or pathogens, what惨酷 (horrific) lives people lead! Thus, nature abuses humanity with debilitating diseases (疲病) in the cities and insults us by making us feebleminded in the villages. However, through art and science, we have escaped from the clutches of nature. Art has extended our lives to the gates of heaven, and science has saved us from disease. Isn't the new invention regarding rejuvenation and eternal youth by the Austrian scientist Dr. Steinach (스타이나하) truly of astonishing value?
Hey Chanho, do you like peace? Then we must concentrate all our efforts even more towards art. Art definitely does not harm us. Suppose you are now crying while watching a tragedy. But there is absolutely no pain in those tears. Ah—Chanho, art definitely does not harm us. Isn't it truly art, and nothing else, that always keeps us alive in fresh emotions? On the day the whole world, all humanity, escapes from nature and life and becomes aestheticized, we will be able to live a completely peaceful, elegant, and wondrous life. Ah—Art, Art!! What else in this world is more astonishing than art?
Chanho: You're an art-for-art's-sake advocate, I see... What you just said is truly the truth. But there's one more thing I want to bring up: language. Looking at the origin of language, which is not the child of thought but the mother of thought, isn't language a sign for the state of nature? If you look at it that way, isn't the particular state of nature<105> the symbol of all our mentality? Consequently, didn't nature invent human culture?
Pyŏngsŏn: Hey Chanho. You must remember that when language reverted to nature, we were savages. If you carefully examine the languages of primitive peoples, they are truly outrageously limited. Language consisted merely of cries expressing emotions and irregular noises. Then, gradually moving away from nature, language, besides sketching pictographs, came to possess noble poetry and song. Thus, the origin of language becoming the mother of thought and poetry was not when it returned to nature, but when it came out of nature. This can be clearly seen by comparing regional dialects and urban languages. Contrary to your words, nature is the great enemy of culture. Ah—what does nature mean anyway? I declare that nature is nothing more than an ignorant laborer.
Chanho: You're unusually agitated, I see. So—is nature a complete failure then?
Pyŏngsŏn: Chanho, let's stop talking about nature. Nature is truly inherently imperfect and merely an unconscious, blind state of affairs. It is a feebleminded being that constantly flounders, contradicts itself, and plays jokes. It is a scoundrel (不逞漢) that always enjoys cruel games. Chanho, we must turn towards art for everything.
Chanho: You've said many astonishing things tonight. Well—how about we go for a walk to the Tamagawa (多摩川) for some leisurely recuperation (閒養)?
Pyŏngsŏn: Haven't I been saying this whole time? Contact with nature makes the mind intoxicated (酩酊), and one loses all the thoughts carefully considered... Chanho, let's not do that, let's go together to Miss Ch'unhŭi's place and listen to music instead. She truly has a genius for music. The only person who can realize our dreams and show us the world of the unknown is Miss Ch'unhŭi...
(Written March 5th)<106>

**Summary**

This dialogue presents a stark contrast between two viewpoints: Pyŏngsŏn, an ardent advocate for aestheticism, argues that imagination, fantasy, and art are superior to flawed reality and nature, representing true existence, beauty, and even a higher form of morality detached from conventional ethics. He sees art as the means to transcend life's inherent suffering and ugliness. Chanho represents a more conventional perspective, valuing reality, nature, and societal norms, challenging Pyŏngsŏn's dismissal of morality, his praise of 'evil' for its aesthetic potential, and his rejection of nature as inherently flawed and uninspiring compared to art. From the perspective of Korean colonial history, this text is fascinating. Pyŏngsŏn's passionate embrace of art and imagination, even to the point of seemingly amoral aestheticism and detachment from 'reality' (including nature and conventional society), could reflect an intellectual response to the constraints and disappointments of colonial modernity. For historians, it showcases the influence of Western fin-de-siècle ideas (like aestheticism, decadence, the 'superman' concept) on Korean intellectuals and their intense debates about the role of art – whether as escapism, a source of higher truth, or a tool for critique – in a period of national crisis and limited agency.

**Named Entities**

林蘆月	임노월	Im No-wŏl
讚皓. 人生에 對하여는 그만 하고 그만두세. 人生을 享樂하기는 大端히 어렵다고 자네가 말하엿스니 그리면 우리는 自然을 享樂합세 그려. 자- 炳鮮君 이리로 오게나 응. 方今 哀惜한 夕陽은 地平線에 누어 잇네. 稻穗는 黙禱하며 黃金波는 到處에 漂泊할 때가 아닌가. 여보게 우리는 참말 自然을 享樂하세. 아-自然보다 더-아름다운 것이 어대 잇슬가. 이뿐 아니다. 自然은 참말로 永遠한 靑春과 淸新한 喜悅과 圓滿한 意志를 가젓다. 여보게 나는 田園生活을 할 적에는 매양 少年時代로 돌아온 듯이 마음이 어리게 되데 그려. 이것을 볼진대 自然은 우리를 恒常 젊게 맨드네. 近代 文學을 末世 澆季의 都會病에서 救濟하랴면 毋論 우리는 自然으로 돌아가야만 되네.
炳鮮. 近代文學이 極度로 陳腐 常套에 罹病된 그 主要한 原因은 자네의 말과 正反對로 自然으로 돌아간 까닭일세. 자네는 自然이 永遠한 靑春을 가젓다 하지마는 自然처럼 老衰한 이는 다시 업서...今日의 별은 太古 幾萬年前 별이며 今日의 松竹은 몃千 年 松竹일세. 아-自然이 무엇인가? 地球의 表面은 거진 다-썩어 許多한 蛆蟲이 날칠 뿐이 아닌가? 그리고 자네가 말한 靑春이 흔이 低能兒라네. 그는 아모 意志도 統一도 生氣도 업는 死骸이야. 자네는 매양 村 近處로 놀러간다지마는 自然에서 生活하는 사람을 가만이 보게. 爲先 外貌부터 거츨고 醜하며 또 그 內面生活을 觀察하여 보면 아마 그이들은 全혀 變化업는 單調 索莫한 生活이겟지. 그이들의 惟一한 智的 激動은 그 對象이 便所와 냇물에 限하고 그 宗敎的 感情은 自然의 盲目的 暴威에서 눌리는 迷信과 恐怖에 限하엿다. 이러케 醜惡하고 蒙昧한 影響 下에서 쓰인 文學이 자네의 말하는 바와 가티 淸新한 驚異의 表現일 수가 잇나?
이러한 意味 下에서 自然主義의 文學은 그 樣式上 全혀 失敗라 斷言하네.＜103＞
讚皓. 마는 自然은 우리를 나흔 偉大한 母가 아닌가? 藝術의 起源도 내가 생각하는 바로는 自然美에 對한 愛慕로부터 나온줄 아는데.
炳鮮. 그리 생각하는 것이 자네의 根本的 誤解일세 그려. 웨 그러냐하면 우리는 毋論...綠色의 王國 넓은 野邊에서 白蝶을 벗하고 사는 槿花를 볼 때 限量업는 美的 感情에 느낀다. 그러나 槿花가 實로 고와서 그리는 것은 아니어. 다만 이 꼿이 사랑의 想像인 까닭이며 詩聖「세-레-」가 詩를 지어 읇흔 까닭이다. 그리고 또 우리가 무덤 엽헤 피는 白頭翁을 볼 때 悲慘한 생각이 나는 것은 이 白頭翁이라는 꼿이 直接 우리를 向하야 눈물을 흘리는 것이 아니라 唐나라 詩人 劉希夷가 白頭翁에 對하야 슯흔 사정을 말한 까닭이다. 이 뿐 아니라 우리가 蓮꼿을 一般으로 讚美하는 原因은 東洋의 佛敎 畵家가 理想하는 타이푸인 까닭일다. 아-讚皓君, 自然은 偉大한 어미가 아니라 詩人이 創造한 樣式의 꿈일세. 萬一에 자네 말과 가티 自然이 人生 及 藝術의 어미라 할진대 讚皓君아, 저 野田 匹夫의 農作도 藝術的 作品일 것이며 딸아서 그이들은 審美家일 것이 아닌가마는 不幸히 저의들은 藝術家도 審美家도 아니어. 農夫는 萬이 다 밧을 所有하엿다 하여도 그 風景에 對한 美의 所有者는 못되네. 이것이 우리 敎養 잇는 사람들과 區別할 點이야 응. 그이들은 夕陽이 色彩 잇는 꿈가티 峯頭로 넘어감을 哀惜할 줄 모르며 첫 가을 夜半에 月姬가 靑衣를 입고 無限 天涯로 솟아 오를 때 아-葛藤에 싸히엇던 모든 現實이 靑빗 속에서 곤하게 잠들고 萬象은 神秘와 驚異와 悲哀에서 다시 創造가 될 때 아마 그이들은 철모르게 잘테야 응. 그네들이 所有한 自然은 全혀 죽은 自然이 아니고 무엇인가. 이러한 見地 下에서 나는 藝術이 생긴 以後로 自然은 이 藝術을 模倣하엿다 斷言하네. 아-自然은 決코 藝術을 나흔 偉大한 어미가 아닌 것이 明若觀火다. 그리고 純自然美만은 決코 存在될 수가 업다. 眞正한 美는 自然에서 亡命하야 藝術에서 永生을 한다.
讚皓. 그덜듯은 하네. 그러면 自然이 美도 意志도 統一도 업다는 것을 내가 承認하여야만 되겟나? 자-그것은 그러타 하세마는 自然은 平和의 神이야 되겟지? 이것은 議論할 餘地도 업지마는 나는 恒常 都會 구석에서 交際할 적보다도 友情이 敦密하여지기는 田園가튼대로 遠足가서 사괴는 벗이 퍽 多情한데 이러한 見地로 우리가 永遠한 平和를 어드랴면 不可不, 自然으로 돌아가야만 될테야.
炳鮮. 여보 讚皓君. 어찌면 그리 皮相的 觀察을 하나.＜104＞ 그 말은 全혀 어린아이 말일세. 아니 自然은 平和보다도 戰爭을 조하한다네. 웨 그러냐하면 生存 競爭이란 法則이 잇지 안흔가. 自然은 過剩으로 生命을 粗製하야 結局은 歐洲大戰亂까지 일으키지 안핫는가. 食物은 算術的으로 增殖하고 사람은 幾何學的으로 增殖되는 故로 戰爭이 일어난다 한다. 萬一에 自然이 圓滿한 意志를 가젓다 할진대 사람 사람을 制限하여야만 되지. 하나 自然은 本來부터 한 低能兒인 故로 이러한 知識이 업슬 것이다. 人口制限論을 主唱한 이는 自然이 아니고 우리가 아닌가. 讚皓君, 自然은 참으로 殘虐 無慈悲 低能兒야. 許多한 生命을 虐殺하기 爲하야 生命을 粗製하며 破壞하기 爲하야 砂上에 집을 짓는다. 作亂거리로 우리를 人形으로 取扱하는 생각을 하면 우리는 勇敢히 自然이란 惡鬼에 對하야 反撥의 旗를 들 것이다마는 불상한 우리 가운대는 넘우나 蒙昧하고 勇氣가 업서 이런 줄을 모른다. 게다가 또 自然을 恩人가티 섬기고 奴隷 노릇을 하는 惡現狀은 實로 人類 歷史上에 一大 恥辱이라 하겟다. 자네도 東京에 좀 잇서 보앗지마는 貧民窟가튼 대는 人口過剩에 營養不足, 또는 病菌으로 因하야 얼마나 慘酷한 生活을 보내는가. 自然은 이 가티 都會에서는 人類를 疲病으로 虐待하고 村에서는 우리를 低能兒되게 함으로써 詼辱한다. 그러나 우리는 藝術과 科學에 依하야 自然이란 魔手에서 벗엇낫다. 藝術은 우리의 生命을 天堂門까지 延長하엿스며 科學은 우리를 疾病에서 救濟하엿다. 今番 墺太利에 科學家 「스타이나하」氏의 不老長生 回春法에 對한 新發明은 實로 驚嘆할만한 價値가 잇지 안흔가.
여보게 讚皓君, 平和를 조하하는가. 그러면 우리는 더구나 藝術을 向하야 全力을 集注하여야만 되네. 藝術은 決코 우리를 害하지는 안하. 자네가 至今 悲劇을 보고 운다 하세. 그러나 그 눈물에는 決코 苦痛이 업다. 아-讚皓君, 藝術은 決코 우리를 害하지 안하. 우리를 恒常 淸新한 感情에서 살리는 이는 實로 藝術 外에 또 업지 안흔가. 全 世界가 全 人類가 自然과 人生을 벗어나 藝術化가 되는 날에야 우리는 아조 平和하고 優雅하고 驚異한 生活을 할 수가 잇서. 아-藝術 藝術!! 藝術보다 이 世上에 또 더-驚嘆할 바가 어대 잇는가.
讚皓. 자네는 藝術至上主義者일세 그려...至今 말한 자네 말은 참 眞理일세. 그러나 또 한 가지 내가 提出할 것은 言語에 對한 말일세. 思想의 子가 아니요 思想의 母인 言語의 起源을 볼진대 言語는 自然의 事情에 對한 記號가 아닌가. 그리고보면 特殊한 自然의 事情은＜105＞ 우리의 모든 精神的 象徵이 아니고 무엇인가. 쪼차서 人類의 文化는 自然이 發明하지 안핫는가?
炳鮮. 여보게 讚皓君. 言語가 自然한테로 돌아갓슬 때는 우리가 野蠻이던 것을 생각하여야만 되지. 原始民族의 言語를 가만히 參考하여 보면 實로 망측하기가 限量이 업서. 言語에는 겨우 感情을 表하는 呌聲과 不規則한 잡음밧게 업섯다. 그리다가 차차 自然을 떠나서 언어는 象形文字만 스케취하는 以外에 高尙한 詩歌를 가지게 되엇다. 이와 가티 言語가 思想의 母이며 詩歌가 된 그 由來는 自然으로 돌아갓슬 때가 아니요 自然에서 나왓슬 때이다. 이것은 地方語와 都會語를 比較하여 보면 잘 알 수가 잇지 안흔가. 자네의 말과 正反對로 自然은 文化의 큰 敵이야. 아-자연이 대체 무엇을 의미함인가. 自然은 無識한 勞働者에 不過하다고 斷言하네.
讚皓. 자네는 異常히 興奮햇네 그려. 자-그러면 自然은 全혀 失敗인가?
炳鮮. 讚皓君, 自然에 對한 말은 그만 두세. 自然은 實로 本質的으로 不完全하고 無意識的 盲目的 現狀에 不過하다. 그는 不絶히 狼狽하며 矛盾하며 諧謔을 弄하는 低能兒일다. 恒常 殘忍한 遊戱를 조하하는 不逞漢일다. 讚皓君, 우리는 모든 것을 爲하야 藝術로 向하여야만 되네.
讚皓. 자네는 오늘 저녁 여러 가지 驚歎할 말을 만히 해 주엇네. 자-遠足 兼 多摩川에 나아가 閒養이나 하세 그려.
炳鮮. 이때껏 말하지 아니하엿나? 自然에 接하면 頭腦가 酩酊해지며 모처럼 考察한 것도 다-일허버리기에... 讚皓君, 그리지 말고 나하고 한께 春姬양한테 가서 音樂이나 듯세. 그이는 참 音樂에 天才가 잇는 걸. 우리들의 꿈을 實現하야 未知의 世界를 보여줄 사람은 오즉 春姬씨 뿐이야...
(3月 5日 作)＜106＞
＜99-106＞
