Magazine Title: 삼천리 제4권 제7호
Publication Date: 1932년 06월 15일
Article Title: 吉林監獄 脫出記 (Account of Escape from Jilin Prison)
Author: 辛日鎔
Article Type: 회고·수기 (Memoir/Personal Account)

Escape from Jilin Prison
						By Sin Ir-yong

1. Due to the Dunhua Incident

I was arrested by Chinese authorities in Dunhua, North Manchuria, on June 1, 1929. The reason was that I was identified as the ringleader of the Dunhua Railway Bombing Incident.
People may still remember. On May 31st of that year, Li Lisan, the leader of the Chinese Communist Party, issued directives for terrorist actions across the country. As a result, various startling bombing movements occurred in Kando, North Manchuria, and other regions. Furthermore, in Dunhua, where I was at the time, sabotage involving the railway lines and railway demolition suddenly occurred.
This was purely Li Lisan's policy, and I could only evaluate it as a kind of unreasonable, coercive act. Why? Because the timing was such that it had by no means reached a stage requiring such actions, but Li Lisan's course, which misjudged the objective situation, committed a grave error, as later criticized by the Comintern. In any case, due to this, I ended up bound by the ropes of the Chinese authorities and confined within prison walls. However, due to the fact that I was not involved in the incident and through the arrangements of comrades outside, I was released not long after.
At that time, rather than staying long in Dunhua, I felt the need to go into Jilin City. One day in August, I believe, I packed a simple travel bag and set off for Jilin. On the way, I was arrested by Chinese authorities for the second time, without any inquiry into the circumstances, and immediately incarcerated in Jilin Prison.
Upon arrival, I found about 240 Korean political prisoners detained, along with many young Chinese intellectuals such as elementary school teachers and leaders of various associations. Additionally, there were numerous prisoners convicted of shameless crimes like gambling, murder, and robbery.

2. To the Courtroom

Two days after being confined in prison, I was dragged to the courtroom and subjected to interrogation. The gist of the questioning seemed to view me as the ringleader no matter what.
At that time, considering everything, I stated bluntly from the outset:
"I have committed no crime such as you suspect. Your actions of illegally arresting and imprisoning someone like me, who has committed no criminal act, are truly deplorable for the sake of the Chinese nation. Therefore, I declare that I will refuse all answers and also reject this trial." Thus, I clearly announced my stance of refusing the hearing. Then, I theoretically explained that I was not involved in this Dunhua Incident, starting from the critique of Li Lisan's course. I also explained the reality of the escalating animosity and confrontation among Koreans in places like Jilin, suggesting repeatedly that there might have been actions by those seeking to slander me. After that, I remained completely silent in response to various questions.
I was aware that torture would begin if I remained silent. Moreover, Chinese torture truly beggars description. From what I heard, the methods included:
1. Pouring water mixed with chili powder into the nose.
2. Taking something like a sharp-pointed artillery shell casing and ruthlessly scraping the chest or back.
3. Hanging someone upside down and beating them indiscriminately.
4. Inserting iron bars between the fingers or legs and twisting them (jurœ).
Besides these, there were reportedly many other cruel tortures beyond imagination. How many people became disabled or even lost their lives on the spot due to these cruel tortures?
Furthermore, I heard that concerning those arrested in this incident, even people involved in minor matters were promptly sentenced to death, and the sentences were carried out immediately, resulting in numerous lives already having departed for the next world. I trembled. However, I could not falsely confess to a crime I did not commit. In that courtroom, I held out until the very end. At that time, the interrogating officials threatened me with all sorts of words. They placed various torture instruments before my eyes and demanded a confession. However, perhaps sensing something from my statement and my attitude, the judges suspended the interrogation for the day, and that afternoon, I was allowed to return to my cell.
Outside, it seemed executions were being carried out daily. Returning to my cell and collapsing onto my bedding, I resigned myself to facing capital punishment. Moreover, looking through all sorts of Chinese newspapers and magazines that occasionally rolled into the prison, the Pang Ik-ch'ŏl (方益哲) faction of the Nationalist Government (國民府) had linked me to this incident, writing all sorts of things, printing them, and distributing them throughout every corner of China. It must have been their intention to consolidate their faction's power through this opportunity, but I was so astonished I was dumbfounded. It was inconceivable that such propaganda would not reach the eyes of the Chinese judges, and if it did, I could well imagine what would become of my life.
Once I had resigned myself to death, my state of mind could actually become calm. One often thinks that one would feel great fear before execution, but contrary to that, my mind became tranquil. Only, as a human instinct, the attachment to life would intensely surface momentarily, tormenting all my nerves. And my mind became rough. My voice would become unintentionally gruff, and for no reason, I would just kick the walls and hit the ceiling.
However, contrary to imagination, my mind could remain composed. Often, reading prison memoirs written by Westerners, I found that prisoners who received the death penalty actually became docile and composed; seeing my own experience, I realized that must be true.

3. This and That of Chinese Prison Cells

Days passed, five days, then ten days. Waking up each morning, I wondered, "Will I be executed today? Or perhaps this evening?" I spent every day repeating this thought. Yet, without any particular event, a month passed, then two months. While thinking it was taking too long if they were delaying for evidence gathering, from then on, I immersed myself in reading.
Here, I shall briefly introduce the interior of a Chinese prison.
Chinese prisons are completely different from Japanese prisons. Firstly, they put iron shackles on the prisoners. It must be to prevent escape, but I couldn't help but be astonished by its barbarity. The iron shackle (鐵쇄) consists of a chain in the middle and heavy iron cuffs made of cast steel on both sides, fastened around the ankles. Once fastened, they are welded shut so they cannot be opened again. Therefore, the only way to remove these fetters is to cut them off with a chisel.
Furthermore, the heavier the crime, the heavier these fetters become. As a felon sentenced to death, I too wore heavy fetters weighing 8 kŭn (approx. 4.8 kg). When walking, I could only move inch by inch.
And the prison cells are earthen pits (土窟). Bedding, too, is bought by the prisoners themselves, using straw mats or straw. Food is provided by the authorities: one bowl of millet porridge in the morning<8> and one lump of millet rice in the evening. One cannot live on this without going hungry. Therefore, most prisoners inside the cells either buy extra food (買食) or cook for themselves.
The sight of cooking something in the cramped space of that narrow room with about 10 people is enough to make one's teeth chatter just imagining it. Eyes sting to the point of blindness from the smoke, and breathing becomes impossible. It is truly a miserable (慘絶) situation.
I also occasionally bought extra food to get by.
And reading, the thing prisoners long for most! In this respect, Chinese prisons are much freer. By giving money to the prison guards (獄吏), one could buy and read most newspapers and magazines. Not only could one read, but one could also obtain paper, brush, and ink to write manuscripts.
During my time in prison, I wrote about the astonishingly unsanitary, barbaric (野性的), and cruel tortures of the Chinese prison and repeatedly sent these writings (記送) to comrades outside. These were published in several newspapers in Manchuria and even in the Osaka Asahi Shimbun. For a while, articles about the hunger strike of Korean prisoners held in Jilin Prison, which appeared in various newspapers within Korea, were also written by our own hands and sent (送付) outside.
Not only was there freedom of writing, but in Chinese prisons, there was also a certain degree of convenience for visits and changing cells (移舍). The convenience of visits doesn't mean visits with outsiders. If fellow countrymen were, for example, in another cell, one could speak nicely to the guards and go visit that cell. This aspect was completely different and freer than here [likely referring to Japanese prisons or prisons in Korea under Japanese rule]. And the freedom of changing cells meant one could move to the cell of people one wished to be with.
Initially, I was in a shared cell (雜居房), but finding others cooking for themselves and feeling it was too chaotic, I then moved to a solitary cell (獨房) and focused solely on reading.
The books I read at that time were varied.

4. The Time of Escape

Time flowed quickly. The cold midwinter and the hot midsummer passed silently, and finally, September of last year arrived. One day, the atmosphere outside the prison (獄外) was quite agitated. Opening a secretly obtained newspaper, I saw that a clash had occurred between Japanese and Chinese troops in Fengtian (奉天). Thereafter, the urgent reports (飛報) that came in succession were all filled with startling news.
Then, it must have been the morning of September 23rd. On the Beishan Battery (北山砲臺) behind Jilin City, many regular Chinese soldiers gathered, repaired the battery, cleaned the cannons, mended collapsed trenches! Armed soldiers bustled back and forth – such complex and chaotic scenes could be seen beyond the iron bars.
All the prisoners inside were also unsure exactly what was happening. We only sensed that the situation was becoming extraordinary (尋常치 않어진), and everyone grew tense. That day and night were spent entirely sleepless in indescribable fear and trembling. The next morning, as soon as dawn broke, looking out the window, especially towards the position on Beishan Battery, for some reason, not even a shadow of the uniformed Chinese soldiers could be seen.
And from the distant city streets, the clamor of human activity arose loudly. Around that time, suddenly, an airplane appeared in the blue sky, and on that airplane, the Japanese flag was painted.
On this day, the Japanese army entered Jilin. This entry was extremely peaceful; without a single shot exchanged between the sides, the Chinese army completely withdrew, and the Japanese army entered. From afar, the sound of boots, horse hooves, and bugles faintly reached even inside the prison.
As I was grasping the general outline of the incident, a large number of Japanese soldiers came to the prison where we were held. Then, they took about 4 or 5 individuals, considered the most serious offenders, to the military headquarters. I was also among them.
After a brief interrogation at the Japanese military headquarters, we returned. The army's policy was decided to release us, and the iron shackles fastened to our ankles were cut off with a chisel.
The many Korean and Chinese prisoners in Jilin Prison, numbering several hundred, were all released.
This was on September 24th, meaning I had been confined behind iron bars for a crime I did not commit for a full 1 year and 4 months. Hearing the sound of the steel shackles being cut with a chisel, all the prisoners wondered if it was a dream.
Now, returning to Korea after more than 10 years, various emotions are uncontrollable. Especially recalling the passage of 1 year and 4 months in Jilin Prison, various feelings stir my heart and mind.(文責在記者)<9>

**Summary**

Sin Ir-yong recounts his two arrests in Manchuria in 1929, the second leading to his imprisonment in Jilin Prison for 1 year and 4 months. Accused of masterminding railway bombings linked to Chinese Communist Li Lisan (which he denies, attributing blame to Li's policies and internal Korean factional slander), Sin describes the brutal conditions of the Chinese prison—heavy shackles, poor food, unsanitary cells—but also the surprising freedom to read, write, and communicate internally. He details his interrogation, constant fear of execution, and psychological state while incarcerated. His imprisonment ended unexpectedly in September 1931 when the Japanese army occupied Jilin following the Mukden Incident and released all prisoners, including himself. From a historical perspective, the article provides a firsthand account of the chaotic political situation in Manchuria involving Chinese authorities, Korean political activists/refugees, communist movements, and the encroaching Japanese military presence. It highlights the harsh realities faced by Koreans caught in these conflicts, the internal factionalism within the Korean community abroad, and the complex, often brutal, nature of the prison system under Chinese jurisdiction at the time, just before Japanese takeover. Historians might find the description of prison conditions, the mention of specific figures like Li Lisan and Pang Ik-ch'ŏl's faction, and the circumstances of release by the invading Japanese army particularly interesting.

**Named Entities**

吉林監獄	길림감옥	Jilin Prison
文責在記者	문책재기자	Responsibility for the text lies with the reporter (standard phrase added by the magazine)


---------------------------


잡지명	삼천리 제4권 제7호
발행일	1932년 06월 15일
기사제목	吉林監獄 脫出記
필자	辛日鎔
기사형태	회고·수기

吉林監獄 脫出記
						辛日鎔
1. 敦化事變으로

余는 1929년 6월 1일에 北滿敦化에서 중국 官憲의 손에 체포를 당하엿다. 그 이유는 余를 敦化鐵路爆破事變의 首謀者라고 지목하고 그러함이엇다.
아직 세인은 기억하리라. 그 해 5월 31일을 기하야 중국 공산당 수령 李立三이 전국에 테로 행동을 起하라고 지령한 결과 間島를 위시하야 北滿 기타 각지에서 여러 가지 놀라운 폭파운동이 이러낫고 더구나 그때 내가 잇든 敦化에서도 철도선로와 철로의 폭파작업이 突起하엿든 것이다.
이것은 순전히 李立三의 정책으로 나는 이것을 일종의 무리한 강간적 행위라고 밧게 더 평가할 수 업섯다. 엇재서 그러냐 하면 그 때 시기는 도저히 이러한 행동을 필요로 하는 계단에 도달치 못하엿는데 객관 정세를 잘못 살핀 李立三 코-쓰는 후일 컴인턴의 비판과 如히 중대한 과오를 범하엿든 것이다. 엇쨋든 이리하야 余는 중국 官憲의 포승을 밧게 되여 獄裡에 억매이게 되엇든 것이다. 그러나 余가 관여한 사변이 아니엇다는 점과 또 밧갓헤 잇는 동지들의 주선으로 얼마 잇지 안어서 석방되여 나왓다.
그 때 나는 敦化에 오래 머물너 잇기보담 吉林城內에 들러갈 필요를 늣기고 8월 어느 날이든가 간단한 행장을 차려가지고 吉林으로 향하야 떠나오든 도중에서 나는 불문곡직하고 두 번재로 중국 官憲에 체포되여 즉시 吉林 감옥에 투옥이 되엇다.
와서 보니 조선인 사상범은 240여명이 잡히어 잇섯고 중국 청년들도 소학교 교사나 무슨 會의 지도자 등 인테리층들이 만히 잡히어 잇고 그러고는 도박이나 살인 강도 등의 파렴치 죄수가 다수하엿다.

2. 재판정으로

감옥에 가치어 잇슨지 이틀 만에 余는 재판정으로 끄을러 가서 訊問을 밧엇다. 訊問의 要領은 어듸까지든지 余를 首謀者로 보는 모양이엇다.
그 때 余는 모든 것을 생각하고 劈頭에 이런 말을 하엿다.
「余에게는 그대들의 추측하는 바와 가튼 죄를 범한 일이 업노라. 이갓치 죄될만한 행위가 업는 사람을 불법 체포 감금한 그대들의 행위는 실로 중국 국가를 위하야 痛惜하기를 마지안는 바이노라. 그럼으로 余는 일체의 답변을 아니할 것을 선언하며 또한 이 재판을 거절하노라.」 하고 심리 거절의 태도를 宣明히 하고 그러고서 余가 이번 敦化事變에 관련이 업다는 점을 李立三코-스의 비판에서부터 이론적으로 설명하고 또 한 가지 吉林 등지의 조선 사람 사이에 격화되어 잇든 반목 대립의 실정을 이약이하야 余를 中傷하는 자의 소위가 잇섯슬 듯한 점을 누누 설명하엿다. 그러고는 여러 가지 질문에 일체 함구하여버렷다.
함구하면 고문이 시작되는 것즘은 알고 잇섯다. 더구나 중국 고문은 실로 언어에 絶한다. 드른 즉 그 방법으로는
1. 고초가루를 물에 타서 코에 붓는 일
2. 끗히 뾰족한 대포탄환 갓흔 것을 가지고 가슴이나 등을 마구 긁는 일
3. 꺽구로 다라 매고 亂杖질 하는 일
4. 손가락이나 다리 사이에 철봉을 넛코 주레를 트는 일
그 외 상상에 絶하는 악형이 심히 만타. 이 악형 때문에 병신되고 또는 아조 그 자리에서 생명을 일는 자인들 엇더케나 만튼고.
그러고 이번 사변의 체포자에 대하여는 별 일 업는 사람들의게도 곳 사형을 판결하고서는 直時 집행하여 다수한 인명이 벌서 저 세상으로 나러갓다는 말을 들엇다. 余는 전율하엿다. 그러치만 無實한 범행을 거즛 자백할 수는 업섯다. 그 법정에서 余는 최후까지 버티엇다. 그 때 訊問하는 官憲은 별별 말노 다 위협하엿다. 각양각색의 고문기구를 눈 압헤 갓다 놋코 자백을 강요하엿다. 그러치만 余의 서술과 余의 태도에 법관들은 무엇인가 늣긴 바가 잇는 모양으로 그날 訊問을 중지하고 그날 오후에 다시 감방에 도라나오게 되엇다.
밧갓헤서는 사형이 연일 집행되는 모양이엿다. 余도 감방에 도라와 자리에 쓰러지면서 극형 당할 것을 각오하엿다. 더구나 감옥 안으로 각금 구을너 드러오는 중국 온갓 신문잡지를 통하여 보건대 國民府 方益哲一派는 余를 이 사변에 관련식혀 별별 사실을 다 써서 그를 인쇄하여 중국 坊坊谷谷에 모다 배포하엿섯다. 自派의 세력을 이 기회에 扶植하려고 하는 의도이겟지만 余는 너무 놀나와서 아연하엿다. 이러한 선전이 중국 법관의 눈에 아니 들어갈 리가 업고 드러간다면 余의 생명이 더구나 엇더케 되리란 것은 넉넉히 짐작할 수 잇섯다.
一斷 사형을 각오하고 난 余의 그 때의 심경은 오히려 평정할 수 잇섯다. 흔히 생각하기를 사형 전에는 퍽으나 공포를 늣기리라 하지만은 도로혀 내 마음은 沈靜하여젓다. 다만 인간의 본능으로 생에 대한 애착이 순간적으로 강렬하게 대두하여 전 신경을 못살게 들복는 때가 잇섯다. 그리고 마음이 거칠어지엇다. 소리도 저절노 우럭우럭하여지고 무슨 까닭이 업시 그저 벽도 차 보고 천정도 처보게 되엇다.
그러치만 상상과는 다르게 余의 마음만은 태연자약할 수 잇섯다. 흔히 서양 사람들이 쓴 옥중기를 보건대 극형을 밧은 囚人들이 오히려 온순하여지고 태연자약하더라하는 말이 실로 余의 체험을 보아 그럴 것이라고 깨달엇다.

3. 중국 감방의 이모양 저모양

이럭저럭 닷새가 지나고 열흘이 지낫다. 余는 자고 이러나면 오늘에나 집행을 당하나 아츰이 되면 저녁에나 당하나!하는 생각을 매일 뒤푸리하며 지내오다가 아모 별 일 업시 한달이 지나고 두달이 지낫다. 증거 수집 때문에 이러케 연기하는 것이라면 너무 멀구나 하면서도 좌우간 그제부터는 독서에 열중하엿다.
여기서 余는 중국의 감옥 내부를 잠간 소개하리라.
중국 감옥은 일본 감옥과는 아조 딴판이다. 첫재 죄수에게 鐵쇄를 채워 둔다. 탈옥을 방지하기 위하야 그리함이겟스나 그 야만성에는 놀나지를 안을 수 업섯다. 鐵쇄라 함은 가운데 쇄사슬을 하고 량쪽에 무거운 강철로 만든 철갑을 하여 두 발목에 채운다. 한 번 채우고는 다시 열지 못하게 아조 때와 녹여 버린다. 그러기에 이 족쇄를 풀자면 정으로 절단하는 수밧게 업다.
그리고 이 족쇄는 죄가 중할사록 더욱 무거운 것으로 한다. 사형을 밧게 된 余도 중죄수라 하야 중량 8근에 나는 무거운 족쇄를 찻섯다. 거르 때면 寸步를 옴겨 놋는 수 밧게 업섯다.
그리고 감방은 토굴이다. 까는 것도 죄수의 자비로 거적자리나 집을 사다가 깐다. 음식은 관급인데 아츰에는 수수죽 한 그릇이고<8> 저녁에는 수수밥 한 덩이다. 이것을 먹고는 배 곱하서 살지 못한다. 그러기에 죄수 가운데는 감방 내에서 대개 買食을 하거나 그러치 안으면 자취를 한다. 買食은 돈만 잇스면 獄吏에 부탁하여 사 먹을 수 잇다. 그런데 돈이 만치 못한 사람들은 부득이 감방 내에서 자취를 시작한다.
그 좁은 방 안에 10여명이 잇는 그 틈바구니에서 무엇을 끄려 먹는 광경은 상상만 하여도 이가 떨닌다. 그 연기 때문에 눈이 실명할 지경이고 호흡은 할 수 업게 된다. 실로 慘絶한 일이다.
나도 각금 매식을 하면서 지냇다.
그리고 죄수에게 제일 그립은 독서! 이것만은 중국 감옥이 훨신 자유스럽다. 獄吏에 돈을 주어 대개의 신문잡지는 사 볼 수 잇섯다. 사 볼 뿌더러 지필묵을 어더 원고까지 쓸 수 잇다.
余는 在獄하는 동안에 중국 감옥의 놀라운 비위생적 野性的 악형을 기록하야 밧갓 동무들에게 누누히 記送하엿더니 그것이 滿洲 멧멧 곳 신문에도 낫섯고 大阪 朝日新聞에도 낫든 일이 잇다. 한동안 조선 내 각 신문에도 吉林 감옥에 잡히어 잇는 조선죄수들의 헝거, 스트라익 기사도 다 우리 손으로 기록되여 외부에 送付할 수 잇섯든 것이다.
집필의 자유뿐 아니라 중국 감옥에서는 면회의 편의와 移舍의 편의까지 어느 정도로 잇섯다. 면회의 편의라 함은 밧갓 外人과의 면회가 아니다. 가튼 동포들이 가령 저쪽 방에 잇다면 獄吏에 잘 말하여 그 방으로 면회하려 갈 수 잇다. 이러한 점은 이곳과는 딴판으로 자유로웟다. 그리고 移舍의 자유라 함은 함께 잇고 십흔 사람 방으로 移舍할 수 잇다는 것이다.
나는 처음에는 雜居房에 잇다가 남드리 자취하고 또 너무 복잡한 생각이 나매 그제부터는 독방에 올머가서 독서에만 치중하엿다.
그 때에 내가 본 책은 여러 가지엇다.

4. 탈옥하든 때

세월은 빨니 흘너서 그 춥든 한겨을과 그 덥든 한 해 여름이 소리업시 지나고 마츰내 작년 9월이 이르럿다. 하로는 獄外의 공기가 자못 수선수선하드니 몰내 드러온 신문을 펴 보니 奉天에서 日中 兩軍의 충돌이 생기엿다. 그 뒤로 련겁허 드러오는 飛報는 어는 것이나 모다 놀나게 하는 재료뿐이엇다.
그러자 그것이 아마 9월 23일 아츰이든 듯 吉林市街의 뒤에 잇는 北山砲臺에 중국 정규병이 만히 몰녀가서 砲臺를 修築하고 대포를 닥고 문허진 진지를 수리하고! 무장한 병사들이 분주히 왓다갓다 하고-이러한 복잡 다단한 광경이 철창 너머로 볼 수 잇섯다.
在獄囚 일동도 엇 영문인 자세히 몰낫섯다. 다만 사태가 尋常치 안어진 건만은 늣기고 모다 긴장하여지엇다. 그날 낫과 그날 밤은 더구나 무에라고 형언할 수 업는 공포와 전율로 꼽박 새이고 이튼날 아츰에 동이 트기 밧부게 窓 밧, 더구나 北山砲臺에 잇든 陣地를 바라다보니 엇지된 까닭인지 군복 입은 중국 병정들은 그림자도 볼 수 업섯다.
그리고 멀니 市街에서 人跡 소리가 요란이 낫다. 그럴 지음에 돌연이 靑空에 비행기가 뜨고 그 비행기에는 일장기가 그리어 잇섯다.
이 날 일본군은 吉林에 입성을 하엿다. 이 입성은 지극히 평화리에 되여서 피차에 一發의 탄환을 교환함이 업시 중국 군대는 전부 퇴각하고 일본군대가 입성함이엇다. 멀니서는 구두발 소리와 말발굽 소리와 나팔 소리가 獄內에까지 은은히 들니엇다.
나는 사변의 大體을 짐작하고 잇슬 때에 일본군인 다수가 우리가 가치어 잇는 감옥에 와 주엇다. 그리고논 그 중에서 가장 중죄범인이라고 할 4, 5명을 더리고 군사령부로 갓섯다. 나도 그 사이에 끼여섯다.
일본군 사령부에 가서 간단한 尋問을 마치고 도라오자 군대의 방침이 석방하여 주기로 되여 발목에 채웟든 무쇠 철쇄를 정으로 끈어 주엇다.
수백명이나 되는 吉林 감옥의 조선인, 중국인의 만흔 죄수도 모다 석방을 밧엇다.
이것이 9월 24일의 일이니 余는 실로 1년 4개월 동안을 無實한 죄로 철창에 억매엿든 것이다. 강철 철쇄를 정으로 끈는 소리를 드를 때 모든 죄수들은 꿈인가 하고 잇섯다.
이제 10여년 만에 조선에 도라와 봄애 여러 가지 감개가 참을 길이 업고 더구나 吉林 감옥의 1년 4개월간 경과를 회상함애 여러 가지 감회가 心腦를 흔들물 께닷는다.(文責在記者)<9>
<8-9>
