**Header Section:**
Magazine Title: 삼천리 第12卷 第8號 (Samch'ŏlli Vol. 12, No. 8)
Publication Date: 1940년 09월 01일 (September 1, 1940)
Article Title: 我觀『近衛首相』 (My View of 'Prime Minister Konoe')
Author: 李鍾麟, 崔昌學, 鄭僑源, 鄭錫泰, 朴錫胤, 李光洙, 李鍾萬, 李克魯, 咸尙勳, 金東進, 辛泰嶽, 李定宰, 朴昌薰, 司空桓, 洪陽明, 李晶燮, 李晟煥, 金東煥 (Yi Chong-nin, Ch'oe Ch'ang-hak, Chŏng Kyo-wŏn, Chŏng Sŏk-t'ae, Pak Sŏk-yun, Yi Kwang-su, Yi Chong-man, Yi Kŭk-no, Ham Sang-hun, Kim Tong-jin, Sin T'ae-ak, Yi Chŏng-jae, Pak Ch'ang-hun, Sakong Hwan, Hong Yang-myŏng, Yi Chŏng-sŏp, Yi Sŏng-hwan, Kim Tong-hwan)
Article Type: 설문 (Survey)

**Body Text Translation:**
My View of 'Prime Minister Konoe'
Yi Chong-nin, Leader of Ch'ŏndogyo

A fine gentleman, free to advance or retreat.

Ch'oe Ch'ang-hak, President of Taech'ang Mining Co., Ltd.

I am confident that the Konoe Maru (近衛丸), embodying 'one body, one heart' (一體一心), will push through the tempests of the century and complete the great task of constructing the New East Asia (新東亞建設).

Chŏng Kyo-wŏn, Standing Director of the National Spiritual Mobilization Chosŏn League

It is inappropriate in any sense to offer commentary at this time on Mr. Konoe, who took office as Prime Minister only a few days ago. Therefore, I will refrain from giving 'My View' of him.

Chŏng Sŏk-t'ae, Doctor of German Medicine

1. While advocating for an emergency period (非常時), there seems to be no figure with the confidence to step forward, even temporarily, besides Prime Minister Konoe to liquidate the corrupt political parties of the past and the detrimental plutocrats (財閥) and establish fundamental national policies.
2. Since the China Incident (支那事變) occurred during his previous term as Prime Minister, it seems Prime Minister Konoe, having returned to office, is resolved to finally reap the seeds he sowed this time, and this is also what is hoped for.

Pak Sŏk-yun, Former Consul-General of Manchukuo stationed in Poland

The hope of all peoples of East Asia. <35>

Yi Kwang-su, Former Chairman of the Chosŏn Writers' Association

Seeing Prime Minister Konoe's photograph in the newspaper, my wife commented that his features looked Chosŏn-like (朝鮮的).
We also remarked that Duke Konoe is probably the most fortunate person in the political world.
While everyone knows Duke Konoe, it seems few know his view of life, or broadly speaking, his thought. This might be why he is a great statesman.
It will be 30 years until Duke Konoe turns 80, and these 30 years will be the most crucial period for our Japan (我日本). Perhaps the central figure of this period will be Duke Konoe. After fulfilling this duty, I hope he enters a leisurely retirement and lives as long as Saionji (西園寺).

Yi Chong-man, President of Taedong Mining Co., Ltd.

Establishing the new political structure (新政治體制) is the role solely entrusted to Prime Minister Konoe. Putting aside tomorrow's tasks for tomorrow, he is at least the most suitable person to take charge of today's political situation.

Yi Kŭk-no, Chosŏn Language Society (Doctor of German Philosophy)

A powerful person.

Ham Sang-hun, Editor-in-Chief of the Chosŏn Ilbo

He is not merely a simple nobleman raised in peaceful circumstances. However, neither did he fight his way to his current position through the struggles and hardships experienced by past great revolutionaries and statesmen. Therefore, while it might be fine when the military, political parties, and all other forces support him as they do now, will he be able to overcome serious difficulties without trouble when faced with them? Given his wide-ranging contacts and non-rigid thinking, might it not be beneficial for both him and the state to place him in the position of a political critic at an opportune moment? <36>

Kim Tong-jin, Councilor of the Sŏnman Colonization Company

Recently, there have been many Prime Ministers in our Japan (我日本) who were unknown quantities, but Duke Konoe is a first-rate figure belonging to the known quantities, thus commanding great trust from the people. The Duke is currently in a situation of 'smooth sailing with favorable winds' (順風掛帆), but in pushing forward the politics of the new structure (新體制), a time requiring self-reflection will surely arrive. How he overcomes this period will likely determine his political life.

Sin T'ae-ak, Lawyer

As a descendant of a distinguished Japanese family (日本의 名門後裔) whose rank has reached the pinnacle of human peerage (人爵), what personal avarice could he possibly possess? However, merely lacking greed is not the sole condition for being a statesman; I wish he had a bit more drive (迫力) regarding his work. His emergence as the final maintainer of Japan's old order (舊秩序) and a darling of the era (時代的 寵兒) is truly interesting when juxtaposed with the Empire's current situation in a transitional period (變轉期).

Yi Chŏng-jae, Executive Director of Yŏngbo Limited Partnership Company

I consider him the foremost statesman who can command the utmost trust and following from the people, who yearn for the realization of strong policies dedicated to resolving the China Incident (支那事變) and building the New East Asia (新東亞建設).

Pak Ch'ang-hun, Doctor of Medicine

He is truly a clean, ambition-free, splendid person. While those called heroes possess strengths surpassing others, they also carry many weaknesses others do not; Prime Minister Konoe is different, being a person with few weaknesses, someone who can be supported as a well-rounded, remarkable central figure.

Sakong Hwan <37>

Prime Minister Konoe (近衛首相) is a giant of character who will bring East Asia close (近衛東亞) and harmonize afar with the Western regions (遠和西域). Judging by the fact that not only the 100 million citizens but also the nations of the world praise unceasingly the re-establishment of the Konoe Cabinet, he is clearly a practitioner of the Imperial Way spirit (皇道精神), distinctly different from Chancellor Hitler's exercise of the 'Way of the Hegemon' (覇道行使).

Hong Yang-myŏng, Editor-in-Chief of the Mansŏn Ilbo

Although sitting in Shinkyō (新京), I cannot know the details of recent political affairs in Tokyo (東京), but seeing how Duke Konoe's emergence has been desired in unison by the military, officials, and civilians (軍官民) each time the cabinet changes, it is clear that Duke Konoe is the greatest 'hope' (홉) of the entire nation today. To venture an opinion now about the Duke, who stands on the testing ground as the Great Prime Minister (大宰相) bathed in the spotlight of national reorganization, would rather be impolite; ultimately, time will evaluate his qualifications as a leader.

Yi Chŏng-sŏp, Kyŏngsŏng Central Broadcasting Station

Regarding the idea of having a 'one country, one party' system (1國1黨主義) and appointing the party leader as Prime Minister, I read in the newspaper Duke Konoe's opinion that such a system resembles the past 'Daimyo' (大名) system, evoking the Shogunate (幕府), and thus is incompatible with Japan's national polity (國體). Seeing this, I trust that if he proceeds with such a spirit, the movement to establish the new structure will succeed without major errors. The ability to critically observe one's own actions is, I believe, a strength rather than a weakness.

Yi Sŏng-hwan, Executive Director of Taedong Mining Co., Ltd.

A transitional figure playing the role of laying the groundwork (地均工事) for the Shōwa Restoration (昭和維新).

Kim Tong-hwan, President of Samch'ŏlli Company

That he reportedly walked down the main street near his Kamakura (鎌倉) villa whistling popular songs, that he placed his son as a reporter for page 3 of the newspaper (新聞3面記者), that he sleeps in late in the morning and takes naps <38> every day, etc.—seeing how he tries to shed the skin of formality and standards of the court nobility (公卿家) and live as a bare human being, I think he is a good person. Whether he succeeds as a statesman depends solely on the extent to which he incorporates the intentions of the healthy national strata—the working class (勤勞階級) and returning soldiers (歸還將兵)—in organizing the current new structure (新體制). <39>

**Summary**

This 1940 article from the Korean magazine *Samch'ŏlli* compiles opinions from various prominent Korean figures (and a few others connected to the region) on the newly reappointed Japanese Prime Minister, Konoe Fumimaro. The views range from strong endorsements hoping Konoe can lead Japan and East Asia through the "emergency period" and establish a "New Order," to more cautious assessments questioning his ability to handle severe challenges or suggesting alternative roles. Several commentators link his return to the need to conclude the Sino-Japanese War he started in his first term. The overall tone reflects the pressures and expectations of the colonial period, with many expressing faith (or feigned faith) in Japanese leadership, while a few offer subtle critiques or focus on Konoe's personality.

For historians, this article is valuable as it showcases the diverse reactions within the Korean elite to Japanese political developments during a critical wartime period. It reveals the language of collaboration and accommodation used by some, the cautious or critical stances taken by others (often veiled), and the pervasive influence of Japanese imperial ideology (e.g., "New Order in East Asia," "Imperial Way"). Yi Kwang-su's remark about Konoe's "Korean-like" appearance and Kim Tong-hwan's focus on incorporating the working class and returning soldiers offer particularly interesting glimpses into contemporary perceptions and concerns under colonial rule. The range of professions represented (business leaders, intellectuals, journalists, officials, doctors, lawyers) provides a cross-section of elite opinion.

**Named Entities**

近衛	코노에	Konoe
좌우하는	좌우하는	To influence; To determine; To control (lit. control left and right)
~ㄹ 게다	~ㄹ 게다	Will likely be (Older predictive ending)
辯護士	변호사	Lawyer; Attorney
名門後裔	명문후예	Descendant of a distinguished family
位	위	Rank; Position
人爵	인작	Human peerage; Noble rank conferred by humans (vs. Heaven)
極	극	Extreme; Pinnacle
개인	개인	Individual
사리사욕	사리사욕	Personal gain and greed
~이야 있으랴마는	~이야 있으랴마는	While there may be ~ (Rhetorical question + concession)
利慾	이욕	Greed; Avarice
정치가	정치가	Statesman; Politician
조건	조건	Condition; Requirement
迫力	박력	Drive; Forcefulness; Power; Impact
舊秩序	구질서	Old order
최후	최후	The last; The final
維持者	유지자	Maintainer; Upholder
시대적 寵兒	시대적 총아	Darling of the era; Favorite child of the age
등장	등장	Appearance; Emergence
變轉期	변전기	Transitional period; Period of change
처한	처한	Facing; Situated in
帝國	제국	Empire
현상	현상	Current situation; Status quo
照合	조합	Check against; Compare with; Juxtapose
실로	실로	Indeed; Truly
흥미	흥미	Interest
合名會社	합명회사	Partnership company (Gōmei-gaisha)
重役	중역	Executive; Director
처리	처리	Handling; Processing; Resolution
매진할	매진할	To strive for; To push forward with
강력정책	강력정책	Strong policy; Forceful policy
실현	실현	Realization; Actualization
열망	열망	Yearning; Strong desire
~으로 하야곰	~으로 하여금	Causing ~ to; Making ~ (Older causative construction)
追從케할	추종케 할	Cause to follow/trust (Older causative form)
제1인자	제1인자	The foremost person; The number one figure
깻긋한	깨끗한	Clean; Pure (Older spelling)
야욕없는	야욕 없는	Without ambition; Free from greed
훌륭한	훌륭한	Splendid; Excellent; Admirable
영웅	영웅	Hero
타인	타인	Others; Other people
뛰여난	뛰어난	Outstanding; Surpassing (Older spelling)
장점	장점	Strength; Merit; Strong point
반면	반면	On the other hand; Flip side
약점	약점	Weakness; Weak point
잔득	잔뜩	Fully; A lot (Older spelling of 잔뜩)
갖는 것인데	갖는 것인데	While (they) possess
달너서	달라서	Being different (Older spelling/pronunciation)
원만한	원만한	Well-rounded; Harmonious; Amicable
奇麗한	기려한	Remarkable; Fine; Splendid (Less common Hanja word)
중심인물	중심인물	Central figure
推戴	추대	Supporting (someone for a high position); Acclaiming
~ㄹ 수 있겠지요	~ㄹ 수 있겠지요	Probably can ~ ; May be able to ~ (Polite, gentle assertion)
近衛東亞	근위동아	Bring East Asia close (Play on Konoe's name 近衛, meaning 'imperial guard' or 'close guard')
遠和西域	원화서역	Harmonize afar with the Western regions (Antithetical phrase to 近衛東亞)
인격적	인격적	Relating to character; Personal
거물	거물	Big figure; Important person; Giant
內閣	내각	Cabinet
再成立	재성립	Re-establishment; Second formation
1億국민	1억 국민	100 million citizens (Referring to the population of the Japanese Empire)
물론	물론	Of course; Needless to say
세계 列國	세계 열국	Nations of the world
禮讚不己	예찬불기	Praise unceasingly
~ㅁ으로 보아서	~ㅁ으로 보아서	Judging from the fact that ~
결코	결코	Never; By no means
총통	총통	Leader; Chancellor (often used for Hitler/Führer)
覇道行使	패도행사	Exercise of the 'Way of the Hegemon' (Rule by force/power politics)
판이한	판이한	Completely different; Distinct
皇道精神	황도정신	Spirit of the Imperial Way (Japanese imperial ideology emphasizing the Emperor's divine rule)
실천자	실천자	Practitioner; One who puts into practice
최근	최근	Recent; Lately
정국	정국	Political situation
안저서	앉아서	While sitting (Older spelling)
갈닐	갈릴	To be replaced; To be changed (Older form of 갈릴)
때마다	때마다	Each time; Whenever
출마	출마	Emergence; Stepping forward
軍官民	군관민	Military, officials, and civilians
일치로	일치로	In unison; Unanimously
요망되여온	요망되어 온	Has been desired/requested
보드래도	보더라도	Even if one looks at (Older form)
금일	금일	Today
전국민	전국민	Entire nation
최대	최대	Greatest; Maximum
홉	홉	Hope (Loanword, likely from English 'hope')
재조직	재조직	Reorganization
각광	각광	Spotlight; Limelight (lit. footlight)
大宰相	대재상	Great Prime Minister; Grand Chancellor
시험대	시험대	Testing ground; Test bench
올너선	올라선	Stood upon; Mounted (Older spelling)
견해	견해	View; Opinion
네리워 봄은	내려 봄은	To venture (an opinion); To give (a view) (Older spelling and form)
오히려	오히려	Rather; On the contrary
실례	실례	Discourtesy; Bad manners
결국	결국	Ultimately; In the end
시간	시간	Time
지도자	지도자	Leader
자격	자격	Qualification
평가할	평가할	To evaluate; To assess
1國1黨主義	1국1당주의	One country, one party principle
~로 하여가지고	~로 하여 가지고	By means of ~; Through ~ (Older conjunctive form)
黨首	당수	Party leader
임명시키는	임명시키는	To appoint (Causative)
엇더냐는데 대해서	어떠냐는 데 대해서	Regarding the question of how it would be (Older spelling)
그러한	그러한	Such
제도	제도	System
과거	과거	Past
大名制	대명제	Daimyō system
가타서	같아서	Being like; Resembling (Older spelling)
幕府	막부	Shogunate; Bakufu
연상하는	연상하는	Reminiscent of; Evoking
~이므로	~이므로	Because it is ~; Since it is ~
國體	국체	National polity; National character/structure (Kokutai)
相容치 안는다는	상용치 않는다는	Is incompatible with (Older form: 相容하지 않는다는)
의견	의견	Opinion; View
신문	신문	Newspaper
보고	보고	Seeing; Reading
정신	정신	Spirit; Mentality
나간다면	나간다면	If (he) proceeds; If (he) goes forward
신체제 확립운동	신체제 확립 운동	Movement to establish the new structure
실수없시	실수 없이	Without mistakes; Flawlessly (Older spelling)
성공허리라고	성공하리라고	Will succeed (Older predictive ending)
미더집니다	믿어집니다	Is believed; Is trusted (Older spelling)
행동	행동	Action; Behavior
비판적	비판적	Critical
관찰하는	관찰하는	Observing
점	점	Point; Aspect
약점	약점	Weakness
~라기보다도	~라기보다도	Rather than ~
장점	장점	Strength; Merit
~인줄 압니다	~인 줄 압니다	Know that it is ~ ; Believe that it is ~ (Older form of 압니다)
昭和維新	소화유신	Shōwa Restoration (Used metaphorically for radical change under Emperor Hirohito)
地均工事	지균공사	Ground-leveling work; Foundation work
과정적 인물	과정적 인물	Transitional figure; Figure belonging to a process
鎌倉	가마쿠라	Kamakura (City in Japan, known for villas)
別莊	별장	Villa; Vacation home
휘파람	휘파람	Whistle
流行歌	유행가	Popular song
口誦하면서	구송하면서	Reciting aloud; Singing/humming
다녓다는	다녔다는	Reportedly went around (Older spelling)
아들	아들	Son
新聞3面記者	신문 3면 기자	Reporter for page 3 of the newspaper (Often associated with sensational/human interest stories)
너헛다는	넣었다는	Reportedly put/placed (Older spelling)
아츰에	아침에	In the morning (Older spelling)
늣잠자고	늦잠 자고	Sleeping in late (Older spelling)
낫잠을 자고	낮잠을 자고	Taking a nap
등등	등등	Etc.; And so on
그분	그분	That person (Honorific)
公卿家	공경가	Court nobility families (Kugyō-ke)
형식	형식	Formality; Form
규격	규격	Standard; Norm; Format
탈	탈	Mask; Pretense; Skin (metaphorical)
버서 버리고	벗어 버리고	Casting off; Shedding (Older spelling of 벗어)
赤裸裸한	적나라한	Naked; Bare; Undisguised
인간	인간	Human being
살려함으로 보아	살려 함으로 보아	Seeing that (he) tries to live as (Older form)
생각됨니다	생각됩니다	It is thought; Seems (Older spelling/form)
성공여부	성공 여부	Success or failure
오로지	오로지	Solely; Only; Exclusively
이번	이번	This time
수립	수립	Establishment
근로계급	근로계급	Working class
歸還將兵	귀환장병	Returning soldiers
건전한	건전한	Healthy; Sound
국민층	국민층	National strata; Layers of the populace
의사	의사	Intention; Will; Opinion
어느 정도	어느 정도	To what extent; How much
받어드리어	받아들여	Accepting; Incorporating (Older spelling)
조직하는가	조직하는가	How (he) organizes
함에	함에	In doing; Upon doing (Nominalization + locative)
달려있을 줄 압니다	달려 있을 줄 압니다	Believe it depends on (Older form)


---------------------------


잡지명	삼천리 제12권 제8호
발행일	1940년 09월 01일
기사제목	我觀『近衛首相』
기사형태	설문

我觀『近衛首相』
天道敎敎領 李鍾麟

進退自由好君子.

大昌鑛業株式會社社長 崔昌學

을 실은 一體一心의 近衛丸이 世紀의 風浪을 박차고 新東亞建設의 大業完成을 확신한다.

國民精神總動員朝鮮聯盟常務理事 鄭僑源

首相이 현직에 취임한지 幾日이 되지 못하는 近衛氏에 대하야 此際論評을 加함은 어떤 의미로든지 타당치 아니하니 同氏에 대한 「我觀」은 중지하겠나이다.

獨逸醫學博士 鄭錫泰

一. 非常時를 主唱하면서도 在來의 부패한 政黨과 百害의 재벌을 청산하여 기본국책을 확립하는데 近衛首相이 안이고서는 당분간이라도 出馬할만한 자신이 있는 인물은 없어보인다.
二. 전번 首相時 支那事變이 발생하였드니만큼 再出馬케 된 近衛首相으로서는 응당 자기가 뿌린 種子를 今般 기여코 성과를 거둘 결심이 있어 보이고, 또 바라는 바이다.

前波蘭註在滿洲國總領事 朴錫胤

東亞全民族의 希望.＜35＞

前朝鮮文人協會會長 李光洙

近衛首相의 사진이 신문에 난 것을 보고 안해는 그 용모가 朝鮮的이라고 평하였다.
近衛公爵은 아마 政界에 가장 팔자좋은 이러라고도 우리는 평하였다.
近衛公爵은 아모도 모르는 사람이 없지마는 그의 인생관, 汎博히 말하면 그 사상을 아는 이는 적은 모양이다. 그것은 公이 위대한 정치가인 所以일는지 모른다.
近衛公爵이 80歲가 되랴면 이제부터 30년인데, 이 30년이 我日本의 가장 중대한 시기일 것이오, 아마 이 시기의 중심인물은 近衛公일 것이다. 이 임무를 완수한 뒤에 한 閒養生活에 들어 西園寺만큼 사시기를 바란다.

大同鑛業株式會社社長 李鍾萬

新政治體制樹立이 오직 近衛首相에게 부여된 역할이다. 明日의 일은 明日로 미루어 두고 적어도 금일의 정국담당자로서는 가장 適任이다.

朝鮮語學會(獨逸哲學博士) 李克魯

힘찬 사람.

朝鮮日報編輯局長 咸尙勳

平和境에서 자라난 單純한 귀공자만은 아니다. 그러나 從來의 대혁명가 대정치가가 경험한 바와 가처 투쟁과 고난속에서 현재의 지위를 싸흔 것은 아니다. 그러므로 現在와 가티 軍部, 政黨 기타 온 勢力이 公을 支持할 때는 모르지만 중대난관에 처할 때엔 그것을 무난히 돌파할가. 다각적으로 접촉이 많고 또 사상이 固陋하지 않은 만큼 적당한 기회엔 정치적 비판자의 지위에 두게 함이 公을 위해서나 국가를 위해서나 유익이 아닐가.＜36＞

鮮滿拓殖會社參事 金東進

輓                                      近 我日本에는 미지수에 속하는 總理大臣이 많었으나 近衛公은 旣知數에 속하는 第一級의 인물인만치 국민의 信賴가 많다. 公은 방금 順風掛帆의 경지에 있으나 新體制정치의 강행에 당하여서는 자기반성을 요할 시기가 반듯이 迫到할 터인데 이 시기를 여하히 타개하겠는가. 公의 정치적 생명을 좌우하는 것일 게다.

辯護士 辛泰嶽

日本의 名門後裔로 位가 人爵을 極하였으니, 그 개인에게 무슨 사리사욕이야 있으랴마는 利慾만 없는 것이 정치가로의 조건이 아니니 그에게 좀더 일에 대한 迫力이 있으면 한다. 日本의 舊秩序의 최후의 維持者로 시대적 寵兒인 그의 등장은 變轉期에 처한 帝國의 현상과 照合할 때 실로 흥미있는 일이다.

永保合名會社重役 李定宰

支那事變처리와 新東亞건설에 매진할 강력정책의 실현을 열망하는 국민으로 하야곰 가장 신뢰 追從케할 제1인자의 정치가로 생각함니다.

醫學搏士 朴昌薰

참으로 깻긋한 야욕없는 훌륭한 사람이지요. 영웅이라 하는 사람은 타인보다 뛰여난 장점을 가진 반면에 타인이 갖지안은 약점을 잔득 갖는 것인데 近衛首相은 그와 달너서 약점이 적은 人으로 원만한 奇麗한 중심인물로 推戴할 수 있겠지요.

司空桓 ＜37＞

近 衛首相은 近衛東亞하고 遠和西域할 인격적 거물이다. 近衛內閣 再成立에 1億국민은 물론 세계 列國까지 禮讚不己하는 점으로 보아서 결코 힛틀러총통의 覇道行使와는 판이한 皇道精神 실천자이다.

滿鮮日報編輯局長 洪陽明

최근의 東京정국의 일은 新京에 안저서 잘 알 수가 없지마는 내각이 갈닐 때마다 近衛公의 출마가 軍官民 일치로 요망되여온 것을 보드래도 금일 전국민의 최대의 『홉』이 近衛公인 것만은 잘 알 수 있다. 이제 국민 재조직의 각광을 받고 大宰相으로써 시험대에 올너선 公에 대하여 무엇이라고 견해를 네리워 봄은 오히려 실례이고 결국 시간이 그의 지도자로서의 자격을 평가할 것이다.

京城中央放送局 李晶燮

1國1黨主義로 하여가지고 그 黨首로 하여금 總理大臣을 임명시키는 것이 엇더냐하는데 대해서 그러한 제도는 과거의 『大名』制와 가타서 幕府를 연상하는 것이므로 日本의 國體와 相容치 안는다는 近衛公의 의견을 신문에서 보고 그러한 정신으로 나간다면 신체제 확립운동도 큰 실수없시 성공허리라고 미더집니다. 자기의 행동을 비판적으로 관찰하는 점은 약점이라기보다도 장점인줄 압니다.

大同鑛業株式會社重役 李晟煥

昭和維新의 地均工事의 역할을 演하는 過程的 인물.

三千里社社長 金東煥

鎌倉別莊 큰거리로 휘파람 불며 流行歌를 口誦하면서 다녓다는 것과 제 아들을 新聞3面記者로 너헛다는 것과, 아츰에 늣잠자고 날마다＜38＞ 낫잠을 자고 등등, 그분은 公卿家의 형식과 규격의 탈을 버서 버리고 赤裸裸한 인간으로 살려함으로 보아 좋은 분이라 생각됨니다. 정치가로서의 성공여부는 오로지 이번 新體制수립에 있어 근로계급과 歸還將兵인 건전한 국민층의 의사를 어느 정도로 받어드리어 조직하는가 함에 달려있을 줄 압니다.＜39＞
＜35-39＞
