**Header Section:**
Magazine Title: 삼천리 제12권 제8호
Publication Date: 1940년 09월 01일
Article Title: 名畵의 印像 (Impressions of Masterpiece Films)
Author: 白鐵 (Paek Ch'ŏl), 李軒求 (Yi Hŏn-gu), 朴基采 (Pak Ki-ch'ae)
Article Type: 문예기타 (Arts/Culture Miscellaneous)

**Body Text Translation:**

Impressions of Masterpiece Films
Joyful Youth
Critic Paek Ch'ŏl

Among the films I have seen in recent years, the one that left the deepest impression on me was the French film "Joyful Youth" (즐거운 靑春).
This might not be because the work depicted a joyful youth as its cheerful title suggests, but rather because, betraying the title and the expectations of the general audience, it depicted the most miserable youth.

However, it's not simply about the content, or whether the subject matter taken as content was joyful youth or miserable youth. Rather, what compels us to admire this work seems to be its intellectual value. That is to say, through this work, the creator expressed the tragedy of intellectual life truly vividly and cruelly. This is not to say that intellectual life, viewed objectively, is the most rational and wise, thus its value lies necessarily in overcoming all non-intellectual life, nor does this work contain even a shred of the meaning that intellectual life is happy.

However, no matter how unpleasant, unhappy, and miserable the content of this work may be, <172> there is something that instills great conviction in us throughout viewing it. That is, even in cases where intellectual life cannot help but be defeated by other ways of life, we are always made to believe that the intellectual approach is right and to trust in its victory. Furthermore, the creator themselves set the theme that this intellectualism must achieve ultimate victory.

We don't know how the direction of French films will change now that France has been defeated in this Second World War, but it seems that the common worldview among France's top cultural figures until now lay in trusting the intellectual. The declaration by a writer like Valéry (바레리-) that humanity's final religion lies in intellectual union is thought to have arisen from such a worldview trusting the intellectual, and the formation of the so-called Intellectual Association (知的協會) years ago, centered around Parisian cultural figures, is also considered deeply interesting in that respect. This work, "Joyful Youth," was also one of the outstanding works belonging to such an intellectual system. The creator is convinced of life's victory through the intellectual. In this work, contrasting with the sentimental and weak male protagonist who cannot bear the excessive circumstances around him and commits suicide, the female protagonist endures the miserable tragedy, overcomes it, and goes on to succeed as a scientist—this life truly faithfully expressed the shining value of intellectual life. And it is thought that works depicting the intellectual in this way were simultaneously the most cutting-edge and central works of French cinema up to now.

Compared to this work, the German film "Life's Mockery" (人生의 愚弄), recently released in Kyŏngsŏng (京城), was a work of good contrast, similar in subject matter but opposite in direction.
The female protagonist makes a mistake at the very beginning of her journey in life, causing both the man and the female protagonist to suffer, which is a very good trend up to that point, but the failure to handle this suffering rationally was a critical flaw that turned this work into a failure (駄作). Of course, the creator initially set the female protagonist and the male protagonist in opposition, presenting the male protagonist first as a model of a rational person (理性人) and even hinting at granting him superiority, <173> but ultimately concluded with the defeat of that reason. The dialogue in the work, especially the male protagonist's advice to the female protagonist, "Life's experiences—even failed ones—can become good lessons for life if used rationally," or the old servant's words, "Change your expression and make a fresh start," are very meaningful lines, yet none of them were ultimately brought to life. That is, this creator did not utilize the superiority of reason as the theme of this work.

Perhaps some might say that therein lies the characteristic of German cinema, but I believe the strength of German works lies not in such passive points but in other aspects. For example, "Until the Last Soldier" (최후의 一兵까지) is a work where the characteristics of German cinema effectively appeared.
In the conversation about Major Linden (린덴 少佐), who is drawing up plans in the general staff office, there's a line: "Major Linden's plan has now become a part of his flesh and blood. He cannot rest until he puts it into practice." Likewise, the willful execution of one's convictions permeates this entire work, which takes the all-out offensive of the so-called "Michael Plan" (미히야에루 계획) as its theme.
When this Michael Plan succeeded, the commander's words, "Our value should be measured not by the magnitude of victory but by the depth of sacrifice," were lines that resonated with truth.

Generally, when we watch foreign films, we can distinguish three types. First, like the aforementioned French films, there is admiration for the intellectual and cultured aspects. Second, in German films like "Burgtheater" (부르-그劇場), there is admiration for the character-driven, willful aspects. Third are American films, for example, thrillers like "Hurricane" (하리켄) or "Test Pilot" (테스트 파이롯트), and the recent series of suspenseful crime stories like "Trade Winds" (貿易風), and other gangster films (깽영화). Among these, what the so-called intellectual audience prefers seems to be French cinema. Indeed, the number of French masterpieces that have captivated us in recent years, from "Paris Festival" (巴里祭) to the recent "Travelling People" (旅行하는 사람들), has been truly considerable.

As an aside, I watched the recent screening of Olympia Part 1, "Festival of Nations" (民族の祭典), with great emotion. The excellence of this film lies not merely in chronicling the scenes of the games as a documentary but in connecting the athletes and the audience, unifying them, and featuring a protagonist figure like Hitler (히틀러-) amidst it all. Above all, it lay in Ms. Riefenstahl's (레니 여사) impartial directorial spirit towards the athletes of each nation. <174>

Seven Days' Leave · Festival of Nations
Critic Yi Hŏn-gu

"Seven Days' Leave" (7日間의 休暇) is one of the very flavorful American films I've seen recently. Perhaps because the original work is by the modern British playwright J.M. Barrie (젬스·배리-), it somehow feels like watching a modern play in a small theater. The number of characters is extremely small, and although it takes war as its subject, it doesn't exude the smell of war at all—rather, the exquisite skill in harmonizing war with human life or psychology was abundant. Human loneliness—the earnest and pressing emotion of wanting to experience being treated as a human being and even feel affection throughout one's life—the female protagonist in this work, a woman who has spent her entire life as a maid without tasting the warmth of human kindness, finds that when war breaks out, others live in the overwhelming glory of having offered their sons to the country and the pride of one person giving their life, while she alone has no way to do anything with her own self. She arbitrarily adopts a hero from the front lines reported in the newspaper as her son, yet to this hero whom she neither knows nor has seen (played by Gary Cooper (게-리·쿠-퍼)), she camouflages herself as a beautiful woman from London (론돈), sending letters and gifts, pouring out her affection... In this way, the work unfolds in extreme quietness, without a single loud noise.
The dramatic atmosphere that arises after the imaginary son returns to London, the gradual and natural development of the shift in the degree of affection—without loudly debating human feelings or dragging events around ostentatiously, this play is presented most simply and naturally in some London basement. It's likely not often that a work allows one to perceive life's genuine humor so well, achieving suitability among the director, original author, and lead actor.

Festival of Nations (民族の祭典)
This is a work already being loudly talked about in Korea (朝鮮). This work possesses immense popular appeal, that is, promotional value. Frankly, what I felt at this screening were the collection of Hitler's (히틀러-) expressions, the swift feet of athlete Son Ki-jŏng (孫基禎) running, Owens' (오웬스) tense and anxious excitement just before the start, the tension, and the emotionally moving scenes I feel today seeing the Polish (波蘭) female discus thrower among athletes from countries like Poland and Hungary (洪牙利).
I don't want to lavish praise <175> unduly on Ms. Riefenstahl's (리-펜스탈 여사) dedicated efforts in mobilizing hundreds of cameras to capture this much of the expression of moving power in this global dramatic spectacle.
However, I wonder if the film might have achieved perfection as a documentary had the mix-up between its documentary and dramatic film aspects been resolved, or if the characteristics of the expressions of the cheering crowds from various countries or various snapshots of the audience had been brought out more. Of course, the dominating sense of superiority of the German spirit—the Nazi spirit—manifested in this film must have led to it bearing the title "Festival of Nations." One can gain from this film the pleasure of momentarily forgetting everything else and gazing at the expression of vibrant bodies. It is a work to be praised along with the healthy sensibilities of modern people who can laugh, frown, despair, and feel anxious along with Hitler's various expressions.

Prison Without Bars
Film Director Pak Ki-ch'ae

When I watch a film, regardless of what others say, if I myself am moved, stimulated, and the film remains in my memory, then for me, that film cannot be anything but a masterpiece.
There are more than one or two such memorable films, but among them, I choose to discuss the recently screened "Prison Without Bars" (鐵窓 없는 監獄).
"Prison Without Bars" is the second film by Léonide Moguy (레오니-드·모기), who suddenly appeared like a comet in the French film world from which René Clair (루네그레-르?) and Jacques Feyder (작크페-데?) had disappeared.
In this film, I saw the beautiful realization of spirit centered on powerful education through affection, something I hadn't seen in French films until now, and I saw that the view of life and society expressed therein, while being a new creation, was firmly pressed against stark reality.
The theme of this film is to make the protagonist, Yvonne (이본누), the new head of a reformatory (感化院), <176> walk a path most humanly unfortunate, away from the prescribed ordinary happiness of humans.
Until now, the scope depicted by French films, while pursuing humanity, never quite reached society. In order to pursue humanity, society was abstracted, humans placed within it, and slowly analyzed, so the eventual result of analysis and pursuit was limited only to humanity, forgetting criticism of society.
However, "Prison Without Bars" can be called a film that pursued criticism of society while also pursuing humanity.
The two main characters of this film are Yvonne, the head of the reformatory, and Nelly (네리-), a girl in the reformatory. Yvonne is the essential protagonist, and Nelly can be called the protagonist in terms of action, meant to depict the main character.
There were many differing opinions circulating about the content of this film, but from this film, I learned how precious youth is to life, and also how important education through affection is.
Even if Yvonne's tragedy was not a great social tragedy but merely a human one, this specificity of pursuing social issues was a rare sight in French cinema.
Human good and evil are determined by the environment; they are by no means determined innately.
That the happiness of Nelly, in her most sensitive girlhood, was determined was also a beautiful sacrifice of the human spirit stemming from Yvonne's education through affection.
Initially, regarding the positions of happiness for Yvonne and Nelly, the world acknowledged Yvonne's happiness but did not acknowledge Nelly's.
Happiness is hard to grasp but easy to let slip away. <177>
Nelly arduously grasped the happiness that easily slipped away from Yvonne.
However, in this film, when Nelly's new happiness was determined and Yvonne's lonely youth was defined, I sympathized more with Yvonne's lonely youth than congratulated Nelly's happiness.
The reasons this film succeeded were its uniqueness in taking a reformatory as its subject and director Léonide Moguy's coolness, affirming the tragedy of the film's protagonist to an extent unseen in previous French films.
As an 18-year-old girl who graduated from Lemonnier's(?) acting school last year and appeared for the first time in "Prison Without Bars," she debuted with an innate fresh charm and splendid acting that other actresses up to now could not follow.
Encountering an actress like Corinne Luchaire (코린느르셀) in this film was also a great joy for me. -End- <178>

**Summary**

This 1940 article compiles reviews of several foreign films by three Korean critics: Paek Ch'ŏl, Yi Hŏn-gu, and Pak Ki-ch'ae. Paek Ch'ŏl discusses French intellectualism in "Joyful Youth" and contrasts it with German emotionalism/willpower in "Life's Mockery" and "Until the Last Soldier," favoring the French style. Yi Hŏn-gu praises the subtle humanism of the American film "Seven Days' Leave" and comments on the powerful visuals and Nazi propaganda elements in the German documentary "Festival of Nations." Pak Ki-ch'ae analyzes the French film "Prison Without Bars," highlighting its focus on education through affection and its rare engagement with social issues alongside human psychology. The critics collectively reflect on perceived national characteristics in filmmaking (French intellectualism, German willpower, American thrills/sentiment) and express preferences, particularly for French cinema among intellectuals. For historians, this article offers a valuable glimpse into Korean intellectual life under Japanese rule, showing engagement with international culture (specifically European and American cinema) and the formation of cultural critiques reflecting contemporary global events (WWII, Nazism). The specific mention of Son Ki-jŏng in "Olympia" and the general discussion of national traits in art provide insight into colonial-era Korean perspectives on identity, culture, and the outside world.

**Named Entities**

白鐵	백철	Paek Ch'ŏl
생동하는	생동하는	Vibrant, lively
육체	육체	Body, flesh
표현	표현	Expression
잠시	잠시	For a moment
바라불	바라볼	To gaze at, look at (older form?)
쾌감	쾌감	Pleasure, pleasant feeling
찡그리고	찡그리고	Frowning
실망하고	실망하고	Being disappointed
건전한	건전한	Healthy, sound
감각	감각	Sense, sensation
生理	생리	Physiology / disposition
讚揚될	찬양될	To be praised
鐵窓	철창	Iron bars (of a prison window)
監獄	감옥	Prison
무어라고	무어라고	Whatever (older form of 뭐라고)
스스로	스스로	Oneself
감격	감격	Being deeply moved
자극	자극	Stimulus, stimulation
기억	기억	Memory
걸작	걸작	Masterpiece
돌연히	돌연히	Suddenly
혜성	혜성	Comet
애정교육	애정 교육	Education through affection
중심으로서	중심으로서	As the center
아름다운	아름다운	Beautiful
정신	정신	Spirit, mind
實證	실증	Actual proof, verification
사회관	사회관	View of society
창조	창조	Creation
엄연한	엄연한	Stern, stark, undeniable
현실	현실	Reality
강박하였든	강박하였던	Pressed hard against, constrained (older form)
感化院	감화원	Reformatory, correctional institution
新院長	신원장	New director/head
규정된	규정된	Prescribed, defined
평범한	평범한	Ordinary, common
행복	행복	Happiness
불행한	불행한	Unhappy, unfortunate
것게 함이	걷게 함이	Making (someone) walk (a path) (older form)
묘사한	묘사한	Depicted, described
범위	범위	Scope, range
인간성	인간성	Humanity, human nature
追及	추급	Pursuit, investigation
결코	결코	Never
추상적	추상적	Abstract
분석	분석	Analysis
망각해	망각해	Forgetting
능히	능히	Capably, sufficiently
비판	비판	Criticism
본질적	본질적	Essential
행동상	행동상	In terms of action
항간에선	항간에선	Among the public, popularly
이론	이론	Theory, argument, opinion
만혔으나	많았으나	Although there were many (older form)
귀중하다는	귀중하다는	That it is precious
중대하다는	중대하다는	That it is important
알었고	알았고	Knew, learned (older form)
사회적	사회적	Social
인간적	인간적	Human
불과했다	불과했다	Was merely, was only
하드라도	하더라도	Even if (older form)
特異性	특이성	Uniqueness, peculiarity
드믄	드문	Rare, uncommon
선악	선악	Good and evil
환경	환경	Environment
선천적	선천적	Innate, congenital
다감한	다감한	Sensitive, emotional
소녀시절	소녀 시절	Girlhood
발로된	발로된	Stemming from, originating from
희생	희생	Sacrifice
당초	당초	Initially, at first
위치	위치	Position, location
세상	세상	World
認證	인증	Acknowledgement, recognition
잡히기는	잡히기는	Being caught/grasped
어려우나	어려우나	Although difficult
다러나기는	달아나기는	Running away, escaping (older form of 달아나기는)
쉽다	쉽다	Is easy
어려웁게	어렵게	With difficulty (older form)
잡었다	잡았다	Caught, grasped (older form)
외로운	외로운	Lonely
축하	축하	Congratulation
동정	동정	Sympathy
원인	원인	Cause, reason
연출자	연출자	Director (stage/film)
냉정함	냉정함	Coolness, composure
在來	재래	Conventional, existing
긍정하였음	긍정하였음	Affirming, acknowledging
졸업하고	졸업하고	Graduating
출연	출연	Appearance (in film/play)
다른	다른	Other
여배우	여배우	Actress
追隨할 수 없을 만큼	추수할 수 없을 만큼	To the extent that (they) cannot follow/match
淸新한	청신한	Fresh, novel
매력	매력	Charm, appeal
훌륭한	훌륭한	Splendid, excellent
연기	연기	Acting, performance
접한	접한	Encountered, met
기쁨	기쁨	Joy, pleasure


---------------------------


잡지명	삼천리 제12권 제8호
발행일	1940년 09월 01일
기사제목	名畵의 印像
기사형태	문예기타

名畵의 印像
즐거운 靑春
評論家 白鐵
내가 近年에 본 영화 중에서 그 중 내 인상 속에 깊이 남은 작품은 佛蘭西영화인 「즐거운 靑春」이었다.
그것은 이 작품이 명랑한 제목대로 내용에서 즐거운 청춘을 그린 탓이 아니라 그 제목과 대중적인 관중의 기대를 배반하고 가장 참혹한 청춘을 그려 노았든 탓인지 모른다.
그러나 그 내용, 혹은 그 내용으로서 취한 소재가 즐거운 청춘이라든가 혹은 참혹한 청춘이라든가의 단순한 조건을 말할 것은 아니다. 그보다도 우리들이 이 작품에 감복하지 않을 수 없는 것은 그 知的인 가치 때문인 것 갓다. 말하자면 작자는 이 작품을 통하여 知的인 생활의 비극을 실로 극명하게 잔학하게 표현해 노았다. 그것은 知的인 생활이 객관적으로 볼 때는 가장 합리적이요 현명한 때문에 반듯이 非知的인 모든 생활을 극복하는 곳에 그 가치가 있는 것도 아니오 함을며 知的인 생활이 행복되다는 의미는 이 작품에는 조곰도 없다.
그러나 이 작품의 내용이 아무리 즐겁질 못하고 불행하고 비참하다고 하더라도＜172＞ 여기에는 이 작품을 보는 始終을 통하여 우리들에게 큰 신념을 가지게 하는 것이 있는데 그것은 아모리 知的인 생활이 다른 생활 때문에 패배되지 않을 수 없는 경우에도 우리들은 항상 그 知的인 것이 정당하고 그 知的인데 승리를 믿게 하는 것 그리고 작자 자신도 이 知的인 것이 최후의 승리를 얻지 않으면 안된다는데 테-마를 정했다는 것이다.
이번 제2차 전쟁에 敗北을 한 佛蘭西 영화가 今後에 있어는 그 작품방향이 어떻게 변할는지 모르나 지금까지 佛蘭西 최고 문화인의 공통적인 세계관이란 것은 그 知的인 것을 신뢰하는 곳에 있었다고 보여진다. 바레리-같은 작가가 인류의 최종의 종교는 知的인 결합에 있다고 말한 것도 이런 知的인 것을 신뢰하는 세계관에서 일어난 선언이었다고 생각이 되거니와 이른바 年前의 知的協會의 결성이 巴里 문화인을 중심하게 된 것도 그 점에서 흥미가 깊다고 생각한다. 이 「즐거운 靑春」이란 작품도 역시 그런 知的인 것을 體系에 속하는 우수한 작품의 하나였다. 작자는 그 知的인 것에 인생의 승리를 확신하는 것인데 이 작품 중에서 성격이 感傷的이오 약한 男주인공은 자기 주위의 그 과중한 事情에 못견디고 자살을 하는 일면과 대립하여 女주인공이 그 비참한 비극을 인내하고 익여 나가서 과학자로서 성공하는 데까지 나가는 생활이란 실로 知的인 생활의 빛나는 가치를 충실히 표현한 것이었다. 그리고 이와 같이 知的인 것을 그린 작품이 지금까지의 佛蘭西 영화의 최첨단의 작품인 동시에 중심이 된 작품이라고 생각이 된다.
이 작품과 비교해서 최근에 京城서 封切된 「人生의 愚弄」이란 獨逸 영화란 그 내용의 取材가 서로 유사하면서도 그 방향은 서로 반대되는 好對照의 작품이었다.
女주인공이 인생으로 출발한 첫 장면에서 일차 실수한 것 때문에, 남자도 고민하고 女主公도 고민하는 것까지는 대단히 좋은 경향이나 그 고민을 이성적으로 살니지 못한 것은 이 작품이 駄作으로 된 중대한 결함이었다. 물론 작자는 女주인공과 男주인공을 일차는 대립시켜서 위선 그 男주인공을 理性人의 型으로 내세우고 그 男주인공에게 우위를 許하는 듯한 암시까지 보혔으나＜173＞ 결국은 그 理性의 敗北에 결말을 지었든 것이다. 그 작중의 다이아-로- 그 중에도 女주인공에게 대해서 男주인공이 하는 말 「인생은 모든 경험을 - 가령 그것이 실패된 경험이라도 그것을 理性的으로 잘 이용하면 인생의 좋은 교훈이 될 수 있다」고 충고하는 말이라든가 또는 늙은 下僕이 「당신은 표정을 고처 가지고 재출발을 하시오」 하는 말같은 것이 대단히 뜻이 깊은 대화인데도 그 대화는 결국 하나도 살니지를 않었다. 즉 이 작자는 이성의 우월성을 이 작품의 주제로서 살니지 않었든 것이다.
혹은 그 점에 獨逸 영화의 특색이 있다고 할 사람이 있을는지 모르나 그러나 獨逸 작품의 特長은 이런 소극적인 점에 있질 않고 딴 방면에 있다고 생각이 된다. 예를 들면 「최후의 一兵까지」 같은 것은 獨逸 영화로서 특색이 효과적으로 나타난 작품이다.
그 참모부에서 계획을 세우고 있는 「린덴」少佐에 대한 대화 중에 「린덴少佐의 계획은 지금 그의 혈육의 일부분이 되였습니다. 그는 지금 실천해 보지 않고는 백이지 못합니다」 라는 말이 있는데 그와 같이 소신을 실행하는 의지적인 것이 이른바 「미히야에루 계획」의 總攻擊戰을 주제로 삼은 이 작품 全面篇을 貫流한 것었이다.
이 미히야에루 계획이 성공한 때에 사령관이 하는 말 「우리들의 가치는 승리의 대소에 있는 것이 아니라 희생의 深淺에 의지하여 헤아리야 한다」는 말로 진리와 통하는 대사였다.
대체로 우리들이 외국 영화를 볼 때에 세 가지 型을 갈너서 볼 수가 있는데 하나는 몬저 말한 佛蘭西 영화와 같이 그 知的인 것과 교양에 대한 感服이 한가지로 다음은 獨逸 영화에서 「부르-그劇場」과 같은 성격적인 의지적인 곳에서 感服을 하는 것이요 셋째는 아메리카 영화 예를 들면 「하리켄」이나 「테스트 파이롯트」같은 스릴영화와 최근의 「貿易風」과 같은 일련의 사스펜스의 범죄이야기 기타의 깽영화라고 볼 수 있는데 그 중에서 이른바 지식층의 관중들이 좋아하는 것은 역시 佛蘭西영화가 아닌가 생각한다. 사실 근년에 있어 우리들을 미혹시켜온 모든 佛蘭西의 名畵들 巴里祭 이래로 최근의 「旅行하는 사람들」에 이르기까지 그 數는 실로 적지 않은 것이였다.
딴말 같지만 최근에 試寫가 있은 오림피아의 제1부 「民族의 祭典」은 대단히 감격 깊이 보았다. 이 영화의 우수한 점은 단순히 기록영화로서 경기의 광경을 追描하지 않고 경기인과 관중을 聯絡시켜서 통일시키는 가운데 히틀러-같은 인물의 주인공을 등장시킨 곳에 있다. 무엇보다도 각 민족 경기인에 대한 레니 여사의 공평한 監督정신에 있었다.＜174＞

七日間의 休暇·民族의 祭典
評論家 李軒求

7日間의 休暇는 근래에 본 米國 영화로는 매우 滋味있는 작품 중의 하나이다. 原作이 英國의 근대 극작가 「젬스·배리-」인 관계도 있지만 어쩐지 小劇場에 앉어서 近代劇을 구경하는 느낌이 있다. 등장하는 사람도 극히 少數요 전쟁을 취재하였어도 조금도 전쟁 냄새는 풍기지않은채-아니 전쟁을 인간생활 우에 또는 心理 우에 합치시킨 점의 묘미가 충분하였다. 인간의 고독-인간이 일생을 통하야서 인간으로서의 대접과 또 애정까지를 느끼여 보고 싶다는 절실하고도 치바치는 감정-이 작품에 나오는 女주인공, 한평생 하녀로 지내면서 이렇다할 인정의 따뜻한 맛을 보지 못해 온 한 여인이 전쟁이 이러나고 보니 남들은 아들을 나라에 바첬다는 그러한 벅찬 光榮과 한 사람 목슬 다하고 있다는 자랑속에서 사는데 자기만이 자기 한 몸을 어찌 할 도리가 없어 스사로 新聞紙上의 한 戰線의 勇士를 아들로 삼고 그러나 알도 보도 못한 그 勇士(게-리·쿠-퍼役)에게는 자기를 「론돈」의 아름다운 여인으로 「카무풀라-쥬」해서 편지나 선물을 보내여 愛撫의 情을 다하고... 이렇게하야 이 작품은 지극히 고요한 가운데서 큰 소리 하나 없이 풀려저 나간다.
그 假想의 아들이 倫敦으로 돌아온 以后에 생기는 劇的 분위기, 자연스럽게 차차로 전개되여 가는 愛情의 度의 전환-소리처 인정을 논하지 않고 거치장스럽게 사건를 이리 저리 끌고다니지 아니 하고 倫敦의 어느 지하실에서 이 연극은 가장 소박한 채 또 가장 자연스럽게 전시된다. 감독과 원작과 主演者의 적합을 얻어 이만큼 인생의 진실한 유-모어를 感得케한 작품도 그리 많지는 않을 것이다.

民族의 祭典
임이 朝鮮에서도 宏壯히 떠들어 대고 있는 작품이다. 이 작품에는 대중적이란 것, 즉 선전가치라는 것을 宏壯히 갖일 수 있다. 나는 卒直히 말하여 이 試寫會에서 「히틀러-」의 表情集과 孫基禎 선수의 달리는 駿足과 그리고 「오웬스」의 긴장하고도 초조한 스타트 직전의 흥분, 긴장, 그리고 波蘭, 洪牙利 이런 나라 선수 중에도 波蘭의 여자 圓盤投彈을 오늘에 보고 느끼는 감격적 씨인 등이였다.
이 한 작품을 맹글기 위해서 百臺의＜175＞ 카메라가 등장되고 이 세계적인 극적 광경 움지기는 힘의 표정-을 이만큼 收路한 리-펜스탈여사의 혼신적 노력 등에 대해서 區區히 讚辭을 너러놓고 십지는 않다.
다만 이 영화가 기록적인 것과 극영화적인 것과 구성이 혼돈된 점, 또는 각국 응원군중의 표정의 特長이라거나 관중의 가지가지의 스냅이 더 한층 살었드라면 기록영화로서의 완벽이 아니였을까 생각된다. 물론 이 영화에 나타난 獨逸魂-나치스魂-의 制覇的인 우월감이 드듸여는 「民族의 祭典」이라는 「타이틀」을 질머지고 나오게 된 것이리라. 생동하는 육체의 표현 그 앞에 잠시 보는 것을 잊어 바리고 바라불 수 있는 쾌감을 이 영화에서 얻을 수 있다. 「히틀러」의 가지가지의 표정과 더부러 웃고 찡그리고 실망하고 초조해 하는 그런 건전한 감각을 가질 수 있는 현대인의 生理와 더부러 讚揚될 작품이다.

鐵窓 없는 監獄
映畵監督 朴基采
하나의 영화를 보고 다른 사람은 무어라고 말을 하든 자기 스스로 감격을 하고 자극을 받고 그 영화가 기억에 남는다면 나에겐 그 영화가 걸작이 아닐 수 없다.
이 기억에 남은 영화가 하나 둘이 아니지만 나는 그 가운데서도 최근에 상영된 「鐵窓 없는 監獄」을 들기로 한다.
루네그레-르와 작크페-데가 없어진 佛蘭西 영화계에 돌연히 혜성과 같이 나타난 레오니-드·모기의 제2회 작품이 곧 「鐵窓없는 監獄」이다.
이 영화에서 나는 지금것 佛蘭西 영화에서 보지 못한 힘있는 애정교육을 중심으로서 아름다운 정신의 實證을 보았고, 거기에 표현된 인생관이나 사회관이 새로운 창조이었으면서도 엄연한 현실에 강박하였든 것을 보았다.
이 영화는 感化院 新院長 이본누란＜176＞ 주인공을 인간의 규정된 평범한 행복에서 가장 인간적으로 불행한 길을 것게 함이 이 영화의 주제이다.
이금까지 佛蘭西 영화가 묘사한 범위는 인간성에 追及을 하면서도 결코 사회에 追及은 하지 못했다. 인간성을 追及하기 위하여 사회에 인간을 추상적으로 두고 서서히 분석을 하였기 때문에 결국 분석되고 追及된 결과는 인간성에만 한했을 뿐이요 사회에 대한 비판은 망각해 버렸든 것이다.
그러나 「鐵窓 없는 監獄」은 인간성을 追及하면서도 능히 사회에 대한 비판을 追及한 영화라고 말할 수 있다.
이 영화의 두 주인공 하나는 感化院 院長 이본누, 또 하나는 感化院 소녀 네리-, 이본누는 본질적인 주인공이요, 네리-는 주인공을 묘사하기 위한 행동상의 주인공이라고 말할 수 있다.
항간에선 이 영화의 내용에 여러 가지 이론이 만혔으나 나는 이 영화에서 청춘이란 것이 인생에게 얼마나 귀중하다는 것을 알었고 愛情敎育이란 것이 얼마나 중대하다는 것도 알었다.
이본누의 비극이 큰 사회적 비극이 아니었고 한 인간적인 비극에 불과했다 하드라도 佛蘭西영화에서 이만큼 사회문제에 追及한 特異性은 보기 드믄 일이었다.
인간의 선악이라는 것은 그 환경에서 규정되는 것이며 결코 선천적으로 규정되어 있는 것은 아니다.
가장 다감한 소녀시절의 네리-의 행복이 규정된 것도 이본누의 愛情敎育에서 발로된 인간정신의 아름다운 희생이었다.
당초 이본누와 네리-의 행복의 위치에 있어서 세상 사람들이 이본누의 행복은 認證을 하였었으나 네리-의 행복은 認證을 안 했다.
행복이란 것은 잡히기는 어려우나 다러나기는 쉽다.＜177＞
이본누에게서 쉽게 다러난 행복을 네리-는 어려웁게 잡었다.
그러나 나는 이 영화에서 네리-의 새로운 행복이 규정되고 이본누의 외로운 청춘이 규정될 때 네리-의 행복에 대한 축하보다도 이본누의 외로운 청춘에 동정을 하였다.
이 영화가 성공을 하게 된 원인은 感化院을 주제로 한 특이성을 가진 것과 연출자 레오니-드 모기의 냉정함이 在來의 佛蘭西영화에서 보지 못할만큼 이 영화의 주인공에 대한 비극을 긍정하였음에 있다.
금년 18세의 소녀로서 작년 레몬르로-의 연극학교를 졸업하고 이번 처음으로 「鐵窓 없는 監獄」에 출연을 하였으나 지금까지의 다른 여배우가 追隨할 수 없을 만큼 선천적인 淸新한 매력과 훌륭한 연기로서 등장을 하였다.
나는 이 영화에서 코린느르셀과 같은 여배우를 접한 것도 큰 기쁨이였다.  -끝- ＜178＞
＜172-178＞
