Magazine Title: 삼천리 第12卷 第8號
Publication Date: 1940년 09월 01일 (September 1, 1940)
Article Title: 朝鮮의 文學과 美術工藝, 柳宗悅·秋田雨雀 兩氏의 對話錄 (The Literature, Art, and Crafts of Chosŏn: A Dialogue Between Mr. Yanagi Sōetsu and Mr. Akita Ujaku)
Article Type: 대담·좌담 (Dialogue/Roundtable Discussion)

Reporter - One evening in Tokyo, we invited Mr. Yanagi Sōetsu, a former professor at Tōyō University, and Mr. Akita Ujaku, the leader of the Shinkyō Theatre Troupe (新協劇團), both of whom have a deep interest in the literature, art, and crafts of Chosŏn (朝鮮), to hear their conversation. This transcript is a record of that evening.

Akita Ujaku - Mr. Yanagi, you have traveled to Chosŏn many times, haven't you?

Yanagi Sōetsu - Yes, several times. I had an interest in researching Chosŏn, but I also have personal connections. My sister is married to an administrative official in the Government-General (總督府). Also, it was a while ago, but when I first wrote about Chosŏn in the Yomiuri Shimbun (讀賣新聞), I made many Chosŏn friends.

Akita - Are the old craft items and such well preserved?

Yanagi - Governor-General Terauchi (寺內總督) was quite interested in art, you see. He undertook the repair of Sŏkkuram (石窟庵), the publication of books about historical sites, and the construction of museums. Thanks to the efforts of subsequent Governors-General and the Office of the Yi Royal Family (李王職), things have been relatively well preserved, but items from the Yi Dynasty (李朝時代) period have been largely neglected (閑却). That's why I once established a small Chosŏn Folk Art Museum (朝鮮民族美術舘) in Chipkyŏngdang (緝敬堂) behind the Government-General building and gathered a small collection there.

Akita - I've heard much about that. By the way, what are the characteristic features of Yi Dynasty items?

Yanagi - Koryŏ (高麗) items are of the celadon (靑磁) type, and entering the Yi Dynasty, under the influence of Ming (明), (122) underglaze blue porcelain (染付) using natural cobalt (吳州) developed. Besides that, techniques like firing to produce red color, known as *chinsha* (辰砂), and using iron to create black color developed. These also exist in China (支那), but they were perfected during the Yi Dynasty. Generally, items from before the Yi Dynasty are few. There are no Silla (新羅) paintings other than those in ancient tombs (古墳).

Akita - Why were they not preserved so well?

Yanagi - Preservation is poor. While paintings might get damaged by being exposed to rain, generally, Chosŏn people have little interest in artifacts (器物). Wouldn't the reason be that old artifacts mostly come from tombs (墓)? Chosŏn people have a custom of disliking bringing things from inside a tomb into their homes. Another reason is that since the Yi Dynasty, artifacts were made by the hands of lowly craftsmen (職人), so they were not considered precious (尊貴). Recently, Chosŏn people have taken an interest in these old items, and many collectors (蒐集家) have emerged. Generally, such work, for convenience of investigation and other reasons, should be done by local people. Because there were good things in the old times, meaning Chosŏn had the power to produce good things, I believe it is our duty as friends to research how this power can be developed. For that reason, we must investigate what kind of work current Chosŏn is doing, what level of capability it has, what materials are available, and what exists in which region.

Akita - I understand the greatness of the Chosŏn people's artistic production capability, but do they have the power to create new things in the future?

Yanagi - The techniques (手法) remain. There is no place that preserves tradition like Chosŏn. Therefore, they should have the power to create new things based on the old. However, in the current state, it is somewhat difficult to develop it as an industry. Mass production is not possible, and production is not systematic. For industrial development, the Provincial Office (道廳) should provide protection. Even if Chosŏn people try to make things assimilated to the Mainland (內地化), it won't work. They will lose in the competition. They must make Chosŏn-style things systematically.

Yanagi - By the way, what connection (123) brings you to have an interest in Chosŏn?

Akita - About 40 years ago now, after Kim Okkyun (金玉均) came, many Chosŏn exiles came to the Mainland (內地). I was 16 or 17 at the time and was associated with a couple of politicians, so I had opportunities to interact with these exiles, and they were very fine people. Of course, there were many Mainland people (內地人) who sympathized with Chosŏn and Chosŏn people from a humanitarian standpoint, but among them were also people who interacted for policy reasons. Both aspects became known even to my young mind, to the point where I felt righteous indignation (義憤). Much later, I interacted with young people who came to study theatre. Hyŏn Ch'ŏl (玄哲), the founder of Chosŏn's New Theatre (新劇), came to Shimamura Hōgetsu's (島村胞月) Art Theatre (藝術座) to study acting, but because his national language (國語 - Japanese) wasn't sufficient, he was given non-speaking roles on stage. He was smart, and upon returning to Chosŏn, he started the New Theatre. At the Tsukiji Little Theatre (築地小劇場), people like Hong Haesŏng (洪海星) came and stayed. Through interaction with such individuals, I newly developed an interest in Chosŏn. During the time when tendency thought (경향적 사상 - likely referring to proletarian/leftist thought) influenced theatre or literature, there were many young writers, and I felt the same way about those youths as I did about the earlier exiles. At that time, the youths on the Mainland and those from Chosŏn often discussed each other's flaws, but ultimately, it didn't go beyond confessing the flaws they themselves possessed, and I realized that the good and bad points of their characters were remarkably similar.

Due to these experiences, while I longed to go to Chosŏn, I never had the chance. Even when I went to Russia (露西亞) for theatre research, I just passed through Chosŏn. I remember a young Mainland Christian bringing weeds from Chosŏn onto the train, which I took all the way to Russia. Recently, when the "Tale of Ch'unhyang" (春香傳) was staged, I went to Chosŏn for the first time in the capacity of a leader to see it.

Yanagi - Then, did you see Namwŏn (南原)?

Akita - No. It's regrettable that I couldn't go. Rather than just gaining interest in Chosŏn after visiting, I came to think more deeply about Chosŏn. I am now reading the Nihon Shoki (日本書紀) and other texts, investigating the relationship between the Mainland and Chosŏn, and it is gratifying that new literature has recently sprung up (勃興) in Chosŏn. I believe this will provide good stimulation (刺戟) to the Mainland. I am very pleased to have discovered that Chosŏn people possess literary creativity, an eye for observing life directly, and excellent methods of expression. (124)

Yanagi - The relationship between the Mainland and Chosŏn seems to have been deep since ancient times.

Akita - Yes, although predecessors have already done this work, if you read the classics carefully (丹念히), for example, even reading the Nihon Shoki, it appears the ethnic and cultural relationship between the Mainland and Chosŏn is much deeper than previously vaguely thought. Even based solely on what appears in those documents, one can clearly see how ancient Mainland culture received the blessings of Chosŏn culture. Reading the Nihon Shoki, the Man'yōshū (萬葉集), etc., there are words one simply cannot understand. Only later, by checking (照會) them against the Chosŏn language, did I finally understand them. There are many places in the classics where the Chosŏn language is recorded as is. This, needless to say, indicates (示하고) the deep relationship with Silla (新羅), Paekche (百濟), and Koguryŏ (高句麗). Not only in records, but—this is your specialty—there is almost nothing among ancient tombs (古墳) and other remains that doesn't show Chosŏn's influence. The depth of the relationship between the Mainland and Chosŏn is beyond our imagination. Leaving ancient times aside, even looking at modern life relations, isn't it our feeling that we sense a kind of solidarity, like something of our own, which we cannot critique with a cool head? Culturally, it goes without saying, but the exchange between Chosŏn and the Mainland becoming the foundation of life in a broad sense provides good social stimulation as well. When I traveled in Chosŏn, there was the issue of language, and I once had a roundtable discussion with young literary figures where Chosŏn writers debated whether to write works in the national language (國語 - Japanese) or the Chosŏn language (朝鮮語). My personal thought is that Chosŏn's culture and language must be preserved, and furthermore, good literature must be produced through them. Recently, three books came into my hands: "Representative Collection of Chosŏn Short Stories" (朝鮮小說代表作集), "Selected Works of Chosŏn Literature" (朝鮮文學選集) Volume 1, and Mr. Yi Kwangsu's (李光洙) "Kasil" (嘉實). I read them at the bedside (枕頭) while nursing a patient and found them very comforting. Reading Mr. Yi's "Kasil," I thought of Tolstoy's "Prisoner of the Caucasus." Mr. Yi's style (作風), thought, and tendencies are considerably criticized, but I think his idea of letting the common people (民衆) appreciate literature through very plain words and elevating the morality (道義) of the masses is a good one. Reading the works of other writers, the impression I got is that Chosŏn's current literature has gone through extraordinary agony and has perhaps reached a time of having an active spirit aimed at establishing literary methods or techniques. The current literature of the Mainland also has its good points, but overall, pure literature (純文學) is, in a (125) sense, heading towards a period of decline (衰退期). There is a sense that writers view life too casually.

Compared to that, reading the works of young Chosŏn writers gives a sense of making one straighten one's collar. I wonder if a time might come when Tokyo literature, even if not guided by Chosŏn literature, will receive good stimulation from it. Through the understanding of art, I keenly feel (痛感) the joint mission (共同使命) of the Mainland and Chosŏn.

Yanagi - In crafts too, the relationship between the Mainland and Chosŏn is deep. Among the old items from the Suiko period (推古時代), especially those related to Buddhism (佛敎), the ones designated as National Treasures (國寶) are mostly Chosŏn items. The Kudara Kannon (百濟觀音 - Paekche Avalokiteśvara) at Hōryū-ji (法隆寺), the Kannon in the Yumedono (夢殿), the Miroku Bosatsu (彌勒菩薩 - Maitreya Bodhisattva) at Chūgū-ji (中宮寺)—these are almost all Chosŏn items.

Among crafts, paper is one such example; its first transmission was to Iwami Province (石見國) in the San'in region (山陰). Pottery is also like that, but perhaps the craft items on the Mainland most influenced are fired vessels (土器, 磁器 - earthenware, porcelain). Earthenware and porcelain existed on the Mainland from long ago, but earthenware/porcelain-like things began to appear from the time of Toyotomi Hideyoshi (豊臣秀吉). That's because many potters (陶工) were brought over during the Chosŏn campaigns (朝鮮役). Hideyoshi was apparently a man of great taste (風流人), and it's said the Chosŏn campaigns had two objectives. One was wanting to obtain the Tripitaka (大藏經), and the other seems to have been a desire for tea bowls (茶碗). This sounds like a fabrication, but seeing that only potters were brought back as captives, it seems impossible to dismiss it entirely as false. These captives were made to produce tea bowls in the domains (藩) of Kyūshū (九州), which is why there are many in the vicinity of Satsuma (薩摩), Hizen (肥前), and Bizen (倍前 - *likely Bizen*). In Hagi (荻) in Yamaguchi Prefecture (山口縣), Kōrai Saeibyōe (高麗左衛兵) [transmitted techniques], and in Kyūshū, Yi Sam-p'yŏng (李叅平) transmitted the art of overglaze enameling (色漆), which became the famous Imari (伊萬里) ware enameling. The tea bowls we use for meals today are mostly influenced by Yi Sam-p'yŏng. Five or six Chosŏn people who were taken as far as Kagoshima (鹿兒島) were then taken further to Ryūkyū (琉球). An interesting place is Naeshirogawa (苗代川) in Satsuma. Chosŏn people settled there, and for 300 years, intermarriage (雜婚) was not permitted. So if you go there, more than half the people have surnames like Kim (金) or Sim (沈), and a person named Chin Jukan (沈壽官) was an influential potter/kiln owner (窯元). Intermarriage was permitted starting in the Meiji era (明治時代), but even now, for ancestral rites (祭祠), they make Chosŏn-style sweets (菓子). They still make pottery using Chosŏn traditions.

Without Chosŏn, the current pottery of the Mainland would be unthinkable. It's true there is influence from China (支那), but the connection with Chosŏn is inseparable. It's very common for even the names of pottery (126) to retain Chosŏn names.

Akita - That's right. It's a relationship that cannot be severed.

Yanagi - Exactly. Therefore, my conclusion is that geographically, ethnically, culturally, and linguistically, there has been a close relationship, and there still is. Thus, isn't there a mutual responsibility to cooperate in the future to build East Asian culture? Cultural exchange is something like a friendship; unless there is mutual respect, we cannot unite. Only through mutual respect does the desire to learn arise. To respect Chosŏn things and cooperate mutually to foster their growth, what is needed above all is to preserve Chosŏn's unique characteristics and nurture that strength. In short, it's about correctly recognizing each other's unique qualities. Shortening the distance between the two peoples—connecting through art is the closest path. It is delightful that Chosŏn art is recently showing prominence (頭角) in various fields. -End- (127)
<122-127>

**Summary**

This 1940 dialogue features Japanese intellectuals Yanagi Sōetsu (folk craft expert) and Akita Ujaku (theatre figure) discussing Korean literature, art, and crafts. They acknowledge the deep historical and cultural ties between Japan and Korea, citing influences in language (found in Japanese classics), Buddhism, and especially ceramics (potters brought during Hideyoshi's invasions). Yanagi emphasizes the need to preserve Korea's unique craft traditions, worrying about neglect and advocating for systematic development distinct from Japanese styles ('內地化'). Akita expresses admiration for emerging Korean literature's earnestness, contrasting it with perceived complacency in contemporary Japanese literature, and stresses preserving the Korean language and culture. Both conclude that mutual respect and understanding through art are key to future cooperation and building East Asian culture. From a historical perspective, the article reveals the complex attitudes of some Japanese intellectuals during the colonial period: genuine appreciation for Korean culture mixed with paternalistic views ('our duty as friends to research how this power can be developed'), the acknowledgment of profound historical debt alongside contemporary colonial power dynamics (mention of the Government-General, language policy debates), and the tension between preserving Korean identity and integrating it into a broader (implicitly Japanese-led) East Asian sphere. Historians might find the nuanced views on cultural preservation versus assimilation ('內地化'), the specific examples of cultural transmission (pottery, language), and the commentary on contemporary Korean literature's perceived vitality particularly interesting.

**Named Entities**

柳宗悅	야나기 무네요시	Yanagi Sōetsu
秋田 - 지금으로부터 약40년 전, 金玉均이가 온 뒤인데, 內地에 朝鮮 망명객  이 많이 왔었어요. 나는 당시 16,7세 때였으며, 2,3政治家 側에 있었기 때문에 이들 망명객   과 접촉할 기회를 가졌었으며 매우 그들은 훌륭한 사람들이었습니다. 물론 인도적 입장으   로 朝鮮 及 朝鮮人들에게 同情한 內地人도 많었지만 그 중에는 정책적으로 접촉한 사람도   있든 것입니다. 그러한 두 면이 어린 마음에도 알려져서 義憤을 느끼게까지 되었습니다.     그로부터 훨신 뒤에 연극연구를 하러 오는 젊은 사람들과 접촉했습니다. 朝鮮의 新劇의     창시자 玄哲군이 島村胞月씨의 藝術座에 배우연구로 왔었는 데 國語가 충   분치 못해서 무대에서는 無言役 같은 것을 시켰었고, 머리가 좋아서 朝鮮에 돌아가서는    新劇을 일으켰던 것입니다. 築地小劇場에서는 洪海星君 등이 와서 있었습    니다. 이러한 분들과의 접촉으로 나는 새로이 朝鮮에 흥미를 가지게 됐지요. 그러는 중에    연극, 혹은 문학방면에 경향적 사상이 影響한 때 젊은 작가들이 많이 있었으며, 나는 그들   청년에게 이전 망명객들에게 대한 같은 느낌을 가졌습니다. 당시 內地에 청년들과 그들과   는 서로 잘 결점을 논한 일도 있습니다마는 결국 자기들 자신이 가지고 있는 결점을 자기   가 고백하는 것에서 지나지 못했고 성격의 좋은 점도 나쁜 점도 몹시 같다는 것을 알게     되었어요.
이러한 일로 나는 朝鮮에 가기를 憧憬은 하면서도 갈 기회가 없었고, 연극연구로 露西亞    에 갈 때도 朝鮮을 그저 통과했었는 데 어떤 內地人 크리스챤청년이 朝鮮의 잡초를 汽車    안에 드려다 준 것을 露西亞까지 갔던 것을 기억합니다. 최근에는 「春香傳」을 연극하게   됐을 때 인솔자의 자격으로 처음 朝鮮에 가서 보았습니다.
柳 - 그럼, 南原을 보았습니까.
秋田 - 안요. 가지 못한 것이 유감이얘요. 갔다와서 朝鮮에 대한 흥미를 가지기보다 朝鮮을  더욱 깊이 생각하게 됐습니다. 나는 지금 日本書紀등을 읽으면서 內地과 朝鮮과의 관계를   조사해 보았는 데 최근에는 朝鮮에서 새로운 문학이 勃興하여온 것은 기쁜 일입니다. 이    것은 內地에 좋은 刺戟을 주리라고 생각합니다. 나는 朝鮮人에게는 문학적 창조성이 있는   것, 인생을 바로 보는 눈, 표현이 훌륭한 방법을 가지고 있는 것을 발견하고 매우 기빼하    고 있습니다.(124)
柳 - 內地와 朝鮮과의 관계는 고대로부터 깊었던가 봅니다.
秋田 - 네, 선배들이 이미 한 일이지만 古典을 丹念히 읽어보면, 예컨대 日本書紀을 읽어보  아도, 從來 막연히 생각해 오던 것과는 훨신 內地와 朝鮮과의 인종적, 문화적 관계가 깊은   모양입니다. 그 문헌에 나타난 것만 토대하여서 보드래도 內地와 古代의 문화가 如何히     朝鮮문화의 은총은 입었든가를 확실히 알 수 있습니다. 日本書紀며, 萬葉集 등을 읽으면     도모지 알 수 없는 말이 있습니다. 그것을 후에 朝鮮語와 照會해서야 비로소 알게 되었습   니다. 고전 중에는 朝鮮語를 그대로 기록한 데가 많습니다. 이것은 말할 것도 없이 新羅,    百濟, 高句麗와의 관계가 깊었던 것을 示하고 있습니다. 기록만이 아니고, 이것은 당신이    專門한 바이지만 古墳, 그他 유적에 朝鮮의 影響이 없는 것이 거의 없습니다. 內地과 朝鮮   과의 관계가 깊은 것은 우리들 상상 이상입니다. 고대는 그만두고라도, 근대적 생활관계로   보드래도 우리들은 냉정한 정신으로 비판할 수 없는, 무엔지 자기의 것과 같은 연대성을    感하는 것이 우리들의 기분이 아니겠어요? 문화적으로는 말할 것도 없고, 朝鮮과 內地와    의 교류가, 넓은 의미의 생활의 기초가 되어 가는 것은 사회적으로도 좋은 자극을 주는     것이라고 생각합니다. 朝鮮을 여행했을 때, 언어의 문제로 젊은 문학자들과 朝鮮문인은 작   품을 國語로 쓸 것인가, 朝鮮語로 쓸 것인가를 토의하는 좌담회를 한 일도 있지만 나 개    인의 생각으로는 朝鮮의 문화와, 언어를 보존하지 않으면 안될 것과, 다시 그것에 의해서    좋은 문학이 산출되도록 하지 않으면 안될 줄로 압니다. 최근 「朝鮮小說代表作集」, 「朝鮮  文學選集」 第1卷, 李光洙씨의 「嘉實」 등 세 冊이 손에 들어왔 기에 病人은  간호하면서 그 枕頭에서 읽었더니 매우 慰勞를 받고 있어요. 李光洙씨의 「嘉實」을 읽고   나는 톨스토이의 「코-카사스의 捕虜」이야기를 생각했습니다. 李씨의 作風思想 경향은 상  당히 비판되고 있는 데 매우 평이한 말로 높 民衆으로 하여금 문학을 맛보게 하고, 민중    의 道義를 높이려는 생각은 나는 좋은 생각이라고 생각합니다. 그 외의 작가의 것을 읽고   느낀 점은 朝鮮의 현재의 문학은 비상한 고뇌를 거쳐와서, 문학의 방법, 혹은 기술을 확립   하려는 적극적인 기분을 가지게 된 때가 아닐까고 생각합니다. 內地의 현재의 문학도 좋    은 점이 있으나 전체적으로, 純文學은 어떤(125) 의미에서 衰退期에 向하고 있습니다. 작    가들이 인생을 만만하게 보는 感이 있습니다.
그것에 비해서, 朝鮮의 젊은 작가들의 作을 읽어보면 옷깃을 바로잡게 하는 感이 있습니    다. 나는 東京문학이 朝鮮문학에 의해서 지도받게까지는 되지 않는다고 할지라도, 좋은 자   극을 받을 때가 오지 않을까고 생각합니다. 나는 예술의 이해에 의해서 內鮮의 공동사명    을 痛感하고 있습니다.
柳 - 공예품에 있어서도 內鮮의 관계는 깊지요. 推古時代의 옛 것, 특히 佛敎계통의 것 중  에도 國寶的인 것은 대개 朝鮮 것입니다. 法隆寺의 百濟觀音, 夢殿의 觀音, 中宮寺의 彌勒   菩薩등은 거의 朝鮮 것입니다.
공예품에는 종이가 于先 그러한 데, 山陰의 石見國에 傳한 것이 최초지요. 토기도 또한 그   러한 데, 아마 內地공예품 중에서 가장 큰 영향을 받은 것은 굼는 그릇들(土器, 磁器등)입   니다. 內地의 土, 磁器는 옛날부터 있었는 데 土磁器다운 것이 생기기는 豊臣秀吉시대부터   지요. 그것은 朝鮮役 때에 陶工을 많이 다리고 왔기 때문이지요. 秀吉은 대단히 풍류인이    여서 朝鮮役에는 두가지 목적이 있었다고 합니다. 하나는 大藏經을 얻고 싶었고, 다른 하    나는 茶碗이 欲求되었던가 싶습니다. 이런 일은 거짓말과 같지만 포로로 陶工만을 다리고   돌아온 것을 본즉, 도모지 거짓말이라고는 할 수 없을 것입니다. 이들 포로는 九州의 藩에   서 茶碗을 맨들게 했기 때문에 薩摩, 肥前, 倍前 근방에 많은 것입니다. 山口縣의 荻(はぎ)   에는 高麗左衛兵 九州에는 李叅平이 土器의 색칠을 傳했었는데, 이것이 유   명한 伊萬里(いまり)의 색칠이 된 것입니다. 현재 우리들이 밥먹을 때 쓰는 茶碗은 대개     李叅平의 영향입니다. 鹿兒島까지 다리고 간 朝鮮人을 다시 琉球까지 5,6人을 다리고 갔었   지요. 재미있는 것은 薩摩의 苗代川이라고 하는 곳입니다. 그곳에 朝鮮人이 移住하여 3백    년간 雜婚을 許하지 않었으므로 거기에 가보면 절반 이상은 金이라든가, 沈이라는 姓名을   가지고 있으며, 沈壽宮이라는 사람이 유력한 窯元이었습니다. 明治시대에    이르러서 雜婚을 許했는데 祭祠때에는 지금도 朝鮮風의 菓子를 맨듭니다. 굽는 것을 아직   도 朝鮮의 전통을 引用한 것으로 맨듭니다.
朝鮮이 없었던들 지금의 內地의 陶磁器는 생각지도 못할 것입니다. 支那의 영향도 있는     것은 사실이나 朝鮮과는 끊을래야 끊을 수 없는 인연이 있지요. 陶磁器의 이름까지도       (126) 朝鮮名이 남아있는 것이 매우 흔하니까요.
秋田 - 그렇지요. 끊을래야 끊을 수 없는 관계지요.
柳 - 그렇구 말구요. 그러므로 내 결론으로서는 地理的으로, 人種的으로, 혹은 文化的으로,  言語的으로 밀접한 관계가 있었고, 또 현재도 있으므로 장래 서로 협력해서 東洋문화를     건설해 나갈 책임이 상호 있지 않을까 생각합니다. 문화의 교류라는 것은 동무의 관계 비   슷한 것이여서 상호 존경해서 합하지 않으면 안되리라고 생각합니다. 서로 존경해서 비로   소 배우려는 마음이 일어나는 것입니다. 朝鮮 것을 존경하고, 상호협력해서 이것을 성장시   키려면 무엇보다도 朝鮮 독특한 것을 보존하고 그 힘을 生長시키는 것입니다. 요컨대 상    호 특성을 정당히 인식하는 일입니다. 兩민족의 접근 거리의 단축은 예술로 사괴이는 것    이 가장 가까운 길이라고 생각합니다. 최근 朝鮮의 예술이 각 분야에 있어서 頭角을 나타   내고 있는 것은 愉快한 일입니다. -끗- (127)
＜122-127＞
