Magazine Title: 삼천리 제12권 제8호
Publication Date: 1940년 09월 01일
Article Title: 현지보고, 漢口서 朝鮮人이 學校經營하기까지 (Field Report: How a Korean Came to Manage a School in Hankow)
Author: 漢口和平日語學校長 柳相垠 (Yu Sang-ŭn, Principal of Hankow Hwap'yŏng Japanese Language School)
Article Type: 논설 (Editorial/Essay)

Field Report: How a Korean Came to Manage a School in Hankow
						By Yu Sang-ŭn, Principal of Hankow Hwap'yŏng Japanese Language School

After Going to Shanghai
To pursue my initial aspirations, I departed again from Chosŏn (Korea) in January of Shōwa 13 (1938), planning to travel through the South Sea Islands and India. I arrived in Shanghai on April 1st of this year. Upon arrival, I found it was still a very critical time due to the Sino-Japanese Incident (日支事變). Consequently, both the authorities and friends advised me, saying, "Under the current emergency system, traveling without funds is absolutely impossible." Thus, I decided to temporarily halt my travel plans and seek employment. One day, while at the ferry landing between Shanghai and Pootung (浦東), I happened to meet a fellow countryman, Mr. Yu Tae-bok (劉大福), and we crossed the river together. Mr. Yu currently holds the position of Police Inspector (警部) at the Shanghai Great Way Municipal Government (上海 大道市政府) Police Bureau and was a compatriot highly renowned in Chinese official circles. I explained my situation to Mr. Yu Tae-bok in detail. Mr. Yu immediately sympathized and said, "Take this calling card (名剌) and visit Mr. Yong Pyŏng-saeng (龍炳生), the Head of the Education Section at the Shanghai Great Way Municipal Government," providing an introduction. After bidding farewell to Mr. Yu, I went straight to find Section Head Yong Pyŏng-saeng.

Mr. Yong was a very kind person with clearly pro-Japanese sentiments (親日思想).
While Mr. Yong and I were talking, Mr. Yu joined us, and as a result of the three of us discussing the matter, I was appointed as a Japanese language teacher at the Great Way Municipal Primary Schools in both Fahua Town (法華鎭) and Caojiadu (曺家渡).

Seeing the Shanghai Refugee Dens
Due to the Sino-Japanese Incident, refugees from various places had all gathered in the large city of Shanghai. The population of Shanghai, which was around 3.5 or 3.6 million before the incident, suddenly swelled to 6.5 or 6.6 million after the incident began.

The Living Conditions of the Refugees
The refugees all live communal, group-based lives.
However, their clothes are ragged (람누하고), and they cannot eat proper food. As the summer season<136> arrived, cholera (虎列刺) broke out. Among the refugees residing throughout Shanghai city, the average number dying daily from cholera was about 50 children alone who passed away.
Though precious, life holds no nobility or baseness once dead.
I took up lodging at the Fahua Town Municipal First Primary School and commuted daily in the afternoon to the Caojiadu Municipal First Primary School, about half a *ri* away. Every day on the streets, six, seven, or eight corpses lay rolling about, and starved pigs and dogs tore at and ate pieces of their intestines.

Invited to a Chinese Mock Wedding Ceremony
One day, Mr. Yi Yŏp (李燁), the principal of the Caojiadu school, came to me and sent invitation cards to all the faculty members, stating that June 1st was his younger sister's wedding day (出嫁日).
Intending to learn about Shanghai customs, I went to the invitation venue first. At the entrance sat a Chinese clerk (支那人 서기), and in the upper part of the room (房 上便), twin candles were lit, and a red paper (赤色紙) sign saying "Groom's Place" (新郞之位) was displayed. After a short while, about 60 or 70 of Yi Yŏp's invited friends arrived.
Finding it very strange, I asked Yi Yŏp, "Why? Can't I see the bride and groom?" He replied, "You still don't know Shanghai customs well." In fact, it was the day his younger sister was getting married back in her hometown (鄕里), and this was a congratulatory reception (축하연) for it.
However, each person who came upon invitation brought at least 2 *yuan* and up to 10 *yuan*, giving it to the clerk.
The total income that night reached 260 or 270 *yuan*. According to some, people hold events like this when they face financial difficulties (困難時). I worked here for about a year, then resigned due to personal circumstances. I departed from Shanghai on May 16th, Shōwa 14 (1939), and arrived in Hankow on June 1st. As it was right in the middle of wartime, disembarking midway was strictly prohibited.

Establishing the Hwap'yŏng Japanese Language School
Upon arriving in Hankow, a place entirely new to me (初面江山), I had no friends or acquaintances except for Mr. Han Sŭng-il (韓承日).
Through Mr. Han's introduction, I checked into the P'yŏnghwa Ryogwan (平和旅館 Peace Inn) at No. 28 Qingfen Road (淸芬路), Hankow City.
A few days later, seeking employment, I applied to be a Chinese language interpreter (通譯) at the XX Logistics Command Headquarters (XX兵站司令部). Fortunately, I passed the test and began working as an interpreter for the XX Logistics Command. However, since my purpose in coming to Hankow was to establish a Japanese language school, that is, to engage in cultural work (문화사업), my life as an interpreter lasted only about three months. Later, on September 1st, Shōwa 14 (1939), while searching for a school building (校舍) with Mr. O Cha-sŏng (吳刺成), wandering here and there through the city, we happened upon the Xiaogan Fellow Provincials' Association (孝感同鄕會) hall at No. 141 Qingfen 3rd Road (淸芬3路), Hankow City. After finding the manager and introducing ourselves, I explained my <137> purpose and aspirations in detail. The manager, Mr. Yŏ So-hyang (余小鄕), expressed his gratitude, saying "Many thanks, many thanks" (多謝多謝).
Mr. Yŏ So-hyang and I became close, and it was decided that I could use this hall free of charge.
Of course, being a Chinese house (支那人가옥), it was an empty house (空家) without a single desk or chair, and quite dark (어듬컴컴한). Using all my strength and effort, I recruited students on one hand, while also repairing the house and preparing school equipment on the other. Sincerity moves heaven (지성이면 감천이라), and as a result of student recruitment, about 60 or 70 Chinese students began commuting daily to study Japanese (日本語를 修學하게 되었다).

What Kind of Place is Hankow?
Everyone recognizes Hankow as a major city in China (中國).
However, this place is convenient in terms of economic life. While prices have soared everywhere under the current emergency, wartime system (戰局體制下), Hankow region's prices are comparatively very cheap (답싼 세옴이다).
It has also become a collection point for products from various small cities and rural villages. The climate features long spring and autumn seasons, with the period of extreme heat (酷暑期) lasting only around June, July, and August; otherwise, the weather is cool (冷冷한).

Observing China's Double Tenth Day Commemoration
Behind the Yellow Crane Tower (黃鶴樓) in Wuchang (武昌) stands a bronze statue of Mr. Hwang (黃公銅像). Mr. Hwang's courtesy name (字) is said to be Kèqiáng (克强). A native of Hunan (湖南人), he studied at the Lianghu Academy (兩湖書院) and also studied abroad in Japan (at a Normal School - 師範學校). Together with Mr. Sun Wen (孫文), he founded the Tongmenghui (同盟會), raised a righteous army (의병) in Wuchang, and captured Hanyang Castle (漢陽城), lighting the beacon fire (烽火) of revolution. Later generations designated this day of uprising (起義), October 10th, as the Double Tenth Day (雙十節), celebrating it as a major holiday (大祭日) in China with closures and the setting off of firecrackers (爆竹).

Future Goals of the Hwap'yŏng Japanese Language School
My goal is, spiritually, for the sake of the New Order in East Asia (東亞新建設) and in accordance with the new order (신질서), to extensively teach the Japanese language to the Chinese masses (支那민중). I conclude my field report here for now and will send a more detailed account when another opportunity arises. (138)
<136-138>

**Summary**

The author, Yu Sang-ŭn, recounts his journey from Korea to Shanghai in 1938 during the Sino-Japanese War. Unable to pursue his original travel plans due to the war, he found work as a Japanese teacher in Shanghai through connections. He describes the harsh conditions of refugees and a peculiar local custom of a "mock wedding" used for fundraising. Later, he moved to Hankow in 1939, worked briefly as a military interpreter, and finally achieved his goal of establishing the Hwap'yŏng Japanese Language School for Chinese students in a donated building, aiming to contribute to the "New Order in East Asia."

This article is interesting for historians as it provides a personal account of a Korean navigating life and pursuing ambitions in Japanese-occupied China during wartime. It reveals the complex realities faced by Koreans under colonialism, including cooperation with Japanese authorities (teaching Japanese, working for the military) while pursuing personal or potentially nationalistic goals (cultural work, education). The author's pro-Japanese rhetoric ("New Order in East Asia") reflects the pressures or perhaps genuine beliefs of some Koreans during that period, offering insight into the diverse responses of Koreans to Japanese imperialism. The descriptions of wartime Shanghai and Hankow also provide valuable social history details.

**Named Entities**

柳相垠	유상은	Yu Sang-ŭn
대대적	대대적	Extensive, large-scale
민중	민중	The masses, the people
修得	수득	Mastery, acquisition (of skills/knowledge)
현지 보고	현지 보고	Field report, on-site report
記送	기송	To write and send


---------------------------


잡지명	삼천리 제12권 제8호
발행일	1940년 09월 01일
기사제목	현지보고, 漢口서 朝鮮人이 學校經營하기까지
필자	漢口和平日語學校長 柳相垠
기사형태	논설

현지보고, 漢口서 朝鮮人이 學校經營하기까지
						漢口和平日語學校長 柳相垠
上海에 갓다가
나는 初志를 관철코저 昭和 13년 1월에 更次 朝鮮서 출발하야 南洋群島와 印度방면으로 여행할 계획으로 금년 4월 1일에 上海에 도착하였다. 當地에 도착하여 본즉 아직 日支事變이 매우 중대한 시기였다. 그리하야 당국에서와 친우들까지라도 말하기를 「現 비상시 체제하에 처하야 無錢旅行하기 도저히 불가능한 사실이다」라 하야 당분간 여행을 중지하고 취직전선에 활동하기로 작정하였다. 하로는 上海와 浦東간의 渡船場에 가서 우연히 동포형제 劉大福씨를 상봉하야 같이 渡江하게 되었다. 氏는 현재 上海 大道市政府 警察局의 警部의 직위에 任職하고 있으며 中國측 官界에서 명성이 매우 높은 형제였다. 나는 劉大福씨의게 일일히 나의 사정을 이야기하였다. 劉씨는 곳 同情하여 말하기를 「이 名剌를 갓고 上海 大道市政府 敎育科長 龍炳生씨를 방문하라」고 소개하여 주셨다. 劉씨와 작별을 告하고 나는 바로 敎育科長 龍炳生씨를 차저갔다.
龍씨는 매우 친절한 사람이며 親日思想이 現實한 사람이였다
龍씨와 나와 두사람이 담화하는 중 劉씨가 그리하야 3人이 의논한 결과 法華鎭 及 曺家渡 兩處 大道市立小學校의 日本語교원으로 근무하게 되였다.

上海 難民堀을 보고
日支事變으로 의하야 각처의 난민은 전혀 대도시인 上海에 집합되였다. 事變前 上海의 인구가 不可 3백5,60만 되든 것이 事變後 不時에 6백5,60만 인구로 변하였다.

難民들의 생활상태
難民들의 생활은 모다 그릎 단체적 생활을 하고 있다.
그런데 닙은 의복은 람누하고 음식도 음식다운 것을 먹지 못하야 夏節을(136) 당하고 보니 虎列刺가 발생되야 全上海시내에 거주하고 있는 난민들 중에서 1일평균 虎列刺에 걸녀 사망하는 수는 小兒들만 50명 가량式 세상을 떠나가고 말었다.
귀한 인생이라도 죽으면 貴賤이 없다.
나는 宿舍를 法華鎭 市立第一小學校에 정하고 매일 오후이면 距里 半里쯤 되는 曺家渡 市立第一小學校에 통근•˜였다. 매일 街路上에서 6,7,8개의 死體들이 굴너단이며 一片 창자가 주린 돼지와 개는 그것을 뜨더먹고 있었다.

支那人의 假結婚禮式 招待을 받고
하로는 曺家渡學校長 李燁씨가 내게 와 각 교직원 諸氏의게 6월 1일이 자기의 妹弟 出嫁日이라고 초대장을 보내였섰다.
나는 上海의 풍습을 알어볼 작정으로 제일 먼첨 초대장소에 갓다. 입구에는 支那人서기가 안젓고 房 上便에는 쌍촛불을 켜놋고 新郞之位라고 赤色紙에 써 노여 있었다. 잠시후에 초대받은 李燁의 친구 약 6,70명이 왔었다.
나는 너모도 이상한 생각이 나서 「何故로? 新郞新婦가 뵈지 안느냐?」라고 李燁의게 문의한즉 대답하기를 「당신이 아직 上海의 풍습을 잘 모릅니다」라고 말하였다. 사실인즉 자기의 매제가 鄕里에서 出嫁할 날인데 其 축하연이였었다.
그런데 초대밧어 오는 사람은 각각 2圓이상 10圓下式은 필히 가지고 와서 書記의게 주었다.
其날밤 總수입금이 2백6,70圓에 달하였다. 혹자의 말에 의하면 자기의 생활이 困難時면 이와같은 행사를 한다고 한다. 나는 이곳에서 약1개년간 근무하다가 사정에 의하야 사직하고 昭和 14년 5월 16일에 上海에서 출발 6월 1일에 漢口까지 도착하였다. 때가 한창 戰時중이어서 도중 상륙은 絶對로로 금지하였다.

和平日語學校를 開設하기까지
漢口에 도착하야 初面江山 아모 •„는 親友도 없고 다만 韓承日씨밧게 없었다.
韓씨의 소개르 漢口市 淸芬路 28號 平和旅館에 투숙하였다.
수일후에 취직코저 XX兵站司令部 支那語通譯으로 지원하야 시험을 치른 결과 다행히 합격이 되어 XX兵站司令部의 통역으로 근무하였다. 그러나 내가 漢口에 온 목적이 日語學校를 설립코저 즉 문화사업을 할여고 왔스므로 통역생활도 불과 3개월간 밧게 하지 않었다. 其後 昭和 14년 9월 1일 校舍를 차저 吳刺成씨와 같이 이리저리 시내로 도라단이다가 맛츰 漢口市 淸芬3路 141號 孝感同鄕會 회관에 이르렀다. 관리인을 차저 인사들인 후 나의(137)목적과 포부를 일일히 설명하였다. 그런즉 관리인 余小鄕씨는 감사하다고 「多謝多謝」라 하였다.
余小鄕씨와 나 사이는 친근케 되여 이 회관을 무료로 사용하기로 작정하였다.
물론 支那人가옥이라 탁자와 의자 한 개도 없는 空家요, 어듬컴컴한 집이였다. 나는 있는 힘과 노력을 다하야 일편 학생을 모집하며 일편 집수리도 하며 학교용 도구도 준비 다하여 노았다. 지성이면 감천이라 학생 모집한 결과 약 6,70명의 支那人 학생이 매일 통학하며 日本語를 修學하게 되었다.

漢口는 어떤 곳
漢口라 함은 어느 누구나 中國의 대도시인 줄을 모다 인식하고 있다.
그런데 當地는 경제상 생활이 편의한 곳이다. 現 비상시, 戰局體制下에 처하야 각지에는 물가가 폭등하여 있지마는 其 비례에 따라서는 매우 漢口지방이 물가가 답싼 세옴이다.
그리고 각 소도시와 농촌의 소산물의 집합지가 되여었다. 기후는 春秋兩期가 길고 酷暑期는 불과 6,7,8월경 이외에는 冷冷한 기후다.

中國의 雙十節기념을 보고서
武昌 黃鶴樓 후면에는 黃公銅像이 있다. 黃公은 字를 克强이라 云한다. 湖南人으로서 兩湖書院에서 學하고 또한 日本유학(師範學校)을 하고 孫文씨와 同盟會를 창설하야 武昌에서 의병을 일으켜 漢陽城을 攻畧한 혁명의 烽火를 擧한 其起義 이 日을 後人들이 10월 10일로써 雙十節이라 하야 支那의 大祭日로서 휴업 기타 爆竹을 터치우며 이날을 축하한다.

和平日語學校의 將來의 目的
나는 정신적으로 東亞新建設을 위하야 또는 신질서에 伴하야 대대적으로 支那민중의게 日本語를 修得식히고저 함이 나의 목적이다. 이만치 현지 보고를 하고, 다른 날 기회 보아 자세히 記送하오리다. (138)
＜136-138＞
