**Header Section:**
Magazine Title: 삼천리 제5권 제10호
Publication Date: 1933년 10월 01일
Article Title: 내 作品의 演劇映畵化 所感 (Thoughts on the Theatrical and Cinematic Adaptation of My Works)
Author: 金八峰 (Kim P'albong), 春園 (Ch'unwŏn / Yi Kwangsu), 安夕影 (An Sŏgyŏng), 李鐘鳴 (Yi Chongmyŏng)
Article Type: 문예기타 (Literary Miscellany)

**Body Text Translation:**

Thoughts on the Theatrical and Cinematic Adaptation of My Works

A Statement from the Author of "The Engagement" (約婚)
Kim P'albong

"The Engagement" was my debut novel, a full-length work that I serialized in the *Sidae Ilbo*, where I worked as a reporter back in 1925. I only managed to publish about 100 or 105 installments before the *Sidae Ilbo* company faced financial difficulties, forcing me to abruptly stop just a few dozen installments short of completion. When it was decided to turn it into a film, I was inwardly delighted at the opportunity for what I couldn't finish in the newspaper to appear before the world as a completed work. Even if the immature concept and clumsy technique might make me feel ashamed to present the work to the world, the active themes I attempted in this work—an analysis of 1920s Korean society, the unrest among the intellectual class, and the expression of the inevitable process of social development—have not lost their relevance even now. Consequently, as the author, I still hold considerable affection for this work. Therefore, I trust that readers can sufficiently imagine the kind of joy I felt when it was adapted into a film back then.

This story should be the very first thing I pour out among my impressions regarding the film adaptation of my novel, but <70> I should just say in one word that I was happy and leave it at that, as dragging it out further wouldn't be good, so I'll stop here.

Furthermore, since this novel, which was incomplete in the newspaper, appeared on screen as a finished work in the film adaptation, some might say that my desires as an author were fully met by that alone. However, I hope readers will understand that the relationship between the author of a novel and the filmed version of the novel is not that simple. No matter how personally close the author of the novel and the adaptation director are, and no matter how often they consult and exchange opinions, the filmed movie does not immediately become identical to the original novel. My biggest dissatisfaction upon seeing the film "The Engagement" lay in this point. More than dissatisfaction with specific individual scenes, such as the unskilled techniques of inexperienced actors or clumsy scenes that might evoke unpleasant feelings in the audience, the previously mentioned dissatisfaction was my major one. And it goes without saying that the cause of this dissatisfaction lies in the crucial fact that the original author and the adaptation director did not share the same artistic view—in other words, it was not a joint production between practitioners of the same "ideology."

Thus, while I was initially very happy, I also had considerable dissatisfaction; this was my honest feeling at the time. However, saying only this might easily lead to the misunderstanding that I disregarded the significant efforts made by the adaptation director and the actors in the film "The Engagement." On the contrary, I still believe that the efforts of these individuals in the film "The Engagement" were a culmination of effort and sincerity no less than the effort and sincerity I myself invested in this work from the time I started writing the novel. Director Kim Yŏnghwan seemed to have long agonized over the problem of how to bring the theme of this work to life without failing commercially. I acknowledge that the result did not stray too far from the theme of the original novel. And the sincere performance of Na Ung, a newcomer to the film industry at the time, who faithfully played the role of the protagonist Yi Myŏngguk, was truly admirable. I have sometimes wondered if the film "The Engagement" would have turned out even that well if Na Ung's presence had been replaced by someone else. However, I believe that would have been impossible.

The novel "The Engagement," which depicts the engagement process of a passionate and sensitive young Korean man of the 1920s who holds Chosŏn (朝鮮 - Korea) as his lover and pours out ardent affection, is something the author intends to revise whenever there is an opportunity. I believe the film "The Engagement" is naturally in a position to be revised at that time. (End) <71>

Regarding the Filming of "The Pioneer" (開拓者) and the Staging of "Rebirth of Prince Maui" (麻衣太子再生)
Ch'unwŏn (春園 - pen name of Yi Kwangsu)

It must have been several years ago already. I received an invitation from Na Un'gyu and Sin Ilsŏn, among others, saying they had made a film of my humble "The Pioneer" and asking me to come see it.
However, at that time, I unfortunately had an illness and was confined to my home, so I ended up never seeing it. Later, through stories from friends and circulating rumors, I heard that the skills of Mr. Na and Ms. Sin were relatively superior, and that "The Pioneer" was successful enough to be called a triumph in our early film industry. But since I didn't see or hear it with my own eyes and ears, I don't know how closely it corresponded to the original work.

This was the first time one of my works became a motion picture, and to this day, it remains the only one. Fortunately, I have heard that several of my works have been adapted into plays and performed on stage.
I heard that "Prince Maui" (麻衣太子) was performed in Kaesŏng (開城) some years ago, and besides that, I heard that "Rebirth" (再生) was also made into a play in several locations and received favorable reviews. Of course, I only heard this through relayed news and haven't seen them directly, so I also cannot know whether they were done well or otherwise.

However, to speak my mind honestly, whether my works become motion pictures or plays, I do not regret not having seen their silver screen adaptations.
Somehow, I also dislike watching them. What if many audience members find my work uninteresting and wear displeased expressions or utter unpleasant words? How could I bear to watch that? How disappointed and embarrassed I myself would be. With such thoughts, I don't want to go to such places.
Secondly, this might sound somewhat presumptuous, but I don't see many people to whom I can entrust my works with peace of mind. So I hesitate.
My current state of mind is that I don't have much interest in my works being filmed. <72>

Nevertheless, I recall an instance, though I forget when, where a one-act play I wrote about a martyr—based on the fact of a Catholic priest being persecuted near the Taedong River (大同江)—was performed in some region and received much praise from the audience. Hearing that, I couldn't suppress a feeling of great pleasure in my heart.

After Writing "Singing Season" (노래하는 時節)
An Sŏgyŏng

You asked me to write my thoughts as the original author regarding the filming of "Singing Season," so I am writing them, but personally, I have no thoughts worth boasting about regarding this film, which I wish could have been burned.
Firstly, the title "Singing Season" itself was chosen with the intention of commercializing it, and the content too is undeniably an extremely poor original work.
This work, akin to a deformed entity, was produced by someone aiming for big profits from a very small investment. Except for myself as the original author and one or two others involved in the production, everyone lacked experience. Furthermore, even the cinematographer was a foreigner (外人) who couldn't understand our lives. Consequently, the film, already shot on the cheapest "positive" film, had imperfections due to the cinematographer's technique, and scenes were cut without regard for the original content. In this respect too, it is shameful. Everything had to proceed according to the wishes of the person providing the capital, so "Singing Season" essentially served only as raw material for making money.
An original work can live or die by the skill of the adaptation or direction, but the adaptation was my own clumsy work to begin with. Additionally, the director at the time had a sort of superiority complex and was also largely under the influence of the cinematographer, so even the wretched original work couldn't be brought to life properly.
Except for Yun Pongch'un and Kim Myŏngsun, all those who performed were beginners (初對). Moreover, while good guidance might have helped, the rushed filming schedule left no time for refinement, so the shooting just ended up being muddled. Anyway, <73> the responsibility for its success or failure lies with me, the original author who put this work out.
However, what truly killed "Singing Season" was the rampant slashing by the cruel pens (殘虛한 筆棒) of translation-critics (飜譯評論家) who intended to obliterate Korean cinema.
While the ideology of the critics might be an issue, if a film is not significantly harmful, they should offer genuine constructive criticism (鞭韃) while also providing encouragement. The fact that the path for Korean cinema has been cut off is likely thanks to these pseudo-film critics who only engage in reckless bravado (蠻勇). And yet, there was no film as childish and embarrassing as the one produced by such critics...
Anyway, this "Singing Season" is a completely dead film. However, the only person who benefited (자미를 본 사람) from this film production is the one who provided the capital. If they recouped their investment, made a profit, and even pawned the film rights, then the only loss was to the audience.
In any case, the new path for Korean cinema requires the emergence of a financier (資主) who understands film and has entrepreneurial ambition, as well as good screenwriters, good directors, and good cinematographers.
However, unless these individuals are of good character, even those with excellent skills will be useless in the Korean film industry. If I have the chance in the future, I intend to try and redeem the failure of "Singing Season."

As the Original Author of "Wandering" (流浪)
Yi Chongmyŏng

Rather than being a literary work adapted into a film, "Wandering" (流浪) was written specifically for film adaptation, so I think it might not qualify for your inquiry. However, if you ask me to write my thoughts as the original author even about something like this, I will speak briefly.
This "Wandering" is a novel that was serialized in the *Chungoe Ilbo* already 5 or 6 years ago. As I had an indirect connection to the "Chosŏn Film Art Association" (朝鮮映畵藝術協會) that filmed it, although I am nominally credited as the original author, I wrote it after receiving much guidance (敎示) from experts who had direct experience in filming at the time. Although I had sympathy and goodwill towards cinema, I lacked knowledge about actual filming or <74> scenarios (씨나리오), so I felt considerable constraint when writing the original work. Due to these circumstances, I believe this work is by no means among my better pieces.
Kim Yŏngp'al did the adaptation, Kim Yuyŏng directed, and Im Hwa, Sŏ Kwangje, Cho Kyŏnghŭi were the main actors, with Yun Kijŏng conducting—that was the cast (캬스트) at the time.
These individuals have now all achieved success and dispersed, becoming prominent figures (重鎭) in their respective fields, but back then, they were all debuting directors and debuting lead actors, so there were many difficulties during the actual filming.
Ultimately, after completing it and holding a screening (試驗), the result was incredibly disappointing (긔맥힌 성과엿슴니다 - *note: this phrase usually means 'amazing result' but context implies negative*). Since I had faithfully written the original story scene by scene, like a literal translation (逐字譯式), based on the planned film's story from the outset, I had no particular objections as the original author. Nevertheless, the technical skill in filming the scenes and the actors' makeup and movements were extremely unnatural. As I was directly involved (關與) in this filming, I know well the reasons that made this film unsuccessful. First, the lack of technicians, incomplete equipment, insufficient funds, etc.—since nothing is perfect in our Chosŏn (朝鮮), it would actually be surprising if a decent film emerged.
After seeing "Wandering," I thought that Korean cinema was hopeless for the time being (當分). Since then, about ten films have been made by various hands, and nearly 7 or 8 years of hardship have passed, yet Korean cinema shows no sign of progress. Moreover, considering the recent situation where films cannot make headway unless they are talkies (토-커), interest in Korean cinema seems to have completely died out.
Shameless profiteers who only care about money still seem to be dragging this poor "Wandering" around all over Chosŏn (全朝鮮) and exploiting it. Since the rights (版權) are in their hands, nothing can be done, but thinking that the credit "Original Work by Yi Chongmyŏng" (原作 李鍾鳴) still appears on screens everywhere makes my face burn (얼골이 뜨거워지는 것 갓슴니다). If I had the money, I would want to buy back the rights and burn it.
—End— <75>

**Summary**

This article compiles reflections from four prominent Korean authors (Kim P'albong, Yi Kwangsu/Ch'unwŏn, An Sŏgyŏng, Yi Chongmyŏng) in 1933 regarding the film and stage adaptations of their literary works. Their feelings are mixed: initial excitement about seeing their stories visualized often gives way to dissatisfaction with artistic compromises, technical limitations (inexperienced actors, poor cinematography, lack of funding), commercial pressures overriding artistic intent, and a perceived lack of skilled directors or adaptors capable of faithfully rendering the original work's spirit or themes. Several authors express reluctance to even watch the adaptations due to potential disappointment or embarrassment, and lament the poor state and lack of progress in the nascent Korean film industry, blaming unqualified personnel, profit-driven producers, and destructive critics.

From a historical perspective, the article offers valuable insights into the struggles of artists and the fledgling cultural industries in colonial Korea. It highlights the economic precariousness, the technical and resource deficits (equipment, skilled labor), the tension between artistic integrity and commercial viability, and the authors' anxieties about losing control over their narratives in a new medium dominated by different constraints and personnel, including foreign technicians. The expressed desire for authentic Korean storytelling and capable Korean cultural producers reflects underlying nationalist sentiments amidst the limitations imposed by the colonial context and the burgeoning, yet troubled, film industry.

**Named Entities**

約婚	약혼	Yak'on (The Engagement)
활동사진으로 된 것은 이것이 처음이요 또 오늘까지 오직 이 한가지이지만 다행히 내 作이 연극으로 되어 무대에 오른 것은 멧개가 잇다고 들엇다.
年前에 開城서 「麻衣太子」를 上演하여섯다하며 그 외 몃몃 군대에서 「再生」도 극으로 만드로 호평을 밧엇단 말을 드럿다. 물론 나는 傳하는 소식을 통하야 들엇슬 뿐으로 직접 본 배 아님으로 잘 되고 엇저고의 여부를 그 亦 알 수 업다.

그런데 정직하게 내 생각을 말하라면 활동사진으로 되거나 연극으로 되어지거나 간에 내 作의 銀幕化를 나는 보지 못하엿다고 후회는 하지 안는다.
또 보기가 엇전지 실타. 그러다가 만흔 관객들이 내 작품을 滋味업다고 불쾌한 얼골이나 가지거나 불쾌한 言辭를 發한다면 그를 참아 엇더케 보나. 내 자신은 얼마나 낙망이 되며 붓그러울고. 이러한 생각으로 그런 자리를 나가고 십지 안타.
둘재는 좀 외람된 말일는지 모르겟지만 아직 내 작품을 안심하고 내어 맛길 분이 그리 흔하게 보이지 안는다. 그래서 주저를 한다.
지금의 나의 심경은 작품이 영화화되는 데에 별반 흥미를 갓지 안는다. ＜72＞

그래도 언제 일이든가 어느 지방에서 내가 쓴 순교자 즉 천주교 신부가 大同江가에서 박해밧든 사실을 테-마로 잡고 쓴 것-이란 1막짜리 劇을 하여 관객들에게서 만흔 호평을 밧엇다는 말을 듯고는 心中 甚히 愉快하엿슴을 금치 못하엿다.

「노래하는 時節」을 짓고서
安夕影
「노래하는 時節」영화화 된데 대하야 원작자로서 감상을 적으라 하시니 적어 드림니다 만은 내 자신으로서는 불살럿스면 조흘 만한 영화임에 조금도 자랑할 만한 생각을 갓지 안엇습니다.
첫재로 「노래하는 時節」이라는 제목부터 상품화 식히랴는 데서 지워진 것이요 내용도 아조 빈약하기 짝이 업는 원작이라 아니할 수가 업슴니다.
一種 不具者나 다름 업는 원작을 가지고 제작하는데 잇서서도 아조 적은 밋천을 드려 큰 버리를 하겟다는 사람의 손에서 제작되엿고 원작자인 내나 제작에 종사한 이들 중에 1, 2인을 빼여노코는 전부가 경험이 업는 사람들이엿고 또는 촬영기사만 하여도 우리들의 생활을 이해를 못하는 外人이엿슴으로 갓득이나 最廉價의 「포시」라는 필림으로 촬영한 것을 촬영사의 기술로 보아서 손색이 잇는 것은 원작내용을 不係하고 잘러버린 데가 업지 안음으로 이 점에 잇서서도 붓그러운 데가 잇습니다. 모든 것이 자본 대는 이의 생각대로 되여야만 하엿든 고로 이 「노래하는 時節」이라는 것은 돈버리하는 「밋천」으로 제공한 셈 박게 안 되엿슴니다.
원작은 각색이라든가 감독의 수완으로 죽고 사는 수도 잇는데 원체 각색도 이 사람의 서투른 솜씨엿든데다가 그때에 감독이 一種 優越感을 가지고 잇섯고 兼하야 촬영기사의 지배를 거지 반 바덧섯든 고로 그 졸렬한 원작이나마 잘살 수가 업섯든 것입니다.
분장한 이들도 尹逢春氏와 金明淳氏 外에는 모두가 初對엿섯든 우헤 만약 조흔 지도를 바덧더면 모르나 촬영을 모라친 관계로 엇지 해볼 여가가 업섯는 고로 그저 후지부지 촬영이 되고 만 것입니다. 엇젯든 ＜73＞ 잘 되고 못된 책임은 이 作을 내여노흔 이 원작자에게 잇습니다.
그러나 「이 노래하는 時節」이 아조 죽어버린 것은 朝鮮映畵抹殺意圖를 가진 번역평론가의 殘虛한 筆棒의 亂舞엿든 까닭입니다.
그것은 평론가의 이데오로기 문제도 잇겟지만 큰 害毒이 업는 영화라면 진정한 뜻으로 鞭韃을 하여 주는 동시에 북도 다 주어야 할 것입니다. 朝鮮의 영화가 길이 끈허진 것도 彎勇으로만 일삼는 사이비 영화평론가들의 은혜일 것입니다. 그러한 평론가가 제작하엿다는 영와와 가치 유치하고 창피한 영화는 업섯슴에도...
어잿든 이 「노래하는 時節」은 아조 죽은 영화입니다. 그러나 이 영화제작에 자미를 본 사람은 자본 대기 밧게 업습니다. 미천을 뽑고 利도 보고 典當까지 잡혓다면 다만 손해는 관객에게 잇섯슬 뿐입니다.
어잿든 朝鮮映畵의 새 길은 영화를 알고 사업욕이 잇는 資主가 나와야 하겟고 조흔 각색가 조흔 감독 조흔 촬영기사가 나와야 하겟습니다.
그러나 그 사람된 질이 조흔 사람이 아니고는 기술이 아모리 조흔 사람이라도 쓸데가 업는 것이 朝鮮映畵界일 것입니다. 압흐로 기회가 잇스면 「노래하는 時節」에 잇서서의 실패를 만회해 보랴고 합니다.

「流浪」의 原作者로서
李鐘鳴
「流浪」은 문예작품의 영화화된 것이라는 것보다 영화화하기 위하야 쓴 작품이니까 귀문에 副할 자격이 못된다고 생각함니다. 그러나 이런 것에 대하야서라도 원작자로서의 감상을 쓰라고 하시면 간단하게 말하겟슴니다.
이 「流浪」은 벌서 5, 6년 전 中外日報에 연재하얏든 소설임니다. 이것을 촬영한 「朝鮮映畵藝術協會」에는 나도 간접으로 관계를 가지고 잇섯든 만큼 명색이 내가 원작은 하얏다고 하지만 당시 직접 촬영에 경험을 가진 전문가들에게 만흔 敎示를 바더가지고 쓴 것임니다. 영화에 대하야 동정과 호의만은 가지고 잇섯지만 그래도 직접 촬영이나 ＜74＞ 「씨나리오」갓흔 것에는 지식이 업섯든 터이슴으로 원작을 할 때에 여간 구속을 늣기지 안엇슴니다. 그런 관계상 이 작품은 나의 작품으로서는 결코 조흔 부류에 속할 것이 못된다고 생각합니다.
金永八君이 각색을 해주고 金幽影 君의 감독 林和
徐光齊
趙敬姬 諸君의 주연 尹基鼎 君의 지휘-가 그때의 「캬스트」이엿슴니다.
이 분덜은 지금은 다 각기 출세 분열되야 一方의 重鎭이 되여잇지만 그때만 해도 죄다 處女監督 處女主演이엿든 만큼 실제 촬영상 지장이 만헛슴니다.
결국 완성해 가지고 試驗를 보니 그것은 넘어도 긔맥힌 성과엿슴니다. 애초부터 나는 예정된 영화의 「스토리」를 한 장면 한 장면 충실하게 逐字譯式으로 원작한 터이니까 원작자로서 별 이의는 업섯지만 그래도 그 장면의 촬영상 기교라던지 배우들의 분장 동작이 넘어도 不自然스러웟슴니다. 이 촬영에는 나도 직접 관여하얏슴으로 무엇이 이 영화를 不成功식혓는지 그 원인을 잘 알고 잇슴니다. 우선 기술자의 결핍 기구의 불완전 경비부족 등등- 한 가지도 완전한 것이 업는 우리 朝鮮의 일이니까 영화다운 영화가 나온다면 도리혀 그것이 의외일 것임니다.
나는 「流浪」을 보고 당분 朝鮮映畵는 절망이라고 생각햇슴니다. 그 뒤 이 사람 저 사람의 손으로 10여 편의 작품이 나오고 또 시일로 보아도 장근 7, 8년이나 수난시대를 격거왓거만 朝鮮映畵는 조금도 발전된 흔적이 보히지 안습니다. 더욱이 최근에 와서 「토-커」가 아니면 行勢를 못하는 정세를 생각하면 朝鮮映畵에 대한 흥미는 완전히 말살되여 버린 것 갓슴니다.
창피한 줄도 모르고 돈만 아는 흥행업자들은 아직도 이 불상한 「流浪」을 全朝鮮各地로 끌고 다니면서 부려먹는 모양임니다. 판권이 그들의 손에 잇스니까 할 수 업는 노릇이라 하지만 지금도 到處 「스크링」우에 「原作 李鍾鳴」이라는 자막이 낫하날 것을 생각하니 얼골이 뜨거워지는 것 갓슴니다. 돈이 잇스면 판권을 도로 사 가지고 불질러 바리고 십슴니다.
―끗― ＜75＞
＜70-75＞
