Magazine Title: 삼천리 제5권 제10호
Publication Date: 1933년 10월 01일
Article Title: 인테리 청년 성공 직업(1) (Successful Occupations for Intellectual Youths (1))
Author: 朴玉花
Article Type: 소식 (News/Report)

Successful Occupations for Intellectual Youths
						Pak Ok-hwa

Mr. Yŏn Hak-nyŏn, Graduate of Tōkyō University of Commerce, and His Russian Liquor Business

Some may not know the alley in Myŏngdong, Seoul well, but there likely isn't anyone who doesn't know the Catholic Cathedral alley or Meiji-chō (明治町).
On the Meiji-chō street going up that steep hill, there is a Western liquor store called "Troika" (도로이까). This is the Western liquor store managed by Mr. Yŏn Hak-nyŏn, whom we are about to discuss. Mr. Yŏn Hak-nyŏn is a graduate of Tōkyō's Hitotsubashi University of Commerce (東京一ツ橋商科大學) and was also a formidable figure in the tennis world, renowned for leading the Tōkyō international students' team for a while. It was already six years ago that he focused on Russian Western liquor and opened the aforementioned store. At that time, there were many White Russians, and since Koreans had traditionally enjoyed strong vodka-type liquors, he grasped this and began direct imports from Vladivostok (海蔘威) and Harbin (哈爾賓). Indeed, it suited tastes, and demand is said to be increasing dramatically year by year. Thus, starting with an initial capital of 3,000 won, he imported 10 cases of liquor through the commercial attaché at the Russian Consulate in Chŏngdong (貞洞). Now, there isn't a month where he doesn't import 10 or 20 cases, and the popularity of vodka continues to rise.

Besides vodka, all sorts of Western liquors are fully stocked here. Therefore, it is said that in the vast expanse of Seoul, apart from the bar at the Chosŏn Hotel in Hasegawa-chō (長谷川町), there is no place with as many varieties of Western liquor as Troika.

He not only wholesales but has also elegantly set up a bar inside and sells liquor by the glass. A "vodka cocktail" generally costs from 50 chŏn to 3 wŏn. He employs a specialized bartender (뽀이) to make these mixed drinks, and he also seats a beauty like a single branch of sweet brier (海棠花) at the counter, further attracting popularity.

The prime season for "Troika" is winter rather than summer. When white clouds drift by (or perhaps, when snow falls softly - 白雲이 푸실푸실 오는 때), White Russian men and women, Westerners staying at the Chosŏn Hotel, and foreign consulate staff appear, pulling up their collars high, down 4 or 5 glasses of vodka in one go, shout "Khorosho!" (허러소), and return home. Also, Japanese and Korean youths who love the atmosphere of Siberia flock here to drink vodka. Doesn't the place, starting with its name, exude a Russian ambiance, as if it brought a scene from Siberia?

The capital Mr. Yŏn initially invested was 3,000 wŏn.
Breakdown:
Vodka 20 cases, Western liquor 5 cases, interior decoration 500 wŏn, advertising expenses 50 wŏn.
Current monthly income and expenses are:
Sales 350 wŏn, Cost of goods & miscellaneous expenses 200 wŏn, Net profit: secret, Employees: 3.

Mr. Yi Ki-se, Former Editor-in-Chief of M Newspaper, and His Chongno Musical Instrument Store

Across from Pagoda Park (빠고다 公園) on Chongno (鐘路) 2-chōme, there is the Chongno Musical Instrument Store, also known as the Chosŏn Gramophone Company (朝鮮蓄音機商會). Here, besides Victor records, other musical instruments are also sold.
The owner of this instrument store is Mr. Yi Ki-se, who was the editor-in-chief of the M newspaper until 7 or 8 years ago. After leaving his writing career, Mr. Yi Ki-se used the 3,000 wŏn severance pay he received upon retirement as seed money to establish this instrument store. Today, the Nitchiku (日蓄) records featuring famous singers like Song Man-gap (宋萬甲) and Yi Tong-baek (李東伯) performing pieces like "Eight Views of Xiaoxiang" (繡湘八景) or "Autumn Moon over Dongting" (洞庭秋月) are exclusively sold in Korea by him. <98>
Mr. Yi not only sells records like this but also strives for the revival of traditional Korean songs and ballads (歌謠) by forming the Chosŏn Music Association (朝鮮音律協會) and having famous singers like Yi, Song, Pak Nok-chu (朴綠珠), and Kim Ch'ang-hwan (金昌煥) diligently focus on revitalizing songs.
Furthermore, recently Mr. Yi included a song titled "Tanjong Kyŏnggok" (端宗京曲) and is promoting it via gramophone. The main purpose behind Mr. Yi originally setting up shop and initiating this song movement is to strive to elevate noble and venerable aspects of human sentiment, such as the principles of filial piety, loyalty, righteousness, and human feeling. Therefore, even with record discs, he tries his best to promote a moral view imbued with an old-fashioned flavor, rather than decadent ones. For this reason, receiving absolute support from educators and the intellectual class, Mr. Yi's instrument business is now well-established.
According to what was heard, the initial amount Mr. Yi invested was 5,000 wŏn. It cost over 2,000 wŏn to buy the building across from Pagoda Park on Chongno, purchase musical instruments, and prepare the commercial fixtures, and he is utilizing several thousand more wŏn.
Thus, it is said he is treading a sound business path with monthly sales of 3,000 wŏn, miscellaneous expenses and cost of goods over 2,000 wŏn, and net profit不明 (unknown). Among the clean business ventures run by intellectuals, Mr. Yi Ki-se's instrument store stands as a successful example.

Mr. Yi Sun-sŏk, Graduate of Tōkyō School of Fine Arts, and His Tearoom, Nangnang Parlour

Passing by the ancient palace gate of Taehanmun (大漢門) towards the Chosŏn Hotel, at the entrance of Hasegawa-chō (長谷川町), there stands a chic two-story Western-style building. At the entrance, plantain trees (파초) overflowing with green, as if transplanted from the South Seas, are placed. Upon entering the interior, on a floor made of earth mixed with wood shavings and white sand (白沙), photos of artists like "Schubert" (슈-벨트) and "Diderot" (?) (데-도릿지) are hung, along with good sketches appropriately displayed. Somehow, the interior and exterior blend harmoniously, and the atmosphere pervading the interior gives customers a stable calm.
This is "Nangnang Parlour" (樂浪팔라). It is a place where painters, musicians, and writers in Seoul gather most often, where recitals of famous musical pieces are held a couple of times each week, and gatherings like an evening dedicated to the literary giant "Goethe" (꾀-터) are occasionally held.
This establishment sells delicious tea (틔), cake (케-크), fruit (푸룻), etc.
The owner of this tearoom is the painter Mr. Yi Sun-sŏk, who graduated from the Tōkyō School of Fine Arts (東京美術學校) years ago. Mr. Yi is a young artist around 30 years old. Thus, he has set up an "atelier" (아토리에) (studio) on the second floor and is always busy with his creations.
The feel of this place gives the impression of an artist's studio in the backstreets (裏町) of Paris (巴里), preserving integrity while diligently pursuing the path of art.
It also seems like a piece from the set of the famous movie "Under the Roofs of Paris" (巴里の屋根の下).

Mr. Yi started this Nangnang Parlour two years ago. At that time, "Mexico" (멕시코) and "Bon Ami" (뽄아미) on Chongno were absorbing the intellectual youth. There was much doubt whether choosing a location next to this asphalt road, separated from Pukch'on (北村), would succeed or not. However, the proprietor's insight seems to have been ultimately outstanding; creating this small resting place in this wooded area (삼림가 - likely metaphorical, referring to the setting near the palace/hotel grounds) within a Western house built with steel and stone, avoiding the noise of the streetcars, suited the public's preference.
The intellectuals gathering here continue to increase. Perhaps Mr. Yi's business can now be considered established. And the name of the tearoom is good. Nangnang Parlour! This attaches a modifier derived from the essence of the Koguryŏ culture of Kangsŏ (江西), and not only is its meaning infinitely good, but its bright sound has a refined taste, like peeled ginseng (참배).

It is said the capital Mr. Yi initially invested (扱下한) in this tearoom was about 2,000 wŏn.
Setup costs 1,100 wŏn, working capital 500 wŏn, advertising expenses 30 wŏn.
The current monthly income and expenses are as follows:
Sales 300 wŏn, Cost of goods & miscellaneous expenses 200 wŏn, Net profit 不明 (unknown) <99>
<98-99>

**Summary**

This 1933 article highlights three successful businesses founded by educated Korean men ("intellectual youths") in Seoul during the Japanese colonial period. It profiles Yŏn Hak-nyŏn's Russian liquor store "Troika," specializing in vodka; Yi Ki-se's "Chongno Musical Instrument Store," which sells records and promotes traditional Korean music; and Yi Sun-sŏk's tearoom "Nangnang Parlour," a gathering place for artists and intellectuals. Each profile details their educational background, initial investment, business strategy, clientele, and estimated finances, portraying them as examples of successful modern entrepreneurship by Koreans. From a historical perspective, the article is interesting as it showcases Korean agency and adaptation within the colonial economy, focusing on niche markets (Russian liquor, traditional music records, artistic tearooms) and catering to diverse clienteles including Koreans, Japanese, Westerners, and White Russians. It reflects the burgeoning modern consumer culture in Seoul and the ways educated Koreans navigated economic and cultural spheres under colonial rule.

**Named Entities**

朴玉花	박옥화	Pak Ok-hwa
「또로이까』의 세월은 여름보다 겨을에 잇다, 白雲이 푸실푸실 오는 때 독한 酒精의 음료를 마시려 여기에 白系露人 男女와 朝鮮 호텔에 와 묵는 서양인들과 외국 영사관원들이 옷-깃축을 올니치키고 나타나서 워듸까 4, 5柸式 한숨에 하고 「허러소」를 부르며 도라간다, 또 西伯利亞 情調를 사랑하는 日本靑年과 朝鮮靑年들이 워듸까 마시려 이리로 몰닌다, 西伯利亞의 풍경을 떠온 것 갓치 그 일홈부터 露西亞 情趣가 흐르지 안느냐?

氏가 처음 投下한 자본은 3,000원
內譯
워듸까 20箱  양주 5箱  실내장식 500원 선전비 50원
지금 현재의 매월 收支는
賣上高 350원  原價及雜費 200원  純利益 비밀  使用人 3명

前 M新聞 編輯局長 李基世氏의 鐘路 樂器店

빠고다 公園 건너편 鐘路 2丁目에 鍾路 樂器店이란 朝鮮蓄音機商會가 잇다, 여기서는 삑타-의 레코드 이외에 다른 악기도 판다.
이 악기점 주인이 7, 8년 전까지 M신문 편집국장으로 잇든 李基世氏다, 李基世氏는 筆硯을 버리고 나온 뒤 퇴직할 대 밧은 3,000원의 위로금을 기본 삼아 이 악기점을 開設하엿는데 오늘날 繡湘八景이니 洞庭秋月이니 하야 宋萬甲, 李東伯氏 等의 名唱歌曲을 취입한 日蓄레코-트도 氏가 조선 안 것을 專賣하든 것이다. ＜98＞
氏는 이러케 레코-트를 판매할 뿐더러 朝鮮 在來歌謠의 부흥을 꾀하야 朝鮮音律協會를 만들고 李, 宋, 朴綠珠, 金昌煥가튼 名唱을 식혀 銳意 歌曲의 生新에 주력하고 잇다.
그뿐더러 최근에 氏는 「端宗京曲」이란 唱을 너허 축음기로 선전하고 잇다. 氏가 원래 이러케 店頭에 나안저 歌曲運動을 이르키는 그 主旨는 孝의 사조, 忠의 사조 의리와 인정 등 인정의 高尙하고 거륵한 점을 고조하기에 힘쓰고 잇다, 그래서 레코-트 판도 될 수 잇는 대로 퇴폐적이 아닌 古風味를 띈 도덕관을 고취하려 애쓴다. 이러한 까닭으로 교육가와 인테리 층의 絶大한 지지를 바더 氏의 악기상은 이제는 기초가 잡혀 젓다.
드른 즉 氏가 처음 투자한 금액은 5,000원인데 종로 빠고다 公園 건너편의 집을 사고 악기를 사드리고 商賣의 비품을 작만하느라고 2,000餘圓이 들고 數千餘圓을 가지고 활용하는 중이라 한다.
그래서 1개월 賣上高 3,000원  雜費及原價 2,000여원  純利益 不明
정도로 견실한 商道를 밟어가고 잇다고 한다, 인테리 出의 깨끗한 商職業中, 李基世氏의 악기점은 성공한 예에 들니라.

東京美術校 出身 李舜石氏의 喫茶店 樂浪팔라
大漢門 압흐로 古色蒼然한 녯 궁궐을 끼고 朝鮮 호텔 잇는 곳으로 오다가 長谷川町 初入에 洋製 2層의 潚洒한 집 한채 잇다. 입구에는 南洋에서 移植하여 온드시 綠翠 흐르는 파초가 노엿고 실내에 드러서면 대패밥과 白沙로 석근 토질 마루 우에다가 「슈-벨트, 데-도릿지」등의 예술가 사진을 걸엇고 조흔 뎃산도 알맛게 걸어 노아잇서 엇전지 실내 실외가 渾然調和되고 그리고 실내에 떠도는 기분이 손님에게 安穩한 沈靜을 준다.
이것이 「樂浪팔라」다. 서울 안에 잇는 화가, 음악가, 문인들이 가장 만히 모히고 그리고 名曲演奏會도 매주 두어 번 열니고 文豪 「꾀-터」의 밤 가튼 會合도 각금 열니는 곳이다.
이 집에서는 맛난 틔(茶)와 「케-크」「푸룻」 等을 판다.
이 茶室의 주인이 年前 東京美術學校를 마춘 화가 李舜石氏다. 氏는 30을 上下하는 청년예술가다. 그래서 그의 2층에는 「아토리에」(화실)을 꾸미어 노코 제작에 늘 분주한다.
이 집의 감촉은 마치 巴里 「裏町」에서 淸節을 직혀가며 傳心藝道에 精進하는 예술가의 화실가튼 늣김을 준다.
명화 「巴里の屋根の下」에 나오는 셋트 속의 한 쪼각 갓기도 하다.

氏가 이 樂浪 팔라를 시작한 것이 2년 전이엇다. 그 때는 鍾路에 「멕시코」와 「뽄아미」가 잇서 인테리 청년을 흡수하든 때이다, 北村하고 떠러진 이 아스팔드 길 엽헤 위치를 정하는 것이 성공하겟느냐 엇저겟느냐고 퍽도 疑懼하엿스나 경영자의 견식은 결국 탁월하엿든 모양으로 전차의 소음을 피하여 강철과 石材로 다신 洋屋의 이 삼림가에 조고마한 쉬임터를 만든 것이 世人의 기호에 마젓섯다.
이리로 모아드는 인테리는 점점 만허 간다, 아마 氏의 사업은 인제는 터전이 서 젓다고 보겟다. 그리고 티룸의 일홈이 조타. 樂浪팔라! 이것은 江西 高句麗 文化의 精華를 따다가 冠辭를 부첫는데 그 뜻도 무한히 조커니와 음향이 명랑한 품이 깍근 참배맛이 난다.

氏가 처음 이 茶室에 扱下한 자본은 약 2,000원이란 말이 잇다.
설비비 1,100원 유동자본 500원 선전비 30원
지금 每朔의 收支는 이러하다.
賣上高 300원 原價及雜費 200원 純利益 不明＜99＞
＜98-99＞
